GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98796      0.14959      0.44054         0.43988         0.43988
Zm00001eb000640    1    2737442    2740118      1       1  98796        6.332   1.2099e-10      1.3684e-10      1.3684e-10
Zm00001eb000670    1    2800774    2803236      2       2  98796       3.0195    0.0012658       0.0020148      0.00097083
Zm00001eb000720    1    2869576    2874482      7       3  98796       2.9757    0.0014618        0.009709      0.00066138
Zm00001eb000740    1    2874505    2883698      1       1  98796       0.7203      0.23567         0.23573         0.23573
Zm00001eb000750    1    2875398    2880118      1       1  98796       0.7203      0.23567         0.23573         0.23573
Zm00001eb000780    1    2950594    2963259      3       3  98796       2.3825    0.0085987       0.0094864       0.0093832
Zm00001eb000810    1    2991876    3014032      6       3  98796       7.3157   1.2804e-13      1.2795e-09      1.9984e-15
Zm00001eb000830    1    3028126    3030012      3       3  98796        5.426   2.8816e-08      1.5858e-10      1.3739e-05
Zm00001eb000920    1    3263012    3279756      1       1  98796     -0.12821      0.55101         0.55007         0.55007
Zm00001eb000960    1    3359130    3361295      1       1  98796       9.1305   3.4096e-20      4.6533e-20      4.6533e-20
Zm00001eb000970    1    3362236    3365818      1       1  98796       1.9797      0.02387        0.024142        0.024142
Zm00001eb001040    1    3473728    3478290      4       3  98796       3.1907   0.00070955      0.00034636       0.0023204
Zm00001eb001110    1    3642003    3652191      8       7  98796       7.8839   1.5865e-15      1.6498e-13      6.0733e-15
Zm00001eb001120    1    3732742    3735652      1       1  98796       2.5897    0.0048035       0.0048936       0.0048936
Zm00001eb001430    1    4173806    4249156     11       7  98796       7.3325   1.1293e-13      3.3867e-13      1.3121e-11
Zm00001eb001480    1    4358163    4359539      3       2  98796      0.98967      0.16117         0.14551         0.18322
Zm00001eb001510    1    4447853    4452527      3       3  98796       3.5984   0.00016011      3.7622e-05       0.0010853
Zm00001eb001690    1    5055289    5057805      3       3  98796       1.5055     0.066102        0.075261        0.062611
Zm00001eb001870    1    5434423    5440930      1       1  98796       0.5174      0.30244         0.30226         0.30226
Zm00001eb002000    1    5743584    5766324     13      11  98796       9.2694    9.361e-21      7.2164e-16       4.923e-21
Zm00001eb002100    1    6021571    6114922     14      12  98796       4.1218   1.8794e-05      4.8524e-06      0.00070851
Zm00001eb002170    1    6200061    6204667      7       6  98796       1.0125      0.15564         0.13243         0.19343
Zm00001eb002180    1    6223600    6228409      1       1  98796       2.1206     0.016978        0.017188        0.017188
