GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98854     -0.28737      0.61308         0.61206         0.61206
Zm00001eb000640    1    2737442    2740118      1       1  98854      -2.3756      0.99124         0.99102         0.99102
Zm00001eb000670    1    2800774    2803236      2       2  98854      -1.4784      0.93035         0.92561         0.93009
Zm00001eb000720    1    2869576    2874482      7       3  98854      0.13304      0.44708         0.64557         0.29304
Zm00001eb000740    1    2874505    2883698      1       1  98854       1.3605     0.086829        0.087212        0.087212
Zm00001eb000750    1    2875398    2880118      1       1  98854       1.3605     0.086829        0.087212        0.087212
Zm00001eb000780    1    2950594    2963259      3       3  98854     -0.42402      0.66422         0.70991         0.60346
Zm00001eb000810    1    2991876    3014032      6       3  98854      0.27641      0.39112         0.32167         0.45387
Zm00001eb000830    1    3028126    3030012      3       3  98854       1.0239      0.15295         0.15408         0.15591
Zm00001eb000920    1    3263012    3279756      1       1  98854      0.82898      0.20356         0.20374         0.20374
Zm00001eb000960    1    3359130    3361295      1       1  98854       0.7057      0.24019         0.24023         0.24023
Zm00001eb000970    1    3362236    3365818      1       1  98854     -0.10277      0.54093         0.53998         0.53998
Zm00001eb001040    1    3473728    3478290      4       3  98854     -0.16354      0.56495         0.65896         0.46881
Zm00001eb001110    1    3642003    3652191      8       7  98854      0.56491      0.28607         0.25858         0.31286
Zm00001eb001120    1    3732742    3735652      1       1  98854     -0.28608      0.61259          0.6114          0.6114
Zm00001eb001430    1    4173806    4249156     11       7  98854      0.64164      0.26055         0.19601         0.34621
Zm00001eb001480    1    4358163    4359539      3       2  98854     -0.43855      0.66951         0.73258         0.59646
Zm00001eb001510    1    4447853    4452527      3       3  98854       1.3301     0.091746         0.10107        0.088817
Zm00001eb001690    1    5055289    5057805      3       3  98854      0.99206      0.16058         0.17876          0.1479
Zm00001eb001870    1    5434423    5440930      1       1  98854     0.088717      0.46465         0.46388         0.46388
Zm00001eb002000    1    5743584    5766324     13      11  98854       1.2126      0.11265        0.049388         0.30324
Zm00001eb002100    1    6021571    6114922     14      11  98854       1.1708      0.12084         0.13924         0.11959
Zm00001eb002170    1    6200061    6204667      7       6  98854      0.39411      0.34675         0.35436         0.33119
Zm00001eb002180    1    6223600    6228409      1       1  98854     -0.29803      0.61716         0.61588         0.61588
Zm00001eb002430    1    6782672    6793725      2       2  98854      0.95962      0.16862         0.16144         0.17768
Zm00001eb002540    1    7181045    7201561      4       3  98854      0.93338      0.17531         0.17131         0.18301
Zm00001eb002590    1    7298972    7300989      3       2  98854       1.1763      0.11974         0.13268         0.11189
Zm00001eb002610    1    7337514    7342201      4       2  98854     -0.10372       0.5413          0.6519         0.43388
Zm00001eb002620    1    7344153    7348877      2       2  98854      -1.7591      0.96072         0.95176           0.964
Zm00001eb002640    1    7399951    7402416      6       5  98854     -0.65722      0.74448         0.67758          0.7745
Zm00001eb002830    1    7953030    7955203      2       2  98854       2.6435    0.0041033       0.0063219       0.0029175
