GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98635       -0.952      0.82945         0.82798         0.82798
Zm00001eb000640    1    2737442    2740118      1       1  98635       4.4979   3.4316e-06       3.656e-06       3.656e-06
Zm00001eb000670    1    2800774    2803236      2       2  98635       2.8789    0.0019953       0.0022182        0.002142
Zm00001eb000720    1    2869576    2874482      7       3  98635      0.62927      0.26459         0.39455          0.1771
Zm00001eb000740    1    2874505    2883698      1       1  98635      0.58661      0.27873         0.27863         0.27863
Zm00001eb000750    1    2875398    2880118      1       1  98635      0.58661      0.27873         0.27863         0.27863
Zm00001eb000780    1    2950594    2963259      3       3  98635       3.0627    0.0010969       0.0008125       0.0019301
Zm00001eb000810    1    2991876    3014032      6       3  98635       7.6628   9.0956e-15      3.9905e-08      2.9957e-18
Zm00001eb000830    1    3028126    3030012      3       3  98635        5.705   5.8166e-09      3.4738e-10      3.2925e-07
Zm00001eb000920    1    3263012    3279756      1       1  98635      -1.2569       0.8956         0.89446         0.89446
Zm00001eb000960    1    3359130    3361295      1       1  98635        10.05   4.6056e-24      6.2849e-24      6.2849e-24
Zm00001eb000970    1    3362236    3365818      1       1  98635       2.2532     0.012122        0.012271        0.012271
Zm00001eb001040    1    3473728    3478290      4       3  98635       4.1659   1.5509e-05      6.3158e-06      7.8659e-05
Zm00001eb001110    1    3642003    3652191      8       7  98635       8.6317   3.0216e-18      3.8858e-16      1.1011e-17
Zm00001eb001120    1    3732742    3735652      1       1  98635       3.8552   5.7829e-05      6.0262e-05      6.0262e-05
Zm00001eb001430    1    4173806    4249156     11       7  98635        3.666   0.00012317      0.00010416      0.00053219
Zm00001eb001480    1    4358163    4359539      2       1  98635      0.94534      0.17224         0.17412         0.17094
Zm00001eb001510    1    4447853    4452527      3       3  98635       3.2881   0.00050438      6.0118e-05       0.0058892
Zm00001eb001690    1    5055289    5057805      3       3  98635       2.2067     0.013666        0.010594          0.0207
Zm00001eb001870    1    5434423    5440930      1       1  98635       1.6754      0.04693        0.047303        0.047303
Zm00001eb002000    1    5743584    5766324     13      11  98635       8.6197   3.3574e-18      5.6621e-15      1.1393e-16
Zm00001eb002100    1    6021571    6114922     14      12  98635       3.3331   0.00042945      0.00036874       0.0023623
Zm00001eb002170    1    6200061    6204667      7       6  98635    0.0020968      0.49916         0.50275         0.47358
Zm00001eb002180    1    6223600    6228409      1       1  98635       1.2895     0.098618        0.099069        0.099069
Zm00001eb002430    1    6782672    6793725      2       2  98635        4.265   9.9972e-06      2.8118e-05      5.4357e-06
Zm00001eb002540    1    7181045    7201561      4       3  98635       7.4592   4.3528e-14      6.9341e-08      6.7097e-19
Zm00001eb002590    1    7298972    7300989      3       3  98635       1.4345      0.07571        0.055879         0.10744
Zm00001eb002610    1    7337514    7342201      4       2  98635       1.7181     0.042892         0.03297         0.06315
Zm00001eb002620    1    7344153    7348877      2       2  98635       2.8282    0.0023405       0.0028893       0.0022324
Zm00001eb002640    1    7399951    7402416      6       5  98635       2.3158     0.010285        0.019053       0.0082361
Zm00001eb002830    1    7953030    7955203      2       2  98635       5.6148   9.8409e-09       1.721e-08      8.5095e-09
