Marker Chr Pos p
S1_1714 1 1714 0.693411671333325
S1_1728 1 1728 0.693411671333325
S1_1950 1 1950 0.949347252930808
S1_2105 1 2105 0.863152464820875
S1_2111 1 2111 0.422008765531152
S1_13464 1 13464 0.542195436501822
S1_13687 1 13687 0.254375115952719
S1_14393 1 14393 0.346517295166946
S1_20388 1 20388 0.865199372303168
S1_20433 1 20433 0.718517115283087
S1_20441 1 20441 0.718517115283087
S1_20462 1 20462 0.0780622729680922
S1_23664 1 23664 0.441581984683381
S1_23721 1 23721 0.171921774283972
S1_27217 1 27217 0.96850513615295
S1_27280 1 27280 0.11024256933916
S1_27281 1 27281 0.542950082688402
S1_33455 1 33455 0.379512537279891
S1_54497 1 54497 0.209421723579306
S1_63880 1 63880 0.846168109432797
S1_65140 1 65140 0.426326083190306
S1_68058 1 68058 0.0213894581624809
S1_68124 1 68124 0.419021156010736
S1_69121 1 69121 0.795488058669638
S1_69122 1 69122 0.0606607997704467
S1_69139 1 69139 0.917684189725876
S1_69140 1 69140 0.832047753051865
S1_69141 1 69141 0.891456045862979
S1_69143 1 69143 0.917684189725876
S1_69164 1 69164 0.222821714469955
S1_69171 1 69171 0.356032391946635
S1_69198 1 69198 0.119355276621043
S1_79731 1 79731 0.544040876237171
S1_79733 1 79733 0.464148932207896
S1_79751 1 79751 0.207243767585085
S1_79848 1 79848 0.811427369515658
S1_80344 1 80344 0.97653408691108
S1_80439 1 80439 0.628220695963252
S1_80703 1 80703 0.250999657607179
S1_106755 1 106755 0.797285172676047
S1_106758 1 106758 0.676843874753983
S1_106767 1 106767 0.700087930019882
S1_107806 1 107806 0.0823626260125338
S1_107809 1 107809 0.0823626260125338
S1_110566 1 110566 0.316572301347508
S1_110891 1 110891 0.513383905500346
S1_111688 1 111688 0.751009200164447
S1_111731 1 111731 0.527556233701825
S1_111742 1 111742 0.333688377099955
S1_111743 1 111743 0.371212324715374
S1_111745 1 111745 0.284670634605764
S1_111806 1 111806 0.00473466995022928
S1_111808 1 111808 0.149263273338195
S1_111809 1 111809 0.412914873769964
S1_111827 1 111827 0.943407577197941
S1_111984 1 111984 0.506488454884089
S1_111995 1 111995 0.430209100212883
S1_112209 1 112209 0.847206798239148
S1_112210 1 112210 0.891716276619953
S1_112212 1 112212 0.684115225086761
S1_112271 1 112271 0.0340240332742146
S1_115276 1 115276 0.475309613316663
S1_115326 1 115326 0.212065457933124
S1_115336 1 115336 0.177390683374013
S1_115385 1 115385 0.90041573783731
S1_115402 1 115402 0.756257111516699
S1_116608 1 116608 0.222259554803726
S1_118765 1 118765 0.706522614631812
S1_118993 1 118993 0.567490009227295
S1_118999 1 118999 0.986026752604265
S1_123617 1 123617 0.262295627015626
S1_127054 1 127054 0.733082612193548
S1_128862 1 128862 0.0125239348876986
S1_128878 1 128878 0.983637965232534
S1_128880 1 128880 0.860140530290294
S1_128898 1 128898 0.830986817256245
S1_128976 1 128976 0.477248782747842
S1_129208 1 129208 0.00342794264690763
S1_129218 1 129218 0.076734525294515
S1_129605 1 129605 0.129793977300856
S1_129607 1 129607 0.128860194338298
S1_129635 1 129635 0.610436463516125
S1_129836 1 129836 0.995997937624174
S1_129848 1 129848 0.00685540059698497
S1_130233 1 130233 0.3113591562637
S1_130236 1 130236 0.0174962687624533
S1_130488 1 130488 0.658800605154375
S1_130527 1 130527 0.207833068381717
S1_130542 1 130542 0.795406109666499
S1_131059 1 131059 0.161362044209213
S1_131087 1 131087 0.00672881062280764
S1_131934 1 131934 0.0285150286194417
S1_132007 1 132007 0.0164428916585842
S1_145733 1 145733 0.039694657974677
S1_145753 1 145753 0.268439743702367
S1_145755 1 145755 0.49236305881001
S1_145767 1 145767 0.0841856137662284
S1_145787 1 145787 0.0382421475969628
S1_145817 1 145817 0.0269187398330176
S1_145819 1 145819 0.104815417607672
S1_152775 1 152775 0.398497273207703
S1_154872 1 154872 0.728995750299654
S1_154971 1 154971 0.150285625306263
S1_162603 1 162603 0.493570048307389
S1_163039 1 163039 0.542922677789741
S1_165195 1 165195 0.591331545385426
S1_165944 1 165944 0.578812030679137
S1_166067 1 166067 0.965592245364796
S1_169112 1 169112 0.117480375933124
S1_169115 1 169115 0.151929787334257
S1_169119 1 169119 0.206473102757511
S1_169122 1 169122 0.234414463586979
S1_169126 1 169126 0.206473102757511
S1_169128 1 169128 0.196162394336111
S1_172772 1 172772 0.358789920160015
S1_175165 1 175165 0.730809997162356
S1_175238 1 175238 0.418307986256223
S1_175262 1 175262 0.964548894365416
S1_175266 1 175266 0.809053668318038
S1_175270 1 175270 0.242857146355933
S1_175342 1 175342 0.0803401285659534
S1_175396 1 175396 0.725083416069571
S1_175404 1 175404 0.461929968674669
S1_175405 1 175405 0.00669903169123863
S1_175406 1 175406 0.0177476728456403
S1_188541 1 188541 0.620415748716784
S1_189389 1 189389 0.0132067255670206
S1_190192 1 190192 0.00373083422091797
S1_190239 1 190239 0.829828474897783
S1_192992 1 192992 0.646096881470932
S1_194496 1 194496 0.805546340409744
