Marker Chr Pos p
S8_5954 8 5954 0.13066343208864
S8_13745 8 13745 0.749689931476121
S8_13817 8 13817 0.747516257069185
S8_13820 8 13820 0.747516257069185
S8_13847 8 13847 0.731473683546788
S8_13868 8 13868 0.838693135952919
S8_13898 8 13898 0.125447769456614
S8_13912 8 13912 0.838693135952919
S8_22177 8 22177 0.537566742565788
S8_22193 8 22193 0.957970333198325
S8_23548 8 23548 0.00976442259161291
S8_24958 8 24958 0.0778025014739784
S8_24960 8 24960 0.077802501473988
S8_25117 8 25117 0.992712686243659
S8_25120 8 25120 0.765149561156466
S8_38134 8 38134 0.0902461314656163
S8_38139 8 38139 0.174543209533632
S8_38190 8 38190 0.15805538927905
S8_38250 8 38250 0.131136606050631
S8_38273 8 38273 0.23034321295692
S8_38384 8 38384 0.13565212279535
S8_38427 8 38427 0.139412333086123
S8_38671 8 38671 5.4751087966407e-06
S8_38677 8 38677 0.887623731505596
S8_38929 8 38929 0.884900174155962
S8_39534 8 39534 0.920835407062792
S8_39732 8 39732 0.00351234093388483
S8_39882 8 39882 0.870292397477504
S8_40161 8 40161 0.0939544256588818
S8_40189 8 40189 0.0438268678674623
S8_40251 8 40251 0.575094067140604
S8_40404 8 40404 0.158829299953787
S8_40434 8 40434 0.0315751815383076
S8_47392 8 47392 0.82331453613512
S8_49254 8 49254 0.123340342673454
S8_49255 8 49255 0.123340342673454
S8_49256 8 49256 0.122954294221664
S8_61282 8 61282 0.93636852392458
S8_61287 8 61287 0.275813123790761
S8_69542 8 69542 0.584864938592914
S8_83977 8 83977 0.866611715582254
S8_93064 8 93064 0.0228209335890192
S8_93122 8 93122 0.300040076265316
S8_93221 8 93221 0.825962406104817
S8_123192 8 123192 0.405806743977247
S8_126546 8 126546 0.471039308203373
S8_127259 8 127259 0.942194794305694
S8_131486 8 131486 0.538466683420989
S8_131492 8 131492 0.538466683420872
S8_132191 8 132191 0.021293802213265
S8_132192 8 132192 0.737453632464072
S8_142609 8 142609 0.00295743280169614
S8_142703 8 142703 0.0296960832562054
S8_144177 8 144177 0.42597983849627
S8_144414 8 144414 0.499832398053898
S8_144703 8 144703 0.00536403401481167
S8_147366 8 147366 0.916656070913557
S8_147368 8 147368 0.916656070913557
S8_153247 8 153247 0.00511545189668946
S8_155108 8 155108 0.000442010436079111
S8_156868 8 156868 0.123244205397054
S8_156869 8 156869 0.002550130167644
S8_158472 8 158472 0.520632750451317
S8_161610 8 161610 0.943676183708518
S8_161654 8 161654 0.943676183708518
S8_161655 8 161655 0.944998392383699
S8_161695 8 161695 0.765402393539034
S8_161879 8 161879 0.0266371160139846
S8_162017 8 162017 0.0433534923457437
S8_162251 8 162251 0.375070418557161
S8_162253 8 162253 0.375070418557161
S8_167271 8 167271 0.925466225767941
S8_185081 8 185081 0.0582321409170826
S8_185088 8 185088 0.0715327674109238
S8_185092 8 185092 0.624081930673891
S8_191270 8 191270 0.00393325462536035
S8_195229 8 195229 0.794184870812159
