rs chr ps p_wald
S5_49831 5 49831 0.01064271
S5_49840 5 49840 0.01098128
S5_49979 5 49979 0.0006994279
S5_56216 5 56216 0.0525052
S5_78757 5 78757 0.2952821
S5_97525 5 97525 0.8459621
S5_99881 5 99881 0.3566266
S5_134314 5 134314 0.8199669
S5_134845 5 134845 0.4887563
S5_179584 5 179584 0.01413178
S5_197332 5 197332 0.8400226
S5_260819 5 260819 0.2708026
S5_322989 5 322989 0.9081891
S5_323015 5 323015 0.8368352
S5_325430 5 325430 0.2472529
S5_327298 5 327298 0.06324583
S5_342701 5 342701 0.4691801
S5_342724 5 342724 0.9493132
S5_371269 5 371269 0.1992091
S5_371341 5 371341 0.09022286
S5_382356 5 382356 0.2215224
S5_413344 5 413344 0.593722
S5_419372 5 419372 0.5477771
S5_419376 5 419376 0.3190249
S5_419391 5 419391 0.3986839
S5_431929 5 431929 0.1201271
S5_463057 5 463057 0.9932602
S5_463148 5 463148 0.01614204
S5_500004 5 500004 0.2020365
S5_625655 5 625655 0.6271109
S5_630781 5 630781 0.03896389
S5_637176 5 637176 0.4990342
S5_639233 5 639233 0.9307354
S5_639790 5 639790 0.05945518
S5_639842 5 639842 0.2480258
S5_839397 5 839397 0.1096134
S5_839636 5 839636 0.3294962
S5_839652 5 839652 0.1794453
S5_928649 5 928649 0.2895484
S5_942858 5 942858 0.02951608
S5_992592 5 992592 0.7535781
S5_992938 5 992938 0.018103
S5_1001288 5 1001288 0.309428
S5_1001308 5 1001308 0.3581089
S5_1001318 5 1001318 0.3801781
S5_1001351 5 1001351 0.2286582
S5_1001381 5 1001381 0.05691448
S5_1001394 5 1001394 0.7499733
S5_1001396 5 1001396 0.8500503
S5_1006571 5 1006571 0.05334046
S5_1034025 5 1034025 0.05644235
S5_1064826 5 1064826 0.8982359
S5_1118983 5 1118983 0.7994037
S5_1119268 5 1119268 0.3349355
S5_1123262 5 1123262 0.6493377
S5_1123271 5 1123271 0.9472009
S5_1123296 5 1123296 0.5167793
S5_1123821 5 1123821 0.3800338
S5_1127663 5 1127663 0.7348541
S5_1138853 5 1138853 0.06730475
S5_1138888 5 1138888 0.08476059
S5_1149808 5 1149808 0.265716
S5_1152950 5 1152950 0.258577
S5_1161000 5 1161000 0.2660287
S5_1162060 5 1162060 0.008975604
S5_1162062 5 1162062 0.01819935
S5_1162570 5 1162570 0.03873452
S5_1164576 5 1164576 0.7994862
S5_1170677 5 1170677 0.3707611
S5_1170692 5 1170692 0.3419433
S5_1181657 5 1181657 0.4586131
S5_1183912 5 1183912 0.7830895
S5_1185544 5 1185544 0.2979017
S5_1213178 5 1213178 0.8967158
S5_1226817 5 1226817 0.2484389
S5_1249470 5 1249470 0.4662475
S5_1320563 5 1320563 0.8878823
S5_1329550 5 1329550 0.5164475
S5_1329969 5 1329969 0.7451447
S5_1329992 5 1329992 0.5415214
S5_1330024 5 1330024 0.9615287
S5_1330059 5 1330059 0.5069393
S5_1352653 5 1352653 0.04210973
S5_1352674 5 1352674 0.591479
S5_1370977 5 1370977 0.4039506
