rs chr ps p_wald
S5_49831 5 49831 0.6076636
S5_49840 5 49840 0.6163719
S5_49979 5 49979 2.079421e-05
S5_56216 5 56216 0.03997012
S5_78757 5 78757 0.1038106
S5_97525 5 97525 0.2059425
S5_134314 5 134314 0.1889978
S5_134845 5 134845 0.05224785
S5_179584 5 179584 0.6243572
S5_197332 5 197332 0.528292
S5_260819 5 260819 0.5080255
S5_322989 5 322989 0.1496199
S5_323015 5 323015 0.1771732
S5_325430 5 325430 0.04167036
S5_327298 5 327298 0.01232614
S5_342701 5 342701 0.07836585
S5_342724 5 342724 0.06752206
S5_371269 5 371269 0.1143461
S5_371341 5 371341 0.04791877
S5_382356 5 382356 0.4492426
S5_413344 5 413344 0.09674743
S5_419372 5 419372 0.03127434
S5_419376 5 419376 0.3122628
S5_419391 5 419391 0.2074058
S5_431929 5 431929 0.0003264161
S5_463057 5 463057 0.4435782
S5_463148 5 463148 6.127712e-05
S5_500004 5 500004 0.274844
S5_625655 5 625655 0.1510642
S5_630781 5 630781 0.05208289
S5_637176 5 637176 0.1158001
S5_639233 5 639233 0.0210075
S5_639790 5 639790 0.05077823
S5_639842 5 639842 0.1733477
S5_839397 5 839397 0.01265743
S5_839636 5 839636 0.0007991179
S5_839652 5 839652 0.006395874
S5_928649 5 928649 0.3826517
S5_942858 5 942858 0.05955198
S5_992592 5 992592 0.7891516
S5_992938 5 992938 0.1477063
S5_1001288 5 1001288 0.6019496
S5_1001308 5 1001308 0.4858672
S5_1001318 5 1001318 0.5463696
S5_1001351 5 1001351 0.2418133
S5_1001381 5 1001381 0.006996708
S5_1001394 5 1001394 0.769875
S5_1001396 5 1001396 0.8661923
S5_1006571 5 1006571 0.08828643
S5_1034025 5 1034025 0.01028164
S5_1064826 5 1064826 0.1123716
S5_1118983 5 1118983 0.6728064
S5_1119268 5 1119268 0.9154415
S5_1123262 5 1123262 0.7706654
S5_1123271 5 1123271 0.001723509
S5_1123296 5 1123296 0.3441612
S5_1123821 5 1123821 0.1033576
S5_1127663 5 1127663 0.1460684
S5_1138853 5 1138853 0.3298908
S5_1138888 5 1138888 0.3391034
S5_1149808 5 1149808 0.1131459
S5_1152950 5 1152950 0.2371979
S5_1161000 5 1161000 0.4602819
S5_1162060 5 1162060 0.03900453
S5_1162062 5 1162062 0.01406171
S5_1162570 5 1162570 0.1807398
S5_1164576 5 1164576 0.7617384
S5_1170677 5 1170677 0.5951103
S5_1170692 5 1170692 0.6698359
S5_1181657 5 1181657 0.6553172
S5_1183912 5 1183912 0.3635706
S5_1185544 5 1185544 0.6720048
S5_1213178 5 1213178 0.4047139
S5_1226817 5 1226817 0.9472655
S5_1249470 5 1249470 0.7407245
S5_1320563 5 1320563 0.1295951
S5_1329550 5 1329550 0.6349744
S5_1329969 5 1329969 0.7543773
S5_1329992 5 1329992 0.2137607
S5_1330024 5 1330024 0.1034108
S5_1330059 5 1330059 0.0145884
S5_1352653 5 1352653 0.006242328
S5_1352674 5 1352674 0.9899739
S5_1370977 5 1370977 0.9877514
S5_1379018 5 1379018 0.0068616
S5_1409071 5 1409071 0.2134031
S5_1428786 5 1428786 0.002921196
S5_1428792 5 1428792 0.7588443
S5_1447703 5 1447703 0.7523916
S5_1459090 5 1459090 0.01890667
S5_1459091 5 1459091 0.01578177
S5_1459252 5 1459252 0.5038131
S5_1460966 5 1460966 0.3889297
S5_1461017 5 1461017 0.4509698
S5_1461064 5 1461064 0.07912993
S5_1461084 5 1461084 0.6668851
S5_1466912 5 1466912 0.1183548
S5_1505161 5 1505161 0.4368062
S5_1505177 5 1505177 0.6425397
S5_1515784 5 1515784 0.4553379
S5_1516439 5 1516439 0.5780387
S5_1527166 5 1527166 0.972222
S5_1527203 5 1527203 0.02513054
S5_1528158 5 1528158 0.04742194
S5_1528176 5 1528176 0.07078203
S5_1529454 5 1529454 0.05324203
S5_1536618 5 1536618 0.606878
S5_1536631 5 1536631 0.8189644
S5_1546302 5 1546302 0.2710226
S5_1546684 5 1546684 0.385351
S5_1549404 5 1549404 0.4507901
S5_1549414 5 1549414 0.5569912
S5_1549419 5 1549419 0.1074084
S5_1560817 5 1560817 0.05815249
S5_1579470 5 1579470 0.2728205
S5_1579548 5 1579548 0.3459011
S5_1579699 5 1579699 0.0953404
S5_1579714 5 1579714 0.2734218
S5_1587655 5 1587655 0.08584028
S5_1591310 5 1591310 0.01670847
S5_1611375 5 1611375 0.228502
S5_1612550 5 1612550 0.6997568
S5_1612603 5 1612603 0.5832775
S5_1614274 5 1614274 0.5617514
S5_1623839 5 1623839 0.7773029
S5_1623851 5 1623851 0.7725882
S5_1625838 5 1625838 0.5857072
S5_1625858 5 1625858 0.9712621
S5_1629720 5 1629720 0.09627323
S5_1638275 5 1638275 0.9743252
S5_1638276 5 1638276 0.9362227
S5_1638305 5 1638305 0.3668603
S5_1644414 5 1644414 0.5539588
S5_1644513 5 1644513 0.370862
S5_1649193 5 1649193 0.2930559
S5_1649207 5 1649207 0.5241058
S5_1653913 5 1653913 0.5015905
S5_1653927 5 1653927 0.3616356
S5_1696071 5 1696071 0.2575622
S5_1696077 5 1696077 0.1192295
S5_1701627 5 1701627 0.3606199
S5_1703042 5 1703042 0.3676773
S5_1703044 5 1703044 0.3636552
S5_1703056 5 1703056 0.6057903
S5_1703061 5 1703061 0.6057903
S5_1703065 5 1703065 0.3416183
S5_1705102 5 1705102 0.1310252
S5_1726805 5 1726805 0.7968936
S5_1726835 5 1726835 0.0849258
S5_1726844 5 1726844 0.01324807
S5_1726856 5 1726856 0.03577984
S5_1733090 5 1733090 0.3784238
S5_1733102 5 1733102 0.8993987
S5_1733108 5 1733108 0.20941
S5_1733111 5 1733111 0.05961546
S5_1733156 5 1733156 0.06150759
S5_1734276 5 1734276 0.2204019
S5_1734277 5 1734277 0.3140045
S5_1734335 5 1734335 0.4056346
S5_1734854 5 1734854 0.1173631
S5_1841445 5 1841445 0.238068
S5_1842338 5 1842338 0.01677428
S5_1866541 5 1866541 0.0003707658
S5_1895691 5 1895691 0.8961135
S5_1896276 5 1896276 0.5010873
S5_1897447 5 1897447 0.3209295
S5_1924041 5 1924041 0.07894798
S5_1924092 5 1924092 0.0123844
S5_1924095 5 1924095 0.004769413
S5_1927929 5 1927929 0.001901986
S5_1938078 5 1938078 0.03414743
S5_1938079 5 1938079 0.02504032
S5_1938095 5 1938095 0.03414743
S5_1938590 5 1938590 0.3549714
S5_1977687 5 1977687 0.5705629
S5_1983039 5 1983039 0.7408689
S5_1983124 5 1983124 0.02952632
S5_1983183 5 1983183 0.8689128
S5_2013116 5 2013116 0.6131465
S5_2043968 5 2043968 0.7855589
S5_2044527 5 2044527 0.0555722
S5_2051089 5 2051089 0.2443278
S5_2051891 5 2051891 0.111815
S5_2126180 5 2126180 0.8223325
S5_2150192 5 2150192 0.004580864
S5_2151335 5 2151335 0.0328263
S5_2167184 5 2167184 0.1205475
S5_2167454 5 2167454 0.968749
S5_2177678 5 2177678 0.4965835
S5_2179473 5 2179473 0.2389449
S5_2201252 5 2201252 0.7832998
S5_2265336 5 2265336 0.1862618
S5_2291591 5 2291591 0.6618993
S5_2401741 5 2401741 0.7682808
S5_2410637 5 2410637 0.1192205
S5_2410638 5 2410638 0.09075016
S5_2410643 5 2410643 0.09954395
S5_2446854 5 2446854 0.2231448
S5_2446867 5 2446867 0.2231448
S5_2446885 5 2446885 0.2149119
S5_2508186 5 2508186 0.0007096086
S5_2528313 5 2528313 0.9748731
S5_2551849 5 2551849 0.01967044
S5_2557774 5 2557774 0.1390983
S5_2557775 5 2557775 0.147367
S5_2572730 5 2572730 0.3383027
S5_2573301 5 2573301 0.02071629
S5_2573304 5 2573304 0.02169106
S5_2585645 5 2585645 0.05746604
S5_2628178 5 2628178 0.5175684
S5_2650854 5 2650854 0.3036557
S5_2691686 5 2691686 0.0345566
S5_2700721 5 2700721 0.5364206
S5_2704101 5 2704101 0.958184
S5_2704115 5 2704115 0.6276761
S5_2704139 5 2704139 0.8525424
S5_2704191 5 2704191 0.7365087
S5_2704254 5 2704254 0.8215537
S5_2708271 5 2708271 0.4415115
S5_2798097 5 2798097 0.3578874
S5_2798110 5 2798110 0.5110837
S5_2800310 5 2800310 0.2314108
S5_2800376 5 2800376 0.1101693
S5_2816369 5 2816369 0.1660192
S5_2833298 5 2833298 0.5374653
S5_2900185 5 2900185 0.0028512
S5_2900254 5 2900254 0.7796149
S5_2928302 5 2928302 0.7063453
S5_2938230 5 2938230 0.2153408
S5_2939285 5 2939285 0.00230755
S5_3003319 5 3003319 0.2223057
S5_3005179 5 3005179 0.02600908
S5_3005183 5 3005183 0.02310837
S5_3005185 5 3005185 0.07655868
S5_3005188 5 3005188 0.01537679
S5_3005191 5 3005191 0.02600908
S5_3005192 5 3005192 0.08191565
S5_3005197 5 3005197 0.02600908
S5_3009402 5 3009402 0.1431381
S5_3062539 5 3062539 0.7421351
S5_3062557 5 3062557 0.7917705
S5_3063103 5 3063103 0.8944257
S5_3063641 5 3063641 0.02663477
S5_3079216 5 3079216 7.972005e-06
S5_3079243 5 3079243 0.003738336
S5_3084192 5 3084192 2.277661e-05
S5_3090389 5 3090389 0.00369096
S5_3103796 5 3103796 0.7502084
S5_3158004 5 3158004 0.01591963
S5_3224531 5 3224531 0.2376205
S5_3278944 5 3278944 0.2223811
S5_3328893 5 3328893 0.6834647
S5_3329203 5 3329203 0.7304826
S5_3329973 5 3329973 0.6175386
S5_3337310 5 3337310 0.2460779
S5_3355802 5 3355802 0.9565081
S5_3404207 5 3404207 0.06410162
S5_3452857 5 3452857 0.01640143
S5_3457347 5 3457347 0.9854493
S5_3467457 5 3467457 0.1341412
S5_3478739 5 3478739 0.9960772
S5_3478804 5 3478804 0.9598229
S5_3526153 5 3526153 0.1674965
S5_3538042 5 3538042 0.2177589
S5_3568803 5 3568803 0.09510487
S5_3568818 5 3568818 0.09794439
S5_3571602 5 3571602 0.7501887
S5_3571613 5 3571613 0.02439807
S5_3577692 5 3577692 0.2115923
S5_3578238 5 3578238 0.5833675
S5_3603775 5 3603775 0.04899601
S5_3630454 5 3630454 0.01453233
S5_3630737 5 3630737 0.05887292
S5_3639190 5 3639190 0.9431593
S5_3648169 5 3648169 0.4750427
S5_3667713 5 3667713 0.00270621
S5_3677151 5 3677151 0.237501
S5_3677272 5 3677272 0.2839175
S5_3677927 5 3677927 0.4332652
S5_3683999 5 3683999 0.6743227
S5_3690391 5 3690391 0.09064104
S5_3690412 5 3690412 0.09895455
S5_3690416 5 3690416 0.1025426
S5_3696096 5 3696096 0.01708467
S5_3697081 5 3697081 0.01698464
S5_3709125 5 3709125 0.9978474
S5_3760980 5 3760980 0.4826533
S5_3780683 5 3780683 0.6716569
S5_3798734 5 3798734 0.4250865
S5_3798737 5 3798737 0.4146966
S5_3861182 5 3861182 0.3202086
S5_3861183 5 3861183 0.9170785
S5_3876165 5 3876165 0.9569836
S5_3904319 5 3904319 0.0352742
S5_3909277 5 3909277 0.2000905
S5_3928723 5 3928723 0.8254062
S5_3928733 5 3928733 0.002454079
S5_3930136 5 3930136 0.3651269
S5_3930197 5 3930197 9.923619e-06
S5_3942010 5 3942010 0.5394751
S5_3942013 5 3942013 0.6037373
S5_4061724 5 4061724 0.6265042
S5_4064522 5 4064522 0.1135417
S5_4064569 5 4064569 0.1612444
S5_4064605 5 4064605 0.4174534
S5_4064671 5 4064671 0.1637014
S5_4159652 5 4159652 0.5596462
S5_4159665 5 4159665 0.271606
S5_4231585 5 4231585 0.4418738
S5_4243676 5 4243676 0.0968326
S5_4243733 5 4243733 0.2349833
S5_4248190 5 4248190 0.1468663
S5_4248203 5 4248203 0.2255161
S5_4254735 5 4254735 0.0004503744
S5_4264251 5 4264251 0.000672002
S5_4264257 5 4264257 0.001766033
S5_4264272 5 4264272 0.0003274497
S5_4284081 5 4284081 0.5015093
S5_4299093 5 4299093 0.2162703
S5_4299098 5 4299098 0.4815664
S5_4299238 5 4299238 0.03079819
S5_4326283 5 4326283 0.4560843
S5_4326710 5 4326710 0.6960554
S5_4332745 5 4332745 0.3935142
S5_4332750 5 4332750 0.5853556
S5_4332788 5 4332788 0.6724577
S5_4336009 5 4336009 0.7988256
S5_4336495 5 4336495 0.9382537
S5_4362218 5 4362218 0.464601
S5_4404459 5 4404459 0.007547013
S5_4412239 5 4412239 0.0001261263
S5_4433112 5 4433112 0.6421881
S5_4433115 5 4433115 0.6421881
S5_4511209 5 4511209 0.7520831
S5_4511211 5 4511211 0.7520831
S5_4529503 5 4529503 0.6655716
S5_4544812 5 4544812 0.6316209
S5_4544828 5 4544828 0.3131173
S5_4551484 5 4551484 0.7678945
S5_4551497 5 4551497 0.6645989
S5_4725106 5 4725106 0.303518
S5_4725150 5 4725150 0.9379774
S5_4729372 5 4729372 0.8323792
S5_4742864 5 4742864 0.8350752
S5_4742912 5 4742912 0.5816116
S5_4742961 5 4742961 0.2724764
S5_4742964 5 4742964 0.3396076
S5_4755749 5 4755749 0.01287677
S5_4755848 5 4755848 0.7835744
S5_4755947 5 4755947 0.07411305
S5_4766666 5 4766666 2.657388e-07
S5_4782450 5 4782450 0.9565918
S5_4782451 5 4782451 0.9565918
S5_4782501 5 4782501 0.00394682
S5_4793037 5 4793037 0.3394405
S5_4810761 5 4810761 0.003799051
S5_4815733 5 4815733 0.8563954
S5_4815748 5 4815748 0.03197737
S5_4858754 5 4858754 0.5496585
S5_4860236 5 4860236 0.1409418
S5_4860749 5 4860749 0.1336196
S5_4860750 5 4860750 0.285049
S5_4861421 5 4861421 0.458917
S5_4872422 5 4872422 0.4491354
S5_4877906 5 4877906 0.006310991
S5_4877914 5 4877914 0.006310991
S5_4924615 5 4924615 0.3552942
S5_4924642 5 4924642 0.4054113
S5_4924732 5 4924732 0.1447063
S5_4947741 5 4947741 0.07502445
S5_4949051 5 4949051 0.4475821
S5_4949061 5 4949061 0.1275401
S5_4949062 5 4949062 0.2360466
S5_4949089 5 4949089 0.2089435
S5_4949343 5 4949343 0.3919429
S5_4949348 5 4949348 0.1970585
S5_4949465 5 4949465 0.7355272
S5_4949504 5 4949504 0.3078116
S5_4949514 5 4949514 0.9692323
S5_4949586 5 4949586 0.1895498
S5_4949665 5 4949665 0.6547115
S5_4955749 5 4955749 0.4090382
S5_4961895 5 4961895 0.6114682
S5_4961978 5 4961978 0.5499083
S5_4963628 5 4963628 0.1948779
S5_4963644 5 4963644 0.09066284
S5_4964000 5 4964000 0.2745958
S5_4965093 5 4965093 0.08955486
S5_4967507 5 4967507 0.01043298
S5_4967522 5 4967522 0.01565787
S5_4967534 5 4967534 0.009953198
S5_4967540 5 4967540 0.02233792
S5_4975685 5 4975685 0.625992
S5_4981406 5 4981406 0.1751281
S5_4984110 5 4984110 0.1283872
S5_4994212 5 4994212 0.1117393
S5_5000246 5 5000246 0.2865662
S5_5002451 5 5002451 0.1043294
S5_5002493 5 5002493 0.9039043
S5_5002788 5 5002788 0.0428875
S5_5007029 5 5007029 0.1279262
S5_5007054 5 5007054 0.1589933
S5_5007183 5 5007183 0.5705348
S5_5008297 5 5008297 0.01604648
S5_5027737 5 5027737 0.4331709
S5_5028587 5 5028587 0.07234338
S5_5041062 5 5041062 0.8146403
S5_5055708 5 5055708 0.8702265
S5_5098170 5 5098170 0.692375
S5_5098266 5 5098266 0.8684977
S5_5098289 5 5098289 0.6894639
S5_5098503 5 5098503 0.4823668
S5_5141535 5 5141535 0.08980669
S5_5144374 5 5144374 0.3443697
S5_5160304 5 5160304 0.03207766
S5_5160310 5 5160310 0.5805903
S5_5161675 5 5161675 0.4171962
S5_5161736 5 5161736 0.03761289
S5_5176640 5 5176640 5.491164e-05
S5_5176660 5 5176660 0.737528
S5_5176665 5 5176665 0.6971048
S5_5211424 5 5211424 0.2970063
S5_5229435 5 5229435 0.436485
S5_5229456 5 5229456 0.8771681
S5_5229463 5 5229463 0.7017798
S5_5260897 5 5260897 0.06368244
S5_5306165 5 5306165 0.1406206
S5_5306204 5 5306204 0.8140551
S5_5306283 5 5306283 0.9059979
S5_5306290 5 5306290 0.1233271
S5_5306296 5 5306296 0.1626261
S5_5306372 5 5306372 0.002315607
S5_5320383 5 5320383 0.1021097
S5_5326766 5 5326766 0.2315163
S5_5331187 5 5331187 0.3087382
S5_5350980 5 5350980 0.1275372
S5_5351013 5 5351013 0.7528176
S5_5352782 5 5352782 0.5487414
S5_5372793 5 5372793 0.01592449
S5_5372824 5 5372824 0.6201528
S5_5372910 5 5372910 0.5057144
S5_5372912 5 5372912 0.0008234852
S5_5373114 5 5373114 0.2548301
S5_5373130 5 5373130 0.2269078
S5_5373164 5 5373164 0.3764076
S5_5373613 5 5373613 0.07145362
S5_5373617 5 5373617 0.05271806
S5_5378472 5 5378472 0.05207323
S5_5520403 5 5520403 0.845305
S5_5628165 5 5628165 0.1111883
S5_5664675 5 5664675 0.7852677
S5_5664696 5 5664696 0.1715529
S5_5668726 5 5668726 0.7395837
S5_5685201 5 5685201 0.805822
S5_5686698 5 5686698 0.2046731
S5_5690220 5 5690220 0.6068267
S5_5690221 5 5690221 0.6330236
S5_5692699 5 5692699 0.824991
S5_5712812 5 5712812 0.0719254
S5_5768420 5 5768420 0.02522512
S5_5772437 5 5772437 0.7771215
S5_5775648 5 5775648 0.2175587
S5_5813891 5 5813891 0.9238654
S5_5814957 5 5814957 0.7014777
S5_5814988 5 5814988 0.9281726
S5_5820168 5 5820168 0.592382
S5_5820187 5 5820187 0.5997385
S5_5820219 5 5820219 0.7640844
S5_5820223 5 5820223 0.9116608
S5_5890173 5 5890173 0.007099676
S5_5910448 5 5910448 0.02708791
S5_5917551 5 5917551 0.57353
S5_5917580 5 5917580 4.987301e-05
S5_5927487 5 5927487 0.9753327
S5_5932387 5 5932387 0.4339229
S5_5943733 5 5943733 0.5598939
S5_6116638 5 6116638 0.1310322
S5_6143505 5 6143505 0.001352809
S5_6160143 5 6160143 0.9363322
S5_6161052 5 6161052 0.6171411
S5_6161112 5 6161112 0.01210016
S5_6165755 5 6165755 0.2513505
S5_6171573 5 6171573 0.8938331
S5_6173902 5 6173902 0.2348845
S5_6185438 5 6185438 7.647381e-05
S5_6185707 5 6185707 0.0003453471
S5_6193668 5 6193668 0.0367253
S5_6230227 5 6230227 0.9138597
S5_6230238 5 6230238 0.945807
S5_6279564 5 6279564 0.8844465
S5_6285429 5 6285429 3.407273e-06
S5_6492947 5 6492947 0.2714527
S5_6520107 5 6520107 0.7538722
S5_6520135 5 6520135 0.8075835
S5_6520152 5 6520152 0.8687029
S5_6522819 5 6522819 0.8343822
S5_6522843 5 6522843 0.9954612
S5_6545324 5 6545324 0.7083447
S5_6657353 5 6657353 0.8196312
S5_6692730 5 6692730 0.1323505
S5_6692752 5 6692752 0.8700898
S5_6797848 5 6797848 0.1806821
S5_6797916 5 6797916 0.5111767
S5_6859947 5 6859947 0.262016
S5_6859968 5 6859968 0.2699213
S5_6863121 5 6863121 0.8121608
S5_6869707 5 6869707 0.628328
S5_6890769 5 6890769 0.2082247
S5_6892695 5 6892695 0.7219328
S5_6909629 5 6909629 0.07275176
S5_6917695 5 6917695 0.2137474
S5_6935966 5 6935966 0.5390851
S5_6936018 5 6936018 0.8965223
S5_6936019 5 6936019 0.8965223
S5_6936023 5 6936023 0.8965223
S5_6936106 5 6936106 0.05239556
S5_6936112 5 6936112 0.654027
S5_6945517 5 6945517 0.01726957
S5_6958559 5 6958559 0.6527558
S5_6958568 5 6958568 0.2604949
S5_7010685 5 7010685 0.9896816
S5_7013567 5 7013567 0.04171253
S5_7014734 5 7014734 0.622804
S5_7118693 5 7118693 0.4112114
S5_7153898 5 7153898 0.09876357
S5_7153899 5 7153899 0.3311594
S5_7154490 5 7154490 0.3783545
S5_7154491 5 7154491 0.3488574
S5_7154499 5 7154499 0.002398902
S5_7154820 5 7154820 0.7018888
S5_7156461 5 7156461 0.3690302
S5_7156515 5 7156515 0.3145536
S5_7156542 5 7156542 0.187476
S5_7156550 5 7156550 0.2420865
S5_7189325 5 7189325 0.9900379
S5_7194507 5 7194507 0.4815304
S5_7194529 5 7194529 0.01021136
S5_7239846 5 7239846 0.0005539172
S5_7239958 5 7239958 0.003588499
S5_7240718 5 7240718 0.6297057
S5_7256980 5 7256980 0.0009685973
S5_7257002 5 7257002 0.008225654
S5_7257029 5 7257029 0.755966
S5_7257056 5 7257056 0.9265574
S5_7262645 5 7262645 0.4276851
S5_7263813 5 7263813 0.0914807
S5_7263869 5 7263869 0.01795842
S5_7263871 5 7263871 0.3639844
S5_7278878 5 7278878 0.2361061
S5_7278879 5 7278879 0.01499067
S5_7278896 5 7278896 0.06375266
S5_7278900 5 7278900 0.8973191
S5_7279146 5 7279146 0.527215
S5_7279185 5 7279185 0.0002196858
S5_7281887 5 7281887 0.3142663
S5_7287764 5 7287764 0.904579
S5_7318851 5 7318851 0.6379748
S5_7318863 5 7318863 0.5554879
S5_7318947 5 7318947 0.1411423
S5_7318953 5 7318953 0.1896454
S5_7318963 5 7318963 0.1009072
S5_7349363 5 7349363 0.8996394
S5_7349393 5 7349393 0.07073881
S5_7351808 5 7351808 0.7236558
