rs chr ps p_wald
S9_84869 9 84869 0.2518364
S9_84888 9 84888 4.757856e-05
S9_91262 9 91262 0.5138271
S9_97075 9 97075 0.3113576
S9_105964 9 105964 0.03896057
S9_106026 9 106026 0.382855
S9_110396 9 110396 0.03341206
S9_140642 9 140642 0.0003443176
S9_141735 9 141735 0.4413071
S9_174151 9 174151 0.4725353
S9_182658 9 182658 0.2691814
S9_190962 9 190962 0.9936003
S9_190979 9 190979 0.6279903
S9_190982 9 190982 0.6776489
S9_190983 9 190983 0.8642012
S9_191019 9 191019 0.5362933
S9_191966 9 191966 0.4485366
S9_197642 9 197642 0.7361896
S9_203380 9 203380 0.9981732
S9_203693 9 203693 0.1868227
S9_207319 9 207319 0.1477625
S9_211248 9 211248 0.3401767
S9_211274 9 211274 0.3346985
S9_224516 9 224516 0.1022311
S9_224726 9 224726 0.1078599
S9_224743 9 224743 0.2148869
S9_229484 9 229484 0.5978455
S9_366612 9 366612 0.478115
S9_368787 9 368787 0.1556559
S9_368807 9 368807 0.02839531
S9_368812 9 368812 0.2675324
S9_368814 9 368814 0.5446263
S9_368817 9 368817 0.5661185
S9_368818 9 368818 0.586627
S9_368822 9 368822 0.5661185
S9_368826 9 368826 0.5661185
S9_368827 9 368827 0.5661185
S9_368828 9 368828 0.5661185
S9_368829 9 368829 0.5661185
S9_368832 9 368832 0.5661185
S9_368833 9 368833 0.5860061
S9_368834 9 368834 0.5661185
S9_370975 9 370975 0.008762332
S9_382034 9 382034 0.9569763
S9_382161 9 382161 0.1857042
S9_394320 9 394320 0.003775218
S9_435379 9 435379 0.543883
S9_457067 9 457067 0.7175726
S9_457087 9 457087 0.004030589
S9_469251 9 469251 0.4430152
S9_492667 9 492667 0.7263627
S9_512306 9 512306 0.2013477
S9_521226 9 521226 0.6553379
S9_522357 9 522357 0.1582626
S9_526737 9 526737 0.7508654
S9_526753 9 526753 0.8614848
S9_526759 9 526759 0.6506825
S9_526761 9 526761 0.8541945
S9_526779 9 526779 0.01190015
S9_526791 9 526791 0.6291369
S9_540864 9 540864 0.8715771
S9_553432 9 553432 0.6017039
S9_553944 9 553944 0.6908041
