"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G340350",4.46620518346208e-12,14,"Yes","9.369342e-11,0.6897696,8.998014e-13,0.6016972,0.06526833,3.630508e-05,1.599871e-06,0.056788,7.195411e-09,5.104269e-06,8.291288e-06,6.308704e-06,0.6336485,0.6955062"
"SORBI_3005G093500",6.17630613319875e-10,2,"Yes","0.7976891,3.157823e-10"
"SORBI_3005G095900",8.588557e-10,1,"No","8.588557e-10"
"SORBI_3003G321200",1.72194825065475e-09,2,"Yes","8.609739e-10,9.111873e-07"
"SORBI_3010G262950",5.489083e-09,1,"No","5.489083e-09"
"SORBI_3006G277550",5.597585e-09,1,"No","5.597585e-09"
"SORBI_3006G187800",6.47904818684708e-09,3,"Yes","6.325272e-09,1.764347e-08,0.00384433"
"SORBI_3003G321400",7.75701e-09,1,"No","7.75701e-09"
"SORBI_3006G272800",1.048982e-08,1,"No","1.048982e-08"
"SORBI_3007G037700",1.488242e-08,1,"No","1.488242e-08"
"SORBI_3001G352900",1.76992839273638e-08,5,"Yes","0.02398107,0.03762556,1.48048e-06,1.682304e-09,0.2153016"
"SORBI_3001G131900",2.19581776095268e-08,4,"Yes","2.945011e-09,0.1933079,0.2775963,4.451501e-06"
"SORBI_3005G096000",2.36814776677363e-08,3,"Yes","4.002705e-09,0.0463898,0.9794231"
"SORBI_3003G405700",2.47251590312914e-08,3,"Yes","4.873949e-06,3.071417e-06,0.0005527002"
"SORBI_3010G232700",2.5563633876402e-08,2,"Yes","1.312164e-08,0.07917221"
"SORBI_3003G091300",4.38429671456575e-08,2,"Yes","7.087078e-05,2.19217e-08"
"SORBI_3004G032800",4.72354775293837e-08,3,"Yes","3.569499e-08,0.003281103,2.799642e-06"
"SORBI_3006G276000",4.76201758026207e-08,3,"Yes","0.002393986,0.003491069,9.47483e-09"
"SORBI_3001G360700",6.54158756052681e-08,4,"Yes","0.5600652,0.9203319,9.187495e-08,9.187495e-08"
"SORBI_3007G014500",6.89661706632094e-08,5,"Yes","0.7219129,4.700801e-08,1.01921e-07,9.782653e-07,0.3009902"
"SORBI_3001G449700",7.213259e-08,1,"No","7.213259e-08"
"SORBI_3003G335000",7.94717632812691e-08,5,"Yes","5.489313e-06,0.003336498,5.683508e-06,0.3510835,1.267634e-06"
"SORBI_3001G375100",8.42130520872786e-08,7,"Yes","0.1551182,0.0002190306,2.040426e-07,1.914133e-07,0.1120742,0.8554217,0.4996765"
"SORBI_3010G235200",8.52058616995777e-08,2,"Yes","4.26036e-08,0.001066523"
"SORBI_3006G013100",8.78548003235835e-08,3,"Yes","1.581837e-08,0.4345554,0.8521643"
"SORBI_3010G188000",1.217158e-07,1,"No","1.217158e-07"
"SORBI_3002G307800",1.246463e-07,1,"No","1.246463e-07"
"SORBI_3006G217300",1.32869070634811e-07,3,"Yes","5.362016e-05,8.197408e-07,2.853565e-05"
"SORBI_3003G066700",1.45867694256729e-07,6,"Yes","0.00138377,0.385894,1.277296e-08,0.8047838,0.9064539,0.682302"
"SORBI_3001G360200",1.51973382989112e-07,2,"Yes","0.0005797791,7.695261e-08"
"SORBI_3006G141900",1.7676294983282e-07,2,"Yes","0.2301628,8.83838e-08"
"SORBI_3006G280200",1.79763644969633e-07,4,"Yes","1.783682e-06,6.550048e-06,3.232682e-07,2.46852e-07"
"SORBI_3002G306500",1.88831476899409e-07,9,"Yes","7.318028e-06,7.318028e-06,7.318028e-06,0.03062936,4.845246e-07,5.192043e-05,3.28571e-06,0.1801633,0.000432875"
"SORBI_3006G187600",2.15125860014709e-07,2,"Yes","1.539032e-07,1.368253e-07"
"SORBI_3006G275600",2.752753e-07,1,"No","2.752753e-07"
"SORBI_3006G203400",2.91594031587294e-07,4,"Yes","3.913966e-08,0.684713,0.003376362,0.002435989"
"SORBI_3001G071000",3.37387277116186e-07,4,"Yes","0.06501427,0.887398,0.9497806,4.537503e-08"
"SORBI_3003G252200",3.672849e-07,1,"No","3.672849e-07"
"SORBI_3002G307700",4.473429e-07,1,"No","4.473429e-07"
"SORBI_3006G204600",4.56704e-07,1,"No","4.56704e-07"
"SORBI_3001G171001",4.568984e-07,1,"No","4.568984e-07"
"SORBI_3001G377700",5.283171e-07,1,"No","5.283171e-07"
"SORBI_3001G375900",6.32265969136014e-07,4,"Yes","5.416263e-07,5.114684e-07,0.8149062,0.742547"
"SORBI_3001G261589",6.56615025351748e-07,2,"Yes","0.09654762,3.401692e-07"
"SORBI_3001G070900",7.5978636993046e-07,7,"Yes","0.1243142,0.2275696,0.1789742,0.06501427,0.887398,0.9497806,4.537503e-08"
"SORBI_3002G304500",7.74640499856538e-07,3,"Yes","0.8544211,0.2039891,1.493806e-07"
"SORBI_3003G013400",8.285261e-07,1,"No","8.285261e-07"
"SORBI_3001G084700",9.059365e-07,1,"No","9.059365e-07"
"SORBI_3001G377600",1.06729566373698e-06,6,"Yes","4.571187e-07,3.096738e-06,9.003563e-07,7.757038e-05,5.834999e-05,3.535303e-05"
"SORBI_3010G255700",1.07125842796485e-06,2,"Yes","5.356567e-07,0.7401744"
"SORBI_3006G245000",1.075077e-06,1,"No","1.075077e-06"
"SORBI_3004G035300",1.11333982188988e-06,3,"Yes","1.584524e-06,1.38487e-06,0.0001173873"
"SORBI_3006G183500",1.21073669190341e-06,4,"Yes","0.9892602,3.848022e-06,8.762077e-05,0.5691928"
"SORBI_3002G337800",1.4897285476323e-06,3,"Yes","0.3800835,1.17627e-06,4.186933e-06"
"SORBI_3001G400500",1.49557890682939e-06,3,"Yes","2.524732e-07,0.5702848,0.6783268"
"SORBI_3001G244900",1.73191224595026e-06,7,"Yes","5.309073e-05,1.162566e-06,2.62906e-05,2.890438e-05,0.1005134,0.06449657,0.005851986"
"SORBI_3001G161800",1.84172762573986e-06,3,"Yes","0.8595109,3.078571e-07,0.2573818"
"SORBI_3006G274800",1.85799437901757e-06,2,"Yes","9.545597e-07,0.149012"
"SORBI_3004G005100",1.87626134229291e-06,3,"Yes","4.076284e-07,0.1142614,0.1026965"
"SORBI_3006G134500",1.97368954013566e-06,6,"Yes","1.73753e-07,0.979828,0.7526769,0.04742441,5.957705e-05,5.957705e-05"
"SORBI_3006G241800",2.04580844254121e-06,2,"Yes","1.024271e-06,0.2898703"
"SORBI_3005G127300",2.219496e-06,1,"No","2.219496e-06"
"SORBI_3010G213000",2.21998984262228e-06,9,"Yes","0.1753823,1.385651e-07,0.7956459,0.6212037,0.1188795,0.2641696,0.7717349,0.5548788,0.615536"
"SORBI_3006G280400",2.29502823068106e-06,3,"Yes","0.2221273,3.228393e-06,3.228393e-06"
"SORBI_3009G096100",2.30937318301816e-06,2,"Yes","1.158124e-06,0.1453693"
"SORBI_3002G306300",2.401229e-06,1,"No","2.401229e-06"
"SORBI_3003G322300",2.4121425334922e-06,2,"Yes","1.206177e-06,0.7184238"
"SORBI_3005G089500",2.48089e-06,1,"No","2.48089e-06"
"SORBI_3003G301600",2.629612e-06,1,"No","2.629612e-06"
"SORBI_3001G126500",2.737149e-06,1,"No","2.737149e-06"
"SORBI_3004G134700",2.86750282529891e-06,2,"Yes","1.441059e-06,0.686301"
"SORBI_3003G281500",3.24721060895872e-06,4,"Yes","0.1673242,5.308906e-07,0.1498817,0.8100989"
"SORBI_3003G280800",3.56830790648743e-06,8,"Yes","0.3643972,0.9264306,1.837128e-05,2.40603e-05,1.808634e-05,7.19813e-06,7.930225e-06,3.180159e-06"
"SORBI_3003G292500",3.57479331414279e-06,6,"Yes","1.477506e-05,2.674152e-05,5.718453e-07,0.9351678,0.8690131,0.002490203"
"SORBI_3003G332401",3.70491557499797e-06,3,"Yes","6.905262e-06,4.877055e-06,0.03623791"
"SORBI_3006G184500",4.07825645076798e-06,2,"Yes","2.039426e-06,0.07055915"
"SORBI_3004G033300",4.16667145808347e-06,2,"Yes","2.231829e-06,2.118502e-06"
"SORBI_3003G335100",4.27619877718666e-06,3,"Yes","8.473244e-05,1.913677e-05,3.86794e-05"
"SORBI_3001G375400",4.46206115733983e-06,4,"Yes","4.844349e-06,4.844349e-06,1.273566e-06,3.844873e-06"
"SORBI_3003G359200",4.900035e-06,1,"No","4.900035e-06"
"SORBI_3006G243500",4.96174758013446e-06,3,"Yes","0.4267973,2.388773e-05,8.670576e-07"
"SORBI_3004G135800",5.21776e-06,1,"No","5.21776e-06"
"SORBI_3001G353800",5.24461187623171e-06,2,"Yes","2.637721e-06,0.9352801"
"SORBI_3001G353300",5.331563e-06,1,"No","5.331563e-06"
"SORBI_3003G292300",5.567117e-06,1,"No","5.567117e-06"
"SORBI_3002G303900",5.76260214735225e-06,6,"Yes","0.6991333,1.31544e-05,1.622533e-05,0.4437785,2.864738e-06,0.3321818"
"SORBI_3002G303950",5.76260214735225e-06,6,"Yes","0.6991333,1.31544e-05,1.622533e-05,0.4437785,2.864738e-06,0.3321818"
"SORBI_3004G041100",6.304752e-06,1,"No","6.304752e-06"
"SORBI_3001G419500",6.590766e-06,1,"No","6.590766e-06"
"SORBI_3006G237400",6.94367118903028e-06,2,"Yes","0.5486754,3.473941e-06"
"SORBI_3001G258900",7.36748899488049e-06,7,"Yes","3.252534e-06,3.252534e-06,0.1585876,0.03923902,3.648087e-05,0.8029416,0.1938994"
"SORBI_3010G271600",7.59148393147946e-06,3,"Yes","0.04527903,1.029285e-05,9.972276e-06"
"SORBI_3006G277300",7.89011959445585e-06,5,"Yes","0.1459487,0.1246288,8.013904e-07,0.1347347,0.02228498"
"SORBI_3001G352100",7.95999437253059e-06,2,"Yes","3.979689e-06,0.3697562"
"SORBI_3003G360600",8.28443481193375e-06,3,"Yes","3.398665e-06,7.373111e-06,0.1234278"
"SORBI_3003G099166",8.542761e-06,1,"No","8.542761e-06"
"SORBI_3005G092100",8.9697236131947e-06,2,"Yes","0.1435879,4.49107e-06"
"SORBI_3001G315000",8.99631673090262e-06,2,"Yes","0.5987042,4.49838e-06"
"SORBI_3003G402000",9.50658755116685e-06,3,"Yes","0.000447109,0.4189611,0.0003528375"
"SORBI_3006G134400",9.624267e-06,1,"No","9.624267e-06"
"SORBI_3001G377400",9.635256e-06,1,"No","9.635256e-06"
"SORBI_3001G258700",1.01962566766423e-05,12,"Yes","0.06623245,0.2300806,0.546779,0.06571799,0.0202521,0.9786896,0.04633435,0.911635,0.7430749,0.9479425,0.03402773,3.162412e-07"
