Marker Chr Pos p
S1_112035 1 112035 0.000623424619548808
S1_112479 1 112479 0.000152232049660756
S1_115471 1 115471 0.00086847836583639
S1_119085 1 119085 0.000525307732460244
S1_165827 1 165827 7.73468892868452e-05
S1_166576 1 166576 0.000313536735048099
S1_175797 1 175797 2.37199797392552e-05
S1_198193 1 198193 0.000459517966837917
S1_198505 1 198505 0.00097288512108805
S1_198557 1 198557 8.7960490656365e-05
S1_248181 1 248181 7.75765521210297e-06
S1_248222 1 248222 1.22341841205884e-06
S1_253104 1 253104 0.000317443219661168
S1_265181 1 265181 5.23118916329162e-05
S1_281931 1 281931 2.15009525096994e-05
S1_283053 1 283053 6.16869909693608e-05
S1_301902 1 301902 1.32511736314826e-05
S1_301910 1 301910 0.000500827845963244
S1_336598 1 336598 2.15265351213626e-05
S1_336652 1 336652 9.52415045840185e-07
S1_338084 1 338084 0.000511205724198275
S1_372641 1 372641 9.54172875899773e-05
S1_381902 1 381902 0.000778128014879757
S1_399353 1 399353 0.0002673946272792
S1_569460 1 569460 9.39922340160868e-06
S1_704079 1 704079 7.23219823275415e-05
S1_922546 1 922546 4.37166909516128e-06
S1_943248 1 943248 2.21902998183277e-05
S1_1030481 1 1030481 0.000338616340014978
S1_1042800 1 1042800 1.04720497635142e-05
S1_1096683 1 1096683 0.000442042443504352
S1_1112883 1 1112883 5.10374238493376e-05
S1_1171830 1 1171830 0.000520646894702762
S1_1183420 1 1183420 0.000373304029318062
S1_1201840 1 1201840 0.000227835286982046
S1_1210002 1 1210002 5.18539784364498e-07
S1_1210125 1 1210125 0.000325977161957272
S1_1210127 1 1210127 0.000325977161957272
S1_1211700 1 1211700 2.22638616939524e-05
S1_1223395 1 1223395 0.000102897779008676
S1_1223474 1 1223474 1.87056177814528e-05
S1_1223520 1 1223520 0.00060694768872863
S1_1229594 1 1229594 0.000648332728197842
S1_1232724 1 1232724 3.40350762366611e-05
S1_1263619 1 1263619 0.000575337101285389
S1_1274914 1 1274914 0.000386918216621027
S1_1278409 1 1278409 0.000365192914397057
S1_1368043 1 1368043 0.000829094859706455
S1_1384972 1 1384972 3.06812449622258e-06
S1_1392639 1 1392639 4.97601909047414e-05
S1_1448091 1 1448091 0.000456002629091538
S1_1449790 1 1449790 0.000237788518806618
S1_1451972 1 1451972 0.000216376754213746
S1_1546172 1 1546172 0.000101312014559548
S1_1550007 1 1550007 0.000372696401218518
