Marker Chr Pos p
S8_142609 8 142609 0.000254464351286531
S8_185088 8 185088 0.000467853184591972
S8_203527 8 203527 5.90502047835718e-05
S8_245467 8 245467 0.000429735658780994
S8_245955 8 245955 0.000879675726839105
S8_245956 8 245956 0.000879675726839105
S8_322662 8 322662 0.000914012376066012
S8_440482 8 440482 6.08329934721193e-05
S8_515563 8 515563 1.99621983083707e-05
S8_515600 8 515600 1.99621983083707e-05
S8_551691 8 551691 0.000423138739207679
S8_560154 8 560154 0.000148413026325318
S8_629488 8 629488 7.20784774348731e-06
S8_630736 8 630736 0.000655528707379139
S8_630886 8 630886 1.85262932345538e-05
S8_682362 8 682362 5.94668125997291e-06
S8_685797 8 685797 0.000740962061060322
S8_685987 8 685987 3.9753624478923e-05
S8_686031 8 686031 0.000109526843231523
S8_697736 8 697736 0.000499058524727822
S8_736967 8 736967 4.6293189628985e-05
S8_737958 8 737958 5.71058295226241e-05
S8_746716 8 746716 0.000586525804331203
S8_749459 8 749459 4.3787048087614e-05
S8_784525 8 784525 5.86491139233426e-05
S8_827404 8 827404 0.000547350988213456
S8_831263 8 831263 0.000116021289201064
S8_831281 8 831281 0.000116021289201064
S8_847847 8 847847 3.15400063409321e-05
S8_867068 8 867068 0.000180419887747334
S8_876750 8 876750 0.000303095652251124
S8_876751 8 876751 0.000303095652251124
S8_878350 8 878350 1.77275190266416e-05
S8_878351 8 878351 1.77275190266416e-05
S8_879765 8 879765 7.60256380866216e-06
S8_879766 8 879766 7.60256380866185e-06
S8_880153 8 880153 4.7487005970631e-07
S8_880464 8 880464 5.78561741746509e-06
S8_880685 8 880685 8.5396694165378e-05
S8_881693 8 881693 0.000200555457125632
S8_886280 8 886280 0.00076095389112974
S8_890608 8 890608 8.20364383769209e-05
S8_890624 8 890624 4.77293756657892e-05
S8_890645 8 890645 2.71125689455952e-05
S8_890953 8 890953 0.000167907038879579
S8_922806 8 922806 6.67534416300409e-05
S8_922808 8 922808 6.67534416300409e-05
S8_946304 8 946304 0.000306278195155359
S8_958008 8 958008 0.000366804734968038
S8_1038320 8 1038320 0.000738385902483474
S8_1129364 8 1129364 0.000860202055205431
S8_1160739 8 1160739 1.09609566757836e-05
S8_1168142 8 1168142 2.95869029285943e-05
S8_1181433 8 1181433 0.000647005619842374
S8_1207930 8 1207930 0.000544821249295789
S8_1221174 8 1221174 0.00039861074256996
S8_1221381 8 1221381 2.99047750379402e-07
S8_1221411 8 1221411 8.16032022214276e-07
S8_1228990 8 1228990 5.1166788814445e-07
S8_1229009 8 1229009 5.1166788814445e-07
S8_1229037 8 1229037 5.00270078379233e-07
S8_1257253 8 1257253 0.000298360780840142
S8_1260571 8 1260571 0.000209578539392472
S8_1261807 8 1261807 0.000340079125745486
S8_1264390 8 1264390 5.66302867302351e-05
