Marker Chr Pos p
S8_5954 8 5954 1.41282386662423e-08
S8_13745 8 13745 5.70848409278128e-05
S8_13868 8 13868 1.48702508920307e-05
S8_13912 8 13912 1.48702508920307e-05
S8_23548 8 23548 0.000475516121603225
S8_24958 8 24958 8.19524029060595e-06
S8_24960 8 24960 8.19524029060321e-06
S8_38250 8 38250 0.000413250523088151
S8_38273 8 38273 0.000306744441651638
S8_38671 8 38671 4.77731696210287e-08
S8_39534 8 39534 1.91230013890205e-09
S8_39882 8 39882 0.000137773176770985
S8_47392 8 47392 5.60108133815789e-05
S8_69542 8 69542 0.000748007939069369
S8_83977 8 83977 0.000660574619545883
S8_131486 8 131486 9.44609201653527e-05
S8_131492 8 131492 9.4460920165276e-05
S8_142609 8 142609 4.10682637859974e-12
S8_144703 8 144703 1.84603821478696e-06
S8_153247 8 153247 3.17515433582459e-10
S8_161879 8 161879 4.11867401297916e-05
S8_162017 8 162017 1.62197856132684e-05
S8_167271 8 167271 0.000484853661019113
S8_185081 8 185081 2.53652370264346e-05
S8_185092 8 185092 3.61261240658149e-05
S8_191270 8 191270 2.78762568787485e-13
S8_209505 8 209505 1.41064037862435e-05
S8_223263 8 223263 2.48651236144464e-05
S8_223293 8 223293 1.26146849434009e-06
S8_223333 8 223333 3.593758551137e-10
S8_224912 8 224912 0.000934407813918806
S8_225598 8 225598 3.07827305378184e-05
S8_228785 8 228785 8.60971952334257e-06
S8_241330 8 241330 2.72594079413558e-06
S8_245434 8 245434 7.79761788890741e-07
S8_245467 8 245467 2.48411757076311e-07
S8_322662 8 322662 1.40103423272738e-10
S8_322758 8 322758 8.6651211596383e-08
S8_322904 8 322904 4.83623065134159e-05
S8_327553 8 327553 4.4524115636862e-06
S8_341552 8 341552 3.26239603987775e-08
S8_342140 8 342140 1.70068057258593e-07
S8_361723 8 361723 8.99197446502284e-05
S8_365900 8 365900 5.65373169784057e-08
S8_370005 8 370005 2.0434501079921e-10
S8_378273 8 378273 0.00060829877832808
S8_389316 8 389316 7.40588373638521e-12
S8_395733 8 395733 1.43706748627686e-05
S8_397460 8 397460 0.000237689442330774
S8_403517 8 403517 1.21620653247833e-07
S8_403518 8 403518 0.000244474715023824
S8_419387 8 419387 0.000316137994521861
S8_419403 8 419403 0.000316137994521861
S8_419410 8 419410 9.12557030307391e-06
S8_428789 8 428789 3.22926296122795e-05
S8_429782 8 429782 4.41775609416212e-08
S8_432762 8 432762 3.77394235744779e-10
S8_438935 8 438935 1.14233393920846e-05
S8_440838 8 440838 7.27797247957257e-07
S8_466785 8 466785 0.000312589714393011
S8_471374 8 471374 9.57494636556694e-08
S8_475483 8 475483 2.24311009958423e-11
S8_508265 8 508265 2.7873120810455e-08
S8_511745 8 511745 1.0919308044575e-06
S8_514317 8 514317 3.80853575803115e-06
S8_514319 8 514319 3.80853575803115e-06
S8_514320 8 514320 3.80853575803115e-06
S8_528236 8 528236 1.87996124946383e-09
S8_528461 8 528461 8.18407477153486e-06
S8_529338 8 529338 2.20081503895745e-05
S8_532779 8 532779 2.59168812531579e-08
S8_542052 8 542052 2.79226330040368e-17
S8_551751 8 551751 1.16249027416228e-08
S8_552093 8 552093 0.000303764949475854
S8_557004 8 557004 4.46337595424392e-13
S8_560215 8 560215 4.3446532819473e-16
S8_561817 8 561817 2.70752564048266e-05
S8_561827 8 561827 2.70752564048266e-05
S8_561830 8 561830 2.70752564048266e-05
S8_563276 8 563276 7.79566211843078e-05
S8_563676 8 563676 8.80936484524009e-05
S8_577643 8 577643 9.60010199654564e-06
S8_578230 8 578230 0.000253204063969286
S8_612283 8 612283 0.000118737183988684
S8_621875 8 621875 5.48905202407595e-05
S8_629287 8 629287 0.000431568149331132
S8_629875 8 629875 0.000156533093754357
S8_629995 8 629995 0.0006388917332585
S8_630561 8 630561 0.000356919686434816
S8_630736 8 630736 3.79957457080122e-07
S8_632273 8 632273 0.000586401962934521
S8_632309 8 632309 0.000586401962934521
S8_639780 8 639780 0.000387617891815369
S8_643054 8 643054 2.67518511821312e-05
S8_643238 8 643238 1.1138267670741e-05
S8_644201 8 644201 9.15937609651882e-06
S8_652163 8 652163 3.35159481005936e-06
S8_670483 8 670483 0.000711767397395613
S8_673804 8 673804 2.90604869906891e-05
S8_674243 8 674243 0.000156061169070355
S8_675765 8 675765 0.000711051605998557
S8_680599 8 680599 0.00047862607651785
S8_690609 8 690609 0.000127365634400525
S8_706124 8 706124 0.000960051560172721
S8_717926 8 717926 2.59477782961929e-05
S8_717927 8 717927 2.63688724157096e-05
S8_718637 8 718637 2.13222256279176e-07
S8_719944 8 719944 2.4619088350168e-06
S8_719953 8 719953 2.46190883501697e-06
S8_719978 8 719978 2.50562831382988e-06
S8_720025 8 720025 5.47456056394476e-08
S8_737100 8 737100 0.000284708684670454
S8_746716 8 746716 7.97441219391133e-10
S8_749185 8 749185 1.87459456837012e-11
S8_749841 8 749841 1.45736147966712e-05
S8_784525 8 784525 6.84758572280574e-13
S8_809310 8 809310 1.49335164608408e-05
S8_823757 8 823757 3.23554494196784e-06
S8_830512 8 830512 5.73537351891056e-07
S8_831120 8 831120 2.45431575839054e-05
S8_845061 8 845061 0.000112589968210896
S8_845080 8 845080 8.30834426567914e-05
S8_847847 8 847847 1.40760969847645e-05
S8_861834 8 861834 0.000713597241152622
S8_876750 8 876750 4.83916805717389e-07
S8_876751 8 876751 4.83916805717389e-07
S8_878350 8 878350 1.03278745418456e-05
S8_878351 8 878351 1.03278745418456e-05
S8_879765 8 879765 2.95417779244277e-08
S8_879766 8 879766 2.95417779244215e-08
S8_879830 8 879830 0.000147091996250938
S8_880153 8 880153 1.15156442557284e-05
S8_880464 8 880464 2.19814654311651e-07
S8_880685 8 880685 1.72482731648356e-05
S8_881633 8 881633 2.93379244212378e-06
S8_881693 8 881693 4.1112636638765e-07
S8_888444 8 888444 0.000802905699658755
S8_888470 8 888470 0.000802905699658755
S8_924304 8 924304 0.000571704294084366
S8_924311 8 924311 0.000571704294084488
S8_937905 8 937905 3.10829271239612e-05
S8_938037 8 938037 0.000853876123150322
S8_946128 8 946128 3.05098446432104e-06
S8_951298 8 951298 3.86848226654785e-18
S8_951317 8 951317 3.42255493086385e-17
S8_951613 8 951613 6.38538687375193e-11
S8_958691 8 958691 5.98096308051728e-08
S8_958850 8 958850 0.000121988261735346
S8_958873 8 958873 0.000120118502444798
S8_958885 8 958885 0.000121988261735346
S8_959979 8 959979 0.000945017934585707
S8_973623 8 973623 0.000150505902748609
S8_975419 8 975419 0.000673468629085597
S8_1019474 8 1019474 4.40481932134303e-06
S8_1019516 8 1019516 3.63792081092499e-05
S8_1022906 8 1022906 2.78064915774453e-05
S8_1022951 8 1022951 0.000292087502289193
S8_1022952 8 1022952 5.68402782556672e-07
S8_1032192 8 1032192 0.000355446639925083
S8_1042984 8 1042984 9.83024284309833e-05
S8_1042998 8 1042998 0.000133849943860053
S8_1043495 8 1043495 3.9420349275768e-09
S8_1043497 8 1043497 3.97741725718888e-09
S8_1043503 8 1043503 4.04067869232891e-09
S8_1043710 8 1043710 2.2608907961391e-06
S8_1078835 8 1078835 1.00598878515977e-06
S8_1082988 8 1082988 7.87833500440926e-08
S8_1093101 8 1093101 4.86984673335983e-06
S8_1117896 8 1117896 0.000290417414203314
S8_1128024 8 1128024 1.02154730496485e-08
