GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1         0      4616      1       1  72163       1.9613      0.02492        0.025191        0.025191
SORBI_3001G000400    1     20391     44443      2       1  72163      0.54835      0.29173         0.29156         0.29156
SORBI_3001G000700    1     51781     65305      1       1  72163      0.81745      0.20683         0.20697         0.20697
SORBI_3001G000800    1     60892     71306      2       2  72163      0.29415      0.38432         0.39524          0.3711
SORBI_3001G000900    1     77159     83636      4       3  72163     -0.60372      0.72698         0.71686         0.71404
SORBI_3001G001000    1     79932     85350      4       3  72163     -0.60372      0.72698         0.71686         0.71404
SORBI_3001G001200    1    107968    114306      1       1  72163       1.6276     0.051802        0.052178        0.052178
SORBI_3001G001300    1    110766    118048      3       2  72163        1.236      0.10823         0.10376         0.11783
SORBI_3001G001400    1    114116    138690      2       2  72163      0.83754      0.20114         0.22071         0.18456
SORBI_3001G002000    1    160161    169916      1       1  72163     0.081301       0.4676         0.46674         0.46674
SORBI_3001G002050    1    168558    176521      2       2  72163      0.29639      0.38347          0.4155         0.35199
SORBI_3001G002100    1    171605    177832      2       2  72163      0.29639      0.38347          0.4155         0.35199
SORBI_3001G002200    1    183033    206958      2       2  72163     -0.83491      0.79812         0.82751         0.75901
SORBI_3001G002400    1    214906    221523      1       1  72163      0.54462      0.29301         0.29287         0.29287
SORBI_3001G002500    1    243300    249573      3       3  72163      0.51174      0.30442         0.24052         0.38281
SORBI_3001G002650    1    254359    260324      1       1  72163       -1.465      0.92854         0.92736         0.92736
SORBI_3001G002700    1    256383    262238      1       1  72163       -1.465      0.92854         0.92736         0.92736
SORBI_3001G003100    1    276106    284181      1       1  72163       1.1475      0.12559         0.12597         0.12597
SORBI_3001G003200    1    280881    287375      1       1  72163       1.1475      0.12559         0.12597         0.12597
SORBI_3001G003300    1    288474    300496      3       2  72163     0.023884      0.49047         0.56136          0.4214
SORBI_3001G003400    1    296066    301728      3       2  72163     0.023884      0.49047         0.56136          0.4214
