rs chr ps p_wald
S6_120318 6 5411194 0.935286
S6_122286 6 5413260 0.6294779
S6_123429 6 5414403 0.7667509
S6_125143 6 5416117 0.01211238
S6_125148 6 5416122 0.08286076
S6_125999 6 5416973 0.7694509
S6_127195 6 5418169 0.1775566
S6_129643 6 5420617 0.9840098
S6_129655 6 5420629 0.2446528
S6_129760 6 5420734 0.4807077
S6_129786 6 5420760 0.5845629
S6_262742 6 5524856 0.3519539
S6_269390 6 5533599 0.7440985
S6_272264 6 5536474 0.5119436
S6_359754 6 5622252 0.1939969
S6_359948 6 5622446 0.320848
S6_360118 6 5622616 0.7807217
S6_360159 6 5622657 0.8129496
S6_360231 6 5622729 0.4524552
S6_360279 6 5622777 0.2836857
S6_360343 6 5622841 0.1171594
S6_360383 6 5622881 0.4171386
S6_360388 6 5622886 0.123636
S6_360610 6 5623108 0.2808066
S6_360643 6 5623141 0.2871945
S6_363667 6 5626165 0.4415079
S6_363852 6 5626350 0.6711337
S6_363913 6 5626411 0.2763561
S6_367992 6 5630534 0.05878988
S6_371015 6 5633556 0.541803
S6_371036 6 5633577 0.8537116
S6_371043 6 5633584 0.1633254
S6_371045 6 5633586 0.1533268
S6_371121 6 5633662 0.2605465
S6_371138 6 5633679 0.01425023
S6_371184 6 5633725 0.2250156
S6_371295 6 5633836 0.7410861
S6_371465 6 5634006 0.7004698
S6_474347 6 5720709 0.568612
S6_474410 6 5720772 0.9080378
S6_474415 6 5720777 0.6175071
S6_474677 6 5721039 0.6890144
S6_474763 6 5721125 0.09133814
S6_474774 6 5721136 0.6189998
S6_474792 6 5721154 0.1251571
S6_474801 6 5721163 0.115036
S6_474802 6 5721164 0.1092906
S6_474803 6 5721165 0.1141466
S6_474906 6 5721268 0.4015375
S6_474952 6 5721314 0.6400852
S6_475049 6 5721411 0.3200578
S6_475093 6 5721455 0.1472578
S6_475274 6 5721636 0.3842038
S6_475281 6 5721643 0.5132489
S6_475424 6 5721786 0.2584934
S6_540552 6 5786824 0.1551992
S6_558438 6 5804707 0.112731
S6_628627 6 5877575 0.455429
S6_628657 6 5877605 0.9916243
S6_632237 6 5881186 0.3464143
S6_655941 6 5904882 0.5255556
S6_655974 6 5904915 0.2911048
S6_656139 6 5905080 0.7853956
S6_656229 6 5905170 0.8261043
S6_656561 6 5905502 0.2155473
S6_656565 6 5905506 0.4123391
S6_656571 6 5905512 0.1242898
S6_657165 6 5906106 0.06403991
S6_657279 6 5906220 0.2298239
S6_657322 6 5906263 0.6848756
S6_658715 6 5907656 0.3096361
S6_661753 6 5910694 0.2060014
S6_661780 6 5910721 0.5756777
S6_661788 6 5910729 0.4412121
S6_662918 6 5911859 0.393063
S6_663035 6 5911976 0.74692
S6_663079 6 5912020 0.1329468
S6_702394 6 5955180 0.5327565
S6_702448 6 5955234 0.5783791
S6_702512 6 5955298 0.662596
S6_702883 6 5955669 0.2650356
S6_702886 6 5955672 0.3420476
S6_702887 6 5955673 0.2717225
S6_702889 6 5955675 0.2721449
S6_702890 6 5955676 0.286846
S6_702893 6 5955679 0.2445346
S6_702894 6 5955680 0.282747
S6_702919 6 5955705 0.7770656
S6_702960 6 5955746 0.08320538
S6_768958 6 6027486 0.4218227
S6_768966 6 6027494 0.343723
S6_772898 6 6031426 0.2139013
S6_779789 6 6040347 0.207023
S6_779801 6 6040359 0.003218178
S6_780015 6 6040573 0.9914656
S6_780111 6 6040669 0.008934985
S6_780616 6 6041174 0.7784118
S6_793828 6 6083990 0.9835914
S6_799980 6 6067912 0.2329434
S6_799981 6 6067911 0.5987673
S6_799997 6 6067895 0.8437204
S6_844191 6 6114836 0.6227812
S6_844219 6 6114864 0.692948
S6_915420 6 6190132 0.008453323
S6_924382 6 6199089 0.270812
S6_924384 6 6199091 0.4694287
S6_1169962 6 6464900 0.8628168
S6_1170015 6 6464953 0.6677309
S6_1170021 6 6464959 0.3274397
S6_1170026 6 6464964 0.4665548
S6_1170033 6 6464971 0.09946537
S6_1170042 6 6464980 0.930551
S6_1236996 6 6531602 0.1106208
S6_1236999 6 6531605 0.4988901
S6_1237012 6 6531618 0.9161634
S6_1237024 6 6531630 0.9943366
S6_1237680 6 6532286 0.807762
S6_1237703 6 6532309 0.7654483
S6_1237715 6 6532321 0.4557484
S6_1237719 6 6532325 0.5054752
S6_1239532 6 6534138 0.4392721
S6_1239953 6 6534559 0.8838048
S6_1240022 6 6534628 0.359209
S6_1242161 6 6536767 0.1818282
S6_1242165 6 6536771 0.2010736
S6_1242216 6 6536821 0.1241098
S6_1242565 6 6537170 0.428081
S6_1242586 6 6537191 0.9354771
S6_1250063 6 6544668 0.0325454
S6_1250074 6 6544679 0.2809507
S6_1250194 6 6544799 0.5784422
S6_1250302 6 6544907 0.3558543
S6_1250446 6 6545051 0.9373801
S6_1250448 6 6545053 0.6798159
S6_1250449 6 6545054 0.8201418
S6_1250451 6 6545056 0.8525296
S6_1250453 6 6545058 0.7586436
S6_1250487 6 6545092 0.141157
S6_1250509 6 6545114 0.167187
S6_1250653 6 6545258 0.2041571
S6_1250801 6 6545406 0.9330915
S6_1250821 6 6545426 0.1151031
S6_1250822 6 6545427 0.498906
S6_1250844 6 6545449 0.5325043
S6_1280412 6 6552409 0.7337317
S6_1280417 6 6552414 0.4503264
S6_1280423 6 6552420 0.3193631
S6_1280424 6 6552421 0.4145966
S6_1280426 6 6552423 0.9842102
S6_1280432 6 6552429 0.9731633
S6_1280450 6 6552447 0.1137282
S6_1280520 6 6552517 0.4944762
S6_1280671 6 6552668 0.4039385
S6_1280681 6 6552678 0.4046082
S6_1280759 6 6552756 0.1362107
S6_1281018 6 6553015 0.5896848
S6_1281044 6 6553041 0.381846
S6_1281153 6 6553150 0.5247895
S6_1281219 6 6553216 0.9161784
S6_1281263 6 6553260 0.6080566
S6_1281278 6 6553275 0.25812
S6_1282115 6 6554112 0.01086108
S6_1282146 6 6554143 0.6455259
S6_1282192 6 6554189 0.9893436
S6_1283482 6 6555479 0.01059768
S6_1283488 6 6555485 0.1561047
S6_1283764 6 6555761 0.3974938
S6_1283774 6 6555771 0.4472126
S6_1283781 6 6555778 0.0890986
S6_1283825 6 6555822 0.08897127
S6_1286570 6 6558567 0.8960294
S6_1287188 6 6559185 0.4077388
S6_1287238 6 6559235 0.5916316
S6_1287243 6 6559240 0.6595228
S6_1287244 6 6559241 0.6562064
S6_1287295 6 6559292 0.8293536
S6_1287296 6 6559293 0.4653349
S6_1287297 6 6559294 0.4559798
S6_1287304 6 6559301 0.4128651
S6_1287322 6 6559319 0.4443186
S6_1287326 6 6559323 0.2800083
S6_1334891 6 6637933 0.3921575
S6_1334898 6 6637940 0.476254
S6_1336275 6 6639317 0.08753464
S6_1336323 6 6639365 0.1133597
S6_1336327 6 6639369 0.3988584
S6_1336358 6 6639400 0.07924755
S6_1337420 6 6640462 0.7058093
S6_1337825 6 6640867 0.40983
S6_1337858 6 6640900 0.8220629
S6_1337876 6 6640918 0.5742344
S6_1337881 6 6640923 0.3454843
S6_1337882 6 6640924 0.3704025
S6_1337887 6 6640929 0.4950865
S6_1337898 6 6640940 0.3704025
S6_1337919 6 6640961 0.8747356
S6_1338116 6 6641158 0.4129817
S6_1339141 6 6642183 0.02437664
S6_1339233 6 6642275 0.7757255
S6_1339251 6 6642293 0.5851134
S6_1339325 6 6642367 0.4919282
S6_1339326 6 6642368 0.1786663
S6_1339328 6 6642370 0.5456189
S6_1339342 6 6642384 0.20483
S6_1339382 6 6642424 0.2798469
S6_1339403 6 6642445 0.6875259
S6_1339425 6 6642467 0.9038528
S6_1339482 6 6642524 0.1081417
S6_1339989 6 6643031 0.6529503
S6_1339990 6 6643032 0.5968917
S6_1339993 6 6643035 0.6532703
S6_1339994 6 6643036 0.6850663
S6_1339997 6 6643039 0.5866308
S6_1340864 6 6643906 0.1152676
S6_1340883 6 6643925 0.9323028
S6_1340892 6 6643934 0.03882286
S6_1340898 6 6643940 0.2062023
S6_1340910 6 6643952 0.7342652
S6_1340912 6 6643954 0.2383297
S6_1340916 6 6643958 0.9248147
S6_1340946 6 6643988 0.09827057
S6_1340967 6 6644009 0.8454082
S6_1340979 6 6644021 0.4964168
S6_1341011 6 6644053 0.7201372
S6_1341057 6 6644099 0.2647479
S6_1341058 6 6644100 0.1414435
S6_1341077 6 6644119 0.03404823
S6_1341079 6 6644121 0.3853199
S6_1341108 6 6644150 0.2369101
S6_1341150 6 6644192 0.03850306
S6_1341201 6 6644243 0.0200538
S6_1341207 6 6644249 0.03851979
S6_1344620 6 6647662 0.2863552
S6_1371324 6 6674365 0.6441957
S6_1371333 6 6674374 0.9264443
S6_1371338 6 6674379 0.9330946
S6_1371341 6 6674382 0.09871455
S6_1371349 6 6674390 0.07990781
S6_1371357 6 6674398 0.5914869
S6_1371358 6 6674399 0.5054095
S6_1371360 6 6674401 0.7332401
S6_1371484 6 6674525 0.02030119
S6_1373795 6 6676836 0.1910323
S6_1373904 6 6676945 0.08380238
S6_1521039 6 6824574 0.5317642
S6_1522246 6 6825781 0.0235637
S6_1522257 6 6825792 0.3021127
S6_1522347 6 6825882 0.9854453
S6_1527324 6 6830859 0.8321495
S6_1527379 6 6830914 0.03621451
S6_1528469 6 6832004 0.03626213
S6_1529563 6 6833098 0.3317544
S6_1530108 6 6833643 0.5341416
S6_1533933 6 6837465 0.4446572
S6_1533934 6 6837466 0.4446572
S6_1535619 6 6839151 0.03258397
S6_1535661 6 6839193 0.03297126
S6_1535668 6 6839200 0.03378507
S6_1535718 6 6839250 0.13677
S6_1535721 6 6839253 0.2325453
S6_1537626 6 6841158 0.3721047
S6_1537768 6 6841300 0.1475631
S6_1537808 6 6841340 0.9322901
S6_1537813 6 6841345 0.6249063
S6_1537832 6 6841364 0.0628294
S6_1537975 6 6841507 0.2041037
S6_1537984 6 6841516 0.8951001
S6_1538020 6 6841552 0.03601203
S6_1538401 6 6841933 0.8763406
S6_1538478 6 6842010 0.04892923
S6_1539458 6 6842990 0.0469691
S6_1539483 6 6843015 0.2229329
S6_1539500 6 6843032 0.366232
S6_1540111 6 6843643 0.4982904
S6_1540121 6 6843653 0.4474656
S6_1540124 6 6843656 0.3217281
S6_1540161 6 6843693 0.2201892
S6_1711416 6 6997820 0.27178
S6_1711425 6 6997829 0.2380912
S6_1711478 6 6997882 0.9056198
S6_1711505 6 6997909 0.8377925
S6_1872242 6 7091357 0.1799937
S6_1960332 6 7184867 0.2453779
S6_1960380 6 7184915 0.5502117
S6_1960381 6 7184916 0.5175996
S6_1960822 6 7185357 0.4053087
S6_1960834 6 7185369 0.4225944
S6_1961015 6 7185550 0.3683816
S6_1961028 6 7185563 0.04091068
S6_1961031 6 7185566 0.8866389
S6_1961407 6 7185942 0.9570123
S6_1991352 6 7215851 0.6205603
S6_1994373 6 7218872 0.212202
S6_1994392 6 7218891 0.1882646
S6_1994394 6 7218893 0.9414548
S6_1994434 6 7218933 0.1061261
