rs chr ps p_wald
S7_51 7 658198 0.03849537
S7_32523 7 731176 0.009268181
S7_32581 7 731118 0.2562264
S7_32590 7 731109 0.1402028
S7_32638 7 731061 0.7421113
S7_32939 7 730760 0.1340259
S7_32945 7 730754 0.9950628
S7_32989 7 730710 0.5707868
S7_32991 7 730708 0.6026199
S7_32992 7 730707 0.6622295
S7_32993 7 730706 0.6138069
S7_32995 7 730704 0.6158434
S7_32996 7 730703 0.6977104
S7_32997 7 730702 0.04009997
S7_33005 7 730694 0.748045
S7_33359 7 730340 0.07377383
S7_33883 7 729816 0.447382
S7_33913 7 729786 0.5423291
S7_33915 7 729784 0.4248923
S7_33916 7 729783 0.3958866
S7_33918 7 729781 0.4949388
S7_33919 7 729780 0.3869056
S7_33921 7 729778 0.4249742
S7_33922 7 729777 0.1691427
S7_33923 7 729776 0.740816
S7_33925 7 729774 0.2205767
S7_33954 7 729745 0.1864768
S7_33958 7 729741 0.08549636
S7_35284 7 728415 0.9770065
S7_35320 7 728379 0.159368
S7_159584 7 587860 0.8921506
S7_159607 7 587837 0.6311605
S7_178667 7 567841 0.1276879
S7_178694 7 567814 0.1549016
S7_178709 7 567799 0.2873779
S7_178757 7 567751 0.2930721
S7_178768 7 567740 0.3169015
S7_178778 7 567730 0.7939926
S7_180000 7 566508 0.5717732
S7_189269 7 557240 0.5086862
S7_272729 7 412608 0.03657279
S7_272741 7 412620 0.5987426
S7_273052 7 412931 0.4952634
S7_273085 7 412964 0.7666984
S7_273102 7 412981 0.1318218
S7_275615 7 415493 0.187288
S7_275786 7 415664 0.8804551
S7_275827 7 415705 0.006823498
S7_296017 7 463592 0.7333185
S7_301520 7 469117 0.3793219
S7_301523 7 469120 0.3282719
S7_301535 7 469132 0.681286
S7_302455 7 470052 0.6252445
S7_302493 7 470090 0.6616624
S7_302760 7 470357 0.06497943
S7_303611 7 471208 0.5696763
S7_303647 7 471244 0.5479142
S7_303683 7 471280 0.2565788
S7_303965 7 471562 0.3236656
S7_304500 7 472097 0.09732751
S7_304591 7 472188 0.07191154
S7_304598 7 472195 0.1182273
S7_305828 7 473425 0.5350869
S7_305848 7 473445 0.6108059
S7_306512 7 474109 0.8467808
S7_306735 7 474332 0.786208
S7_306869 7 474466 0.8872804
S7_307032 7 474629 0.4923475
S7_307075 7 474672 0.1340206
S7_307149 7 474746 0.774853
S7_307254 7 474851 0.7493423
S7_307263 7 474860 0.3552787
S7_307315 7 474912 0.8150644
S7_307316 7 474913 0.9169166
S7_307419 7 475016 0.2609904
S7_307845 7 475442 0.3042727
S7_308778 7 476375 0.64924
S7_308780 7 476377 0.9170385
S7_308782 7 476379 0.05587967
S7_308866 7 476463 0.3014647
S7_309067 7 476664 0.4930482
S7_309087 7 476684 0.899252
S7_309088 7 476685 0.8119983
S7_309093 7 476690 0.4519172
S7_309095 7 476692 0.8006356
S7_309096 7 476693 0.9888712
S7_309098 7 476695 0.3871684
S7_412072 7 311443 0.3704236
S7_412099 7 311416 0.1778433
S7_428513 7 295006 0.1519467
S7_428756 7 294763 0.5705418
S7_430389 7 293130 0.3141747
S7_572241 7 181191 0.9600317
S7_572703 7 180729 0.6631019
S7_572747 7 180685 0.03133634
S7_572752 7 180680 0.1139412
S7_572758 7 180674 0.08277246
