rs chr ps p_wald
S7_32523 7 731176 0.2040201
S7_32581 7 731118 0.1233541
S7_32590 7 731109 0.1927149
S7_32638 7 731061 0.829701
S7_32939 7 730760 0.7662312
S7_32945 7 730754 0.7982261
S7_32989 7 730710 0.817539
S7_32991 7 730708 0.8326934
S7_32992 7 730707 0.7902653
S7_32993 7 730706 0.7592134
S7_32995 7 730704 0.8309657
S7_32996 7 730703 0.926953
S7_32997 7 730702 0.6289838
S7_33005 7 730694 0.3059135
S7_33359 7 730340 0.3337181
S7_33883 7 729816 0.8384772
S7_33913 7 729786 0.8691284
S7_33915 7 729784 0.9735593
S7_33916 7 729783 0.9513657
S7_33918 7 729781 0.8691284
S7_33919 7 729780 0.931035
S7_33921 7 729778 0.9062001
S7_33922 7 729777 0.3790759
S7_33925 7 729774 0.4801269
S7_33954 7 729745 0.0044437
S7_33958 7 729741 0.02666909
S7_35284 7 728415 0.3020063
S7_35320 7 728379 0.03801426
S7_159584 7 587860 0.5520452
S7_159607 7 587837 0.539792
S7_178667 7 567841 0.510363
S7_178694 7 567814 0.4054492
S7_178709 7 567799 0.06046626
S7_178757 7 567751 0.0955451
S7_178768 7 567740 0.1799447
S7_178778 7 567730 0.4732133
S7_180000 7 566508 0.8752531
S7_189269 7 557240 0.8354597
S7_272729 7 412608 0.6714183
S7_272741 7 412620 0.06815142
S7_273052 7 412931 0.1151524
S7_273085 7 412964 0.5097151
S7_273102 7 412981 0.5378324
S7_275615 7 415493 0.08902045
S7_275786 7 415664 0.4863026
S7_275827 7 415705 0.01601395
S7_296017 7 463592 0.7973233
S7_301520 7 469117 0.1376587
S7_301523 7 469120 0.054633
S7_301535 7 469132 0.1662629
S7_302455 7 470052 0.6240565
S7_302493 7 470090 0.9426815
S7_302760 7 470357 0.1042375
S7_303611 7 471208 0.4679651
S7_303683 7 471280 0.9085966
S7_303965 7 471562 0.1540308
S7_304500 7 472097 0.7258756
S7_304591 7 472188 0.07468445
S7_304598 7 472195 0.9887557
S7_305828 7 473425 0.7909872
S7_305848 7 473445 0.7509927
S7_306512 7 474109 0.009825182
S7_306735 7 474332 0.6331917
S7_306869 7 474466 0.6048008
S7_307032 7 474629 0.7190475
S7_307075 7 474672 0.623791
S7_307149 7 474746 0.7516237
S7_307254 7 474851 0.9191534
S7_307263 7 474860 0.3525055
S7_307315 7 474912 0.5336428
S7_307316 7 474913 0.3441479
S7_307419 7 475016 0.6885677
S7_307845 7 475442 0.5620831
S7_308778 7 476375 0.1375008
S7_308780 7 476377 0.2497553
S7_308782 7 476379 0.7590763
S7_308866 7 476463 0.9475299
S7_309067 7 476664 0.5587176
S7_309087 7 476684 0.4719942
S7_309088 7 476685 0.3472627
S7_309093 7 476690 0.4767545
S7_309095 7 476692 0.6180077
S7_309096 7 476693 0.7439093
S7_309098 7 476695 0.546453
S7_412072 7 311443 0.7133422
S7_412099 7 311416 0.6639302
S7_428513 7 295006 0.5967585
S7_428756 7 294763 0.03522219
S7_430389 7 293130 0.1181301
S7_572241 7 181191 0.7540034
S7_572703 7 180729 0.5371923
S7_572747 7 180685 0.006807822
S7_572752 7 180680 0.8353447
S7_572758 7 180674 0.8972129
S7_572759 7 180673 0.8697373
S7_572762 7 180670 0.7714124
S7_572763 7 180669 0.001468093
S7_572774 7 180658 0.003024422
S7_572800 7 180632 0.1960858
S7_572819 7 180613 0.6975504
S7_572836 7 180596 0.004245071
S7_572895 7 180537 0.02409882
S7_587696 7 165739 0.00320121
S7_718149 7 1114494 0.8723171
S7_718652 7 1113991 0.8233384
S7_718686 7 1113957 0.7294257
S7_718691 7 1113952 0.9386817
S7_718692 7 1113951 0.8327105
S7_718693 7 1113950 0.9220183
S7_718694 7 1113949 0.8985879
S7_718698 7 1113945 0.9665215
S7_719161 7 1113482 0.9437673
S7_719171 7 1113472 0.9212972
S7_719202 7 1113441 0.8680434
S7_719203 7 1113440 0.7124202
S7_719205 7 1113438 0.2827262
S7_719206 7 1113437 0.4011575
S7_719207 7 1113436 0.5248491
S7_719208 7 1113435 0.9847055
S7_719212 7 1113431 0.3082449
S7_719214 7 1113429 0.1436817
S7_719247 7 1113396 0.07457439
S7_719260 7 1113383 0.3502575
S7_726017 7 1106626 0.06569745
S7_726019 7 1106624 0.1062993
S7_726020 7 1106623 0.01038631
S7_726145 7 1106498 0.1938954
S7_726247 7 1106396 0.01805995
S7_726267 7 1106376 0.2566683
S7_729263 7 1103380 0.6993574
S7_729265 7 1103378 0.6107453
S7_729337 7 1103306 0.8260227
S7_729379 7 1103264 0.4792681
S7_729380 7 1103263 0.4458155
S7_729395 7 1103248 0.2259631
S7_729401 7 1103242 0.9566695
S7_729460 7 1103183 0.4179462
S7_729470 7 1103173 0.5098641
S7_729484 7 1103159 0.2955602
S7_729489 7 1103154 0.979546
S7_729490 7 1103153 0.979546
S7_772882 7 1059039 0.7923686
S7_772883 7 1059038 0.6958083
S7_772926 7 1058995 0.7227822
S7_772933 7 1058988 0.8221685
S7_773063 7 1058858 0.2449029
S7_773148 7 1058773 0.7743765
S7_773209 7 1058712 0.3754672
S7_773225 7 1058696 0.4173696
S7_773296 7 1058625 0.1874086
S7_773363 7 1058558 0.590745
S7_804486 7 1026468 0.02204086
S7_804494 7 1026460 0.3623237
S7_804510 7 1026444 0.8685577
S7_805215 7 1025739 0.03030116
S7_805233 7 1025721 0.4558711
S7_805728 7 1025226 0.4434581
S7_805736 7 1025218 0.765086
S7_805749 7 1025205 0.0001265542
S7_805758 7 1025196 0.710935
S7_805798 7 1025156 0.005559492
S7_805848 7 1025106 0.007121557
S7_805849 7 1025105 0.05567871
S7_805851 7 1025103 0.006007892
S7_806067 7 1024887 0.2872095
S7_806096 7 1024858 0.3075591
S7_806138 7 1024816 0.6367085
S7_806160 7 1024794 0.003844853
S7_806623 7 1024331 0.576671
S7_806646 7 1024308 0.04362431
S7_920980 7 912398 0.5504769
S7_921294 7 912084 0.5640998
