rs chr ps p_wald
S9_313131 9 1795427 0.1448313
S9_313208 9 1795504 0.3725203
S9_318633 9 1800929 0.2445928
S9_318726 9 1801022 0.2875679
S9_318789 9 1801085 0.02749642
S9_355661 9 1838925 0.1447115
S9_438965 9 1921968 0.3871599
S9_460111 9 1942357 0.1677671
S9_460114 9 1942360 0.7420478
S9_460115 9 1942361 0.6279222
S9_460139 9 1942385 0.4406558
S9_460147 9 1942393 0.4254936
S9_460185 9 1942431 0.04397824
S9_460218 9 1942464 0.4107188
S9_460259 9 1942505 0.6673781
S9_479539 9 1961784 0.5954623
S9_479566 9 1961811 0.01304116
S9_479573 9 1961818 0.02722774
S9_479697 9 1961942 0.3210204
S9_479709 9 1961954 0.4529209
S9_479733 9 1961978 0.1452295
S9_479737 9 1961982 0.2210559
S9_563956 9 2056248 0.4984456
S9_563961 9 2056253 0.07213747
S9_564048 9 2056340 0.8344203
S9_564051 9 2056343 0.1897198
S9_564100 9 2056392 0.6082004
S9_564114 9 2056406 0.06044895
S9_564129 9 2056421 0.4259858
S9_564167 9 2056459 0.06021233
S9_564309 9 2056601 0.641146
S9_566060 9 2058352 0.5348783
S9_566094 9 2058386 0.6482291
S9_566097 9 2058389 0.8548795
S9_566105 9 2058397 0.5415543
S9_566370 9 2058662 0.4340434
S9_566372 9 2058664 0.3401497
S9_566381 9 2058673 0.4530705
S9_566438 9 2058730 0.4014376
S9_566477 9 2058769 0.3762981
S9_566564 9 2058856 0.3325328
S9_567464 9 2059756 0.7126984
S9_567826 9 2060118 0.7654504
S9_567866 9 2060158 0.4300751
S9_567881 9 2060173 0.1306993
S9_567893 9 2060185 0.06946506
S9_567894 9 2060186 0.1815514
S9_567897 9 2060189 0.0408514
S9_567898 9 2060190 0.2437733
S9_567909 9 2060201 0.1322811
S9_571505 9 2063797 0.42142
S9_574841 9 2067135 0.2132408
S9_574894 9 2067188 0.6770638
S9_574900 9 2067194 0.1151719
S9_575075 9 2067369 0.2589451
S9_575085 9 2067379 0.6735264
S9_575093 9 2067387 0.6343568
S9_575099 9 2067393 0.3110453
S9_575102 9 2067396 0.553362
S9_575668 9 2067962 0.7110713
S9_575898 9 2068192 0.6347586
S9_696939 9 2188404 0.4024781
S9_696941 9 2188406 0.7312427
S9_696966 9 2188431 0.5908454
S9_706039 9 2205137 0.926172
S9_706057 9 2205155 0.8993153
S9_706059 9 2205157 0.6740382
