rs chr ps p_wald
S1_2163 1 2163 0.009415838
S1_20646 1 20646 0.03800832
S1_20654 1 20654 0.03800832
S1_64088 1 64088 0.648636
S1_68266 1 68266 0.1611178
S1_69329 1 69329 0.4206507
S1_79959 1 79959 0.4026439
S1_80056 1 80056 7.947805e-09
S1_80552 1 80552 0.09471343
S1_80647 1 80647 0.02794795
S1_115471 1 115471 0.5515091
S1_146207 1 146207 0.890432
S1_146227 1 146227 0.1218905
S1_175797 1 175797 0.6169817
S1_176028 1 176028 0.00739038
S1_206185 1 206185 0.2346582
S1_206226 1 206226 0.1024444
S1_248220 1 248220 0.4799814
S1_248229 1 248229 0.369834
S1_258908 1 258908 0.2170303
S1_282818 1 282818 0.4186215
S1_298897 1 298897 0.2459373
S1_298976 1 298976 0.2321483
S1_299010 1 299010 0.3354629
S1_302644 1 302644 0.7716968
S1_311042 1 311042 0.5181657
S1_336212 1 336212 0.8412218
S1_338047 1 338047 0.4726837
S1_359028 1 359028 0.609917
S1_359519 1 359519 0.3488923
S1_378289 1 378289 0.8954546
S1_383220 1 383220 0.8098322
S1_417978 1 417978 0.9507056
S1_445405 1 445405 0.168605
S1_563115 1 563115 0.03267421
S1_577229 1 577229 0.7290989
S1_584828 1 584828 0.5701855
S1_594676 1 594676 0.5799374
S1_693385 1 693385 0.608655
S1_693391 1 693391 0.8997744
S1_693395 1 693395 0.3203066
S1_693444 1 693444 0.6091496
S1_702264 1 702264 0.4014981
S1_706504 1 706504 0.5293117
S1_732404 1 732404 0.5933264
S1_744290 1 744290 0.2752191
S1_760704 1 760704 0.1931882
S1_770089 1 770089 0.3398327
S1_771067 1 771067 0.985048
S1_784683 1 784683 0.3758633
S1_789674 1 789674 0.5772615
S1_826528 1 826528 0.6741468
S1_826547 1 826547 0.8322253
S1_830850 1 830850 0.8121179
S1_831345 1 831345 0.3067158
S1_831453 1 831453 0.5430947
S1_831460 1 831460 0.6346784
S1_831549 1 831549 0.3773169
S1_831553 1 831553 0.834054
S1_831577 1 831577 0.8589694
S1_831608 1 831608 0.2809667
S1_831628 1 831628 0.894967
S1_831633 1 831633 0.9523628
S1_831664 1 831664 0.02339128
S1_834681 1 834681 0.4578021
S1_840185 1 840185 0.8041517
S1_852449 1 852449 0.01668017
S1_852456 1 852456 0.5340678
