rs chr ps p_wald
S10_15629 10 15629 0.022326
S10_17528 10 17528 0.01086655
S10_17998 10 17998 0.4258303
S10_69755 10 69755 0.009885276
S10_72452 10 72452 0.02452053
S10_75736 10 75736 0.1488683
S10_75741 10 75741 0.09763272
S10_85556 10 85556 0.9250571
S10_91393 10 91393 0.0001948585
S10_91714 10 91714 0.00292709
S10_91715 10 91715 0.00292709
S10_91717 10 91717 0.00292709
S10_91753 10 91753 0.0004831002
S10_113134 10 113134 0.003228382
S10_113412 10 113412 0.6750012
S10_115652 10 115652 0.01088066
S10_134262 10 134262 0.8529186
S10_181517 10 181517 0.2593025
S10_234260 10 234260 0.241915
S10_259788 10 259788 0.3270936
S10_302638 10 302638 0.2204756
S10_347848 10 347848 0.8420373
S10_370665 10 370665 0.3845688
S10_370733 10 370733 0.2454329
S10_371094 10 371094 0.2999595
S10_424087 10 424087 0.6419383
S10_424088 10 424088 0.6723775
S10_436678 10 436678 0.6420923
S10_436683 10 436683 0.5281409
S10_500532 10 500532 0.009585107
S10_519918 10 519918 0.004150824
S10_614649 10 614649 0.6295973
S10_630483 10 630483 0.6488535
S10_668876 10 668876 0.06122565
S10_672540 10 672540 0.3719744
S10_675144 10 675144 0.7338017
S10_719948 10 719948 0.8794093
S10_729851 10 729851 0.2260146
S10_729920 10 729920 0.2514295
S10_731310 10 731310 0.3511685
S10_744218 10 744218 0.4896084
S10_744238 10 744238 0.4367698
S10_755610 10 755610 0.3380443
S10_755642 10 755642 0.6621613
S10_755647 10 755647 0.9455398
S10_755650 10 755650 0.4526691
S10_755686 10 755686 0.1971761
S10_755687 10 755687 0.1971761
S10_755717 10 755717 0.4416146
S10_759462 10 759462 0.7205807
S10_762041 10 762041 0.04981046
S10_769140 10 769140 0.1271591
S10_769145 10 769145 0.1271591
S10_774335 10 774335 0.1247848
S10_794320 10 794320 0.5769752
S10_812118 10 812118 0.6084388
S10_812176 10 812176 0.9375323
S10_816487 10 816487 0.3024786
S10_868070 10 868070 0.638223
S10_872599 10 872599 0.002917051
S10_872704 10 872704 0.0001081021
S10_918535 10 918535 0.5611431
S10_948403 10 948403 0.04310539
S10_948428 10 948428 0.1014726
S10_948445 10 948445 0.01170294
S10_958661 10 958661 0.2987941
S10_959546 10 959546 0.5649054
S10_960601 10 960601 0.9121144
S10_961303 10 961303 0.2809207
S10_964301 10 964301 0.8733566
S10_964352 10 964352 0.3768184
S10_965302 10 965302 0.4713479
S10_973441 10 973441 0.3941853
S10_975916 10 975916 0.7903212
S10_975936 10 975936 0.2646253
S10_975951 10 975951 0.130694
S10_975969 10 975969 0.7903212
S10_976124 10 976124 0.9474023
S10_1017100 10 1017100 0.7320908
S10_1031528 10 1031528 0.009296685
S10_1048335 10 1048335 0.3631776
S10_1068677 10 1068677 0.01756275
S10_1072441 10 1072441 0.4718257
S10_1073152 10 1073152 0.2637873
S10_1079281 10 1079281 0.1053474
S10_1079282 10 1079282 0.5963293
S10_1089575 10 1089575 0.2657938
S10_1115702 10 1115702 0.1581082
S10_1116077 10 1116077 0.3821536
S10_1116124 10 1116124 0.183229
S10_1117191 10 1117191 0.7018148
S10_1118260 10 1118260 0.6984727
S10_1118288 10 1118288 0.8845644
S10_1118484 10 1118484 0.5219862
S10_1130546 10 1130546 0.08116857
S10_1130609 10 1130609 0.9464686
S10_1148730 10 1148730 0.5858359
S10_1149373 10 1149373 0.7826748
S10_1149390 10 1149390 0.4787855
S10_1150238 10 1150238 0.5352697
S10_1156230 10 1156230 0.4632162
S10_1156251 10 1156251 0.2117361
S10_1156264 10 1156264 0.8749918
S10_1156282 10 1156282 0.975976
S10_1156285 10 1156285 0.8055454
S10_1157574 10 1157574 0.8329146
S10_1158839 10 1158839 0.04958154
S10_1162104 10 1162104 0.6829019
S10_1183065 10 1183065 0.1054842
S10_1183067 10 1183067 0.198423
S10_1189220 10 1189220 0.8278469
S10_1194347 10 1194347 0.4093606
S10_1203384 10 1203384 0.9034823
S10_1229937 10 1229937 0.01379647
S10_1229944 10 1229944 0.003845493
S10_1230027 10 1230027 0.9279038
S10_1230034 10 1230034 0.03799367
S10_1230117 10 1230117 0.01757128
S10_1230147 10 1230147 0.01757128
S10_1233075 10 1233075 0.01325267
S10_1233090 10 1233090 0.01493185
S10_1233173 10 1233173 0.0383686
S10_1255866 10 1255866 0.4846889
S10_1255918 10 1255918 0.4690734
S10_1256021 10 1256021 0.09008479
S10_1282895 10 1282895 0.1651443
S10_1314313 10 1314313 0.5371862
S10_1314316 10 1314316 0.555784
S10_1327168 10 1327168 0.5242275
S10_1327179 10 1327179 0.6192812
S10_1348987 10 1348987 0.6150628
S10_1349002 10 1349002 0.4062745
S10_1372950 10 1372950 0.380136
S10_1405014 10 1405014 0.32395
S10_1408126 10 1408126 0.3704605
S10_1457092 10 1457092 0.7662745
S10_1480218 10 1480218 0.6177507
S10_1480219 10 1480219 0.5692684
S10_1482694 10 1482694 0.8197691
S10_1491033 10 1491033 0.293334
S10_1491035 10 1491035 0.2824323
S10_1495139 10 1495139 0.4169879
S10_1495250 10 1495250 0.1395301
S10_1495256 10 1495256 0.6636055
S10_1498543 10 1498543 0.3555593
S10_1508645 10 1508645 0.7537788
S10_1508977 10 1508977 0.7194739
S10_1513078 10 1513078 0.5436984
S10_1513122 10 1513122 0.3018196
S10_1515681 10 1515681 0.7039697
S10_1515798 10 1515798 0.4052813
S10_1518458 10 1518458 0.4676878
S10_1525996 10 1525996 0.2444808
S10_1526035 10 1526035 0.8520285
S10_1544140 10 1544140 0.152889
S10_1553041 10 1553041 0.3101987
S10_1567694 10 1567694 0.8015914
S10_1567742 10 1567742 0.04382722
S10_1572929 10 1572929 0.2698357
S10_1574443 10 1574443 0.7904806
S10_1598392 10 1598392 0.2480696
S10_1598400 10 1598400 0.1756908
S10_1598692 10 1598692 0.007134224
S10_1602019 10 1602019 0.3972162
S10_1602142 10 1602142 0.3830097
S10_1602145 10 1602145 0.3830097
S10_1637222 10 1637222 0.7277375
S10_1639419 10 1639419 0.8329205
S10_1640826 10 1640826 0.4925692
S10_1640834 10 1640834 0.06686955
S10_1664883 10 1664883 0.08303216
S10_1673177 10 1673177 0.2909441
S10_1677892 10 1677892 0.2612055
S10_1699467 10 1699467 0.6674268
S10_1711543 10 1711543 0.8157718
S10_1715021 10 1715021 0.3358725
S10_1715073 10 1715073 0.3848227
S10_1741102 10 1741102 0.9717409
S10_1746725 10 1746725 0.5067032
S10_1746754 10 1746754 0.2591256
S10_1765188 10 1765188 0.7093822
S10_1765206 10 1765206 0.6718744
S10_1808417 10 1808417 0.4093247
S10_1820317 10 1820317 0.7310886
S10_1828154 10 1828154 0.429344
S10_1840686 10 1840686 0.338562
S10_1869965 10 1869965 0.4874068
S10_1869968 10 1869968 0.4897498
S10_1884329 10 1884329 0.04015581
S10_1884464 10 1884464 0.08083981
S10_1884535 10 1884535 0.6504906
S10_1894942 10 1894942 0.01238421
S10_1894967 10 1894967 0.01299191
S10_1900367 10 1900367 0.5172972
S10_1901517 10 1901517 0.3179498
S10_1901592 10 1901592 0.1068913
S10_1901625 10 1901625 0.1348263
S10_1910086 10 1910086 0.1246203
S10_1910113 10 1910113 0.2094329
S10_1914427 10 1914427 0.3117151
S10_1914472 10 1914472 0.2363216
S10_1937085 10 1937085 0.01991537
S10_1937089 10 1937089 0.01426103
S10_1949395 10 1949395 0.1573184
S10_1951177 10 1951177 0.1587592
S10_2010098 10 2010098 0.04354832
S10_2022610 10 2022610 0.3091845
S10_2037009 10 2037009 0.4986455
S10_2086936 10 2086936 0.1740687
S10_2087177 10 2087177 0.09994996
S10_2096806 10 2096806 0.2629454
S10_2099774 10 2099774 0.2417475
S10_2099805 10 2099805 0.2820148
S10_2106430 10 2106430 0.5901586
S10_2106533 10 2106533 0.1115465
S10_2106534 10 2106534 0.1115465
S10_2120830 10 2120830 0.663282
S10_2167900 10 2167900 0.2547323
S10_2167956 10 2167956 0.4830689
S10_2167959 10 2167959 0.2911572
S10_2178302 10 2178302 0.1925847
S10_2178923 10 2178923 0.7740846
S10_2194635 10 2194635 0.7437461
S10_2194636 10 2194636 0.7437461
S10_2194638 10 2194638 0.7472506
S10_2220438 10 2220438 0.3060241
S10_2220467 10 2220467 0.3155112
S10_2280775 10 2280775 0.4488016
S10_2291463 10 2291463 0.4380744
S10_2296646 10 2296646 0.409675
S10_2305787 10 2305787 0.2946172
S10_2308423 10 2308423 0.4375554
S10_2317805 10 2317805 0.04101243
S10_2321797 10 2321797 0.5736899
S10_2352404 10 2352404 0.7982051
S10_2358541 10 2358541 0.8985496
S10_2358550 10 2358550 0.8387852
S10_2360899 10 2360899 0.3759459
S10_2360908 10 2360908 0.5626053
S10_2374591 10 2374591 0.002535812
S10_2374592 10 2374592 0.007140424
S10_2377380 10 2377380 0.9409422
S10_2411678 10 2411678 0.9753227
S10_2414556 10 2414556 0.7939688
S10_2414577 10 2414577 0.8119157
S10_2415270 10 2415270 0.04438802
S10_2415627 10 2415627 0.2321843
S10_2421789 10 2421789 0.2068068
S10_2428995 10 2428995 0.7870946
S10_2429009 10 2429009 0.745047
S10_2430296 10 2430296 0.3424262
S10_2437225 10 2437225 0.2100741
S10_2453132 10 2453132 0.2070739
S10_2453153 10 2453153 0.2070739
S10_2461407 10 2461407 0.1826181
S10_2469363 10 2469363 0.380147
S10_2470112 10 2470112 0.5294225
S10_2486302 10 2486302 0.07072947
S10_2486807 10 2486807 0.8118856
S10_2543376 10 2543376 0.2905323
S10_2543403 10 2543403 0.5217768
S10_2543404 10 2543404 0.4552755
S10_2543444 10 2543444 0.512446
S10_2545702 10 2545702 0.1740643
S10_2559582 10 2559582 0.2452537
S10_2559589 10 2559589 0.4813397
S10_2570688 10 2570688 0.7875929
S10_2571989 10 2571989 0.8466254
S10_2574718 10 2574718 0.9242837
S10_2574731 10 2574731 0.9242837
S10_2581757 10 2581757 0.5005812
S10_2584358 10 2584358 0.6772688
S10_2584411 10 2584411 0.4276365
S10_2584422 10 2584422 0.8206972
S10_2585918 10 2585918 0.2705091
S10_2585959 10 2585959 0.2832413
S10_2585967 10 2585967 0.3057249
S10_2585980 10 2585980 0.3692422
S10_2587208 10 2587208 0.8299505
S10_2587232 10 2587232 0.8299505
S10_2587244 10 2587244 0.1050643
S10_2603603 10 2603603 0.8152007
S10_2624580 10 2624580 0.4923009
S10_2645530 10 2645530 0.3693768
S10_2679140 10 2679140 0.8156684
S10_2683003 10 2683003 0.07533058
S10_2705830 10 2705830 0.1810165
S10_2730104 10 2730104 0.2930346
S10_2730783 10 2730783 0.7574667
S10_2730785 10 2730785 0.5762337
S10_2730786 10 2730786 0.7574667
S10_2730787 10 2730787 0.7574667
S10_2740857 10 2740857 0.07964677
S10_2742151 10 2742151 0.3248822
S10_2752366 10 2752366 0.8379966
S10_2752409 10 2752409 0.8776975
S10_2754115 10 2754115 0.3317164
S10_2754116 10 2754116 0.3148921
S10_2754121 10 2754121 0.6271141
S10_2758925 10 2758925 0.7441339
S10_2759767 10 2759767 0.019882
S10_2798013 10 2798013 0.1307052
S10_2798028 10 2798028 0.1316165
S10_2816525 10 2816525 0.2760194
S10_2832024 10 2832024 0.4039708
S10_2832205 10 2832205 0.06301752
S10_2836003 10 2836003 0.06973571
S10_2836023 10 2836023 0.4037149
S10_2836051 10 2836051 0.6274663
S10_2836237 10 2836237 0.4708098
S10_2836267 10 2836267 0.2323652
S10_2855801 10 2855801 0.4104587
S10_2857501 10 2857501 0.3046644
S10_2865506 10 2865506 0.2061978
S10_2868129 10 2868129 0.1273327
S10_2872321 10 2872321 0.4158628
S10_2872370 10 2872370 0.8906466
S10_2882584 10 2882584 0.8654158
S10_2912321 10 2912321 0.3713372
S10_2965962 10 2965962 0.8254356
S10_2965968 10 2965968 0.7531115
S10_2965971 10 2965971 0.8821393
