rs chr ps p_wald
S10_15629 10 15629 0.005729922
S10_17505 10 17505 0.262987
S10_17528 10 17528 0.230827
S10_17998 10 17998 0.8128444
S10_69755 10 69755 0.09799407
S10_72452 10 72452 0.2310726
S10_75736 10 75736 0.8921891
S10_75741 10 75741 0.03433433
S10_85556 10 85556 0.7995035
S10_91393 10 91393 0.338243
S10_91714 10 91714 0.1640642
S10_91715 10 91715 0.1640642
S10_91717 10 91717 0.1640642
S10_91753 10 91753 0.08105961
S10_98360 10 98360 0.1950932
S10_113134 10 113134 0.4900757
S10_113412 10 113412 0.96076
S10_115652 10 115652 0.2613187
S10_134262 10 134262 0.2815956
S10_149187 10 149187 0.5091884
S10_181517 10 181517 0.002839091
S10_203944 10 203944 0.8909807
S10_234260 10 234260 0.6490923
S10_259788 10 259788 0.9045629
S10_302638 10 302638 0.6953665
S10_347848 10 347848 0.8048402
S10_370665 10 370665 0.002191129
S10_370733 10 370733 0.0008348138
S10_371094 10 371094 0.03905839
S10_424087 10 424087 0.5691804
S10_424088 10 424088 0.6948373
S10_436678 10 436678 0.1552211
S10_436683 10 436683 0.7035224
S10_458782 10 458782 0.2267706
S10_491458 10 491458 0.002765898
S10_500532 10 500532 0.1955338
S10_519918 10 519918 0.150552
S10_614649 10 614649 0.04998419
S10_630483 10 630483 0.5876398
S10_668876 10 668876 0.3911734
S10_672540 10 672540 0.6376283
S10_675144 10 675144 0.4509713
S10_719948 10 719948 0.6657089
S10_729851 10 729851 0.08525295
S10_729920 10 729920 0.438782
S10_731310 10 731310 0.5937065
S10_744146 10 744146 0.3411796
S10_744218 10 744218 0.5420652
S10_744238 10 744238 0.2724459
S10_755610 10 755610 0.239361
S10_755642 10 755642 0.04274875
S10_755646 10 755646 0.04439724
S10_755647 10 755647 0.09058886
S10_755650 10 755650 0.0756411
S10_755686 10 755686 0.03226813
S10_755687 10 755687 0.03226813
S10_755717 10 755717 0.07221188
S10_759462 10 759462 0.05028259
S10_762041 10 762041 0.1818701
S10_769140 10 769140 0.4873594
S10_769145 10 769145 0.4873594
S10_774335 10 774335 0.9897454
S10_794320 10 794320 0.02284061
S10_812118 10 812118 0.04460357
S10_812176 10 812176 0.2714534
S10_816487 10 816487 0.1752799
S10_868070 10 868070 0.3432477
S10_872599 10 872599 0.45281
S10_872704 10 872704 0.4731368
S10_918535 10 918535 0.2849948
S10_948403 10 948403 0.02681356
S10_948428 10 948428 0.9844523
S10_948445 10 948445 0.4859994
S10_958661 10 958661 0.08687881
S10_959529 10 959529 0.8019789
S10_959546 10 959546 0.2789843
S10_960601 10 960601 0.812882
S10_961303 10 961303 0.3499745
S10_964301 10 964301 0.5465535
S10_964352 10 964352 0.07129052
S10_965302 10 965302 0.426133
S10_973441 10 973441 0.2024507
S10_975916 10 975916 0.07056977
S10_975936 10 975936 0.1084598
S10_975951 10 975951 0.5479026
S10_975969 10 975969 0.07319457
S10_976124 10 976124 0.5025006
S10_1017100 10 1017100 0.1745042
S10_1031528 10 1031528 0.01995768
