rs chr ps p_wald
S6_72442 6 72442 0.6107771
S6_114296 6 114296 0.9833808
S6_255519 6 255519 0.9498784
S6_258267 6 258267 0.5332369
S6_258288 6 258288 0.8237515
S6_258293 6 258293 0.8590807
S6_334735 6 334735 0.9285507
S6_377012 6 377012 0.3426217
S6_382696 6 382696 0.6648844
S6_397888 6 397888 0.7239617
S6_452713 6 452713 0.7100684
S6_478402 6 478402 0.008815429
S6_494102 6 494102 0.6619229
S6_618387 6 618387 0.3319549
S6_673104 6 673104 0.5247232
S6_673105 6 673105 0.740981
S6_753189 6 753189 0.01135557
S6_753193 6 753193 0.3970718
S6_769858 6 769858 0.1291464
S6_769859 6 769859 0.1376178
S6_769906 6 769906 0.9644249
S6_780688 6 780688 0.5278165
S6_787837 6 787837 0.1771426
S6_789397 6 789397 0.6975223
S6_793268 6 793268 0.965024
S6_793277 6 793277 0.04369408
S6_796068 6 796068 0.3890022
S6_811191 6 811191 0.4905538
S6_838601 6 838601 0.7813007
S6_884649 6 884649 0.3206536
S6_884662 6 884662 0.4472058
S6_916063 6 916063 0.106135
S6_928884 6 928884 0.04495701
S6_928913 6 928913 0.00413766
S6_941907 6 941907 0.8770818
S6_941910 6 941910 0.7595226
S6_941934 6 941934 0.7593243
S6_950193 6 950193 0.2237495
S6_950195 6 950195 0.2576024
S6_957018 6 957018 0.3154021
S6_957024 6 957024 0.822411
S6_966733 6 966733 0.6579506
S6_970345 6 970345 0.3280231
S6_1013100 6 1013100 0.523948
S6_1013103 6 1013103 0.2268612
S6_1021161 6 1021161 0.04111692
S6_1168107 6 1168107 0.8986233
S6_1201288 6 1201288 0.09164719
S6_1204518 6 1204518 0.1156506
S6_1246723 6 1246723 0.7635091
S6_1265705 6 1265705 0.1519394
S6_1279029 6 1279029 0.6454306
S6_1279030 6 1279030 0.506897
S6_1292372 6 1292372 0.4462866
S6_1292382 6 1292382 0.06018765
S6_1292400 6 1292400 0.07324958
S6_1292409 6 1292409 0.04710744
S6_1343249 6 1343249 0.7950683
S6_1402697 6 1402697 0.8739162
S6_1499201 6 1499201 0.8175497
S6_1499208 6 1499208 0.5806744
S6_1499209 6 1499209 0.473895
S6_1499228 6 1499228 0.5806744
S6_1564193 6 1564193 0.6835811
S6_1564195 6 1564195 0.2514715
S6_1618728 6 1618728 0.2407772
S6_1635984 6 1635984 0.5470385
S6_1636633 6 1636633 0.4441389
S6_1636662 6 1636662 0.3754845
S6_1638827 6 1638827 0.1197366
S6_1638833 6 1638833 0.883444
S6_1699692 6 1699692 0.9983603
S6_1750238 6 1750238 0.5684029
S6_1775042 6 1775042 0.3793516
S6_1775151 6 1775151 0.1505373
S6_1775156 6 1775156 0.135428
S6_1775261 6 1775261 0.1548761
S6_1775287 6 1775287 0.1045398
S6_1841119 6 1841119 0.1307053
S6_1888707 6 1888707 0.5849521
S6_1888784 6 1888784 0.2336924
S6_1888788 6 1888788 0.4661047
S6_1917237 6 1917237 0.1295587
S6_1930455 6 1930455 0.4831637
S6_1980770 6 1980770 0.9581231
S6_2053192 6 2053192 0.4315327
S6_2126535 6 2126535 0.2657566
S6_2167455 6 2167455 0.9045322
S6_2167641 6 2167641 0.1091448
S6_2172186 6 2172186 0.9251066
S6_2198886 6 2198886 0.3076196
S6_2202036 6 2202036 0.3969977
S6_2341399 6 2341399 0.8664651
S6_2375314 6 2375314 0.7739528
S6_2375416 6 2375416 0.6858196
S6_2422747 6 2422747 0.5276975
S6_2422786 6 2422786 0.5179545
S6_2557840 6 2557840 0.6687744
S6_2577808 6 2577808 0.1555558
S6_2608944 6 2608944 0.9075198
S6_2631628 6 2631628 0.6267365
S6_2646386 6 2646386 0.9829481
S6_2650027 6 2650027 0.9762448
S6_2650055 6 2650055 0.8960887
S6_2650056 6 2650056 0.6101545
S6_2780046 6 2780046 0.7345688
S6_2780157 6 2780157 0.6085015
S6_2780170 6 2780170 0.03804533
S6_2882679 6 2882679 0.09198006
S6_2966624 6 2966624 0.7108928
S6_2966651 6 2966651 0.7653762
S6_2966672 6 2966672 0.8858903
S6_2975785 6 2975785 0.7341663
S6_3050116 6 3050116 0.4957589
S6_3094139 6 3094139 0.7207546
S6_3184987 6 3184987 0.03226755
S6_3184996 6 3184996 0.04708858
S6_3186434 6 3186434 0.02754683
S6_3209228 6 3209228 0.6018638
S6_3242489 6 3242489 0.1090585
S6_3242670 6 3242670 0.2186514
S6_3246487 6 3246487 0.9110974
S6_3246497 6 3246497 0.413785
S6_3246713 6 3246713 0.3643035
S6_3246788 6 3246788 0.2786125
S6_3246800 6 3246800 0.2624686
S6_3247247 6 3247247 0.3168271
S6_3247250 6 3247250 0.3168271
S6_3248481 6 3248481 0.8613974
S6_3248588 6 3248588 0.2854714
S6_3248594 6 3248594 0.5820993
S6_3295483 6 3295483 0.2278742
S6_3297433 6 3297433 0.1363302
S6_3304166 6 3304166 0.06997225
S6_3304551 6 3304551 0.4489485
S6_3304556 6 3304556 0.7506159
S6_3304819 6 3304819 0.4873503
S6_3309378 6 3309378 0.2514941
S6_3368648 6 3368648 0.1203806
S6_3368716 6 3368716 0.3650541
S6_3372371 6 3372371 0.5560166
S6_3429627 6 3429627 0.5277556
S6_3431011 6 3431011 0.144693
S6_3449825 6 3449825 0.3233018
S6_3509503 6 3509503 0.5511957
S6_3510490 6 3510490 0.3818779
S6_3510491 6 3510491 0.5585391
S6_3518366 6 3518366 0.6494552
S6_3518423 6 3518423 0.3332704
S6_3518483 6 3518483 0.6475383
S6_3522495 6 3522495 0.1199808
S6_3539299 6 3539299 0.6573478
S6_3539318 6 3539318 0.4490398
S6_3861018 6 3861018 0.183955
S6_3861081 6 3861081 0.6995046
S6_3861112 6 3861112 0.6995046
S6_3861362 6 3861362 0.3595268
S6_3861368 6 3861368 0.8836762
S6_3861878 6 3861878 0.8169704
S6_3872981 6 3872981 0.6134212
S6_3883047 6 3883047 0.1841403
S6_3883066 6 3883066 0.1595357
S6_3883068 6 3883068 0.1478811
S6_3883096 6 3883096 0.163151
S6_3884058 6 3884058 0.8836325
S6_3899707 6 3899707 0.4210217
S6_3899710 6 3899710 0.4909654
S6_3941490 6 3941490 0.021048
S6_3943044 6 3943044 0.03788293
S6_3943322 6 3943322 0.4589421
S6_3950848 6 3950848 0.280105
S6_3950853 6 3950853 0.3157345
S6_3965469 6 3965469 0.01322328
S6_3965474 6 3965474 0.01122153
S6_3970507 6 3970507 0.1549343
S6_3970513 6 3970513 0.3192547
S6_3975454 6 3975454 0.3713413
S6_3975474 6 3975474 0.6397305
S6_3975500 6 3975500 0.6397305
S6_3975506 6 3975506 0.7297342
S6_4033393 6 4033393 0.8664425
S6_4040662 6 4040662 0.4989735
S6_4069350 6 4069350 0.08821602
S6_4076832 6 4076832 0.9061199
S6_4077509 6 4077509 0.4485007
S6_4079192 6 4079192 0.7416239
S6_4080133 6 4080133 0.3289721
S6_4080145 6 4080145 0.3289721
S6_4092017 6 4092017 0.01129835
S6_4092018 6 4092018 0.08395829
S6_4096723 6 4096723 0.4574722
S6_4210184 6 4210184 0.3684934
S6_4210195 6 4210195 0.01211495
S6_4353451 6 4353451 0.6800502
S6_4378018 6 4378018 0.0008376828
S6_4429850 6 4429850 0.2838507
S6_4430319 6 4430319 0.4561104
S6_4437705 6 4437705 0.577238
S6_4442676 6 4442676 0.6248302
S6_4442685 6 4442685 0.01033418
S6_4442707 6 4442707 0.4506863
