GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98796     -0.27817      0.60956          0.6082          0.6082
Zm00001eb000640    1    2737442    2740118      1       1  98796       6.5427     3.02e-11      3.4388e-11      3.4388e-11
Zm00001eb000670    1    2800774    2803236      2       2  98796       3.0699    0.0010705        0.001983      0.00070481
Zm00001eb000720    1    2869576    2874482      7       3  98796       3.1688    0.0007654       0.0060753      0.00039348
Zm00001eb000740    1    2874505    2883698      1       1  98796      0.22547      0.41081         0.41028         0.41028
Zm00001eb000750    1    2875398    2880118      1       1  98796      0.22547      0.41081         0.41028         0.41028
Zm00001eb000780    1    2950594    2963259      3       3  98796       2.5211    0.0058496       0.0066213       0.0067002
Zm00001eb000810    1    2991876    3014032      6       3  98796       7.4356   5.2048e-14      1.5377e-09      1.9887e-16
Zm00001eb000830    1    3028126    3030012      3       3  98796       4.9419   3.8689e-07      8.1065e-08      3.9753e-06
Zm00001eb000920    1    3263012    3279756      1       1  98796      0.14171      0.44366         0.44279         0.44279
Zm00001eb000960    1    3359130    3361295      1       1  98796        9.011   1.0214e-19      1.3219e-19      1.3219e-19
Zm00001eb000970    1    3362236    3365818      1       1  98796         1.65     0.049472        0.049781        0.049781
Zm00001eb001040    1    3473728    3478290      4       3  98796       3.1644   0.00077692        0.000377       0.0022434
Zm00001eb001110    1    3642003    3652191      8       7  98796       7.8759    1.692e-15      3.9413e-15      1.9007e-13
Zm00001eb001120    1    3732742    3735652      1       1  98796       2.4063    0.0080567       0.0081991       0.0081991
Zm00001eb001430    1    4173806    4249156     11       7  98796       7.9049   1.3412e-15      3.3307e-15      1.0708e-12
Zm00001eb001480    1    4358163    4359539      3       2  98796      0.97009        0.166         0.15488         0.18277
Zm00001eb001510    1    4447853    4452527      3       3  98796       3.1241   0.00089164      0.00028174       0.0040712
Zm00001eb001690    1    5055289    5057805      3       3  98796       2.4327    0.0074939        0.012298       0.0058237
Zm00001eb001870    1    5434423    5440930      1       1  98796      0.50213      0.30779         0.30762         0.30762
Zm00001eb002000    1    5743584    5766324     13      11  98796        9.238   1.2554e-20       9.992e-16      3.8525e-20
Zm00001eb002100    1    6021571    6114922     14      12  98796       4.6006   2.1068e-06      8.4632e-07      8.4541e-05
Zm00001eb002170    1    6200061    6204667      7       6  98796       1.1638      0.12224        0.067989         0.23927
Zm00001eb002180    1    6223600    6228409      1       1  98796       2.6599     0.003908       0.0039891       0.0039891
Zm00001eb002430    1    6782672    6793725      2       2  98796        6.271   1.7939e-10       6.598e-08      1.1385e-12
Zm00001eb002540    1    7181045    7201561      4       3  98796       5.7063   5.7732e-09      2.9932e-06      1.1189e-10
Zm00001eb002590    1    7298972    7300989      3       2  98796       1.3025      0.09637        0.072299         0.13275
Zm00001eb002610    1    7337514    7342201      4       2  98796       2.2594     0.011928        0.010037        0.019926
Zm00001eb002620    1    7344153    7348877      2       2  98796       2.7785    0.0027309       0.0045709       0.0019629
Zm00001eb002640    1    7399951    7402416      6       5  98796       3.1904   0.00071035       0.0022457      0.00048441
Zm00001eb002830    1    7953030    7955203      2       2  98796       4.5868   2.2508e-06      1.4734e-06      4.8789e-06
Zm00001eb002880    1    7995660    8000444      9       7  98796       6.5018   3.9675e-11      7.4779e-13       1.539e-07
Zm00001eb002890    1    8030978    8031633      1       1  98796       2.4633    0.0068833       0.0070066       0.0070066
Zm00001eb003040    1    8268532    8271928      1       1  98796      -1.0629      0.85608         0.85474         0.85474
Zm00001eb003050    1    8271065    8271757      1       1  98796      -1.0629      0.85608         0.85474         0.85474
Zm00001eb003060    1    8274777    8292607      6       5  98796       3.4903   0.00024126       0.0044877      3.1398e-05
Zm00001eb003160    1    8514570    8518418      1       1  98796        2.418    0.0078034       0.0079037       0.0079037
Zm00001eb003220    1    8636709    8638722      7       6  98796       3.5897   0.00016552      9.3481e-05      0.00074904
Zm00001eb003230    1    8636709    8642534      8       7  98796       3.5598   0.00018557      0.00013068      0.00074571
Zm00001eb003350    1    8944150    8949254      4       3  98796         2.61    0.0045275       0.0048517       0.0055231
Zm00001eb003460    1    9164434    9168992      1       1  98796       1.5117     0.065306        0.065632        0.065632
Zm00001eb003540    1    9423681    9428283      1       1  98796       2.2187     0.013252        0.013468        0.013468
Zm00001eb003550    1    9483547    9565925      8       4  98796       3.9506   3.8985e-05      0.00077098       4.512e-06
Zm00001eb003670    1    9922122    9932704      1       1  98796       2.9339    0.0016738       0.0017272       0.0017272
Zm00001eb003810    1   10427630   10507897      5       4  98796       1.4583     0.072382        0.050342         0.11579
Zm00001eb003880    1   10679227   10681893      1       1  98796       4.2695   9.7964e-06      1.0389e-05      1.0389e-05
Zm00001eb004170    1   11486189   11491069      3       3  98796       3.0221    0.0012552       0.0019742       0.0011139
Zm00001eb004250    1   11847885   11880702      2       2  98796     -0.24562      0.59701         0.59318         0.59336
Zm00001eb004260    1   11938116   11939457      1       1  98796        1.349     0.088668        0.089107        0.089107
Zm00001eb004290    1   11999339   12034402      2       2  98796     -0.18366      0.57286         0.56056          0.5813
Zm00001eb004360    1   12181024   12182613      1       1  98796      0.99777      0.15919         0.15944         0.15944
Zm00001eb004420    1   12250196   12255463      1       1  98796      -1.9376      0.97367         0.97311         0.97311
Zm00001eb004470    1   12338113   12339599      1       1  98796        2.728    0.0031855       0.0032559       0.0032559
Zm00001eb004490    1   12343656   12345162      2       2  98796       2.2714     0.011563         0.01722        0.008464
Zm00001eb004540    1   12434130   12438763      4       2  98796      0.76941      0.22082         0.18563         0.26429
Zm00001eb004560    1   12516663   12520623      6       5  98796       8.2217   1.0035e-16      2.3246e-11      1.2225e-19
Zm00001eb004760    1   13031568   13034810      3       2  98796       2.1851      0.01444        0.035045       0.0067084
Zm00001eb004940    1   13470997   13486090      1       1  98796       2.2203     0.013199        0.013362        0.013362
Zm00001eb005030    1   13799902   13806468      2       2  98796       3.7607   8.4706e-05      0.00012092      7.5973e-05
Zm00001eb005100    1   14102501   14104598      4       3  98796       3.8132   6.8595e-05      1.3276e-05      0.00073293
Zm00001eb005210    1   14480449   14500094      1       1  98796       8.5058   9.0152e-18      1.0963e-17      1.0963e-17
Zm00001eb005430    1   15070098   15073238      1       1  98796     -0.87297      0.80866         0.80725         0.80725
Zm00001eb005670    1   15906138   15912356      4       3  98796       9.2376   1.2603e-20      3.3871e-12      2.0827e-27
