"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G307700",7.103195e-10,1,"No","7.103195e-10"
"SORBI_3002G307800",6.685508e-09,1,"No","6.685508e-09"
"SORBI_3002G306500",3.51894076100479e-08,9,"Yes","1.715537e-07,1.715537e-07,1.715537e-07,0.1410082,3.661932e-07,4.993224e-07,1.013183e-05,0.9668365,0.0004737573"
"SORBI_3006G276000",3.53137464825792e-08,3,"Yes","0.0008128757,0.0008820865,1.292289e-08"
"SORBI_3002G304500",1.86741194951878e-07,3,"Yes","0.5573451,0.495775,6.711006e-08"
"SORBI_3002G396500",3.60109290054034e-07,3,"Yes","0.390355,0.353061,1.282045e-07"
"SORBI_3003G292500",6.67990507685623e-07,6,"Yes","4.496289e-05,3.318045e-05,8.468855e-08,0.2498979,0.7732757,0.0008231995"
"SORBI_3002G306300",7.415572e-07,1,"No","7.415572e-07"
"SORBI_3002G340350",7.60680120004409e-07,14,"Yes","2.409735e-05,0.772152,1.677521e-06,0.907788,0.9185026,5.765418e-05,0.0001033235,0.4856701,1.036121e-05,0.001550608,0.002729579,0.001816351,0.6013121,0.8716706"
"SORBI_3006G275600",1.558667e-06,1,"No","1.558667e-06"
"SORBI_3002G306000",1.75994608053731e-06,11,"Yes","0.3838729,0.5662015,0.5410356,0.5767752,0.5767752,0.5767752,0.5233066,0.768155,0.5341304,0.0001773843,4.344509e-08"
"SORBI_3003G091300",2.38084732395727e-06,2,"Yes","0.2691313,1.115989e-06"
"SORBI_3005G050400",2.54749009653832e-06,2,"Yes","0.3381789,1.163749e-06"
"SORBI_3002G308000",3.395974e-06,1,"No","3.395974e-06"
"SORBI_3010G064000",3.46140978679799e-06,6,"Yes","1.837964e-05,0.1945714,0.1010284,0.1010284,0.9220728,4.592245e-07"
"SORBI_3002G303900",3.62883645066425e-06,6,"Yes","0.1870904,1.23588e-06,1.490476e-06,0.5438702,0.01093539,0.0006675848"
"SORBI_3009G021500",5.0996e-06,1,"No","5.0996e-06"
"SORBI_3002G303950",5.99335712614391e-06,6,"Yes","0.1870904,1.23588e-06,1.490476e-06,0.5438702,0.01093539,0.0006675848"
"SORBI_3001G258200",6.47087355643006e-06,4,"Yes","0.001118843,0.9063026,0.3219419,1.105093e-06"
"SORBI_3009G067100",6.60424262166615e-06,6,"Yes","0.0629485,0.700556,0.6511387,5.807596e-07,0.1171187,2.890738e-07"
"SORBI_3003G292300",6.693892e-06,1,"No","6.693892e-06"
"SORBI_3003G041100",6.90776130862769e-06,4,"Yes","2.926944e-05,6.770508e-06,6.212535e-06,6.770508e-06"
"SORBI_3003G047200",6.92183512529532e-06,2,"Yes","1.659481e-06,0.1665149"
"SORBI_3001G449700",8.533455e-06,1,"No","8.533455e-06"
"SORBI_3001G100200",1.14457020315983e-05,11,"Yes","8.243203e-05,7.379133e-07,0.5439242,0.9319095,0.9224977,0.3463903,0.6472177,0.2319993,0.6516744,0.6278361,0.09295184"
"SORBI_3010G121401",1.163974e-05,1,"No","1.163974e-05"
"SORBI_3001G189200",1.38822555496576e-05,2,"Yes","0.03205461,5.578975e-06"
"SORBI_3001G258900",1.45799788687784e-05,7,"Yes","0.1912913,0.1912913,0.0114103,3.307256e-07,0.683617,0.2530458,0.1880746"
"SORBI_3004G027800",1.732579e-05,1,"No","1.732579e-05"
"SORBI_3003G393200",1.794061e-05,1,"No","1.794061e-05"
"SORBI_3001G311050",1.84541257267634e-05,3,"Yes","0.0001238046,0.0009324434,0.0002395289"
"SORBI_3006G123700",2.252526e-05,1,"No","2.252526e-05"
"SORBI_3001G258700",2.38842689084251e-05,13,"Yes","0.002722158,0.5625764,0.493118,0.09508932,0.7075132,0.877521,3.393758e-06,0.2000475,0.2663164,0.8967886,0.0001145773,1.86263e-06,0.2124732"
"SORBI_3006G277550",2.486423e-05,1,"No","2.486423e-05"
