"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3001G093000",5.073375e-17,1,"No","5.073375e-17"
"SORBI_3010G095700",6.66133814775094e-16,3,"Yes","0.730249,0.6396119,1.151214e-18"
"SORBI_3007G034700",9.920389e-14,1,"No","9.920389e-14"
"SORBI_3001G097300",1.50945922428036e-12,3,"Yes","5.032186e-13,0.9954823,0.04446329"
"SORBI_3001G447000",9.54969436861575e-12,3,"Yes","0.08524296,3.183135e-12,0.1999607"
"SORBI_3010G131700",1.330855e-11,1,"No","1.330855e-11"
"SORBI_3003G084400",1.438253960373e-10,7,"Yes","0.0176375,0.08378008,0.8971719,0.3427048,4.561761e-09,1.56131e-09,1.154569e-09"
"SORBI_3009G012500",2.1855406373561e-10,4,"Yes","0.7627005,5.512579e-11,0.006588451,0.006588451"
"SORBI_3001G094900",2.54370524643832e-10,2,"Yes","4.496093e-10,3.809732e-10"
"SORBI_3010G076200",3.52789797375408e-10,6,"Yes","0.6265962,0.8320707,0.5553213,0.5215035,0.2646839,5.872388e-11"
"SORBI_3010G086700",4.390462e-10,1,"No","4.390462e-10"
"SORBI_3010G240700",4.66299998613806e-10,2,"Yes","2.331471e-10,0.01676933"
"SORBI_3004G111600",7.26958049312998e-10,3,"Yes","0.3374695,0.1516062,2.420282e-10"
"SORBI_3004G141800",8.46964831602293e-10,7,"Yes","0.2365596,0.4190969,0.2959958,1.216758e-10,0.1944678,0.0643076,0.3124504"
"SORBI_3002G281500",8.60312709960454e-10,3,"Yes","0.3178934,0.05628356,2.862663e-10"
"SORBI_3009G107300",8.97891760942571e-10,2,"Yes","0.9123227,4.478956e-10"
"SORBI_3003G012200",1.10203013381494e-09,5,"Yes","0.6636783,7.528425e-09,7.389986e-09,5.556153e-09,0.8908656"
"SORBI_3003G229500",1.27718913223163e-09,3,"Yes","0.0008880931,0.5241035,4.259467e-10"
"SORBI_3001G361500",1.463031e-09,1,"No","1.463031e-09"
"SORBI_3001G224700",1.5329861824398e-09,3,"Yes","0.4928798,3.907331e-09,3.907331e-09"
"SORBI_3002G355100",1.894178e-09,1,"No","1.894178e-09"
"SORBI_3004G078000",1.91400884030912e-09,2,"Yes","3.827538e-09,1.990576e-09"
"SORBI_3001G368000",1.93069626952536e-09,4,"Yes","0.9710292,0.0002088909,4.777626e-10,0.5188697"
"SORBI_3003G286800",2.44402420523926e-09,3,"Yes","0.2754373,8.144529e-10,0.002276621"
"SORBI_3009G045200",3.13703329979376e-09,2,"Yes","0.09055721,1.567877e-09"
"SORBI_3001G093800",3.88835363906992e-09,11,"Yes","1.852761e-07,0.5344273,0.9040596,0.1298423,0.1319348,4.473559e-09,0.2461569,0.08733553,0.7131467,6.93923e-07,0.138182"
"SORBI_3003G287800",4.52268689166146e-09,6,"Yes","6.162739e-10,0.4538421,0.522902,0.4748206,0.05024714,0.9449224"
"SORBI_3006G155700",4.71023e-09,1,"No","4.71023e-09"
"SORBI_3010G241200",1.12632591031669e-08,2,"Yes","0.0001626959,5.631307e-09"
"SORBI_3010G230600",1.64465e-08,1,"No","1.64465e-08"
"SORBI_3010G082000",1.837203e-08,1,"No","1.837203e-08"
"SORBI_3004G130850",1.8441385196688e-08,4,"Yes","0.05618764,0.0001082276,3.760722e-09,0.2767473"
"SORBI_3004G070200",2.10054278415583e-08,2,"Yes","0.4139759,1.04715e-08"
"SORBI_3005G084800",2.83359380404136e-08,3,"Yes","9.717661e-09,0.7618259,0.9029003"
"SORBI_3001G002100",3.463377e-08,1,"No","3.463377e-08"
"SORBI_3010G244500",5.187566e-08,1,"No","5.187566e-08"
"SORBI_3001G322000",5.701112e-08,1,"No","5.701112e-08"
"SORBI_3003G286500",6.95858385357795e-08,3,"Yes","0.7863745,2.048982e-08,4.4596e-05"
"SORBI_3009G069000",7.472823e-08,1,"No","7.472823e-08"
"SORBI_3004G132100",8.9028165728422e-08,8,"Yes","0.4622708,0.3693941,0.01124968,0.4543744,0.4344023,3.320855e-07,0.3392133,9.355929e-09"
"SORBI_3006G242100",1.05158118768323e-07,8,"Yes","1.550712e-06,1.239621e-08,0.8407031,0.04648042,0.01452831,0.002204673,0.1499815,0.005322906"
"SORBI_3002G354600",1.141173e-07,1,"No","1.141173e-07"
"SORBI_3002G331700",1.168988e-07,1,"No","1.168988e-07"
"SORBI_3003G024450",1.21430342669981e-07,4,"Yes","0.195554,0.195554,1.207201e-08,1.304495e-05"
"SORBI_3001G073150",1.215329e-07,1,"No","1.215329e-07"
"SORBI_3009G123500",1.4275773851935e-07,2,"Yes","2.247564e-06,5.986391e-08"
"SORBI_3004G067000",1.52865242908362e-07,3,"Yes","2.216095e-07,2.340472e-07,3.86977e-07"
"SORBI_3001G081700",1.673085e-07,1,"No","1.673085e-07"
"SORBI_3004G155200",2.36757420779554e-07,6,"Yes","0.3135772,0.7001607,2.75148e-08,0.6018169,0.4394763,0.4394763"
"SORBI_3003G084300",2.37243339751281e-07,8,"Yes","2.927476e-08,0.3898788,0.3898788,0.3898788,0.002328585,0.9265461,0.9265461,0.0008664878"
"SORBI_3001G214800",2.57836268224843e-07,3,"Yes","0.6527936,8.58513e-08,0.2409674"
"SORBI_3001G306800",3.08729649622919e-07,3,"Yes","3.317936e-05,4.734654e-05,0.7072289"
"SORBI_3003G278600",3.89579085768865e-07,4,"Yes","0.0805672,0.2889393,5.407608e-08,1.777266e-06"
"SORBI_3003G371400",4.545613e-07,1,"No","4.545613e-07"
"SORBI_3004G143300",4.960107e-07,1,"No","4.960107e-07"
"SORBI_3003G312700",6.13857077724766e-07,3,"Yes","1.960205e-07,3.608914e-05,4.251663e-05"
"SORBI_3006G196200",7.85378936440928e-07,2,"Yes","1.537333e-07,0.1392157"
"SORBI_3010G152100",9.11115896284898e-07,5,"Yes","0.9056114,0.03196369,0.05635457,1.891682e-07,0.5407667"
"SORBI_3009G132100",1.000027e-06,1,"No","1.000027e-06"
"SORBI_3010G112700",1.10394286534365e-06,2,"Yes","4.96079e-07,4.496864e-07"
"SORBI_3001G198400",1.16496127477994e-06,7,"Yes","0.001641052,0.1025912,0.6348044,4.272026e-07,6.989165e-07,0.1157412,0.002787351"
"SORBI_3006G259300",1.78453822996527e-06,4,"Yes","3.08361e-07,0.2927602,0.8789017,0.8561524"
"SORBI_3003G275300",1.79784498655078e-06,4,"Yes","4.995787e-07,0.0007727989,0.0007727989,0.0007727989"
"SORBI_3003G406500",1.90631800889296e-06,2,"Yes","0.9262193,5.528434e-07"
"SORBI_3006G273000",2.318242e-06,1,"No","2.318242e-06"
"SORBI_3004G022366",2.37125725011111e-06,4,"Yes","0.0003041434,5.064902e-07,0.4932161,0.01822237"
"SORBI_3001G319900",2.461991e-06,1,"No","2.461991e-06"
"SORBI_3005G114000",2.48346116482612e-06,2,"Yes","4.022036e-06,3.816071e-06"
"SORBI_3006G116500",2.50784499078449e-06,2,"Yes","8.558526e-07,0.5713055"
"SORBI_3004G049900",2.565966e-06,1,"No","2.565966e-06"
"SORBI_3001G115500",2.68903711564406e-06,14,"Yes","0.989777,0.07755262,0.008116798,0.3426688,0.06720352,8.127684e-06,6.012187e-07,6.66284e-06,0.003442347,0.8154302,0.7362394,0.2178396,0.8165173,0.8568456"
"SORBI_3004G143475",2.81378891542339e-06,22,"Yes","0.4441231,1.055835e-06,0.1981359,0.2021841,0.2021841,0.02108075,0.008402069,1.073481e-07,0.4756236,0.04064563,0.4386921,0.26431,0.001309428,0.04761231,0.4384819,0.05195229,0.08541143,0.1569344,0.1569344,0.1049671,0.1049671,0.0180013"
"SORBI_3004G105100",3.287651e-06,1,"No","3.287651e-06"
"SORBI_3003G314200",3.59262931182158e-06,2,"Yes","2.831877e-06,2.831877e-06"
"SORBI_3004G156200",3.9023697721019e-06,6,"Yes","0.5741716,0.006582242,0.5503071,3.913865e-07,0.5338743,0.04581601"
"SORBI_3003G290800",4.13751980488097e-06,8,"Yes","0.001982429,5.292893e-07,0.006340919,0.008061868,0.008206025,0.01796386,0.007209137,0.4759205"
"SORBI_3006G208800",4.555195e-06,1,"No","4.555195e-06"
"SORBI_3004G153100",4.67860599862036e-06,5,"Yes","0.3073006,1.540213e-06,1.540213e-06,0.2680829,0.6430803"
"SORBI_3009G076500",4.742251e-06,1,"No","4.742251e-06"
"SORBI_3006G186900",4.977686e-06,1,"No","4.977686e-06"
"SORBI_3002G390300",5.09095350575972e-06,2,"Yes","2.139081e-06,2.662771e-05"
"SORBI_3004G202750",5.21953676435594e-06,8,"Yes","0.2923751,0.3699208,0.5612812,5.793555e-07,0.9894301,0.6769428,0.8055293,0.7200976"
"SORBI_3003G399200",5.392398e-06,1,"No","5.392398e-06"
"SORBI_3006G245800",5.77065807050303e-06,2,"Yes","0.05721119,2.391811e-06"
"SORBI_3001G086000",8.04917e-06,1,"No","8.04917e-06"
"SORBI_3001G123100",9.098217e-06,1,"No","9.098217e-06"
"SORBI_3004G053900",1.060782e-05,1,"No","1.060782e-05"
"SORBI_3004G213400",1.12114809504016e-05,3,"Yes","0.0001018739,0.001333706,3.267834e-06"
"SORBI_3004G157000",1.27097965216816e-05,3,"Yes","4.016642e-06,0.02653178,0.08288211"
"SORBI_3006G264000",1.36065599580792e-05,4,"Yes","4.663988e-05,8.183432e-05,6.937032e-06,2.272613e-06"
"SORBI_3003G309400",1.380914e-05,1,"No","1.380914e-05"
"SORBI_3003G107600",1.381076e-05,1,"No","1.381076e-05"
"SORBI_3003G275200",1.56806913098606e-05,2,"Yes","4.449853e-06,0.76143"
"SORBI_3001G253300",1.63002701463189e-05,8,"Yes","0.002371818,0.001125518,0.0003252706,0.006376368,0.00143148,7.409632e-05,7.409632e-05,1.27526e-06"
"SORBI_3009G131300",1.63947717590762e-05,3,"Yes","0.005381798,5.786685e-06,0.1392609"
"SORBI_3003G264500",1.67993876322159e-05,13,"Yes","3.38158e-06,6.454743e-07,0.03620501,0.03620501,0.03620501,0.04614241,0.0006228428,0.05764938,0.03976844,0.03976844,0.03976844,0.04237509,0.03976844"
"SORBI_3004G130900",1.71145362949376e-05,2,"Yes","0.6047747,8.856236e-07"
"SORBI_3003G376400",1.88977932779055e-05,4,"Yes","1.747662e-06,0.009627798,0.01143043,0.3654066"
"SORBI_3009G104800",2.124154344052e-05,7,"Yes","0.01903218,0.6202656,0.2847195,3.586843e-06,0.1991856,0.7680225,2.53119e-05"
"SORBI_3006G116000",2.16543492179699e-05,3,"Yes","5.911444e-06,0.002213855,0.001859141"
"SORBI_3005G124100",2.1933027284593e-05,2,"Yes","8.308579e-06,0.1354693"
"SORBI_3004G071000",2.282701e-05,1,"No","2.282701e-05"
"SORBI_3002G364800",2.30362073475598e-05,2,"Yes","0.5646357,8.176465e-06"
"SORBI_3007G023000",2.556519e-05,1,"No","2.556519e-05"
"SORBI_3005G019100",2.56967140080944e-05,7,"Yes","0.9588735,0.672508,0.0001934672,4.607219e-05,0.0001522536,0.5533445,0.07200483"
"SORBI_3003G022800",2.58472566376788e-05,5,"Yes","0.03097311,0.003903323,0.2854602,1.544342e-06,0.1111755"
"SORBI_3005G113766",2.6654560377759e-05,11,"Yes","0.9628442,0.9844594,0.9844594,0.6523306,0.9333021,0.8160983,0.8160983,2.171088e-06,0.7873293,0.6381057,0.6381057"
"SORBI_3010G132100",2.67122914151541e-05,4,"Yes","0.04525766,2.571653e-06,0.5303104,0.5015558"
"SORBI_3006G213300",2.6798877467149e-05,2,"Yes","9.96882e-06,0.5688608"
"SORBI_3005G015900",2.87040853069742e-05,2,"Yes","8.56137e-06,0.5247667"
"SORBI_3005G120600",2.9007323518071e-05,3,"Yes","4.449261e-05,1.364779e-05,4.449261e-05"
"SORBI_3001G087800",2.900813e-05,1,"No","2.900813e-05"
"SORBI_3004G094500",2.90520835646291e-05,4,"Yes","0.161751,0.3046311,5.777816e-06,0.1382742"
"SORBI_3006G242200",2.95552409766975e-05,2,"Yes","4.391966e-05,9.402151e-06"
"SORBI_3001G083800",2.986702e-05,1,"No","2.986702e-05"
