"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G354600",4.843761e-17,1,"No","4.843761e-17"
"SORBI_3001G105700",1.751138e-16,1,"No","1.751138e-16"
"SORBI_3001G250150",4.44089209850063e-16,2,"Yes","0.1514869,2.217915e-17"
"SORBI_3002G355100",4.44089209850063e-16,2,"Yes","6.699143e-17,0.9313989"
"SORBI_3001G105600",6.66133814775094e-16,3,"Yes","0.5523097,0.4615719,1.817624e-16"
"SORBI_3004G089700",1.892819e-15,1,"No","1.892819e-15"
"SORBI_3007G034700",2.175409e-15,1,"No","2.175409e-15"
"SORBI_3001G251200",3.5527136788005e-15,16,"Yes","9.196722e-09,8.94225e-09,1.274213e-08,1.274213e-08,0.1296548,1.097893e-08,0.000142027,0.001768518,1.599699e-13,1.569958e-12,0.7167059,3.157201e-14,1.578301e-14,1.578301e-14,8.29354e-18,5.022269e-10"
"SORBI_3001G447000",3.99680288865056e-15,3,"Yes","0.03194951,1.440845e-15,0.6770133"
"SORBI_3004G038500",4.66293670342566e-15,3,"Yes","1.618265e-15,0.470765,0.0002442056"
"SORBI_3003G007700",6.480315e-15,1,"No","6.480315e-15"
"SORBI_3004G107800",1.59872115546023e-14,7,"Yes","0.3238401,2.130842e-15,0.01227413,0.3224436,0.1721821,0.1147367,0.007669111"
"SORBI_3006G213300",1.64313007644523e-14,2,"Yes","8.300441e-15,1.837185e-05"
"SORBI_3009G131300",2.53130849614536e-14,3,"Yes","9.621086e-05,8.544829e-15,0.7714413"
"SORBI_3004G157000",1.73194791841524e-13,3,"Yes","5.782803e-14,0.04096833,0.1907015"
"SORBI_3004G070200",3.40172334745148e-13,2,"Yes","0.9987165,1.701224e-13"
"SORBI_3003G007900",7.68496377645533e-13,2,"Yes","1.517034e-12,1.517034e-12"
"SORBI_3003G008000",1.31672450720544e-12,17,"Yes","1.517034e-12,1.517034e-12,5.249863e-05,2.754398e-07,0.0003725639,0.431241,0.2453862,0.02125509,0.06824811,0.07254477,0.0364757,7.754886e-14,0.0364757,0.02980694,0.1089052,2.21554e-11,1.170929e-11"
"SORBI_3001G294900",2.00861549615183e-12,5,"Yes","3.417304e-10,4.728795e-11,0.2431368,1.918809e-11,3.581518e-05"
"SORBI_3006G208800",4.31346e-12,1,"No","4.31346e-12"
"SORBI_3004G078500",6.79767353517491e-12,8,"Yes","1.074284e-06,2.748827e-06,0.003943828,0.3879076,0.1423903,0.1423903,2.511899e-11,2.511899e-11"
"SORBI_3003G084300",7.08988423525625e-12,8,"Yes","8.899903e-13,0.8879593,0.8879593,0.8879593,0.0002705668,0.8688347,0.8688347,0.0001103767"
"SORBI_3003G015900",1.04724007243817e-11,5,"Yes","9.957756e-08,9.957756e-08,2.264162e-07,1.784093e-11,2.927001e-11"
"SORBI_3003G015800",2.3985036179397e-11,5,"Yes","9.957756e-08,9.957756e-08,2.264162e-07,1.784093e-11,2.927001e-11"
"SORBI_3001G189750",2.51336729206741e-11,6,"Yes","0.00214284,0.02126369,1.703281e-07,2.633015e-07,7.98972e-08,0.2346537"
"SORBI_3001G253300",3.28026494855749e-11,8,"Yes","4.105759e-12,0.2026652,0.1509579,0.7521374,0.02983239,0.04245287,0.04245287,0.6484875"
"SORBI_3001G444100",4.74964512164888e-11,4,"Yes","3.901191e-09,2.533096e-10,2.533096e-10,0.8087372"
"SORBI_3001G125900",5.049875e-11,1,"No","5.049875e-11"
"SORBI_3003G084400",6.88378243296484e-11,7,"Yes","0.08704952,0.0132552,0.9778497,0.003523483,0.09073383,0.1145991,9.763219e-12"
"SORBI_3010G079000",9.87127046769842e-11,2,"Yes","4.936443e-11,0.4401743"
"SORBI_3001G094900",1.1183265424819e-10,2,"Yes","1.888304e-10,2.048851e-10"
"SORBI_3003G016300",1.31815891535325e-10,3,"Yes","1.968633e-10,1.434966e-09,2.934712e-10"
"SORBI_3006G264000",1.37856392967706e-10,4,"Yes","0.0003344292,0.0004395722,8.62938e-11,3.928757e-10"
"SORBI_3001G115500",1.96459404300242e-10,13,"Yes","0.8098251,0.03085757,0.7937638,0.2149108,0.9362936,1.222236e-08,1.825753e-07,7.919026e-07,1.51275e-11,0.4945139,0.9704191,0.07433415,0.6820162"
"SORBI_3004G111600",2.83460921401968e-10,3,"Yes","0.8296898,0.3264175,9.44925e-11"
"SORBI_3010G199700",3.6956282478684e-10,2,"Yes","1.910458e-10,1.447478e-09"
"SORBI_3002G274500",4.22218926487972e-10,2,"Yes","2.111096e-10,0.1067851"
"SORBI_3010G074200",4.63185823029733e-10,6,"Yes","0.0006787258,0.0006911603,7.955111e-11,0.0006911603,0.02462979,0.02462979"
"SORBI_3001G138800",5.23219356729498e-10,2,"Yes","2.615977e-10,0.6689245"
"SORBI_3001G124100",7.63719532059781e-10,5,"Yes","0.001300767,0.001130181,0.06906235,0.005776921,1.545075e-10"
"SORBI_3001G376200",8.24306956026533e-10,2,"Yes","4.127023e-10,0.0003645107"
"SORBI_3010G055000",9.50974632374368e-10,5,"Yes","2.478663e-06,3.155965e-06,0.0002754415,3.662855e-06,1.258894e-05"
"SORBI_3001G137600",1.04293174096881e-09,3,"Yes","0.7938302,0.4906293,3.473145e-10"
"SORBI_3006G196200",1.21633658700659e-09,2,"Yes","6.076782e-10,0.502051"
"SORBI_3004G155200",1.35127675715552e-09,6,"Yes","0.05328477,0.3383034,2.282649e-10,0.04638823,0.01839289,0.01839289"
"SORBI_3009G132100",1.383903e-09,1,"No","1.383903e-09"
"SORBI_3004G038100",1.38694400408923e-09,4,"Yes","3.561399e-10,0.01049357,0.7565972,0.01744628"
"SORBI_3004G071000",1.64677e-09,1,"No","1.64677e-09"
"SORBI_3003G023400",1.831897e-09,1,"No","1.831897e-09"
"SORBI_3001G257800",1.95949234615966e-09,9,"Yes","0.1077609,0.0003858822,0.4164636,8.446073e-07,0.4583655,0.01463999,0.06835241,1.747493e-09,3.37252e-10"
"SORBI_3003G345700",2.3429728157609e-09,3,"Yes","3.107782e-06,7.809598e-10,0.003394139"
"SORBI_3002G274600",2.50847254079645e-09,5,"Yes","0.0004208026,0.9941035,4.950633e-10,0.7703149,0.3900283"
"SORBI_3002G303000",2.55583954000826e-09,2,"Yes","2.017496e-09,4.296092e-09"
