"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G313000",1.11022302462516e-15,5,"Yes","4.757272e-20,0.4164388,0.1833437,0.1833437,0.1206703"
"SORBI_3005G092900",3.676484e-12,1,"No","3.676484e-12"
"SORBI_3004G127400",6.0338400942328e-12,4,"Yes","1.508801e-12,0.02955921,0.6478465,0.7719728"
"SORBI_3005G102200",1.20702337014222e-11,4,"Yes","0.2946447,0.291584,2.999059e-12,0.13004"
"SORBI_3006G233300",1.187158e-10,1,"No","1.187158e-10"
"SORBI_3002G418700",7.7694062294853e-10,4,"Yes","0.958144,0.7705599,0.6319411,1.912707e-10"
"SORBI_3002G309400",1.06737541027968e-09,8,"Yes","2.216101e-07,3.518613e-08,3.518613e-08,1.13733e-07,0.3457901,1.263552e-06,0.0844075,2.683309e-05"
"SORBI_3002G292100",4.44449743675079e-09,4,"Yes","0.7465586,0.7629163,0.7466894,1.104762e-09"
"SORBI_3003G155100",5.83791415209589e-09,4,"Yes","0.6893448,0.657359,2.821851e-10,0.7285295"
"SORBI_3004G075800",1.706587e-08,1,"No","1.706587e-08"
"SORBI_3003G373900",2.72111896348903e-08,2,"Yes","0.9259692,1.360547e-08"
"SORBI_3002G313400",7.84157482280889e-08,4,"Yes","1.892707e-08,0.4176141,1.194045e-06,1.194045e-06"
"SORBI_3010G009200",1.25583299315224e-07,6,"Yes","1.882472e-08,0.04271732,0.1588821,1.20192e-05,1.20192e-05,1.20192e-05"
"SORBI_3001G428400",1.553081e-07,1,"No","1.553081e-07"
"SORBI_3003G214300",1.91834463203477e-07,2,"Yes","0.7289768,7.08126e-09"
"SORBI_3007G033900",1.98118606520303e-07,2,"Yes","0.1226696,9.53098e-08"
"SORBI_3003G376000",2.07618434555634e-07,2,"Yes","1.104907e-07,3.166516e-07"
"SORBI_3003G403300",2.15430485672741e-07,3,"Yes","7.955598e-08,0.5723494,0.5723494"
"SORBI_3002G309600",2.437822e-07,1,"No","2.437822e-07"
"SORBI_3001G456500",2.63706969261257e-07,2,"Yes","0.9273652,1.074623e-07"
"SORBI_3007G021400",3.68698068631268e-07,6,"Yes","7.363649e-08,0.6700157,0.7644217,0.2175097,0.2175097,0.2859153"
"SORBI_3007G015900",4.531715e-07,1,"No","4.531715e-07"
"SORBI_3002G304700",5.50267196697263e-07,2,"Yes","2.308069e-07,0.2720817"
"SORBI_3005G100200",5.59532486010816e-07,4,"Yes","0.7336961,2.563619e-08,0.6723104,0.1578342"
"SORBI_3002G304500",5.60569774155084e-07,3,"Yes","1.641394e-07,0.00763039,0.3612327"
"SORBI_3001G261577",6.15998012154506e-07,5,"Yes","0.4360681,0.4550405,1.175964e-07,0.9542198,0.4017643"
"SORBI_3001G171001",6.59177259554333e-07,3,"Yes","0.006025337,1.546309e-07,0.04746474"
"SORBI_3004G025900",6.605218e-07,1,"No","6.605218e-07"
"SORBI_3002G418600",8.85153750740386e-07,5,"Yes","0.3184307,0.3223437,0.3595759,0.524415,1.572072e-07"
"SORBI_3003G403800",1.410159e-06,1,"No","1.410159e-06"
"SORBI_3003G403900",1.410159e-06,1,"No","1.410159e-06"
"SORBI_3002G310600",1.41556633914686e-06,3,"Yes","1.650904e-06,8.953354e-06,9.832407e-06"
"SORBI_3006G232200",1.44987788730511e-06,3,"Yes","4.378595e-07,0.0001021912,0.0001242564"
"SORBI_3001G251200",2.56492227934668e-06,16,"Yes","0.1391131,0.1271333,0.1365714,0.1365714,0.293278,5.810776e-05,0.004233243,0.1121478,0.00013813,0.0001147711,0.966146,1.913148e-05,0.0001272376,0.0001272376,7.787707e-05,0.07925985"
"SORBI_3001G453200",4.151802e-06,1,"No","4.151802e-06"
"SORBI_3001G390300",4.536617e-06,1,"No","4.536617e-06"
"SORBI_3003G373600",6.33737282784708e-06,3,"Yes","0.02097064,0.2304633,1.403199e-06"
"SORBI_3010G142900",7.43788340917817e-06,2,"Yes","0.0009948069,2.490836e-06"
"SORBI_3002G311200",8.19440648802683e-06,3,"Yes","0.1933008,4.568873e-06,4.773154e-06"
"SORBI_3003G372750",8.449653e-06,1,"No","8.449653e-06"
"SORBI_3001G179740",8.716609e-06,1,"No","8.716609e-06"
"SORBI_3006G225000",8.872994e-06,1,"No","8.872994e-06"
"SORBI_3010G153700",1.0601217950934e-05,4,"Yes","0.2866476,0.2866476,0.2072477,2.621307e-06"
"SORBI_3001G361700",1.208691e-05,1,"No","1.208691e-05"
"SORBI_3001G379700",1.271901e-05,1,"No","1.271901e-05"
"SORBI_3010G152100",1.48694269160865e-05,6,"Yes","0.04484484,9.842538e-06,0.2014501,0.1858389,0.8324476,1.572588e-06"
"SORBI_3010G046700",1.51367913667766e-05,2,"Yes","0.6038249,5.992549e-06"
"SORBI_3004G158100",1.70235208436509e-05,4,"Yes","3.431058e-06,3.223734e-06,2.210884e-06,0.1119459"
