"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3001G189750",1.63646873829748e-13,6,"Yes","0.04155683,0.8751065,3.004305e-09,4.337647e-09,1.412757e-08,0.5993484"
"SORBI_3001G066100",1.69511288339308e-08,5,"Yes","3.390131e-09,0.3961124,0.3523974,0.7585065,0.6961979"
"SORBI_3010G152100",2.66602798726367e-08,5,"Yes","0.05154664,2.689632e-08,1.800832e-08,0.6639783,0.5549603"
"SORBI_3002G386500",6.15576907225801e-08,7,"Yes","8.135471e-06,3.907764e-06,2.327901e-06,0.1185329,1.293366e-06,3.783394e-05,0.0001209256"
"SORBI_3001G189900",8.013018e-08,1,"No","8.013018e-08"
"SORBI_3001G188600",9.87077564129635e-08,14,"Yes","0.2083381,4.04126e-06,0.7567987,1.742415e-07,2.320847e-06,2.320847e-06,0.7495643,0.4559994,0.2079833,0.8236176,0.9366376,0.1506261,0.7697496,2.029773e-06"
"SORBI_3004G107800",1.30989566304862e-07,8,"Yes","0.02093179,0.7792197,1.482588e-08,0.2205394,0.141259,0.1956398,0.4443531,0.8790425"
"SORBI_3001G255866",4.29175564642392e-07,6,"Yes","0.5319889,4.611304e-08,3.061657e-06,0.1709697,0.4740071,0.4740071"
"SORBI_3001G419500",5.433496e-07,1,"No","5.433496e-07"
"SORBI_3001G258200",6.36657671471141e-07,4,"Yes","1.238752e-07,0.4073308,0.7997805,0.7315072"
"SORBI_3001G255800",1.20925852520326e-06,14,"Yes","0.2426321,4.218244e-06,0.8522172,0.2356516,0.0920178,0.9091697,0.9818272,0.6196783,0.5319889,4.611304e-08,3.061657e-06,0.1709697,0.4740071,0.4740071"
"SORBI_3010G262950",1.413499e-06,1,"No","1.413499e-06"
"SORBI_3004G215100",3.337805827619e-06,3,"Yes","9.964202e-07,0.4229101,0.1606329"
"SORBI_3001G178300",4.14990295161122e-06,6,"Yes","9.181532e-05,0.5031544,0.0005694838,0.0006283812,0.007307078,0.4615612"
"SORBI_3010G154000",4.42057104910187e-06,3,"Yes","0.5143872,0.01152055,1.210637e-06"
"SORBI_3002G355100",4.53323e-06,1,"No","4.53323e-06"
"SORBI_3002G354600",5.590772e-06,1,"No","5.590772e-06"
"SORBI_3004G099650",5.69293789709491e-06,3,"Yes","0.9214387,0.9214387,2.041371e-06"
"SORBI_3001G065300",5.78010022822539e-06,3,"Yes","0.2863671,0.01956546,8.847869e-07"
"SORBI_3001G253000",5.864485e-06,1,"No","5.864485e-06"
"SORBI_3001G189200",1.1137849423748e-05,2,"Yes","4.597035e-06,0.0380001"
"SORBI_3004G108100",1.411086e-05,1,"No","1.411086e-05"
"SORBI_3001G251200",1.77262169684944e-05,15,"Yes","0.3266157,0.3070948,0.2796653,0.2873046,0.1516595,0.6015271,0.4555575,9.28854e-06,0.0004740605,0.5057221,6.505802e-05,4.785863e-05,4.785863e-05,3.234292e-06,0.002274784"
"SORBI_3006G215400",2.15003740818842e-05,9,"Yes","0.03040105,1.256684e-07,0.0005069767,0.07737037,0.07737037,0.331696,0.003495081,0.003495081,0.5526463"
"SORBI_3006G114600",2.582368e-05,1,"No","2.582368e-05"
"SORBI_3001G188700",2.69390669436209e-05,4,"Yes","0.05030469,3.800408e-06,0.2947856,0.9782658"
"SORBI_3004G086200",3.14657701832033e-05,5,"Yes","0.4913534,1.807059e-05,7.666797e-06,0.04186465,0.03665485"
"SORBI_3003G359300",3.31735358728436e-05,7,"Yes","0.08097789,0.0588135,0.0267782,0.1328145,4.25896e-06,0.8799297,6.044391e-05"
"SORBI_3010G240800",3.39258896759898e-05,3,"Yes","0.662256,8.15547e-06,0.6358046"
"SORBI_3003G380300",4.08172962238496e-05,4,"Yes","0.001725622,0.001839477,9.715645e-06,0.003543661"
"SORBI_3003G364200",5.07607543274169e-05,4,"Yes","0.4599088,9.038807e-06,0.7839031,0.4299163"
"SORBI_3010G130700",5.31028676262757e-05,2,"Yes","0.00342404,1.446043e-05"
"SORBI_3004G038100",5.57049003161447e-05,4,"Yes","0.001871476,3.484611e-05,0.9584411,3.847019e-05"
"SORBI_3006G271600",6.440767e-05,1,"No","6.440767e-05"
"SORBI_3006G216000",6.49448737957137e-05,2,"Yes","0.0001092401,2.282148e-05"
"SORBI_3001G253300",6.67739313029436e-05,8,"Yes","1.467084e-06,0.3432253,0.5136803,0.1576201,0.04026716,0.08595911,0.08595911,0.0006947249"
"SORBI_3010G237400",7.074684e-05,1,"No","7.074684e-05"
"SORBI_3001G257800",7.36659985296484e-05,8,"Yes","0.5197564,0.4622025,0.7615927,3.706273e-05,0.9955474,0.5822987,4.482177e-05,5.683398e-06"
"SORBI_3001G176700",8.559389731988e-05,4,"Yes","2.07365e-05,2.913146e-05,0.01015984,0.01641635"
"SORBI_3010G202500",8.928589e-05,1,"No","8.928589e-05"
"SORBI_3004G150800",9.08220157498363e-05,2,"Yes","6.67977e-05,6.67977e-05"
"SORBI_3006G234100",9.153703e-05,1,"No","9.153703e-05"
"SORBI_3009G147500",9.221215e-05,1,"No","9.221215e-05"
"SORBI_3010G203150",0.000103141278579799,2,"Yes","0.0001123406,0.000115148"
"SORBI_3003G286500",0.000108472561944906,3,"Yes","0.8466606,0.0006270885,0.0004286429"
"SORBI_3004G125900",0.000120373337853752,2,"Yes","2.406459e-05,0.5364012"
