"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G354600",7.917549e-20,1,"No","7.917549e-20"
"SORBI_3003G007700",1.494481e-18,1,"No","1.494481e-18"
"SORBI_3001G105700",1.412697e-16,1,"No","1.412697e-16"
"SORBI_3001G250150",4.44089209850063e-16,2,"Yes","0.1995742,5.740712e-19"
"SORBI_3002G355100",4.44089209850063e-16,2,"Yes","2.644195e-18,0.5529312"
"SORBI_3007G034700",6.013458e-16,1,"No","6.013458e-16"
"SORBI_3001G105600",6.66133814775094e-16,3,"Yes","0.8651678,0.5191949,1.19527e-16"
"SORBI_3001G447000",6.66133814775094e-16,3,"Yes","0.06845406,6.976925e-17,0.919812"
"SORBI_3004G038500",6.66133814775094e-16,3,"Yes","2.126178e-17,0.6490202,8.412757e-05"
"SORBI_3004G107800",1.55431223447522e-15,7,"Yes","0.09491748,1.122436e-16,0.02151095,0.4089589,0.1873253,0.7471719,0.1704543"
"SORBI_3001G251200",3.5527136788005e-15,16,"Yes","5.053024e-08,5.755604e-08,7.658416e-08,7.658416e-08,0.05164881,1.370369e-09,3.516495e-05,0.008755028,8.921871e-16,2.877103e-14,0.6843269,1.731723e-16,5.046658e-17,5.046658e-17,2.507453e-20,2.55371e-10"
"SORBI_3009G131300",3.99680288865056e-15,3,"Yes","5.012037e-05,1.400139e-15,0.5183435"
"SORBI_3003G007900",4.88498130835069e-15,2,"Yes","8.787348e-15,8.787348e-15"
"SORBI_3003G008000",7.54951656745106e-15,17,"Yes","8.787348e-15,8.787348e-15,0.00228125,3.754661e-05,0.0004206552,0.6514167,0.2783301,0.05390805,0.3157921,0.3274372,0.2164076,4.618089e-16,0.2164076,0.2041198,0.002510218,1.900487e-14,5.252375e-14"
"SORBI_3004G070200",1.82076576038526e-14,2,"Yes","0.3899963,9.050765e-15"
"SORBI_3004G089700",2.31143e-14,1,"No","2.31143e-14"
"SORBI_3004G157000",3.59712259978551e-14,3,"Yes","1.189247e-14,0.05904461,0.4327484"
"SORBI_3001G189750",3.09863246172881e-13,6,"Yes","0.0001713469,0.09181903,2.06603e-08,1.350456e-08,1.787051e-08,0.6771914"
"SORBI_3006G213300",3.26849658449646e-13,2,"Yes","1.633622e-13,4.759071e-05"
