"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb105640",6.99034337858784e-06,4,"Yes","0.05612959,0.5550161,1.195078e-05,5.507376e-06"
"Zm00001eb152300",0.000102718282682934,2,"Yes","0.8756732,3.539987e-05"
"Zm00001eb211300",0.00017150488851192,2,"Yes","5.592804e-05,0.6941243"
"Zm00001eb038360",0.0003728087,1,"No","0.0003728087"
"Zm00001eb409220",0.000619009637766954,9,"Yes","0.9205524,3.528116e-05,0.1302862,0.1301689,0.9339093,0.5256828,0.06299045,0.9238156,0.9082664"
"Zm00001eb395600",0.0007349955,1,"No","0.0007349955"
"Zm00001eb415340",0.0009500197,1,"No","0.0009500197"
"Zm00001eb360610",0.00121235187600988,3,"Yes","0.5447785,0.009094442,0.0005860568"
"Zm00001eb395380",0.001320549,1,"No","0.001320549"
"Zm00001eb038350",0.001562621428436,2,"Yes","0.0003728087,0.867944"
"Zm00001eb289090",0.001852715,1,"No","0.001852715"
"Zm00001eb010730",0.00197936895172746,2,"Yes","0.9856464,0.0005054538"
"Zm00001eb395820",0.00213921676508178,5,"Yes","0.0006850649,0.0008177462,0.7707216,0.7906921,0.8801762"
"Zm00001eb160190",0.0021424,1,"No","0.0021424"
"Zm00001eb067460",0.00247824432934463,4,"Yes","0.004053541,0.914899,0.0006770344,0.4480892"
"Zm00001eb127220",0.00289320314340957,2,"Yes","0.9963763,0.0007444489"
"Zm00001eb360620",0.00300398902524535,4,"Yes","0.5447785,0.009094442,0.0005860568,0.6744822"
"Zm00001eb203260",0.00429477169922032,5,"Yes","0.0004256994,0.3701129,0.9761669,0.7631758,0.9984998"
"Zm00001eb313550",0.00461777,1,"No","0.00461777"
"Zm00001eb371500",0.00462126976330091,3,"Yes","0.03333748,0.0007986183,0.104659"
"Zm00001eb416860",0.00473925849487133,2,"Yes","0.9632399,0.001204079"
"Zm00001eb265760",0.00507990766492161,3,"Yes","0.01317871,0.9204128,0.01815682"
"Zm00001eb354890",0.00602115591521835,3,"Yes","0.4549044,0.6322111,0.0009505488"
"Zm00001eb013870",0.00663319501782988,2,"Yes","0.001802849,0.5463948"
"Zm00001eb159560",0.006908868,1,"No","0.006908868"
"Zm00001eb214560",0.00774598469850019,7,"Yes","0.4697423,0.4139658,0.5758873,0.1198145,0.09659288,0.0005637207,0.1340499"
"Zm00001eb430510",0.00854229374375348,4,"Yes","0.0015952,0.5147781,0.4954878,0.5103443"
"Zm00001eb153710",0.0089320693886189,3,"Yes","0.1396181,0.01266353,0.01138434"
"Zm00001eb057360",0.00896924118817111,3,"Yes","0.001505776,0.05161557,0.7879172"
"Zm00001eb032600",0.009483372,1,"No","0.009483372"
"Zm00001eb034820",0.009591993,1,"No","0.009591993"
"Zm00001eb273040",0.00971258721087342,4,"Yes","0.02001563,0.4808159,0.1269597,0.01587016"
"Zm00001eb092910",0.0104330519052622,4,"Yes","0.854889,0.6879925,0.001320133,0.8708077"
"Zm00001eb271200",0.01087676,1,"No","0.01087676"
"Zm00001eb125210",0.01108062,1,"No","0.01108062"
"Zm00001eb070910",0.01164744,1,"No","0.01164744"
"Zm00001eb252940",0.01178378,1,"No","0.01178378"
"Zm00001eb139700",0.0118739360141774,3,"Yes","0.00183821,0.6316484,0.224189"
"Zm00001eb143710",0.0119205314397341,4,"Yes","0.5503791,0.7603307,0.1895801,0.001529752"
"Zm00001eb394360",0.0122585997960253,7,"Yes","0.1137101,0.37317,0.6099992,0.00084437,0.5271348,0.06115946,0.3789675"
