rs chr ps p_wald
S9_1795427 9 1795427 1.416131e-01
S9_1795504 9 1795504 7.881918e-01
S9_1800929 9 1800929 1.457892e-01
S9_1801022 9 1801022 3.732089e-02
S9_1801085 9 1801085 3.153247e-02
S9_1838925 9 1838925 5.291848e-01
S9_1921968 9 1921968 2.889641e-01
S9_1942357 9 1942357 8.300398e-01
S9_1942360 9 1942360 8.393764e-02
S9_1942361 9 1942361 1.659139e-01
S9_1942385 9 1942385 7.711932e-01
S9_1942393 9 1942393 8.257925e-01
S9_1942464 9 1942464 2.578942e-01
S9_1942505 9 1942505 5.195949e-01
S9_1961784 9 1961784 1.387830e-01
S9_1961811 9 1961811 5.483582e-01
S9_1961818 9 1961818 7.479125e-01
S9_1961942 9 1961942 8.571412e-01
S9_1961954 9 1961954 2.152878e-01
S9_1961978 9 1961978 4.644315e-01
S9_1961982 9 1961982 8.265568e-01
S9_2056248 9 2056248 9.350358e-02
S9_2056253 9 2056253 4.976828e-01
S9_2056340 9 2056340 1.671265e-01
S9_2056343 9 2056343 4.699825e-01
S9_2056392 9 2056392 1.694196e-01
S9_2056406 9 2056406 8.305331e-01
S9_2056421 9 2056421 2.061909e-01
S9_2056459 9 2056459 4.110533e-01
S9_2056601 9 2056601 4.648475e-01
S9_2058352 9 2058352 4.778690e-01
S9_2058386 9 2058386 1.848811e-01
S9_2058389 9 2058389 7.371465e-01
S9_2058397 9 2058397 6.472706e-03
S9_2058662 9 2058662 3.966930e-01
S9_2058664 9 2058664 4.551405e-01
S9_2058673 9 2058673 4.949018e-01
S9_2058730 9 2058730 8.392573e-01
S9_2058769 9 2058769 7.812905e-02
S9_2058856 9 2058856 8.956827e-01
S9_2059756 9 2059756 2.251346e-01
S9_2060118 9 2060118 5.688234e-01
S9_2060158 9 2060158 9.958075e-01
S9_2060173 9 2060173 4.810943e-03
S9_2060185 9 2060185 5.080489e-01
S9_2060186 9 2060186 6.225304e-01
S9_2060189 9 2060189 3.808977e-01
S9_2060190 9 2060190 5.030030e-01
S9_2060201 9 2060201 5.670606e-02
S9_2063797 9 2063797 1.242494e-01
S9_2067135 9 2067135 4.042255e-01
S9_2067188 9 2067188 1.843979e-02
S9_2067194 9 2067194 4.505852e-01
S9_2067369 9 2067369 3.197289e-01
S9_2067379 9 2067379 7.175420e-01
S9_2067387 9 2067387 7.148933e-01
S9_2067393 9 2067393 8.554665e-01
S9_2067396 9 2067396 2.353003e-02
S9_2067962 9 2067962 4.097880e-01
S9_2068192 9 2068192 7.428059e-01
S9_2188404 9 2188404 2.920491e-02
S9_2188406 9 2188406 5.580708e-01
S9_2188431 9 2188431 7.142443e-01
S9_2205137 9 2205137 5.808413e-02
S9_2205155 9 2205155 2.351988e-01
S9_2205157 9 2205157 2.730310e-02
S9_2205391 9 2205391 6.767714e-01
S9_2205537 9 2205537 4.225227e-01
S9_2205546 9 2205546 6.742702e-01
S9_2205612 9 2205612 5.498749e-01
S9_2205635 9 2205635 1.075398e-01
S9_2205757 9 2205757 8.280062e-02
S9_2249348 9 2249348 8.194014e-02
S9_2249351 9 2249351 2.339028e-01
S9_2249388 9 2249388 1.238306e-03
S9_2249544 9 2249544 1.837520e-01
S9_2376919 9 2376919 6.433350e-01
S9_2376944 9 2376944 4.876416e-01
S9_2377325 9 2377325 5.654330e-01
S9_2377702 9 2377702 9.816397e-01
S9_2377712 9 2377712 1.561457e-01
S9_2377727 9 2377727 7.677481e-02
S9_2380064 9 2380064 4.407155e-01
S9_2403395 9 2403395 4.037452e-01
S9_2403400 9 2403400 6.039499e-03
S9_2405427 9 2405427 4.240424e-01
S9_2405548 9 2405548 8.675237e-04
S9_2405562 9 2405562 2.027209e-02
S9_2405585 9 2405585 9.419236e-01
S9_2405590 9 2405590 2.870102e-01
S9_2405598 9 2405598 7.278136e-01
S9_2405608 9 2405608 5.289538e-01
S9_2405637 9 2405637 4.270512e-01
S9_2405770 9 2405770 6.465402e-01
S9_2405772 9 2405772 2.587187e-01
S9_2405872 9 2405872 2.242449e-01
S9_2405877 9 2405877 8.514148e-01
S9_2405885 9 2405885 5.766316e-01
S9_2405896 9 2405896 3.201044e-01
S9_2405928 9 2405928 1.062290e-02
S9_2405955 9 2405955 5.479814e-02
S9_2405960 9 2405960 1.352049e-01
S9_2405961 9 2405961 6.536992e-02
S9_2405963 9 2405963 9.869345e-02
S9_2405986 9 2405986 6.608061e-02
S9_2406555 9 2406555 6.986224e-01
