rs chr ps p_wald
S4_516290 4 516290 1.010808e-01
S4_556507 4 556507 9.715287e-01
S4_556570 4 556570 5.356859e-01
S4_556815 4 556815 7.007795e-01
S4_556958 4 556958 6.810442e-01
S4_556968 4 556968 2.427652e-01
S4_557524 4 557524 2.692491e-01
S4_558057 4 558057 6.806356e-01
S4_558066 4 558066 3.279289e-01
S4_558198 4 558198 7.844555e-01
S4_558250 4 558250 7.231390e-01
S4_558355 4 558355 8.904132e-01
S4_558660 4 558660 7.562288e-01
S4_558795 4 558795 1.593735e-02
S4_558796 4 558796 1.597501e-02
S4_558797 4 558797 2.487414e-02
S4_558798 4 558798 1.727357e-02
S4_558804 4 558804 9.481617e-02
S4_558807 4 558807 3.977708e-02
S4_558843 4 558843 1.601727e-02
S4_558978 4 558978 4.078270e-01
S4_559104 4 559104 9.373632e-01
S4_559916 4 559916 5.277216e-01
S4_559992 4 559992 8.645575e-01
S4_560024 4 560024 5.079116e-03
S4_562361 4 562361 2.784788e-01
S4_562477 4 562477 1.131014e-01
S4_562792 4 562792 9.310384e-01
S4_562841 4 562841 9.031864e-01
S4_563739 4 563739 7.253601e-01
S4_563766 4 563766 7.070431e-01
S4_563778 4 563778 9.188787e-01
S4_564720 4 564720 8.364974e-01
S4_573596 4 573596 1.680663e-01
S4_573601 4 573601 9.058565e-01
S4_573609 4 573609 9.666543e-01
S4_573617 4 573617 1.351633e-01
S4_573619 4 573619 3.514061e-01
S4_573622 4 573622 1.433168e-01
S4_573624 4 573624 5.364104e-01
S4_573641 4 573641 1.011769e-01
S4_573652 4 573652 3.756311e-01
S4_573685 4 573685 1.446516e-01
S4_639089 4 639089 2.013942e-01
S4_639133 4 639133 1.681689e-02
S4_639134 4 639134 2.195430e-02
S4_639192 4 639192 5.771348e-02
S4_756827 4 756827 3.117480e-01
S4_847863 4 847863 1.633382e-01
S4_853900 4 853900 1.264372e-01
S4_853958 4 853958 7.616879e-01
S4_1028196 4 1028196 2.427364e-01
S4_1033994 4 1033994 8.592077e-01
S4_1034108 4 1034108 1.889593e-01
S4_1034174 4 1034174 7.880515e-01
S4_1034184 4 1034184 8.299333e-01
S4_1034580 4 1034580 5.541193e-01
S4_1034682 4 1034682 7.231354e-01
S4_1034871 4 1034871 9.966944e-01
S4_1034895 4 1034895 7.564612e-01
S4_1034999 4 1034999 9.595112e-01
S4_1035254 4 1035254 2.673971e-01
S4_1035260 4 1035260 5.567506e-01
S4_1035266 4 1035266 4.310468e-01
S4_1035281 4 1035281 1.015268e-01
S4_1127023 4 1127023 1.929326e-01
S4_1127077 4 1127077 3.158752e-01
S4_1127098 4 1127098 3.966576e-01
S4_1127099 4 1127099 2.719402e-01
S4_1127151 4 1127151 2.399581e-01
S4_1127160 4 1127160 1.675296e-01
S4_1127260 4 1127260 2.022319e-01
S4_1127280 4 1127280 7.610751e-01
S4_1127394 4 1127394 4.506520e-01
S4_1127396 4 1127396 5.656307e-01
S4_1127423 4 1127423 4.744245e-01
S4_1127456 4 1127456 1.758953e-01
S4_1139090 4 1139090 2.840791e-01
S4_1139102 4 1139102 3.716152e-01
S4_1139104 4 1139104 2.183062e-01
S4_1139105 4 1139105 2.187190e-01
S4_1139106 4 1139106 4.409905e-01
S4_1139107 4 1139107 2.189174e-01
S4_1139139 4 1139139 4.658295e-01
S4_1140236 4 1140236 5.715728e-01
S4_1140403 4 1140403 8.784950e-01
S4_1140415 4 1140415 6.802867e-01
S4_1149961 4 1149961 9.463205e-01
S4_1150019 4 1150019 4.263985e-01
S4_1150049 4 1150049 6.529054e-01
S4_1150053 4 1150053 6.701089e-01
S4_1150058 4 1150058 8.590262e-01
S4_1150099 4 1150099 9.415553e-01
S4_1165870 4 1165870 1.697479e-01
S4_1165904 4 1165904 1.073473e-02
S4_1165909 4 1165909 7.272102e-01
S4_1165960 4 1165960 5.887099e-01
S4_1221230 4 1221230 1.643168e-01
S4_1221232 4 1221232 2.226497e-01
S4_1221259 4 1221259 1.704478e-01
S4_1221260 4 1221260 6.842539e-01
S4_1223258 4 1223258 8.515200e-03
S4_1223274 4 1223274 8.642612e-01
S4_1223292 4 1223292 2.478378e-01
S4_1223308 4 1223308 9.091762e-01
S4_1224454 4 1224454 3.713771e-01
S4_1225668 4 1225668 7.371374e-01
S4_1225780 4 1225780 9.682161e-01
S4_1225816 4 1225816 1.777384e-02
S4_1225819 4 1225819 2.083729e-02
S4_1225821 4 1225821 1.183946e-02
S4_1225824 4 1225824 2.132003e-02
S4_1225828 4 1225828 2.132003e-02
S4_1225848 4 1225848 5.255874e-01
S4_1226700 4 1226700 4.532228e-01
S4_1227111 4 1227111 2.062887e-01
S4_1227367 4 1227367 6.109569e-01
S4_1227369 4 1227369 9.792597e-01
S4_1283769 4 1283769 9.133038e-01
S4_1283774 4 1283774 7.752606e-01
S4_1283821 4 1283821 9.821391e-01
S4_1283822 4 1283822 7.927158e-01
S4_1283823 4 1283823 8.203036e-01
S4_1283824 4 1283824 9.826547e-01
S4_1283831 4 1283831 6.712509e-01
S4_1283832 4 1283832 5.538315e-01
S4_1283834 4 1283834 6.233089e-01
S4_1283835 4 1283835 7.685484e-01
S4_1283836 4 1283836 6.894346e-01
S4_1283840 4 1283840 3.256011e-01
S4_1283857 4 1283857 2.429333e-02
S4_1283930 4 1283930 2.477358e-01
S4_1284059 4 1284059 9.858349e-01
S4_1284071 4 1284071 8.249465e-01
S4_1284133 4 1284133 1.075928e-01
S4_1284135 4 1284135 2.895807e-01
S4_1284151 4 1284151 5.764946e-01
S4_1284154 4 1284154 8.899503e-01
S4_1284186 4 1284186 1.864745e-01
S4_1284193 4 1284193 4.613736e-01
S4_1284750 4 1284750 7.698741e-01
S4_1284755 4 1284755 7.836529e-01
S4_1284783 4 1284783 5.712378e-01
S4_1284846 4 1284846 7.764497e-01
S4_1284855 4 1284855 8.322671e-01
S4_1284857 4 1284857 8.603669e-01
S4_1284882 4 1284882 4.654404e-01
S4_1284943 4 1284943 9.393635e-01
S4_1285016 4 1285016 8.035054e-01
S4_1285035 4 1285035 1.020669e-01
S4_1285044 4 1285044 4.318013e-01
S4_1285055 4 1285055 6.711008e-02
S4_1285384 4 1285384 2.377716e-01
S4_1285395 4 1285395 2.767895e-01
S4_1285396 4 1285396 2.465763e-01
S4_1285397 4 1285397 5.632201e-01
S4_1285402 4 1285402 2.710202e-01
S4_1285409 4 1285409 2.580572e-01
S4_1285412 4 1285412 2.924231e-01
S4_1285414 4 1285414 2.924231e-01
S4_1285440 4 1285440 1.273042e-01
S4_1285469 4 1285469 8.175351e-01
S4_1285492 4 1285492 1.697553e-01
S4_1285880 4 1285880 1.809888e-01
S4_1285887 4 1285887 8.103362e-01
S4_1285918 4 1285918 3.702434e-01
S4_1285934 4 1285934 2.626938e-01
S4_1287483 4 1287483 8.326439e-01
S4_1287484 4 1287484 8.589855e-01
S4_1287487 4 1287487 9.174636e-01
S4_1287488 4 1287488 8.833535e-01
S4_1287489 4 1287489 9.174636e-01
S4_1287497 4 1287497 9.174636e-01
S4_1287499 4 1287499 9.174636e-01
S4_1287501 4 1287501 9.171862e-01
S4_1287504 4 1287504 8.833535e-01
S4_1287506 4 1287506 9.171862e-01
S4_1287509 4 1287509 9.171862e-01
S4_1287513 4 1287513 7.790569e-01
S4_1287514 4 1287514 8.269562e-01
S4_1287873 4 1287873 3.447851e-01
S4_1287927 4 1287927 3.480648e-01
S4_1288050 4 1288050 5.109180e-02
S4_1288089 4 1288089 1.585451e-01
S4_1288105 4 1288105 1.315087e-01
S4_1288113 4 1288113 3.754689e-01
S4_1325735 4 1325735 2.274254e-01
S4_1325736 4 1325736 1.907593e-01
S4_1333396 4 1333396 2.297305e-01
S4_1333413 4 1333413 3.807957e-01
S4_1343921 4 1343921 1.452567e-01
S4_1343923 4 1343923 3.985441e-02
S4_1344991 4 1344991 3.607490e-01
S4_1345156 4 1345156 7.571943e-01
S4_1345181 4 1345181 6.038973e-01
