rs chr ps p_wald
S5_313 5 285047 0.1820918
S5_319 5 285053 0.3078433
S5_363 5 285097 0.7036027
S5_369 5 285103 0.9461086
S5_387 5 285121 0.4904556
S5_391 5 285125 0.5915336
S5_392 5 285126 0.1424537
S5_402 5 285136 0.2715818
S5_416 5 285150 0.7501547
S5_421 5 285155 0.08799181
S5_22121 5 306903 0.3993046
S5_22863 5 307645 0.3344871
S5_37231 5 322013 0.1281143
S5_37301 5 322083 0.008062993
S5_38073 5 322855 0.05905888
S5_38134 5 322916 0.4967791
S5_40152 5 324934 0.110368
S5_42604 5 327386 0.2179512
S5_49928 5 334710 0.2182777
S5_49936 5 334718 0.8765247
S5_107885 5 391721 0.2868519
S5_107945 5 391781 0.2589828
S5_108973 5 392809 0.2315778
S5_110143 5 393979 0.2334329
S5_187259 5 465688 0.7157806
S5_187267 5 465696 0.693935
S5_187270 5 465699 0.7638531
S5_187963 5 466392 0.01698835
S5_187973 5 466402 0.2212803
S5_238138 5 517077 0.5417664
S5_240455 5 519394 0.9339212
S5_253838 5 527282 0.1998676
S5_375292 5 687258 0.3607501
S5_375322 5 687288 0.2323539
S5_375335 5 687301 0.1178367
S5_375511 5 687477 0.2233332
S5_403291 5 715255 0.5760035
S5_435306 5 746393 0.06419418
S5_534269 5 845098 0.829666
S5_534477 5 845306 0.9753655
S5_534521 5 845350 0.04261906
S5_534794 5 845623 0.6471742
S5_534889 5 845718 0.1120736
S5_534897 5 845726 0.0730129
S5_534918 5 845747 0.6488355
S5_535496 5 846327 0.3809429
S5_536143 5 846974 0.8330587
S5_536169 5 847000 0.700396
S5_536180 5 847011 0.8814849
S5_536227 5 847058 0.6941923
S5_599220 5 910047 0.4077955
S5_599315 5 910142 0.2104128
S5_599432 5 910259 0.3782625
S5_599612 5 910439 0.458075
S5_600673 5 911500 0.2478781
S5_646716 5 956927 0.7284039
S5_646731 5 956942 0.2686206
S5_651151 5 961362 0.4162257
S5_651386 5 961597 0.297832
S5_651425 5 961636 0.1313345
S5_651590 5 961801 0.02661751
S5_651602 5 961813 0.002034618
S5_651650 5 961861 0.03591948
S5_651651 5 961862 0.02843673
S5_651656 5 961867 0.0384123
S5_651657 5 961868 0.01804368
S5_651663 5 961874 0.4048112
S5_651668 5 961879 0.2136386
S5_651669 5 961880 0.2351051
S5_651678 5 961889 0.3639538
S5_651689 5 961900 0.3700385
S5_651751 5 961962 0.5426466
