rs chr ps p_wald
S7_165739 7 165739 1.901889e-01
S7_180537 7 180537 7.194125e-01
S7_180596 7 180596 8.520139e-02
S7_180613 7 180613 4.588936e-01
S7_180632 7 180632 1.619631e-01
S7_180658 7 180658 2.488821e-01
S7_180669 7 180669 3.084539e-01
S7_180670 7 180670 6.186309e-02
S7_180673 7 180673 5.097910e-02
S7_180674 7 180674 2.152087e-02
S7_180680 7 180680 3.427174e-02
S7_180685 7 180685 5.277582e-01
S7_180729 7 180729 4.403350e-01
S7_181191 7 181191 8.222749e-01
S7_293130 7 293130 9.565588e-01
S7_294763 7 294763 2.832836e-01
S7_295006 7 295006 4.589731e-01
S7_311416 7 311416 6.442738e-01
S7_311443 7 311443 8.647607e-01
S7_412608 7 412608 7.812577e-01
S7_412620 7 412620 8.123474e-01
S7_412931 7 412931 1.819538e-01
S7_412964 7 412964 2.473310e-01
S7_412981 7 412981 9.301146e-01
S7_415493 7 415493 5.543081e-01
S7_415664 7 415664 4.003470e-01
S7_415705 7 415705 3.391749e-02
S7_463592 7 463592 1.035774e-01
S7_469117 7 469117 6.296557e-01
S7_469120 7 469120 8.879908e-01
S7_469132 7 469132 8.073138e-02
S7_470052 7 470052 9.795377e-02
S7_470090 7 470090 6.877668e-02
S7_470357 7 470357 7.505359e-01
S7_471208 7 471208 7.136046e-02
S7_471244 7 471244 3.590122e-01
S7_471280 7 471280 6.121898e-01
S7_471562 7 471562 4.448239e-01
S7_472097 7 472097 1.712760e-01
S7_472188 7 472188 3.736056e-01
S7_472195 7 472195 2.384257e-01
S7_473425 7 473425 1.536302e-01
S7_473445 7 473445 6.326650e-01
S7_474109 7 474109 4.842889e-01
S7_474332 7 474332 2.123523e-02
S7_474466 7 474466 5.127881e-01
S7_474629 7 474629 1.061000e-01
S7_474672 7 474672 7.336148e-01
S7_474746 7 474746 3.678264e-01
S7_474851 7 474851 2.485122e-01
S7_474860 7 474860 5.573956e-01
S7_474912 7 474912 9.129864e-02
S7_474913 7 474913 1.494120e-01
S7_475016 7 475016 6.074748e-01
S7_475442 7 475442 3.208287e-01
S7_476375 7 476375 4.164830e-01
S7_476377 7 476377 1.446167e-01
S7_476379 7 476379 2.637037e-02
S7_476463 7 476463 8.543663e-02
S7_476664 7 476664 1.766168e-01
S7_476684 7 476684 1.648275e-01
S7_476685 7 476685 1.747491e-01
S7_476690 7 476690 1.595698e-01
S7_476692 7 476692 2.393150e-01
S7_476693 7 476693 7.577741e-01
S7_476695 7 476695 1.136773e-01
S7_557240 7 557240 1.740448e-01
S7_566508 7 566508 6.760406e-02
S7_567730 7 567730 6.298504e-01
S7_567740 7 567740 9.961898e-02
S7_567751 7 567751 9.897508e-01
S7_567799 7 567799 7.624254e-01
S7_567814 7 567814 8.327212e-01
S7_567841 7 567841 9.360299e-01
S7_587837 7 587837 5.532494e-02
S7_587860 7 587860 6.441347e-02
S7_658198 7 658198 1.465848e-01
S7_728379 7 728379 7.338254e-01
S7_728415 7 728415 9.878278e-01
S7_729741 7 729741 4.657728e-01
S7_729745 7 729745 3.432373e-02
S7_729774 7 729774 2.667726e-01
S7_729776 7 729776 3.514089e-01
S7_729777 7 729777 2.698961e-01
S7_729778 7 729778 7.836664e-01
S7_729780 7 729780 7.836664e-01
S7_729781 7 729781 7.889244e-01
S7_729783 7 729783 7.892795e-01
S7_729784 7 729784 8.519185e-01
S7_729786 7 729786 7.889244e-01
S7_729816 7 729816 8.872739e-01
S7_730340 7 730340 9.794357e-01
S7_730694 7 730694 3.792097e-01
S7_730702 7 730702 3.905498e-01
S7_730703 7 730703 6.878935e-01
S7_730704 7 730704 6.858684e-01
S7_730706 7 730706 6.669569e-01
S7_730707 7 730707 7.370048e-01
S7_730708 7 730708 7.870497e-01
S7_730710 7 730710 6.887824e-01
S7_730754 7 730754 2.076400e-01
S7_730760 7 730760 7.626987e-03
S7_731061 7 731061 3.552514e-01
S7_731109 7 731109 1.604491e-01
S7_731118 7 731118 2.706619e-01
S7_731176 7 731176 1.007815e-01
S7_836630 7 836630 3.814091e-01
S7_836636 7 836636 7.573050e-01
S7_836639 7 836639 2.887601e-01
S7_836642 7 836642 2.763586e-01
S7_836680 7 836680 8.636924e-01
S7_836732 7 836732 6.387484e-01
S7_836753 7 836753 7.710421e-01
S7_836833 7 836833 8.769103e-01
S7_836863 7 836863 3.403615e-01
S7_837010 7 837010 7.677184e-01
S7_837136 7 837136 3.200421e-01
S7_837482 7 837482 2.580048e-01
S7_837486 7 837486 2.303150e-01
S7_837659 7 837659 4.925707e-01
S7_837668 7 837668 8.132750e-01
S7_837672 7 837672 5.930298e-01
S7_837685 7 837685 5.717050e-01
S7_837727 7 837727 5.620332e-01
S7_837728 7 837728 5.245941e-01
S7_837732 7 837732 5.245941e-01
S7_837766 7 837766 3.983537e-01
S7_837870 7 837870 9.837382e-01
S7_837914 7 837914 7.501796e-01
S7_838286 7 838286 5.243336e-02
S7_838349 7 838349 2.498510e-01
S7_844148 7 844148 1.292546e-01
S7_844265 7 844265 6.733212e-01
S7_844733 7 844733 6.173110e-01
S7_844735 7 844735 1.813706e-01
S7_844747 7 844747 7.978396e-01
S7_844866 7 844866 9.881067e-01
S7_844884 7 844884 9.430744e-01
S7_844904 7 844904 4.106434e-01
S7_846063 7 846063 6.284673e-01
S7_846083 7 846083 8.846640e-01
S7_846152 7 846152 4.944009e-01
S7_846187 7 846187 4.702926e-01
S7_846263 7 846263 3.550243e-01
S7_846385 7 846385 7.577473e-01
S7_846388 7 846388 3.739186e-01
S7_846543 7 846543 6.921199e-01
S7_846544 7 846544 9.320088e-01
S7_846545 7 846545 7.832135e-01
S7_846595 7 846595 7.866011e-01
S7_847125 7 847125 5.604984e-01
S7_847159 7 847159 7.644603e-01
S7_847249 7 847249 2.112142e-01
