rs chr ps p_wald
S4_516290 4 516290 1.663396e-01
S4_556507 4 556507 6.838352e-01
S4_556570 4 556570 4.621519e-01
S4_556815 4 556815 4.074698e-01
S4_556958 4 556958 9.192067e-01
S4_556968 4 556968 1.480830e-01
S4_557524 4 557524 2.595398e-01
S4_558057 4 558057 6.638430e-01
S4_558066 4 558066 9.324358e-01
S4_558198 4 558198 7.518108e-01
S4_558250 4 558250 8.712125e-01
S4_558355 4 558355 4.476561e-01
S4_558660 4 558660 9.940919e-01
S4_558795 4 558795 1.473797e-01
S4_558796 4 558796 1.721397e-01
S4_558797 4 558797 1.967163e-01
S4_558798 4 558798 1.799753e-01
S4_558804 4 558804 5.551520e-01
S4_558807 4 558807 2.218086e-01
S4_558843 4 558843 4.009807e-02
S4_558978 4 558978 2.525223e-01
S4_559104 4 559104 3.761449e-01
S4_559916 4 559916 3.436406e-01
S4_559992 4 559992 3.558466e-01
S4_560024 4 560024 2.446971e-01
S4_562361 4 562361 2.904597e-01
S4_562477 4 562477 4.982759e-01
S4_562792 4 562792 8.835284e-01
S4_562841 4 562841 7.903013e-01
S4_563739 4 563739 7.533766e-01
S4_563766 4 563766 7.773011e-01
S4_563778 4 563778 6.029122e-01
S4_564720 4 564720 7.694520e-02
S4_573596 4 573596 7.285969e-01
S4_573601 4 573601 6.047029e-01
S4_573609 4 573609 7.170972e-01
S4_573617 4 573617 8.167508e-01
S4_573619 4 573619 8.618893e-01
S4_573622 4 573622 7.355807e-01
S4_573624 4 573624 2.358427e-01
S4_573641 4 573641 8.590381e-01
S4_573652 4 573652 8.206342e-01
S4_573685 4 573685 8.134670e-01
S4_639089 4 639089 2.438110e-01
S4_639133 4 639133 2.404674e-01
S4_639134 4 639134 1.282473e-01
S4_639192 4 639192 9.423789e-02
S4_756827 4 756827 1.178260e-01
S4_847863 4 847863 1.290157e-01
S4_853900 4 853900 2.066211e-01
S4_853958 4 853958 3.075483e-02
S4_1028196 4 1028196 4.800441e-01
S4_1033994 4 1033994 7.019906e-01
S4_1034108 4 1034108 1.974860e-01
S4_1034174 4 1034174 7.454929e-01
S4_1034184 4 1034184 1.505937e-01
S4_1034580 4 1034580 7.856955e-01
S4_1034682 4 1034682 7.406986e-01
S4_1034871 4 1034871 3.685015e-01
S4_1034895 4 1034895 3.425543e-01
S4_1034999 4 1034999 2.296882e-01
S4_1035254 4 1035254 6.024830e-01
S4_1035260 4 1035260 1.712478e-01
S4_1035266 4 1035266 1.504520e-01
S4_1035281 4 1035281 2.655661e-01
S4_1127023 4 1127023 3.528981e-01
S4_1127077 4 1127077 2.537535e-01
S4_1127098 4 1127098 5.355652e-01
S4_1127099 4 1127099 2.794126e-01
S4_1127151 4 1127151 9.413212e-01
S4_1127160 4 1127160 4.991693e-01
S4_1127260 4 1127260 5.176138e-01
S4_1127280 4 1127280 9.163829e-01
S4_1127394 4 1127394 7.232284e-01
S4_1127396 4 1127396 5.854968e-01
S4_1127423 4 1127423 6.742917e-01
S4_1127456 4 1127456 3.909916e-01
S4_1139090 4 1139090 4.911363e-01
S4_1139102 4 1139102 2.960012e-01
S4_1139104 4 1139104 1.774484e-01
S4_1139105 4 1139105 1.987045e-01
S4_1139106 4 1139106 2.475593e-01
S4_1139107 4 1139107 1.762900e-01
S4_1139139 4 1139139 2.451569e-01
S4_1140236 4 1140236 8.120199e-01
S4_1140403 4 1140403 9.477204e-01
S4_1140415 4 1140415 8.224896e-01
S4_1149961 4 1149961 8.786402e-01
S4_1150019 4 1150019 6.295311e-01
S4_1150049 4 1150049 5.669706e-01
S4_1150053 4 1150053 6.079044e-01
S4_1150058 4 1150058 3.618916e-01
S4_1150099 4 1150099 8.372067e-01
S4_1165870 4 1165870 3.505789e-01
S4_1165904 4 1165904 1.890487e-02
S4_1165909 4 1165909 2.413353e-01
