"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3001G093000",3.273489e-19,1,"No","3.273489e-19"
"SORBI_3010G095700",1.33226762955019e-15,3,"Yes","0.7351429,0.6004485,9.850778e-18"
"SORBI_3001G447000",7.99360577730113e-14,3,"Yes","0.4292911,1.331998e-14,0.8413758"
"SORBI_3007G034700",1.394275e-13,1,"No","1.394275e-13"
"SORBI_3001G094900",1.66422431391311e-13,2,"Yes","9.060957e-14,8.320686e-14"
"SORBI_3001G368000",4.99045249569008e-13,4,"Yes","0.4050295,0.001144697,6.691183e-14,0.8064468"
"SORBI_3002G355100",7.483318e-13,1,"No","7.483318e-13"
"SORBI_3002G354600",1.093068e-12,1,"No","1.093068e-12"
"SORBI_3003G084300",1.60860214037939e-12,8,"Yes","7.551035e-14,0.02333849,0.02333849,0.02333849,2.869344e-09,0.03538876,0.03538876,1.437209e-09"
"SORBI_3003G084400",4.99800201225753e-12,7,"Yes","0.01690925,0.1043155,0.2890899,0.1454785,2.832762e-10,5.460569e-10,8.844432e-11"
"SORBI_3004G070200",2.42423858765051e-11,2,"Yes","0.6753363,1.212007e-11"
"SORBI_3001G081700",8.434224e-11,1,"No","8.434224e-11"
"SORBI_3002G281500",1.8456725037197e-10,3,"Yes","0.2481111,0.04389117,3.075704e-11"
"SORBI_3004G038500",8.43025982355528e-10,3,"Yes","1.416463e-10,0.2114116,0.00127243"
"SORBI_3001G253300",1.10367714967197e-09,8,"Yes","1.224248e-06,0.02647493,1.151426e-05,0.001842392,2.515844e-07,1.397466e-07,1.397466e-07,5.780667e-08"
"SORBI_3001G002100",1.542442e-09,1,"No","1.542442e-09"
"SORBI_3006G196200",1.72731251524283e-09,2,"Yes","8.636565e-10,0.986294"
"SORBI_3003G286800",2.48819165271641e-09,3,"Yes","0.8708674,4.147769e-10,0.003195131"
"SORBI_3001G361500",2.800416e-09,1,"No","2.800416e-09"
"SORBI_3009G132100",3.228908e-09,1,"No","3.228908e-09"
"SORBI_3006G155700",3.41994e-09,1,"No","3.41994e-09"
"SORBI_3001G073150",3.690933e-09,1,"No","3.690933e-09"
"SORBI_3006G208800",3.759082e-09,1,"No","3.759082e-09"
"SORBI_3001G093800",4.64578553405204e-09,11,"Yes","8.054853e-07,0.9975813,0.6347803,0.863171,0.984333,1.436561e-07,0.6460143,0.9623826,0.6671005,4.121861e-07,0.9346201"
"SORBI_3003G314200",7.14570103088619e-09,2,"Yes","4.036565e-09,4.036565e-09"
"SORBI_3010G240700",1.00419266235718e-08,2,"Yes","5.020963e-09,0.2963069"
"SORBI_3010G131700",1.015808e-08,1,"No","1.015808e-08"
"SORBI_3009G012500",1.06631837804017e-08,4,"Yes","0.08583349,1.548484e-09,0.1189911,0.1189911"
"SORBI_3001G294900",1.19544113497128e-08,4,"Yes","4.732168e-06,1.692314e-06,0.4614026,1.740122e-09"
"SORBI_3007G023000",1.202311e-08,1,"No","1.202311e-08"
"SORBI_3010G082000",1.42427e-08,1,"No","1.42427e-08"
"SORBI_3006G245800",1.77137452483933e-08,2,"Yes","0.02422726,8.858509e-09"
"SORBI_3003G229500",2.34121239062191e-08,3,"Yes","5.75511e-05,0.519838,3.972502e-09"
"SORBI_3003G406500",2.52547771584233e-08,2,"Yes","0.6588362,1.349603e-08"
"SORBI_3009G123500",2.96286776224619e-08,2,"Yes","1.826785e-07,1.481461e-08"
"SORBI_3001G224700",3.05875559325486e-08,3,"Yes","0.7822698,5.041016e-08,5.041016e-08"
"SORBI_3004G130850",3.09064736025988e-08,4,"Yes","0.06930935,0.0001497667,4.214615e-09,0.7417842"
"SORBI_3002G352800",3.19200533782649e-08,5,"Yes","0.1465359,0.2390112,3.035575e-09,0.3678366,0.05345956"
"SORBI_3005G084800",3.72113804214536e-08,3,"Yes","6.561196e-09,0.340271,0.8958118"
"SORBI_3002G274500",4.14105391088881e-08,2,"Yes","2.070552e-08,0.006039648"
"SORBI_3004G100900",4.443614e-08,1,"No","4.443614e-08"
"SORBI_3001G250150",6.49172499089801e-08,2,"Yes","0.03424692,3.249472e-08"
"SORBI_3001G447700",6.66778937619128e-08,4,"Yes","3.214293e-07,0.8894932,5.362231e-06,0.5285778"
"SORBI_3001G097300",7.66176950772746e-08,3,"Yes","1.278834e-08,0.2190251,0.01666538"
"SORBI_3009G131300",9.59376376119536e-08,3,"Yes","0.3378472,1.701164e-08,0.5060725"
"SORBI_3001G105700",1.020172e-07,1,"No","1.020172e-07"
"SORBI_3003G278600",1.12344135438924e-07,4,"Yes","0.1656391,0.8325883,1.527023e-08,4.475796e-06"
"SORBI_3010G076200",1.24139870716355e-07,6,"Yes","0.8868055,0.3737478,0.6896165,0.1167581,0.7596129,8.772482e-09"
"SORBI_3006G264000",1.31336328590415e-07,4,"Yes","1.110646e-06,2.425174e-06,1.258828e-07,3.467947e-08"
"SORBI_3003G024450",1.48741020056242e-07,4,"Yes","0.04672168,0.04672168,2.351181e-08,1.253747e-06"
"SORBI_3004G132100",1.533585562985e-07,8,"Yes","0.8042562,0.8294711,0.05142361,0.9364574,0.9196204,4.877602e-07,0.9179094,7.83085e-09"
"SORBI_3003G324600",1.53786013146195e-07,11,"Yes","8.920416e-06,8.719212e-06,8.920416e-06,7.394035e-06,0.0001329869,9.882488e-05,0.9437735,0.0003650239,1.842676e-05,0.062991,4.507605e-06"
"SORBI_3006G213300",1.81685746225568e-07,2,"Yes","9.086713e-08,0.2425185"
"SORBI_3006G259300",1.98375610716006e-07,4,"Yes","3.057195e-08,0.5701713,0.06475893,0.06231783"
"SORBI_3010G241200",2.05888711746205e-07,2,"Yes","0.0009693534,1.02947e-07"
"SORBI_3004G111600",2.18318395805994e-07,3,"Yes","0.5772156,0.4394054,3.654919e-08"
"SORBI_3001G086000",2.660237e-07,1,"No","2.660237e-07"
"SORBI_3010G086700",2.88177e-07,1,"No","2.88177e-07"
"SORBI_3001G444000",2.98921743357994e-07,3,"Yes","0.6923155,5.976018e-05,4.989555e-08"
"SORBI_3004G067000",3.12645113020871e-07,3,"Yes","1.984418e-07,4.64916e-07,8.87099e-07"
"SORBI_3001G322000",3.304254e-07,1,"No","3.304254e-07"
"SORBI_3006G273700",3.398306e-07,1,"No","3.398306e-07"
"SORBI_3004G053900",3.516125e-07,1,"No","3.516125e-07"
"SORBI_3002G418100",3.51884827498594e-07,3,"Yes","0.04009389,5.96114e-08,4.154388e-05"
"SORBI_3006G056600",3.86476966207638e-07,2,"Yes","0.1211798,1.932438e-07"
"SORBI_3003G107600",4.158235e-07,1,"No","4.158235e-07"
"SORBI_3009G069000",4.384938e-07,1,"No","4.384938e-07"
"SORBI_3001G138800",4.64531903610066e-07,2,"Yes","2.322777e-07,0.8840688"
"SORBI_3006G118000",4.656668e-07,1,"No","4.656668e-07"
"SORBI_3003G325500",4.993572e-07,1,"No","4.993572e-07"
"SORBI_3004G141800",5.20249622049107e-07,7,"Yes","0.2816057,0.3364517,0.8015108,2.950929e-08,0.203985,0.3617862,0.2184355"
"SORBI_3001G251200",6.59851921214205e-07,15,"Yes","0.4055141,0.3479504,0.43056,0.4269921,0.01151343,0.005237046,0.06501157,1.315972e-05,1.53537e-05,0.4866251,7.852739e-08,0.0001295073,0.0001295073,1.435561e-07,1.364847e-06"
"SORBI_3003G248400",6.900912e-07,1,"No","6.900912e-07"
"SORBI_3002G331700",7.095098e-07,1,"No","7.095098e-07"
"SORBI_3003G422200",7.384844e-07,1,"No","7.384844e-07"
"SORBI_3009G107300",7.66257149731331e-07,2,"Yes","0.7559533,3.833278e-07"
"SORBI_3004G130900",7.77755184366846e-07,2,"Yes","0.5768892,4.590733e-07"
"SORBI_3004G157000",8.09500292353604e-07,3,"Yes","1.352312e-07,0.009338439,0.001330281"
"SORBI_3005G122400",8.359412271286e-07,5,"Yes","0.7235956,0.7109445,3.831296e-06,8.503252e-08,0.2255944"
"SORBI_3001G115500",8.83065116363824e-07,14,"Yes","0.9540565,0.4176512,0.0300426,0.3749537,0.4725834,4.784785e-06,7.234036e-07,5.724991e-07,0.0001078076,0.5498588,0.4044229,0.4767937,0.06914238,0.5134893"
"SORBI_3007G044100",9.07291832774604e-07,7,"Yes","0.1924702,0.2379425,0.2446067,6.739196e-08,0.2220625,0.1534594,0.4740977"
"SORBI_3009G151400",9.95261918101953e-07,2,"Yes","4.976613e-07,0.0516936"
"SORBI_3003G337000",1.0557367987607e-06,2,"Yes","0.0006210712,5.284267e-07"
"SORBI_3009G150600",1.131044e-06,1,"No","1.131044e-06"
"SORBI_3001G148300",1.22824756521034e-06,2,"Yes","7.472829e-07,1.521204e-06"
"SORBI_3001G389200",1.233959e-06,1,"No","1.233959e-06"
"SORBI_3004G049900",1.318948e-06,1,"No","1.318948e-06"
"SORBI_3007G043100",1.3228157690337e-06,10,"Yes","0.5568089,0.05083472,0.6676176,8.083049e-08,0.04746533,0.901744,0.5760301,0.6223274,0.3410335,0.002495022"
"SORBI_3001G325700",1.39336591242767e-06,2,"Yes","6.967626e-07,0.1886779"
"SORBI_3003G008000",1.45154783237622e-06,18,"Yes","0.0002446423,0.0002446423,0.1032995,0.1040555,0.03887278,0.5105072,0.8692998,0.4769447,0.5668481,0.5076832,0.0001837125,0.06640893,3.759958e-05,0.0003419507,0.1238632,7.034765e-05,7.034765e-05,7.034765e-05"
"SORBI_3004G155200",1.45967224496335e-06,6,"Yes","0.2606564,0.7827226,1.306019e-07,0.6744174,0.09337587,0.09337587"
"SORBI_3010G124001",1.48639624575342e-06,9,"Yes","0.2924931,0.1124372,0.006819993,0.6558374,9.336335e-08,0.6028781,0.6343871,0.3114251,0.8317901"
