"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G354600",7.917549e-20,1,"No","7.917549e-20"
"SORBI_3003G007700",1.494481e-18,1,"No","1.494481e-18"
"SORBI_3001G105700",1.412697e-16,1,"No","1.412697e-16"
"SORBI_3001G250150",4.44089209850063e-16,2,"Yes","0.1995742,5.740712e-19"
"SORBI_3002G355100",4.44089209850063e-16,2,"Yes","2.644195e-18,0.5529312"
"SORBI_3007G034700",6.013458e-16,1,"No","6.013458e-16"
"SORBI_3001G105600",1.33226762955019e-15,3,"Yes","0.8651678,0.5191949,1.19527e-16"
"SORBI_3001G447000",1.33226762955019e-15,3,"Yes","0.06845406,6.976925e-17,0.919812"
"SORBI_3004G038500",1.33226762955019e-15,3,"Yes","2.126178e-17,0.6490202,8.412757e-05"
"SORBI_3004G107800",2.88657986402541e-15,7,"Yes","0.09491748,1.122436e-16,0.02151095,0.4089589,0.1873253,0.7471719,0.1704543"
"SORBI_3009G131300",7.99360577730113e-15,3,"Yes","5.012037e-05,1.400139e-15,0.5183435"
"SORBI_3003G007900",1.77635683940025e-14,2,"Yes","8.787348e-15,8.787348e-15"
"SORBI_3004G070200",1.82076576038526e-14,2,"Yes","0.3899963,9.050765e-15"
"SORBI_3004G089700",2.31143e-14,1,"No","2.31143e-14"
"SORBI_3004G157000",7.19424519957101e-14,3,"Yes","1.189247e-14,0.05904461,0.4327484"
"SORBI_3001G189750",3.09863246172881e-13,6,"Yes","0.0001713469,0.09181903,2.06603e-08,1.350456e-08,1.787051e-08,0.6771914"
"SORBI_3006G213300",3.26849658449646e-13,2,"Yes","1.633622e-13,4.759071e-05"
"SORBI_3006G264000",3.78030939884866e-13,4,"Yes","5.416071e-05,7.94992e-05,3.298861e-13,6.151929e-12"
"SORBI_3003G015800",3.88689080921267e-13,5,"Yes","5.5504e-08,5.5504e-08,1.215205e-07,2.070654e-12,3.072664e-12"
"SORBI_3003G015900",3.88689080921267e-13,5,"Yes","5.5504e-08,5.5504e-08,1.215205e-07,2.070654e-12,3.072664e-12"
"SORBI_3006G208800",7.5482e-13,1,"No","7.5482e-13"
"SORBI_3004G078500",1.3523626662959e-12,8,"Yes","8.520842e-08,4.196381e-07,0.002781043,0.09907575,0.01571337,0.01571337,8.26513e-12,8.26513e-12"
