"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G313000",2.77555756156289e-15,5,"Yes","8.460255e-18,0.5649561,0.7967773,0.7967773,0.3231699"
"SORBI_3004G166400",2.305251e-12,1,"No","2.305251e-12"
"SORBI_3003G350600",4.0073500073845e-12,8,"Yes","8.986419e-07,9.439038e-06,1.771854e-05,0.4590944,1.721824e-10,1.721824e-10,1.721824e-10,0.0003483899"
"SORBI_3010G046700",1.60945590188533e-10,2,"Yes","0.360039,8.048082e-11"
"SORBI_3002G418700",3.05700020852839e-10,5,"Yes","0.983102,0.8366744,0.816808,0.5185193,2.872464e-11"
"SORBI_3002G310600",1.16189424748114e-09,3,"Yes","3.233289e-08,2.697376e-08,2.702592e-08"
"SORBI_3001G167800",3.5700941092287e-09,2,"Yes","0.9934282,1.785045e-09"
"SORBI_3010G078800",3.987322e-09,1,"No","3.987322e-09"
"SORBI_3004G208900",5.57590085215054e-09,2,"Yes","0.1917609,2.787947e-09"
"SORBI_3010G072100",5.6211e-09,1,"No","5.6211e-09"
"SORBI_3001G347901",9.91171567044091e-09,4,"Yes","0.6820777,0.7434749,1.334326e-09,0.6995856"
"SORBI_3002G293700",1.01601610458246e-08,5,"Yes","1.36546e-08,1.36546e-08,0.002697867,0.6706635,0.6682947"
"SORBI_3007G027900",1.529713e-08,1,"No","1.529713e-08"
"SORBI_3004G127400",2.05982795264958e-08,2,"Yes","1.030601e-08,0.3073017"
"SORBI_3002G309400",2.64976408592688e-08,10,"Yes","0.6312573,6.821088e-06,9.692604e-06,6.805345e-06,6.805345e-06,4.008809e-05,0.9198104,2.444761e-05,0.19851,0.2937094"
"SORBI_3001G447300",3.82419350630769e-08,4,"Yes","5.59349e-09,0.210229,0.06311767,0.05679941"
"SORBI_3003G277700",4.6396401054416e-08,8,"Yes","0.5271552,0.5271552,0.5271552,0.2529239,0.0007213745,2.975144e-09,3.80684e-06,0.4708241"
"SORBI_3001G000900",5.93793220149408e-08,4,"Yes","0.4026439,7.947805e-09,0.09471343,0.02794795"
"SORBI_3003G155100",9.80204613032498e-08,4,"Yes","0.1623788,0.2918091,1.313804e-08,0.1278464"
"SORBI_3002G340350",1.28736388549378e-07,14,"Yes","0.000177229,0.9989534,0.000289104,0.4025141,0.1665471,0.001878071,5.051631e-05,0.5897199,0.000698613,0.0002579696,0.001068054,0.001068054,0.9964072,0.6137097"
