"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb035790",0.0003400923,1,"No","0.0003400923"
"Zm00001eb335910",0.000973772746893253,5,"Yes","7.437762e-05,0.7184632,0.347049,0.2501259,0.6568202"
"Zm00001eb070930",0.00166390408698169,3,"Yes","0.2716001,0.0003032813,0.6721954"
"Zm00001eb248730",0.001689798,1,"No","0.001689798"
"Zm00001eb289910",0.002198683,1,"No","0.002198683"
"Zm00001eb254830",0.002252546,1,"No","0.002252546"
"Zm00001eb002880",0.00232572050678348,9,"Yes","0.1424627,0.134211,0.2400599,0.000489395,0.001019478,0.9120387,0.9052937,0.6601926,0.3742575"
"Zm00001eb137090",0.002575587,1,"No","0.002575587"
"Zm00001eb004360",0.002694202,1,"No","0.002694202"
"Zm00001eb343520",0.00286115407699616,13,"Yes","0.2665712,0.2475262,0.5944068,0.302387,0.4921995,0.5376517,0.007438788,0.01724345,0.0008872679,0.0008872679,0.9527954,0.7567773,0.03964113"
"Zm00001eb216320",0.003412181,1,"No","0.003412181"
"Zm00001eb020780",0.00394208307276878,3,"Yes","0.05692875,0.0006735461,0.136954"
"Zm00001eb187760",0.00400540195911758,2,"Yes","0.002006945,0.7900154"
"Zm00001eb215960",0.004093009,1,"No","0.004093009"
"Zm00001eb254800",0.00449589346897628,2,"Yes","0.002252546,0.1452787"
"Zm00001eb053560",0.00471693296144904,6,"Yes","0.0003382825,0.2397042,0.904806,0.3626946,0.7933968,0.998605"
"Zm00001eb376480",0.00494514252479006,2,"Yes","0.00247882,0.5981049"
"Zm00001eb165170",0.00554856876302712,4,"Yes","0.4567786,0.682061,0.01613363,0.009409"
"Zm00001eb075290",0.005554871,1,"No","0.005554871"
"Zm00001eb391380",0.006192429,1,"No","0.006192429"
"Zm00001eb362670",0.006389541,1,"No","0.006389541"
"Zm00001eb426690",0.00646582563309306,8,"Yes","0.4471199,0.4706557,0.5757374,0.7714857,0.05939196,0.009413847,0.02123546,0.01522979"
"Zm00001eb168470",0.006535548,1,"No","0.006535548"
"Zm00001eb322620",0.006895139,1,"No","0.006895139"
"Zm00001eb070050",0.0069827053428686,4,"Yes","0.06400228,0.05543061,0.0009960284,0.09208151"
"Zm00001eb212010",0.007071747,1,"No","0.007071747"
"Zm00001eb243640",0.00798765948807612,6,"Yes","0.3053369,0.726648,0.3383897,0.2033379,0.00956446,0.006033702"
"Zm00001eb015820",0.00847562649970413,2,"Yes","0.03326131,0.004474009"
"Zm00001eb151600",0.00883599645504662,5,"Yes","0.9945177,0.821964,0.008050282,0.3374249,0.006805616"
"Zm00001eb431670",0.0091244208372071,2,"Yes","0.004596107,0.3909327"
"Zm00001eb240430",0.009485358,1,"No","0.009485358"
"Zm00001eb054940",0.00979814992158512,5,"Yes","0.000799999,0.06183298,0.1418142,0.415536,0.1438608"
"Zm00001eb077400",0.0105278117257812,4,"Yes","0.08004668,0.001540219,0.8677028,0.1723526"
"Zm00001eb108100",0.01075105,1,"No","0.01075105"
"Zm00001eb315030",0.0110291194531428,5,"Yes","0.7666371,0.7613322,0.009556838,0.01264125,0.006529633"
"Zm00001eb427290",0.0111039818011592,5,"Yes","0.8336587,0.204897,0.9195769,0.01719071,0.001376768"
"Zm00001eb399720",0.0132077393627935,4,"Yes","0.7034392,0.6620764,0.001824679,0.7954994"
"Zm00001eb399710",0.0133060298176145,4,"Yes","0.7196186,0.7034392,0.6620764,0.001824679"
"Zm00001eb106650",0.0135850371135703,3,"Yes","0.01487022,0.0189196,0.08985766"
"Zm00001eb105000",0.0137722252171263,2,"Yes","0.007603008,0.09463213"
"Zm00001eb336280",0.0139265318437368,2,"Yes","0.1702582,0.006993813"
"Zm00001eb424550",0.0139285844753319,2,"Yes","0.007684169,0.01185324"
"Zm00001eb189310",0.0143487559890227,6,"Yes","0.1073855,0.003438254,0.01462651,0.01207997,0.06067839,0.9982469"
"Zm00001eb363760",0.01462293,1,"No","0.01462293"
"Zm00001eb372730",0.0146647816131289,2,"Yes","0.5801933,0.007362433"
"Zm00001eb072230",0.01497497,1,"No","0.01497497"
"Zm00001eb060160",0.01514618,1,"No","0.01514618"
"Zm00001eb391010",0.01540055,1,"No","0.01540055"
"Zm00001eb150680",0.01550807,1,"No","0.01550807"
"Zm00001eb336210",0.01617972,1,"No","0.01617972"
"Zm00001eb407990",0.01628733,1,"No","0.01628733"
"Zm00001eb394760",0.0163721742245261,2,"Yes","0.5020404,0.009582809"
"Zm00001eb068620",0.0170518874638561,3,"Yes","0.03637129,0.0362009,0.5283046"
"Zm00001eb137080",0.0188428899065607,3,"Yes","0.164987,0.003340843,0.06926587"
"Zm00001eb096190",0.01897786,1,"No","0.01897786"
"Zm00001eb204630",0.0195917870442522,4,"Yes","0.04489641,0.01960763,0.01450255,0.07076062"
"Zm00001eb202790",0.01997274,1,"No","0.01997274"
"Zm00001eb144080",0.01999184,1,"No","0.01999184"
"Zm00001eb233580",0.0201816267362972,2,"Yes","0.486744,0.01014631"
"Zm00001eb067110",0.02026231,1,"No","0.02026231"
"Zm00001eb365840",0.0206016384866636,4,"Yes","0.4838262,0.01854514,0.02572415,0.9872675"
"Zm00001eb199540",0.0206256,1,"No","0.0206256"
"Zm00001eb011220",0.0211751994272397,3,"Yes","0.8901346,0.6836592,0.003732781"
"Zm00001eb323810",0.0215685927981202,6,"Yes","0.5519887,0.7568602,0.04552046,0.04031651,0.03659561,0.009568106"
"Zm00001eb105090",0.0218627822513623,3,"Yes","0.003853883,0.4100538,0.1897862"
"Zm00001eb122620",0.0226313858864979,3,"Yes","0.04633718,0.1212672,0.05431341"
"Zm00001eb081870",0.02267189,1,"No","0.02267189"
"Zm00001eb393840",0.0227541104847094,4,"Yes","0.3157926,0.6714415,0.00319898,0.1950251"
"Zm00001eb265850",0.0229050689506586,9,"Yes","0.4515082,0.06760743,0.0274436,0.3516007,0.05785691,0.05095548,0.5260744,0.2776486,0.4440175"
"Zm00001eb056930",0.0234887396583527,3,"Yes","0.6536306,0.0660704,0.01759895"
"Zm00001eb043310",0.02362356,1,"No","0.02362356"
"Zm00001eb139940",0.02391057,1,"No","0.02391057"
"Zm00001eb343840",0.0240248,1,"No","0.0240248"
"Zm00001eb424430",0.0246287,1,"No","0.0246287"
"Zm00001eb062180",0.0251601959259244,7,"Yes","0.5490718,0.04923421,0.01114388,0.6589529,0.02383638,0.09335278,0.001660774"
"Zm00001eb089620",0.0254421162498248,3,"Yes","0.02672483,0.03947813,0.5278611"
"Zm00001eb195220",0.02560798,1,"No","0.02560798"
"Zm00001eb172930",0.02617824,1,"No","0.02617824"
"Zm00001eb188530",0.0263551596668977,6,"Yes","0.8938457,0.7983279,0.983233,0.8490757,0.002205779,0.2645338"
"Zm00001eb200770",0.02636633,1,"No","0.02636633"
"Zm00001eb068420",0.0267086393959421,3,"Yes","0.07081739,0.2271641,0.02262324"
"Zm00001eb336950",0.02687717,1,"No","0.02687717"
"Zm00001eb004420",0.02741055,1,"No","0.02741055"
"Zm00001eb072730",0.02835289,1,"No","0.02835289"
"Zm00001eb351010",0.0297463833956559,2,"Yes","0.7532132,0.01500774"
"Zm00001eb222150",0.0298093951820415,2,"Yes","0.06810163,0.0155711"
"Zm00001eb115530",0.0301411556261825,7,"Yes","0.30935,0.6739377,0.003044954,0.7605348,0.7539117,0.683429,0.6830391"
"Zm00001eb364820",0.03028714,1,"No","0.03028714"
"Zm00001eb146230",0.03045732,1,"No","0.03045732"
"Zm00001eb284320",0.0308719602126911,7,"Yes","0.1246949,0.07502871,0.6089194,0.1550552,0.07150358,0.05025744,0.834961"
"Zm00001eb170710",0.03096218,1,"No","0.03096218"
"Zm00001eb289290",0.0311205870595537,8,"Yes","0.8713186,0.8475735,0.9149582,0.7079508,0.02140147,0.2987978,0.5410007,0.001675498"
"Zm00001eb325790",0.03113269,1,"No","0.03113269"
"Zm00001eb144980",0.031483709960007,4,"Yes","0.004483996,0.2902953,0.5007793,0.1292781"
"Zm00001eb223000",0.03218773,1,"No","0.03218773"
"Zm00001eb167240",0.03236423,1,"No","0.03236423"
"Zm00001eb309300",0.0329413059122263,2,"Yes","0.01768136,0.0625304"
"Zm00001eb307890",0.03343233,1,"No","0.03343233"
"Zm00001eb105730",0.0334468780502264,9,"Yes","0.9619195,0.7598013,0.4251651,0.8786625,0.001246113,0.03976362,0.1868498,0.7954914,0.285089"
"Zm00001eb008280",0.0336631629342202,6,"Yes","0.005433045,0.2041229,0.1633567,0.1493198,0.212941,0.01157095"
"Zm00001eb284740",0.033897691953461,8,"Yes","0.807276,0.8518112,0.1082879,0.4911448,0.7707751,0.9116305,0.7429941,0.00197878"
"Zm00001eb103170",0.0340731,1,"No","0.0340731"
"Zm00001eb215820",0.0347791875703413,13,"Yes","0.0008829993,0.5095296,0.5930054,0.05174613,0.8606734,0.2236899,0.5252534,0.6473371,0.2167176,0.998963,0.8358105,0.4626836,0.4294902"
"Zm00001eb079270",0.0351000159971615,5,"Yes","0.2679334,0.3406555,0.2043041,0.202724,0.00436935"
"Zm00001eb137200",0.03511336,1,"No","0.03511336"
"Zm00001eb354820",0.0353686068395958,3,"Yes","0.03281553,0.5794826,0.07625769"
"Zm00001eb058570",0.03588237,1,"No","0.03588237"
"Zm00001eb333010",0.03601228,1,"No","0.03601228"
"Zm00001eb363910",0.0360188601558378,3,"Yes","0.01135498,0.1598658,0.08189046"
"Zm00001eb363920",0.0360188601558378,3,"Yes","0.01135498,0.1598658,0.08189046"
"Zm00001eb227150",0.0361177984009068,5,"Yes","0.1117126,0.8686017,0.7062472,0.6388553,0.003150878"
"Zm00001eb203780",0.03629081,1,"No","0.03629081"
"Zm00001eb407960",0.03649825,1,"No","0.03649825"
"Zm00001eb425560",0.0368876245768014,4,"Yes","0.8037764,0.5435084,0.005298729,0.7126403"
"Zm00001eb165880",0.0376283859483389,2,"Yes","0.5329089,0.01899503"
"Zm00001eb119140",0.0377822040897945,5,"Yes","0.1174677,0.2905271,0.02225031,0.3001266,0.007488669"
"Zm00001eb394070",0.03802281,1,"No","0.03802281"
"Zm00001eb192680",0.03814693,1,"No","0.03814693"
"Zm00001eb053010",0.0382250164614198,7,"Yes","0.4883164,0.4369627,0.2799234,0.02611734,0.02427581,0.02880625,0.03887126"
"Zm00001eb366490",0.0395492142125698,2,"Yes","0.02000033,0.08649033"
"Zm00001eb359520",0.03958296,1,"No","0.03958296"
"Zm00001eb059400",0.0396843895169772,6,"Yes","0.02714527,0.888783,0.3341672,0.9645632,0.8011397,0.03149186"
"Zm00001eb190440",0.0400427127421511,6,"Yes","0.3405071,0.09402773,0.03719667,0.08338455,0.03699819,0.8682719"
"Zm00001eb408730",0.0405553212749449,2,"Yes","0.1112868,0.02048888"
"Zm00001eb012060",0.0408492511437195,3,"Yes","0.08537268,0.6583866,0.07226663"
"Zm00001eb357210",0.04130559,1,"No","0.04130559"
"Zm00001eb337870",0.04138774,1,"No","0.04138774"
"Zm00001eb324540",0.04149132,1,"No","0.04149132"
"Zm00001eb320440",0.04158233,1,"No","0.04158233"
"Zm00001eb247680",0.0420096892981943,2,"Yes","0.6660837,0.02247428"
"Zm00001eb378690",0.04237607,1,"No","0.04237607"
"Zm00001eb357580",0.0426355701879838,3,"Yes","0.07469666,0.08458392,0.9010659"
"Zm00001eb095960",0.0429311579290235,2,"Yes","0.7256083,0.02171485"
"Zm00001eb068160",0.04372919,1,"No","0.04372919"
"Zm00001eb318320",0.0440164405992811,2,"Yes","0.1351563,0.02225693"
"Zm00001eb308220",0.04413768,1,"No","0.04413768"
"Zm00001eb217950",0.0442827766303571,2,"Yes","0.02239893,0.2784581"
"Zm00001eb311750",0.0448880369510718,2,"Yes","0.0228406,0.176805"
"Zm00001eb009340",0.04492407,1,"No","0.04492407"
"Zm00001eb187580",0.0449775727810265,2,"Yes","0.02597351,0.0475582"
"Zm00001eb320860",0.045302308968257,5,"Yes","0.2316364,0.04591098,0.04264144,0.03996806,0.9404398"
"Zm00001eb036780",0.04598522,1,"No","0.04598522"
"Zm00001eb158860",0.0460365058807753,3,"Yes","0.01856136,0.04375168,0.8758173"
"Zm00001eb119590",0.0461774904608221,2,"Yes","0.02382132,0.6470487"
"Zm00001eb042420",0.04640229,1,"No","0.04640229"
"Zm00001eb156190",0.0465915911541969,2,"Yes","0.02864485,0.2881489"
"Zm00001eb001430",0.0468837442089849,11,"Yes","0.04753617,0.3240419,0.5240971,0.4802442,0.01535095,0.0138437,0.02857604,0.6375388,0.8414871,0.1629093,0.2814167"
"Zm00001eb102440",0.04707815,1,"No","0.04707815"
"Zm00001eb212270",0.0472801452055251,6,"Yes","0.5995149,0.06717107,0.6389499,0.7927771,0.08236545,0.02982778"
"Zm00001eb004290",0.0476260886188359,2,"Yes","0.02410417,0.09734755"
"Zm00001eb192690",0.0482104615288983,3,"Yes","0.06868106,0.2302147,0.08939412"
"Zm00001eb212930",0.0482460657099052,3,"Yes","0.008839995,0.7028807,0.6239346"
"Zm00001eb284360",0.0486296658686528,2,"Yes","0.9564218,0.02463182"
"Zm00001eb185800",0.04863196,1,"No","0.04863196"
"Zm00001eb226820",0.04905613,1,"No","0.04905613"
"Zm00001eb326360",0.0491038154397305,4,"Yes","0.00717605,0.958832,0.6956342,0.9723347"
"Zm00001eb428590",0.0493705576094006,4,"Yes","0.3480542,0.3102011,0.1156889,0.007160857"
"Zm00001eb157280",0.0495137245905165,5,"Yes","0.905825,0.04278107,0.05552986,0.04772414,0.04401822"
"Zm00001eb264040",0.04998293,1,"No","0.04998293"
"Zm00001eb246860",0.05029485,1,"No","0.05029485"
"Zm00001eb058290",0.0509371678283578,3,"Yes","0.9965536,0.1085246,0.009371645"
"Zm00001eb210720",0.0520748837195074,2,"Yes","0.5634794,0.02642894"
"Zm00001eb154960",0.0522829,1,"No","0.0522829"
"Zm00001eb284570",0.0523133607367197,4,"Yes","0.2794616,0.1376374,0.05086513,0.06735816"
"Zm00001eb323900",0.05256642,1,"No","0.05256642"
"Zm00001eb282900",0.053290937042994,2,"Yes","0.8606795,0.02837075"
"Zm00001eb122190",0.05380347,1,"No","0.05380347"
"Zm00001eb032600",0.0543009,1,"No","0.0543009"
"Zm00001eb327150",0.0544989658132844,7,"Yes","0.8864208,0.8816965,0.1143341,0.5751614,0.1363871,0.1258844,0.1122508"
"Zm00001eb212230",0.0547150397722116,3,"Yes","0.9606986,0.02273774,0.1034046"
"Zm00001eb115250",0.05476638,1,"No","0.05476638"
"Zm00001eb200620",0.0549029530499846,2,"Yes","0.02817905,0.8721369"
"Zm00001eb286140",0.0549938,1,"No","0.0549938"
"Zm00001eb352530",0.0553266129329382,3,"Yes","0.4025247,0.4979703,0.01969843"
"Zm00001eb406240",0.0554930629540364,4,"Yes","0.008144029,0.3066794,0.6241999,0.8554204"
"Zm00001eb053500",0.05668425,1,"No","0.05668425"
