"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G401800",1.497198e-13,1,"No","1.497198e-13"
"SORBI_3002G400050",3.375412e-12,1,"No","3.375412e-12"
"SORBI_3005G124400",5.03365e-12,1,"No","5.03365e-12"
"SORBI_3001G424400",7.566957e-12,1,"No","7.566957e-12"
"SORBI_3010G231500",1.544819e-11,1,"No","1.544819e-11"
"SORBI_3010G213600",3.640534e-11,1,"No","3.640534e-11"
"SORBI_3004G161751",1.302564e-10,1,"No","1.302564e-10"
"SORBI_3009G147000",2.19244622456927e-10,3,"Yes","7.307814e-11,0.0007748901,0.0003688694"
"SORBI_3003G125000",4.20908197185099e-10,3,"Yes","4.659784e-07,1.420365e-09,1.420365e-09"
"SORBI_3002G401100",4.849265e-10,1,"No","4.849265e-10"
"SORBI_3010G057800",6.5528305004392e-10,2,"Yes","3.659401e-07,3.352032e-10"
"SORBI_3010G200400",6.938813e-10,1,"No","6.938813e-10"
"SORBI_3010G214600",8.948195e-10,1,"No","8.948195e-10"
"SORBI_3004G074300",1.070895e-09,1,"No","1.070895e-09"
"SORBI_3003G093400",1.27262889115798e-09,3,"Yes","1.026587e-06,1.01015e-06,4.391869e-10"
"SORBI_3001G006101",1.304467e-09,1,"No","1.304467e-09"
"SORBI_3010G086600",1.35339428553038e-09,2,"Yes","0.0007070096,6.766826e-10"
"SORBI_3003G202500",2.12980255653861e-09,2,"Yes","1.064555e-09,1.642063e-06"
"SORBI_3003G321200",2.27457519486052e-09,6,"Yes","1.809875e-07,1.228546e-07,1.228546e-07,1.228546e-07,4.199344e-08,3.622257e-10"
"SORBI_3003G307100",2.370217e-09,1,"No","2.370217e-09"
"SORBI_3001G377400",2.59045684902759e-09,4,"Yes","1.745693e-08,3.120526e-08,2.769361e-05,8.855848e-08"
"SORBI_3002G400600",2.916869e-09,1,"No","2.916869e-09"
"SORBI_3004G107800",3.13906789450868e-09,5,"Yes","4.933085e-06,0.0002809541,3.393252e-09,5.91639e-06,3.247748e-06"
"SORBI_3003G199700",3.6678379222721e-09,3,"Yes","1.221093e-09,1.193883e-06,4.996115e-06"
"SORBI_3003G035200",4.130508e-09,1,"No","4.130508e-09"
"SORBI_3008G024400",4.437014e-09,1,"No","4.437014e-09"
"SORBI_3003G076800",6.718762e-09,1,"No","6.718762e-09"
"SORBI_3003G021600",7.454054e-09,1,"No","7.454054e-09"
"SORBI_3005G124100",7.827444e-09,1,"No","7.827444e-09"
"SORBI_3002G340350",9.56596013512723e-09,9,"Yes","0.0004176121,0.000306113,8.73323e-06,2.537276e-06,2.018888e-05,7.097095e-05,2.142966e-05,2.341629e-05,0.0003428981"
"SORBI_3010G243600",1.02671302570911e-08,3,"Yes","3.347809e-09,0.0001656072,0.0006748924"
"SORBI_3004G024800",1.061163e-08,1,"No","1.061163e-08"
"SORBI_3003G199900",1.18005186733328e-08,2,"Yes","5.896852e-09,0.000128832"
"SORBI_3001G397800",1.25780033055634e-08,2,"Yes","6.285237e-09,5.961618e-05"
"SORBI_3002G293100",1.325098e-08,1,"No","1.325098e-08"
"SORBI_3001G448750",1.43835582333551e-08,2,"Yes","0.0009158328,7.192436e-09"
"SORBI_3001G448800",1.43895070303657e-08,2,"Yes","0.0009158328,7.192436e-09"
"SORBI_3005G125000",1.47702103880931e-08,11,"Yes","3.392139e-09,4.293538e-09,1.129082e-05,1.129082e-05,1.206405e-05,0.0003175037,2.814474e-08,0.0002524595,0.0002524595,0.0002524595,1.49711e-07"
"SORBI_3003G163200",1.6486e-08,1,"No","1.6486e-08"
"SORBI_3002G275300",2.33224091150674e-08,2,"Yes","9.567933e-09,0.0009020706"
"SORBI_3010G230000",2.4084410354952e-08,5,"Yes","0.0008199691,4.691943e-07,2.959419e-07,4.046306e-09,5.749045e-08"
"SORBI_3003G019000",2.657757e-08,1,"No","2.657757e-08"
"SORBI_3002G316800",2.94005964018851e-08,8,"Yes","6.837819e-06,0.000737792,2.592925e-08,2.592925e-08,2.592925e-08,2.592925e-08,1.511024e-06,2.592925e-08"
"SORBI_3002G004200",2.96001083643915e-08,3,"Yes","4.339117e-07,0.0001136551,1.413657e-06"
"SORBI_3002G337300",3.082535e-08,1,"No","3.082535e-08"
"SORBI_3004G161900",3.34736124374402e-08,4,"Yes","4.638161e-08,4.638161e-08,4.638161e-08,4.638161e-08"
"SORBI_3004G096200",3.4226681711047e-08,2,"Yes","3.896253e-06,1.703531e-08"
"SORBI_3003G068900",3.891991e-08,1,"No","3.891991e-08"
"SORBI_3001G323900",4.995944e-08,1,"No","4.995944e-08"
"SORBI_3010G053800",5.03627720638278e-08,5,"Yes","1.509533e-06,4.989109e-08,3.026826e-07,4.989109e-08,4.989109e-08"
"SORBI_3003G107700",5.0818751540227e-08,2,"Yes","6.849369e-08,6.849369e-08"
"SORBI_3008G014601",5.09575294183051e-08,2,"Yes","1.321211e-07,2.049698e-08"
"SORBI_3003G124700",5.43996999669005e-08,3,"Yes","5.242807e-06,9.64404e-08,0.0002647092"
"SORBI_3010G028501",5.441599e-08,1,"No","5.441599e-08"
"SORBI_3009G024300",5.696388e-08,1,"No","5.696388e-08"
"SORBI_3001G423300",7.66094174764476e-08,3,"Yes","0.0005355999,2.460516e-06,1.500171e-06"
"SORBI_3001G377600",8.37195801572932e-08,12,"Yes","0.0001723316,1.639645e-05,5.106563e-06,6.322013e-06,1.432047e-05,1.388024e-07,7.385541e-07,6.104969e-07,0.0007727924,0.0001063107,6.36577e-06,6.36577e-06"
"SORBI_3010G124001",8.54990067633565e-08,2,"Yes","3.462091e-07,4.240214e-08"
"SORBI_3010G124200",8.62552587133081e-08,6,"Yes","9.946306e-05,1.315884e-06,3.539576e-06,8.907086e-08,9.144814e-09,8.21592e-06"
"SORBI_3006G126400",9.38767433789067e-08,2,"Yes","2.029873e-08,0.0001001195"
"SORBI_3010G097250",9.72799754084264e-08,2,"Yes","5.270805e-08,1.014981e-07"
"SORBI_3002G411400",1.03818079466578e-07,2,"Yes","5.13362e-08,0.0003449194"
"SORBI_3006G214000",1.058602e-07,1,"No","1.058602e-07"
"SORBI_3001G426600",1.1540121847009e-07,4,"Yes","0.0002905867,1.469004e-07,1.469004e-07,3.596222e-07"
"SORBI_3010G242300",1.31342452025507e-07,3,"Yes","1.593184e-05,4.196806e-07,6.403202e-07"
"SORBI_3010G231400",1.415075e-07,1,"No","1.415075e-07"
"SORBI_3001G010200",1.62497777900228e-07,2,"Yes","8.190177e-06,8.125366e-08"
"SORBI_3010G087400",1.68862200000675e-07,3,"Yes","8.927865e-06,2.186058e-05,0.0001180306"
"SORBI_3003G321300",1.741709e-07,1,"No","1.741709e-07"
"SORBI_3001G010300",1.75077669029022e-07,2,"Yes","8.190177e-06,8.125366e-08"
"SORBI_3006G116500",1.757791e-07,1,"No","1.757791e-07"
"SORBI_3010G196700",1.925498e-07,1,"No","1.925498e-07"
"SORBI_3001G195600",1.94899332117693e-07,2,"Yes","8.759472e-08,1.273416e-06"
"SORBI_3010G132800",2.231776e-07,1,"No","2.231776e-07"
"SORBI_3003G247100",2.33015796435865e-07,3,"Yes","0.0004123276,0.0005315628,7.725456e-08"
"SORBI_3010G261600",2.47214876014645e-07,5,"Yes","6.791715e-07,2.36928e-07,2.36928e-07,2.36928e-07,4.553544e-06"
"SORBI_3010G219100",2.521405e-07,1,"No","2.521405e-07"
"SORBI_3002G351100",2.53104891045908e-07,2,"Yes","3.570335e-07,3.638931e-07"
"SORBI_3001G004600",2.626776290926e-07,2,"Yes","2.102843e-05,9.404354e-08"
"SORBI_3003G368600",2.700769e-07,1,"No","2.700769e-07"
"SORBI_3001G377700",2.82718303878937e-07,6,"Yes","5.944531e-06,1.443022e-06,1.643058e-05,8.721513e-06,1.073274e-07,1.073274e-07"
"SORBI_3008G013600",2.828902e-07,1,"No","2.828902e-07"
"SORBI_3001G004400",2.99811617865409e-07,3,"Yes","0.0008588961,4.515786e-06,1.823362e-05"
"SORBI_3004G018900",2.9988e-07,1,"No","2.9988e-07"
"SORBI_3001G313500",3.017027e-07,1,"No","3.017027e-07"
"SORBI_3010G036901",3.162614e-07,1,"No","3.162614e-07"
"SORBI_3001G003900",3.25141238821658e-07,3,"Yes","0.0004279376,1.111292e-05,3.76888e-06"
"SORBI_3010G035500",3.337954e-07,1,"No","3.337954e-07"
"SORBI_3006G131200",3.51696874290042e-07,2,"Yes","1.632816e-07,0.0002311347"
"SORBI_3002G349100",3.55375322058649e-07,2,"Yes","0.0003058358,1.488066e-07"
"SORBI_3010G040100",3.569125e-07,1,"No","3.569125e-07"
"SORBI_3010G171100",3.70060535770378e-07,4,"Yes","3.231805e-07,3.231805e-07,3.231805e-07,3.231805e-07"
"SORBI_3003G092800",3.82886486072209e-07,3,"Yes","8.846794e-08,9.923944e-07,1.173926e-06"
"SORBI_3003G080700",3.988229e-07,1,"No","3.988229e-07"
"SORBI_3003G045501",4.03333413556695e-07,2,"Yes","0.0005139457,1.891941e-07"
"SORBI_3002G292100",4.419691e-07,1,"No","4.419691e-07"
"SORBI_3003G411400",4.664129e-07,1,"No","4.664129e-07"
"SORBI_3010G047700",4.834457e-07,1,"No","4.834457e-07"
"SORBI_3001G140400",4.868843e-07,1,"No","4.868843e-07"
"SORBI_3005G075301",5.11427787341923e-07,2,"Yes","5.785409e-07,5.785409e-07"
"SORBI_3004G178100",5.26617922380623e-07,4,"Yes","9.014118e-07,5.610592e-07,5.610592e-07,6.874345e-06"
"SORBI_3003G084400",5.38831341434509e-07,2,"Yes","2.685527e-07,0.0002208312"
"SORBI_3002G404800",5.44472235741722e-07,2,"Yes","6.215886e-06,2.660341e-07"
"SORBI_3006G086800",5.503695e-07,1,"No","5.503695e-07"
"SORBI_3003G388000",5.59209701433971e-07,2,"Yes","0.0005878175,2.305479e-07"
"SORBI_3006G217300",5.67335830647941e-07,3,"Yes","6.348919e-05,6.624686e-05,0.0002878015"
"SORBI_3004G023700",5.874504367398e-07,5,"Yes","2.430155e-06,4.023476e-06,0.0002431982,0.0001151261,0.0001999902"
"SORBI_3004G072100",6.096225e-07,1,"No","6.096225e-07"
"SORBI_3003G118700",6.449961e-07,1,"No","6.449961e-07"
"SORBI_3003G118750",6.449961e-07,1,"No","6.449961e-07"
"SORBI_3001G309100",6.525547e-07,1,"No","6.525547e-07"
"SORBI_3010G086000",6.647777e-07,1,"No","6.647777e-07"
"SORBI_3003G235200",6.783231e-07,1,"No","6.783231e-07"
"SORBI_3003G252200",6.889141e-07,1,"No","6.889141e-07"
"SORBI_3002G284200",7.209049e-07,1,"No","7.209049e-07"
"SORBI_3006G123400",7.601845e-07,1,"No","7.601845e-07"
"SORBI_3002G363400",7.627656e-07,1,"No","7.627656e-07"
"SORBI_3003G032600",7.651209e-07,1,"No","7.651209e-07"
"SORBI_3003G229700",8.30156166475859e-07,2,"Yes","0.0003501236,3.341449e-07"
"SORBI_3010G236200",8.435108e-07,1,"No","8.435108e-07"
"SORBI_3010G059500",8.52228073888739e-07,3,"Yes","0.0005121282,4.0339e-05,2.299951e-07"
"SORBI_3002G293600",9.153697e-07,1,"No","9.153697e-07"
"SORBI_3001G102200",9.198055e-07,1,"No","9.198055e-07"
"SORBI_3003G354900",9.200627e-07,1,"No","9.200627e-07"
"SORBI_3003G234400",9.549123e-07,1,"No","9.549123e-07"
"SORBI_3010G072800",1.0080609254004e-06,4,"Yes","0.0001419184,0.0008940522,8.11981e-08,0.0006460878"
"SORBI_3003G229600",1.094453e-06,1,"No","1.094453e-06"
"SORBI_3001G136900",1.106184e-06,1,"No","1.106184e-06"
"SORBI_3003G150400",1.108588e-06,1,"No","1.108588e-06"
"SORBI_3001G441400",1.139455e-06,1,"No","1.139455e-06"
"SORBI_3003G421201",1.210159e-06,1,"No","1.210159e-06"
"SORBI_3001G195550",1.273416e-06,1,"No","1.273416e-06"
"SORBI_3006G003600",1.289225e-06,1,"No","1.289225e-06"
"SORBI_3001G375100",1.31158006333454e-06,11,"Yes","0.0007663004,0.0001674274,0.000118387,1.469394e-05,1.469394e-05,0.0001525676,0.0001542277,5.135736e-05,5.135736e-05,2.321364e-05,2.321364e-05"
"SORBI_3003G124000",1.341182e-06,1,"No","1.341182e-06"
"SORBI_3001G451300",1.34495e-06,1,"No","1.34495e-06"
"SORBI_3010G258700",1.34915055571838e-06,6,"Yes","9.611583e-07,3.012514e-07,0.0001601937,0.0001601937,2.570291e-05,0.0007341089"
"SORBI_3007G019200",1.365746e-06,1,"No","1.365746e-06"
"SORBI_3003G034900",1.43148014863925e-06,3,"Yes","4.306055e-07,0.0002823855,0.000211467"
"SORBI_3003G117200",1.44436768889644e-06,2,"Yes","5.30231e-06,8.587677e-07"
"SORBI_3003G125100",1.46804347067597e-06,2,"Yes","1.354396e-06,1.354396e-06"
"SORBI_3002G407500",1.473523e-06,1,"No","1.473523e-06"
"SORBI_3003G130100",1.49852174591292e-06,2,"Yes","7.359634e-07,0.0003454075"
"SORBI_3006G252700",1.61023945988159e-06,3,"Yes","3.61388e-06,2.688564e-05,1.910293e-05"
"SORBI_3004G015700",1.6124820056973e-06,2,"Yes","7.306731e-07,1.67417e-05"
"SORBI_3010G058400",1.620753e-06,1,"No","1.620753e-06"
"SORBI_3001G445400",1.634488e-06,1,"No","1.634488e-06"
"SORBI_3003G311100",1.639064e-06,1,"No","1.639064e-06"
"SORBI_3003G123200",1.75540609093083e-06,3,"Yes","1.852163e-05,1.69002e-08,0.0002566547"
"SORBI_3009G138900",1.782341e-06,1,"No","1.782341e-06"
"SORBI_3010G162900",2.06451256123952e-06,5,"Yes","2.719214e-05,2.273174e-06,3.701403e-06,3.4335e-06,3.4335e-06"
"SORBI_3010G123500",2.074032e-06,1,"No","2.074032e-06"
