"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb076980",0.000144295393823768,5,"Yes","0.005566167,0.05720389,0.04986954,0.4908833,1.302995e-05"
"Zm00001eb070120",0.000146965035567326,2,"Yes","5.467545e-05,0.3432819"
"Zm00001eb219550",0.000188487058558895,6,"Yes","1.80354e-05,0.03369011,0.6278975,0.1474999,0.08280361,0.09814384"
"Zm00001eb076970",0.000200419041920918,6,"Yes","0.5934975,0.005566167,0.05720389,0.04986954,0.4908833,1.302995e-05"
"Zm00001eb047280",0.000412679634602897,2,"Yes","8.029626e-05,0.4026432"
"Zm00001eb104970",0.0005693571,1,"No","0.0005693571"
"Zm00001eb101640",0.00111838858810509,2,"Yes","0.4264798,0.000247505"
"Zm00001eb166970",0.00152730650152666,2,"Yes","0.0003921242,0.08755444"
"Zm00001eb307860",0.001569408,1,"No","0.001569408"
"Zm00001eb356420",0.001576081,1,"No","0.001576081"
"Zm00001eb194620",0.00168402801519585,2,"Yes","0.233724,0.0003307534"
"Zm00001eb361310",0.0022333027899748,8,"Yes","0.006943576,0.005761622,0.8399203,0.001630789,0.002819321,0.9962237,0.01174159,0.002350252"
"Zm00001eb031330",0.002349504,1,"No","0.002349504"
"Zm00001eb324750",0.002963065,1,"No","0.002963065"
"Zm00001eb012370",0.00346295201510183,2,"Yes","0.6262723,0.0009029892"
"Zm00001eb053910",0.003829252,1,"No","0.003829252"
"Zm00001eb365670",0.00383532619764249,6,"Yes","0.009480705,0.0003099984,0.6152202,0.1047977,0.5816256,0.644435"
"Zm00001eb171760",0.004382798,1,"No","0.004382798"
"Zm00001eb124790",0.006170444,1,"No","0.006170444"
"Zm00001eb006570",0.00674372924571232,2,"Yes","0.001748815,0.03536898"
"Zm00001eb337370",0.00698084674377797,2,"Yes","0.001813934,0.06436751"
"Zm00001eb107560",0.00730476873312225,12,"Yes","0.3107485,0.4100338,0.9438626,0.5197197,0.001538137,0.002263097,0.0015393,0.007170856,0.2233315,0.6327396,0.9715297,0.2282517"
"Zm00001eb142510",0.007315182,1,"No","0.007315182"
"Zm00001eb165740",0.007319026,1,"No","0.007319026"
"Zm00001eb278240",0.00821877066687204,2,"Yes","0.002396456,0.0529436"
"Zm00001eb335910",0.0086412093563214,5,"Yes","0.0007573213,0.8339163,0.158802,0.1907363,0.2345569"
"Zm00001eb190280",0.00876637265828095,3,"Yes","0.7451705,0.001511148,0.9130041"
"Zm00001eb149760",0.00949699527753622,2,"Yes","0.002608274,0.7514986"
"Zm00001eb198440",0.0104340031046914,6,"Yes","0.02058612,0.03579325,0.08697518,0.744207,0.0009505245,0.3732125"
"Zm00001eb032720",0.01043728,1,"No","0.01043728"
"Zm00001eb000640",0.01054405,1,"No","0.01054405"
"Zm00001eb275860",0.01072664,1,"No","0.01072664"
"Zm00001eb405090",0.01123078,1,"No","0.01123078"
"Zm00001eb406600",0.0113586120557297,6,"Yes","0.7945627,0.576537,0.1502678,0.7376953,0.7650897,0.000934286"
