"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb165170",0.000323947091529497,4,"Yes","0.4979796,0.4747239,0.4418098,5.475471e-05"
"Zm00001eb210320",0.000804059657452894,3,"Yes","0.0001441148,0.4858337,0.1113509"
"Zm00001eb074450",0.00103554712131193,6,"Yes","0.289077,0.9307425,0.002789183,0.006078887,0.000495989,0.5273798"
"Zm00001eb144080",0.001137877,1,"No","0.001137877"
"Zm00001eb288680",0.00125091751678819,5,"Yes","0.5362096,0.4522384,0.6897623,0.0001068796,0.3477369"
"Zm00001eb110260",0.001359322,1,"No","0.001359322"
"Zm00001eb198320",0.00139014671167037,8,"Yes","0.8649496,0.02703441,0.01151461,0.1175663,0.3064139,9.950422e-05,0.953172,0.6461635"
"Zm00001eb191760",0.00148685006092608,9,"Yes","0.001972301,0.07056558,0.1401836,0.002218023,0.004236201,0.2932292,0.3406385,0.6216548,0.01498756"
"Zm00001eb130190",0.00159570182830759,6,"Yes","0.5581675,0.53169,0.2710325,0.9943984,0.0009579494,0.000760827"
"Zm00001eb042420",0.001711429,1,"No","0.001711429"
"Zm00001eb339980",0.001789543,1,"No","0.001789543"
"Zm00001eb009930",0.00189000521162963,5,"Yes","0.00611152,0.6832847,0.02507603,0.6840068,0.02056106"
"Zm00001eb079270",0.00190010238225946,5,"Yes","0.06227934,0.08657952,0.0005763337,0.0006137652,0.1688585"
"Zm00001eb008850",0.002857364,1,"No","0.002857364"
"Zm00001eb040830",0.00317355423877519,2,"Yes","0.0008785141,0.7419476"
"Zm00001eb250370",0.003316426,1,"No","0.003316426"
"Zm00001eb165300",0.004779822,1,"No","0.004779822"
"Zm00001eb187080",0.00547947970389762,2,"Yes","0.001503622,0.1281417"
"Zm00001eb119590",0.00715581325163961,2,"Yes","0.001701436,0.3708783"
"Zm00001eb317860",0.00787079517173139,2,"Yes","0.004475317,0.003912696"
"Zm00001eb052650",0.007921749,1,"No","0.007921749"
"Zm00001eb159720",0.00858624212673065,4,"Yes","0.04296057,0.001514506,0.01284513,0.5214339"
"Zm00001eb067110",0.008717684,1,"No","0.008717684"
"Zm00001eb366320",0.00879289092462598,3,"Yes","0.001577604,0.6415276,0.995618"
"Zm00001eb212230",0.0100205295458271,3,"Yes","0.6651264,0.001579096,0.3518456"
"Zm00001eb366330",0.0102018193214939,3,"Yes","0.001577604,0.6415276,0.995618"
"Zm00001eb372410",0.0103605915665704,2,"Yes","0.002804885,0.3169103"
"Zm00001eb183270",0.01081793,1,"No","0.01081793"
"Zm00001eb364310",0.0110355231840846,8,"Yes","0.4351797,0.976815,0.01863519,0.2083574,0.3037372,0.3871375,0.0006969819,0.4450045"
"Zm00001eb121700",0.0111207146259216,5,"Yes","0.00114697,0.7863849,0.6518554,0.3198792,0.4286608"
"Zm00001eb351780",0.0112854320624807,2,"Yes","0.002980876,0.6922844"
"Zm00001eb185410",0.01172545,1,"No","0.01172545"
"Zm00001eb431960",0.01316651,1,"No","0.01316651"
"Zm00001eb283520",0.01437487,1,"No","0.01437487"
"Zm00001eb255190",0.01452431,1,"No","0.01452431"
"Zm00001eb062000",0.0146853262890755,15,"Yes","0.8035897,0.8046787,0.2301271,0.2312246,0.9354934,0.9173988,0.1389853,0.3802062,0.7049096,0.1862722,0.006371941,0.9919078,0.0004735223,0.3848732,0.3026713"
"Zm00001eb215930",0.01521336,1,"No","0.01521336"
"Zm00001eb343070",0.01536323,1,"No","0.01536323"
"Zm00001eb190180",0.01609835,1,"No","0.01609835"
"Zm00001eb096750",0.0168766358900292,3,"Yes","0.002947369,0.2613903,0.7833053"
"Zm00001eb358960",0.017248860474753,4,"Yes","0.004888001,0.1164392,0.006072232,0.03846764"
"Zm00001eb396200",0.0181200394808018,3,"Yes","0.1634339,0.003096996,0.3372104"
"Zm00001eb418760",0.0185523394110193,3,"Yes","0.9220715,0.00302671,0.2325543"
"Zm00001eb427080",0.0186810717086153,2,"Yes","0.6367928,0.005183322"
"Zm00001eb157980",0.0188058947718183,4,"Yes","0.02449904,0.01650573,0.1870399,0.2152091"
"Zm00001eb216320",0.01895604,1,"No","0.01895604"
"Zm00001eb194100",0.0193588078877991,6,"Yes","0.001673282,0.03313403,0.006161182,0.7582536,0.2991562,0.7104082"
"Zm00001eb429870",0.0194306905859987,3,"Yes","0.8514574,0.5627389,0.00334617"
"Zm00001eb056940",0.0195068,1,"No","0.0195068"
"Zm00001eb254830",0.01952754,1,"No","0.01952754"
"Zm00001eb395400",0.0201877086588995,3,"Yes","0.01662174,0.02342914,0.02323423"
"Zm00001eb396000",0.02040172,1,"No","0.02040172"
"Zm00001eb396010",0.02040172,1,"No","0.02040172"
"Zm00001eb376480",0.0213273086390545,2,"Yes","0.005490222,0.1243075"
"Zm00001eb150680",0.02178882,1,"No","0.02178882"
"Zm00001eb148750",0.02192062,1,"No","0.02192062"
"Zm00001eb056400",0.0225861,1,"No","0.0225861"
"Zm00001eb318200",0.02340354,1,"No","0.02340354"
"Zm00001eb186620",0.0236721855159214,3,"Yes","0.005226054,0.1250575,0.07550691"
"Zm00001eb314470",0.02377651,1,"No","0.02377651"
"Zm00001eb072810",0.02390114,1,"No","0.02390114"
"Zm00001eb200770",0.02414955,1,"No","0.02414955"
"Zm00001eb074100",0.0243661,1,"No","0.0243661"
"Zm00001eb038620",0.0257429161307456,10,"Yes","0.001294068,0.4082064,0.7549394,0.5110039,0.02918659,0.5059876,0.8518023,0.6574395,0.8502456,0.3009559"
"Zm00001eb345100",0.02597394,1,"No","0.02597394"
"Zm00001eb407990",0.02608723,1,"No","0.02608723"
"Zm00001eb137700",0.0262202514138518,2,"Yes","0.1715213,0.006966758"
"Zm00001eb424840",0.0271912122613073,5,"Yes","0.7848397,0.002823739,0.7992327,0.2350185,0.5355988"
"Zm00001eb053010",0.0284468053904648,7,"Yes","0.0936992,0.3731761,0.00306914,0.03681864,0.04002258,0.05348076,0.05276948"
"Zm00001eb336950",0.02858233,1,"No","0.02858233"
"Zm00001eb210610",0.02894958,1,"No","0.02894958"
"Zm00001eb357580",0.029365433258191,3,"Yes","0.1179083,0.0350716,0.04652109"
"Zm00001eb248370",0.02982511,1,"No","0.02982511"
"Zm00001eb263830",0.03019065,1,"No","0.03019065"
"Zm00001eb122420",0.0307881792549399,3,"Yes","0.9259068,0.006309796,0.1477144"
"Zm00001eb067190",0.03133323,1,"No","0.03133323"
"Zm00001eb274500",0.03155448,1,"No","0.03155448"
"Zm00001eb159590",0.0316270066809909,14,"Yes","0.7088181,0.8445489,0.9987787,0.9177463,0.3096062,0.6104385,0.08722932,0.5565049,0.3127998,0.02951937,0.01556192,0.02379252,0.02043528,0.9775751"
"Zm00001eb094670",0.0316668712758835,2,"Yes","0.009226724,0.5035881"
"Zm00001eb430940",0.0319584256289759,9,"Yes","0.2008544,0.7481663,0.01358676,0.9635576,0.263803,0.7584292,0.8459938,0.001773245,0.4799606"
"Zm00001eb412830",0.0324882,1,"No","0.0324882"
"Zm00001eb159560",0.03301951,1,"No","0.03301951"
"Zm00001eb205430",0.0330704526214383,9,"Yes","0.6490614,0.3932308,0.5611546,0.007345676,0.2819479,0.5805335,0.004378617,0.3045253,0.8831514"
"Zm00001eb343830",0.03309754,1,"No","0.03309754"
"Zm00001eb253110",0.03353462,1,"No","0.03353462"
"Zm00001eb215910",0.0339995476426749,4,"Yes","0.9686355,0.2903515,0.9476663,0.004487767"
"Zm00001eb070840",0.0349561,1,"No","0.0349561"
"Zm00001eb408760",0.0351392602002849,6,"Yes","0.5967372,0.9066416,0.0511738,0.3760799,0.008192806,0.01424747"
"Zm00001eb343840",0.03536389,1,"No","0.03536389"
"Zm00001eb095410",0.0357076799479806,3,"Yes","0.006820233,0.6073146,0.5340889"
"Zm00001eb051860",0.03624685,1,"No","0.03624685"
"Zm00001eb151420",0.036426012554995,2,"Yes","0.02839153,0.02105627"
"Zm00001eb108540",0.0367966039174067,2,"Yes","0.2045295,0.01082215"
"Zm00001eb211960",0.0370236995968043,9,"Yes","0.191928,0.5092878,0.002223075,0.1414496,0.8465453,0.1342528,0.7666405,0.1580422,0.1888023"
"Zm00001eb076710",0.03723742,1,"No","0.03723742"
"Zm00001eb108530",0.0374675419076367,2,"Yes","0.2045295,0.01082215"
"Zm00001eb274260",0.0384547701403467,4,"Yes","0.05332393,0.9937807,0.04097723,0.02561171"
"Zm00001eb241800",0.03885495,1,"No","0.03885495"
"Zm00001eb021020",0.039277,1,"No","0.039277"
"Zm00001eb087920",0.03972523,1,"No","0.03972523"
"Zm00001eb424660",0.040317054527924,2,"Yes","0.01246743,0.6266581"
"Zm00001eb104350",0.0403267421125827,6,"Yes","0.2260684,0.3150133,0.3019482,0.003334367,0.4102337,0.05044981"
"Zm00001eb061240",0.0407416370024274,6,"Yes","0.01806615,0.003910856,0.1385787,0.5725574,0.3245132,0.8633288"
"Zm00001eb078760",0.0408808472272655,4,"Yes","0.01232208,0.04340715,0.5366637,0.3556034"
"Zm00001eb194300",0.04125938,1,"No","0.04125938"
"Zm00001eb122680",0.0413229996343989,5,"Yes","0.01533393,0.03230499,0.8181166,0.3229023,0.03910647"
"Zm00001eb151590",0.0413871750445777,2,"Yes","0.01208252,0.5484142"
"Zm00001eb326850",0.04140333,1,"No","0.04140333"
"Zm00001eb145920",0.0414570839130155,2,"Yes","0.188371,0.01242542"
"Zm00001eb143970",0.04179491,1,"No","0.04179491"
"Zm00001eb006270",0.04182115,1,"No","0.04182115"
"Zm00001eb316580",0.04211658,1,"No","0.04211658"
"Zm00001eb427290",0.042393006634462,5,"Yes","0.261772,0.2079086,0.3496979,0.004353754,0.44671"
"Zm00001eb366640",0.0430577251536346,10,"Yes","0.916972,0.2958088,0.01815398,0.07608281,0.0879671,0.007478082,0.2160748,0.364569,0.04231859,0.08695508"
"Zm00001eb357980",0.04367427,1,"No","0.04367427"
"Zm00001eb107040",0.0452403435052626,2,"Yes","0.5333407,0.012997"
"Zm00001eb366480",0.04555141,1,"No","0.04555141"
"Zm00001eb371500",0.0458365692438447,3,"Yes","0.4661958,0.8359824,0.009660597"
"Zm00001eb003160",0.04584898,1,"No","0.04584898"
"Zm00001eb287970",0.0458830453477133,2,"Yes","0.01345839,0.8377045"
"Zm00001eb070730",0.0459228354086709,18,"Yes","0.06513702,0.1308991,0.6011878,0.7681513,0.7240357,0.001563507,0.3317859,0.7392492,0.05747485,0.07562832,0.05529157,0.04853578,0.4984622,0.8588788,0.7563722,0.8569632,0.4315886,0.3052144"
"Zm00001eb133110",0.0460017893624898,2,"Yes","0.01400066,0.5171142"
"Zm00001eb391400",0.0466748127562604,4,"Yes","0.04047953,0.02148723,0.009859493,0.3773794"
"Zm00001eb236460",0.0467880643287499,3,"Yes","0.3190933,0.01007346,0.3771478"
"Zm00001eb388330",0.04704877,1,"No","0.04704877"
"Zm00001eb170650",0.0470997894791685,31,"Yes","0.4388787,0.9756689,0.02188184,0.9697064,0.06535898,0.2076449,0.9470866,0.9147489,0.2826568,0.2450563,0.7697338,0.1347242,0.3398902,0.115349,0.5229162,0.0007772324,0.6220478,0.8874922,0.7409977,0.7760907,0.6057134,0.7644371,0.6987051,0.03878119,0.01724611,0.8994551,0.03550588,0.403895,0.5898769,0.7972978,0.9137428"
"Zm00001eb376360",0.04715913,1,"No","0.04715913"
"Zm00001eb318600",0.0471810651029699,4,"Yes","0.9566174,0.3576135,0.007343729,0.07769131"
"Zm00001eb165940",0.04742099,1,"No","0.04742099"
"Zm00001eb192680",0.04855723,1,"No","0.04855723"
"Zm00001eb286700",0.0490452256787548,4,"Yes","0.03186009,0.1429277,0.1393755,0.03232318"
"Zm00001eb319330",0.049186541157323,2,"Yes","0.01568676,0.06170917"
"Zm00001eb340330",0.04937412,1,"No","0.04937412"
"Zm00001eb005210",0.04984966,1,"No","0.04984966"
"Zm00001eb353390",0.0520557,1,"No","0.0520557"
"Zm00001eb337100",0.05233061,1,"No","0.05233061"
"Zm00001eb038760",0.0526187,1,"No","0.0526187"
"Zm00001eb023330",0.0527573830264927,2,"Yes","0.6289138,0.01543212"
"Zm00001eb058290",0.0529591384004766,3,"Yes","0.8177085,0.009557777,0.2382555"
"Zm00001eb166180",0.0534886997856661,4,"Yes","0.627584,0.5903947,0.8275961,0.008106783"
"Zm00001eb154170",0.0537494676778318,2,"Yes","0.8811168,0.01545335"
"Zm00001eb035750",0.0540617959119273,3,"Yes","0.02209554,0.04687736,0.8433094"
"Zm00001eb219260",0.0544777321826979,5,"Yes","0.8283554,0.6322503,0.3666168,0.03925341,0.006111861"
"Zm00001eb321120",0.05481639,1,"No","0.05481639"
"Zm00001eb111290",0.0551015935521135,3,"Yes","0.7057015,0.5406136,0.01096493"
"Zm00001eb157280",0.0558558094281685,5,"Yes","0.04440016,0.04646873,0.07913666,0.06699888,0.05298121"
"Zm00001eb416630",0.05665324,1,"No","0.05665324"
"Zm00001eb066140",0.05708487,1,"No","0.05708487"
"Zm00001eb029080",0.05713288,1,"No","0.05713288"
"Zm00001eb350870",0.0572110107734481,5,"Yes","0.797689,0.749967,0.9472663,0.007384529,0.7764521"
"Zm00001eb218860",0.05776776,1,"No","0.05776776"
"Zm00001eb168470",0.05777553,1,"No","0.05777553"
"Zm00001eb044210",0.05846401,1,"No","0.05846401"
"Zm00001eb425920",0.05849857,1,"No","0.05849857"
"Zm00001eb265760",0.0588133922043722,3,"Yes","0.05121176,0.224562,0.07809831"
"Zm00001eb360560",0.05891057,1,"No","0.05891057"
"Zm00001eb349600",0.05903213,1,"No","0.05903213"
"Zm00001eb406760",0.0592916909236758,4,"Yes","0.02268893,0.01663569,0.1338981,0.1468218"
"Zm00001eb190000",0.05948807,1,"No","0.05948807"
"Zm00001eb065940",0.0595527134748348,2,"Yes","0.01825643,0.2099433"
"Zm00001eb333340",0.0596678765503009,2,"Yes","0.01945093,0.4262979"
"Zm00001eb152420",0.0598953945417606,4,"Yes","0.2979511,0.3936769,0.05305826,0.0334753"
"Zm00001eb395120",0.06013225,1,"No","0.06013225"
"Zm00001eb054450",0.0603340381266776,4,"Yes","0.02911509,0.02136542,0.5617238,0.9452301"
"Zm00001eb068110",0.0603719238271219,9,"Yes","0.1747247,0.2971996,0.1274599,0.8618657,0.6519888,0.04783229,0.695249,0.8208845,0.003490859"
"Zm00001eb146430",0.0603771707731084,3,"Yes","0.5748933,0.9043921,0.01163097"
"Zm00001eb145150",0.06091659,1,"No","0.06091659"
"Zm00001eb282900",0.0611180353737992,2,"Yes","0.8697906,0.0172115"
"Zm00001eb239020",0.0612323694387864,3,"Yes","0.169818,0.08068272,0.03425153"
"Zm00001eb096920",0.0614600169544254,8,"Yes","0.1905974,0.004509784,0.6154437,0.5433934,0.1082403,0.8274918,0.2039915,0.1717237"
"Zm00001eb229550",0.0616099677335773,3,"Yes","0.01297986,0.8912327,0.1147401"
"Zm00001eb016090",0.06172465,1,"No","0.06172465"
"Zm00001eb309900",0.06207831,1,"No","0.06207831"
"Zm00001eb106890",0.0626496849320436,2,"Yes","0.01866975,0.3067168"
"Zm00001eb175670",0.0627021990422503,4,"Yes","0.4511996,0.5429078,0.03531298,0.01450226"
"Zm00001eb186450",0.0627869811213931,15,"Yes","0.5079831,0.0111544,0.0115175,0.04133989,0.7048011,0.2968421,0.2434602,0.3213671,0.548208,0.7795567,0.04081436,0.665474,0.7824961,0.4760404,0.2089608"
"Zm00001eb240330",0.0628729659344969,3,"Yes","0.07567118,0.2000051,0.06223678"
"Zm00001eb038360",0.06316865,1,"No","0.06316865"
"Zm00001eb211410",0.06361476,1,"No","0.06361476"
"Zm00001eb097570",0.06362595,1,"No","0.06362595"
"Zm00001eb036780",0.06387911,1,"No","0.06387911"
"Zm00001eb281210",0.06398931,1,"No","0.06398931"
"Zm00001eb334020",0.0640038182394339,7,"Yes","0.02086464,0.009341224,0.4228209,0.8904599,0.1173967,0.7645988,0.05405003"
"Zm00001eb062340",0.06417981,1,"No","0.06417981"
"Zm00001eb394070",0.06425836,1,"No","0.06425836"
"Zm00001eb254800",0.0642851582971061,2,"Yes","0.01952754,0.9681887"
"Zm00001eb412880",0.06442738,1,"No","0.06442738"
"Zm00001eb154960",0.0652924,1,"No","0.0652924"
"Zm00001eb146240",0.06540876256469,6,"Yes","0.5658906,0.939383,0.01665324,0.02706536,0.6199515,0.8355898"
"Zm00001eb204640",0.0654274545638527,14,"Yes","0.2913014,0.07804448,0.3439756,0.120972,0.5331061,0.6322128,0.1475036,0.3769071,0.7203,0.4690118,0.6814512,0.9494607,0.002371665,0.1554703"
"Zm00001eb153460",0.0655844068128573,3,"Yes","0.0154587,0.4261446,0.05423355"
"Zm00001eb034820",0.06581788,1,"No","0.06581788"
"Zm00001eb046350",0.0661105687584063,2,"Yes","0.04351218,0.04449097"
"Zm00001eb352100",0.0662094,1,"No","0.0662094"
"Zm00001eb392220",0.0667988346843709,2,"Yes","0.02136746,0.9631941"
"Zm00001eb290820",0.0668486524951259,4,"Yes","0.7749206,0.7147194,0.8598471,0.009446813"
"Zm00001eb123340",0.0676398414807403,21,"Yes","0.143278,0.02514994,0.3438335,0.6884661,0.6789603,0.4166881,0.02455875,0.08664164,0.2203273,0.8142525,0.8165885,0.3132172,0.04041743,0.3233183,0.041943,0.01333657,0.3761902,0.2699343,0.3029521,0.4250758,0.6510286"
"Zm00001eb287260",0.06764543,1,"No","0.06764543"
"Zm00001eb139940",0.06792602,1,"No","0.06792602"
"Zm00001eb191010",0.0680059,1,"No","0.0680059"
"Zm00001eb325930",0.06877565,1,"No","0.06877565"
"Zm00001eb304160",0.06908625,1,"No","0.06908625"
"Zm00001eb304170",0.06908625,1,"No","0.06908625"
