"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb219550",0.000691185890265733,6,"Yes","0.0006469473,0.01073333,0.2044259,0.22658,0.007743609,0.09629061"
"Zm00001eb278240",0.00111607227373345,2,"Yes","0.000391021,0.0009249937"
"Zm00001eb361310",0.00124474109703732,8,"Yes","0.02092629,0.02064466,0.7695683,0.001377858,0.00494831,0.5356851,0.003932783,0.0008643368"
"Zm00001eb198440",0.00199485489150408,6,"Yes","0.123679,0.09318709,0.01317403,0.6806069,0.0001301934,0.661012"
"Zm00001eb212480",0.00218761714863958,10,"Yes","0.865411,0.723449,0.8218739,0.7255406,0.1833853,0.08246363,0.02677206,0.1373132,0.7818701,0.000144077"
"Zm00001eb151670",0.002221077,1,"No","0.002221077"
"Zm00001eb121220",0.002624173,1,"No","0.002624173"
"Zm00001eb055920",0.00287017801420564,12,"Yes","0.3433445,0.4452533,0.2740065,0.7016336,0.4368171,0.06772044,0.6369713,0.004568381,0.01342945,0.1796504,0.0001110341,0.3967842"
"Zm00001eb233580",0.00289883019460657,2,"Yes","0.7271229,0.0008434949"
"Zm00001eb169210",0.003342243,1,"No","0.003342243"
"Zm00001eb142510",0.003929417,1,"No","0.003929417"
"Zm00001eb194620",0.00399388118699351,2,"Yes","0.241938,0.0009980849"
"Zm00001eb250370",0.004112594,1,"No","0.004112594"
"Zm00001eb159560",0.004646666,1,"No","0.004646666"
"Zm00001eb240330",0.00485008950702082,3,"Yes","0.01585233,0.00544341,0.02821603"
"Zm00001eb337370",0.00608335414786276,2,"Yes","0.001791534,0.1541052"
"Zm00001eb287380",0.00611486413577911,3,"Yes","0.01769474,0.1236254,0.009811288"
"Zm00001eb412890",0.006116872,1,"No","0.006116872"
"Zm00001eb211570",0.006550182,1,"No","0.006550182"
"Zm00001eb166970",0.00730952527877915,2,"Yes","0.001837347,0.8475402"
"Zm00001eb054630",0.007868374,1,"No","0.007868374"
"Zm00001eb311950",0.00846721,1,"No","0.00846721"
"Zm00001eb287400",0.00856165,1,"No","0.00856165"
"Zm00001eb107560",0.00889795403469007,12,"Yes","0.9898399,0.8230916,0.6589998,0.3207507,0.007068865,0.001717369,0.007318302,0.003008427,0.4594239,0.3141163,0.7730557,0.1005374"
"Zm00001eb011220",0.010823768301072,3,"Yes","0.4361616,0.364145,0.001755414"
"Zm00001eb308990",0.0113402840231456,2,"Yes","0.003110235,0.6767251"
"Zm00001eb274820",0.01212258,1,"No","0.01212258"
"Zm00001eb006570",0.0124804277662245,2,"Yes","0.003314789,0.4552378"
"Zm00001eb322100",0.01248883,1,"No","0.01248883"
"Zm00001eb385030",0.01271736,1,"No","0.01271736"
"Zm00001eb276470",0.01340249,1,"No","0.01340249"
"Zm00001eb114530",0.01350838,1,"No","0.01350838"
"Zm00001eb053910",0.01364306,1,"No","0.01364306"
"Zm00001eb175410",0.01384634,1,"No","0.01384634"
"Zm00001eb076980",0.0139023515819974,5,"Yes","0.008132687,0.2968825,0.3154826,0.2878709,0.00152128"
"Zm00001eb311900",0.0148046,1,"No","0.0148046"
"Zm00001eb101640",0.0151867499420115,2,"Yes","0.4091137,0.004313871"
"Zm00001eb203780",0.01522358,1,"No","0.01522358"
"Zm00001eb136360",0.01536778,1,"No","0.01536778"
"Zm00001eb424850",0.0156521378653049,2,"Yes","0.9194054,0.004552877"
"Zm00001eb076970",0.0169468427990543,6,"Yes","0.1827475,0.008132687,0.2968825,0.3154826,0.2878709,0.00152128"
"Zm00001eb093260",0.01757538,1,"No","0.01757538"
"Zm00001eb314470",0.01784223,1,"No","0.01784223"
"Zm00001eb108200",0.0178838257308064,2,"Yes","0.805677,0.004709326"
"Zm00001eb119690",0.01839449,1,"No","0.01839449"
"Zm00001eb070120",0.0184954067468719,2,"Yes","0.005098911,0.3741073"
"Zm00001eb384640",0.018566519261536,2,"Yes","0.6575534,0.005071619"
"Zm00001eb386990",0.019172627441717,3,"Yes","0.4969053,0.5634205,0.003224638"
"Zm00001eb205760",0.01967046,1,"No","0.01967046"
"Zm00001eb405090",0.01994879,1,"No","0.01994879"
"Zm00001eb362160",0.01996719237749,5,"Yes","0.002095792,0.882923,0.8252062,0.7733051,0.4064189"
"Zm00001eb013720",0.02181749,1,"No","0.02181749"
"Zm00001eb104970",0.02287701,1,"No","0.02287701"
"Zm00001eb216050",0.02321014,1,"No","0.02321014"
"Zm00001eb216060",0.02321014,1,"No","0.02321014"
