"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb237720",0.0006275997,1,"No","0.0006275997"
"Zm00001eb168470",0.001383417,1,"No","0.001383417"
"Zm00001eb042420",0.002016157,1,"No","0.002016157"
"Zm00001eb366320",0.00217504214541431,3,"Yes","0.000331621,0.730573,0.5520753"
"Zm00001eb366330",0.00221987841848903,3,"Yes","0.000331621,0.730573,0.5520753"
"Zm00001eb154960",0.002322907,1,"No","0.002322907"
"Zm00001eb215960",0.002383542,1,"No","0.002383542"
"Zm00001eb212230",0.00273372889940771,3,"Yes","0.288681,0.0004502613,0.4085899"
"Zm00001eb186620",0.00331523303816184,3,"Yes","0.0006450863,0.2377822,0.0409149"
"Zm00001eb378690",0.005354138,1,"No","0.005354138"
"Zm00001eb056540",0.0054988716304154,5,"Yes","0.05236858,0.0004967148,0.2730674,0.7061648,0.3341896"
"Zm00001eb165300",0.005570965,1,"No","0.005570965"
"Zm00001eb282900",0.00587881284981062,2,"Yes","0.8216,0.001421952"
"Zm00001eb336950",0.005977737,1,"No","0.005977737"
"Zm00001eb288680",0.00655687517769643,5,"Yes","0.441467,0.4297373,0.5257201,0.0006094155,0.9219829"
"Zm00001eb333010",0.007270283,1,"No","0.007270283"
"Zm00001eb107040",0.00734450503830042,2,"Yes","0.7641298,0.001907008"
"Zm00001eb159560",0.007386034,1,"No","0.007386034"
"Zm00001eb419590",0.008014822,1,"No","0.008014822"
"Zm00001eb046350",0.00863812709384471,2,"Yes","0.004900143,0.005792657"
"Zm00001eb034820",0.009037782,1,"No","0.009037782"
"Zm00001eb357580",0.00923034290896307,3,"Yes","0.02342249,0.02356775,0.1501036"
"Zm00001eb249950",0.009566865,1,"No","0.009566865"
"Zm00001eb106740",0.00958948510702518,5,"Yes","0.01905312,0.002848835,0.2526297,0.04580842,0.2523786"
"Zm00001eb095410",0.00960000492648649,3,"Yes","0.001629974,0.296715,0.5119452"
"Zm00001eb219260",0.010033104760601,5,"Yes","0.3874831,0.8995406,0.4944656,0.0009490385,0.09301785"
"Zm00001eb198320",0.0105434309871923,8,"Yes","0.9202469,0.2328852,0.1399954,0.6438002,0.45385,0.0006299007,0.4047029,0.8891937"
"Zm00001eb242650",0.01079594,1,"No","0.01079594"
"Zm00001eb317860",0.0112320904585047,2,"Yes","0.008074997,0.004489153"
"Zm00001eb096750",0.0123712155314007,3,"Yes","0.001880741,0.3121227,0.869109"
"Zm00001eb200770",0.01283105,1,"No","0.01283105"
"Zm00001eb035790",0.0128313,1,"No","0.0128313"
"Zm00001eb427290",0.0132135298401523,5,"Yes","0.05280683,0.4021,0.3670096,0.001428418,0.03876275"
"Zm00001eb187080",0.0138403079069578,2,"Yes","0.003802137,0.1827695"
"Zm00001eb216320",0.01410309,1,"No","0.01410309"
"Zm00001eb380080",0.0150618246861962,5,"Yes","0.3380507,0.001573349,0.1741869,0.2122176,0.2971964"
"Zm00001eb263830",0.01545592,1,"No","0.01545592"
"Zm00001eb151600",0.01551409667171,5,"Yes","0.8772135,0.6173374,0.008104601,0.2642071,0.001614527"
"Zm00001eb144080",0.01612115,1,"No","0.01612115"
"Zm00001eb165170",0.0162374679872143,4,"Yes","0.3881737,0.7744574,0.1454891,0.002036034"
"Zm00001eb016090",0.0164088,1,"No","0.0164088"
"Zm00001eb354270",0.0189517515921562,3,"Yes","0.01703113,0.04375252,0.009680182"
"Zm00001eb022700",0.0191109970674189,3,"Yes","0.1273157,0.6403582,0.003186707"
"Zm00001eb359520",0.01912319,1,"No","0.01912319"
"Zm00001eb012320",0.01945497,1,"No","0.01945497"
"Zm00001eb325790",0.0196411,1,"No","0.0196411"
"Zm00001eb215930",0.02020778,1,"No","0.02020778"
"Zm00001eb424430",0.02072344,1,"No","0.02072344"
"Zm00001eb335910",0.020767518438264,5,"Yes","0.002128385,0.6487201,0.7829983,0.08779555,0.4930157"
"Zm00001eb322620",0.02144251,1,"No","0.02144251"
"Zm00001eb108100",0.02148036,1,"No","0.02148036"
"Zm00001eb425920",0.02167957,1,"No","0.02167957"
"Zm00001eb191760",0.0220493741898973,9,"Yes","0.001255587,0.06602739,0.1084066,0.005400007,0.2546322,0.3459079,0.8320902,0.2319084,0.03817817"
"Zm00001eb254830",0.02208508,1,"No","0.02208508"
"Zm00001eb248370",0.02212986,1,"No","0.02212986"
"Zm00001eb391380",0.02222512,1,"No","0.02222512"
"Zm00001eb431410",0.0222550209367721,2,"Yes","0.005744675,0.971781"
"Zm00001eb315940",0.0227284655206311,4,"Yes","0.02453638,0.09795509,0.02369451,0.9032631"
"Zm00001eb008850",0.02316536,1,"No","0.02316536"
"Zm00001eb430770",0.0248661794027937,4,"Yes","0.2849435,0.01387032,0.006476645,0.8538004"
"Zm00001eb363760",0.02496309,1,"No","0.02496309"
"Zm00001eb074450",0.0260596729135165,6,"Yes","0.3665818,0.979893,0.04441509,0.03802112,0.006460906,0.7739438"
"Zm00001eb201340",0.0274596551814069,4,"Yes","0.007585005,0.3141028,0.1012104,0.01901028"
"Zm00001eb058290",0.0278432130043834,3,"Yes","0.8145687,0.005026094,0.104308"
"Zm00001eb210320",0.0282519949441642,3,"Yes","0.00468688,0.5793021,0.357952"
"Zm00001eb067110",0.02853192,1,"No","0.02853192"
"Zm00001eb036780",0.02865873,1,"No","0.02865873"
"Zm00001eb214850",0.028686995122589,6,"Yes","0.6906156,0.83931,0.00241278,0.1251503,0.5134508,0.5512756"
"Zm00001eb283520",0.02877519,1,"No","0.02877519"
"Zm00001eb375380",0.0295523011507514,6,"Yes","0.1269735,0.002635726,0.657396,0.1634011,0.7642709,0.5354509"
"Zm00001eb104140",0.02956482,1,"No","0.02956482"
"Zm00001eb252750",0.0297041852100191,4,"Yes","0.003889795,0.4607045,0.2961999,0.787206"
"Zm00001eb252370",0.029733,1,"No","0.029733"
"Zm00001eb068580",0.02990846,1,"No","0.02990846"
"Zm00001eb175670",0.030479569320657,4,"Yes","0.1306927,0.1695339,0.008548275,0.007618982"
"Zm00001eb341260",0.0307443263897228,3,"Yes","0.03250772,0.05183342,0.007444372"
"Zm00001eb124420",0.0307740649692241,6,"Yes","0.683588,0.1434449,0.06027427,0.002597109,0.8717339,0.9319228"
"Zm00001eb070050",0.0309054614330819,4,"Yes","0.08627018,0.02550104,0.008214161,0.1295356"
"Zm00001eb310810",0.031705570712428,4,"Yes","0.004310018,0.6855254,0.7156523,0.6211837"
"Zm00001eb424660",0.0325043498432589,2,"Yes","0.009039675,0.4887316"
"Zm00001eb192680",0.03306254,1,"No","0.03306254"
"Zm00001eb094670",0.0334075082065848,2,"Yes","0.009638928,0.7453248"
"Zm00001eb411740",0.03431947,1,"No","0.03431947"
"Zm00001eb362670",0.03444371,1,"No","0.03444371"
"Zm00001eb394200",0.0345554040809039,3,"Yes","0.02745331,0.03411716,0.250525"
"Zm00001eb081570",0.0347028587648095,3,"Yes","0.2867498,0.03149521,0.006855772"
"Zm00001eb068420",0.0349907674143106,3,"Yes","0.02868599,0.1884347,0.05993412"
"Zm00001eb416630",0.03601919,1,"No","0.03601919"
"Zm00001eb200030",0.03635214,1,"No","0.03635214"
"Zm00001eb146230",0.03661119,1,"No","0.03661119"
"Zm00001eb066680",0.0368042379232842,3,"Yes","0.01578654,0.02542796,0.01439617"
"Zm00001eb156710",0.0372004854799723,3,"Yes","0.6056003,0.2369528,0.006756841"
"Zm00001eb070730",0.0373004011260127,18,"Yes","0.1060063,0.5211362,0.87533,0.3091196,0.4223315,0.001134303,0.3019049,0.8951211,0.1237,0.01966661,0.03248835,0.01800915,0.3900573,0.8690783,0.6958817,0.6682024,0.8116375,0.6716292"
"Zm00001eb122680",0.0374926145838865,5,"Yes","0.02608044,0.03498812,0.5266528,0.3335259,0.03427111"
