"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb365010",0.0001317736,1,"No","0.0001317736"
"Zm00001eb020780",0.000373956114375407,3,"Yes","0.1052619,4.207988e-05,0.5571768"
"Zm00001eb172590",0.000737349053956837,3,"Yes","7.963364e-05,0.8908614,0.081206"
"Zm00001eb044780",0.000949203595925652,6,"Yes","0.3086958,0.5920817,0.9833192,0.8975067,0.02230413,8.540884e-05"
"Zm00001eb072810",0.001424203,1,"No","0.001424203"
"Zm00001eb245640",0.001637613,1,"No","0.001637613"
"Zm00001eb218210",0.00191979303398082,3,"Yes","0.8401866,0.0002881458,0.6467715"
"Zm00001eb371500",0.00238284114020182,3,"Yes","0.1416401,0.7067902,0.0004144245"
"Zm00001eb320440",0.002510802,1,"No","0.002510802"
"Zm00001eb152420",0.00273753823427236,4,"Yes","0.3171112,0.0002974382,0.2184035,0.1137869"
"Zm00001eb300210",0.00286147820098381,6,"Yes","0.0041492,0.3343372,0.002619429,0.4595256,0.4319643,0.4323936"
"Zm00001eb067110",0.003347778,1,"No","0.003347778"
"Zm00001eb248670",0.00351569786733608,4,"Yes","0.0004354044,0.7709068,0.3810311,0.3973553"
"Zm00001eb066020",0.00352227179996889,5,"Yes","0.1094898,0.04445685,0.000349672,0.2959061,0.2020007"
"Zm00001eb138050",0.00360101173757088,3,"Yes","0.8063948,0.002658847,0.011024"
"Zm00001eb372980",0.0037857326132138,5,"Yes","0.0003667915,0.007779148,0.9762191,0.4894131,0.3270845"
"Zm00001eb220000",0.00478592,1,"No","0.00478592"
"Zm00001eb287640",0.00494481945940595,8,"Yes","0.9474677,0.1418989,0.2803106,0.7822786,0.4245335,0.0002708126,0.03015254,0.1212469"
"Zm00001eb072730",0.00527383,1,"No","0.00527383"
"Zm00001eb107560",0.00588912824218368,12,"Yes","0.6722201,0.5158654,0.02576798,0.1715697,0.01276525,0.00161196,0.01130893,0.001880528,0.685672,0.5126284,0.02766626,0.2016168"
"Zm00001eb227040",0.006145173,1,"No","0.006145173"
"Zm00001eb061780",0.006757597,1,"No","0.006757597"
"Zm00001eb011220",0.00683052122276306,3,"Yes","0.6734284,0.08735702,0.001198299"
"Zm00001eb032600",0.0068922,1,"No","0.0068922"
"Zm00001eb377480",0.007616784,1,"No","0.007616784"
"Zm00001eb272750",0.00785922935866534,2,"Yes","0.8579371,0.001945357"
"Zm00001eb139940",0.008025652,1,"No","0.008025652"
"Zm00001eb289670",0.00854484657242582,2,"Yes","0.1493135,0.002296115"
