rs chr ps p_wald
S9_84869 9 84869 0.2550065
S9_84888 9 84888 0.6642831
S9_91262 9 91262 0.5710322
S9_97075 9 97075 0.7572725
S9_105964 9 105964 0.9175306
S9_110396 9 110396 0.6467767
S9_140642 9 140642 0.1962919
S9_141735 9 141735 0.3966454
S9_174151 9 174151 0.3295781
S9_182658 9 182658 0.8454346
S9_190962 9 190962 0.7070934
S9_190979 9 190979 0.5544336
S9_190982 9 190982 0.6555125
S9_190983 9 190983 0.5200817
S9_191019 9 191019 0.835462
S9_191966 9 191966 0.9873565
S9_197642 9 197642 0.007789645
S9_203380 9 203380 0.01084834
S9_203693 9 203693 0.9796602
S9_207319 9 207319 0.07025779
S9_211248 9 211248 0.3596063
S9_211274 9 211274 0.3327717
S9_224516 9 224516 0.8468656
S9_224726 9 224726 0.5155149
S9_224743 9 224743 0.2225186
S9_229484 9 229484 0.5108307
S9_229495 9 229495 0.4385606
S9_366612 9 366612 0.5883346
S9_368787 9 368787 0.02672212
S9_368807 9 368807 0.2021716
S9_368812 9 368812 0.01575675
S9_368814 9 368814 0.9217486
S9_368817 9 368817 0.9000743
S9_368818 9 368818 0.7711401
S9_368822 9 368822 0.9000743
S9_368826 9 368826 0.9000743
S9_368827 9 368827 0.9000743
S9_368828 9 368828 0.9000743
S9_368829 9 368829 0.9000743
S9_368832 9 368832 0.9000743
S9_368833 9 368833 0.9418952
S9_368834 9 368834 0.9000743
S9_370975 9 370975 0.04088708
S9_382034 9 382034 0.6646332
S9_382161 9 382161 0.1685166
S9_394320 9 394320 0.074197
S9_435379 9 435379 0.05588782
S9_457067 9 457067 0.823496
S9_457087 9 457087 0.5967153
S9_469251 9 469251 0.08339439
S9_492667 9 492667 0.06244513
S9_512306 9 512306 0.02398384
S9_521226 9 521226 0.009373891
S9_522357 9 522357 0.4290036
S9_526737 9 526737 1.585572e-05
S9_526753 9 526753 3.019174e-05
S9_526759 9 526759 0.4885922
S9_526761 9 526761 0.4245735
S9_526779 9 526779 0.1021201
S9_526791 9 526791 5.025403e-06
S9_540864 9 540864 0.004441912
S9_553432 9 553432 0.2828153
S9_553944 9 553944 0.009335006
S9_553954 9 553954 0.5890136
S9_553958 9 553958 0.01317877
S9_554061 9 554061 0.8549507
S9_561031 9 561031 0.9499468
S9_567209 9 567209 0.0860627
S9_590207 9 590207 1.701173e-06
S9_590303 9 590303 0.0003967722
S9_590306 9 590306 0.03501189
S9_590903 9 590903 0.03331105
S9_590912 9 590912 0.04487432
S9_592223 9 592223 0.2929784
S9_592236 9 592236 0.02018219
S9_644869 9 644869 0.6760061
S9_644878 9 644878 0.7679085
S9_649241 9 649241 0.219228
S9_649955 9 649955 0.6756202
S9_649958 9 649958 0.629693
S9_650023 9 650023 0.1318196
S9_651694 9 651694 0.9340597
S9_651701 9 651701 0.9168428
S9_651711 9 651711 0.9007265
S9_688062 9 688062 0.7698514
S9_688081 9 688081 0.5831231
S9_690192 9 690192 0.3428458
S9_728410 9 728410 0.8722763
S9_793716 9 793716 0.5235536
S9_814513 9 814513 0.2868996
S9_826276 9 826276 0.261664
S9_845594 9 845594 0.109204
S9_845635 9 845635 0.8307401
S9_852528 9 852528 0.1706821
S9_871416 9 871416 0.4122794
S9_871420 9 871420 0.2223817
S9_873188 9 873188 0.9750457
S9_1000609 9 1000609 0.09239262
S9_1027211 9 1027211 0.2521477
S9_1030415 9 1030415 0.002226604
S9_1030754 9 1030754 0.128121
S9_1033430 9 1033430 0.03849463
S9_1037685 9 1037685 0.09497751
S9_1044546 9 1044546 0.08641492
S9_1073890 9 1073890 0.1238221
