rs chr ps p_wald
S9_84869 9 84869 0.1395829
S9_84888 9 84888 0.5500394
S9_91262 9 91262 0.6033369
S9_97075 9 97075 0.5725123
S9_105964 9 105964 0.3992392
S9_110396 9 110396 0.4662733
S9_140642 9 140642 0.4849261
S9_141735 9 141735 0.2539981
S9_174151 9 174151 0.09306941
S9_182658 9 182658 0.6041897
S9_190962 9 190962 0.6988186
S9_191019 9 191019 0.5495385
S9_191966 9 191966 0.7827437
S9_197642 9 197642 0.7609939
S9_203380 9 203380 0.5542231
S9_203693 9 203693 0.1666909
S9_207319 9 207319 0.7091868
S9_224516 9 224516 0.7244043
S9_224726 9 224726 0.3316961
S9_224743 9 224743 0.4774697
S9_229474 9 229474 0.1486746
S9_229484 9 229484 0.7080372
S9_229495 9 229495 0.5205313
S9_229559 9 229559 0.8728392
S9_366612 9 366612 0.6786825
S9_368787 9 368787 0.2318237
S9_368807 9 368807 0.4659389
S9_368812 9 368812 0.2211647
S9_368814 9 368814 0.9520518
S9_368817 9 368817 0.7731109
S9_368818 9 368818 0.84597
S9_368822 9 368822 0.7731109
S9_368826 9 368826 0.7731109
S9_368827 9 368827 0.7731109
S9_368828 9 368828 0.7731109
S9_368829 9 368829 0.7731109
S9_368832 9 368832 0.7731109
S9_368833 9 368833 0.7943918
S9_368834 9 368834 0.7731109
S9_370975 9 370975 0.2268212
S9_382034 9 382034 0.2458171
S9_394320 9 394320 0.1385305
S9_457067 9 457067 0.7784705
S9_457087 9 457087 0.4166383
S9_469251 9 469251 0.6178485
S9_512306 9 512306 0.479476
S9_521226 9 521226 0.3000361
S9_522357 9 522357 0.7100502
S9_526737 9 526737 0.2799784
S9_526753 9 526753 0.2719222
S9_526759 9 526759 0.9507985
S9_526761 9 526761 0.8717508
S9_526779 9 526779 0.1307008
S9_526791 9 526791 0.2116284
S9_540864 9 540864 0.07592761
S9_553944 9 553944 0.165904
S9_553954 9 553954 0.6132667
S9_553958 9 553958 0.165974
S9_561031 9 561031 0.8727921
S9_567209 9 567209 0.199433
S9_590207 9 590207 0.0664008
S9_590303 9 590303 0.003721929
S9_590306 9 590306 0.8181146
S9_590903 9 590903 0.1493063
S9_590912 9 590912 0.3856365
S9_592223 9 592223 0.6402377
S9_592236 9 592236 0.7535731
S9_644869 9 644869 0.7432514
S9_644878 9 644878 0.7829655
S9_649241 9 649241 0.1554012
S9_649955 9 649955 0.02633376
S9_649958 9 649958 0.01998883
S9_650023 9 650023 0.3571207
S9_651694 9 651694 0.9328549
S9_651701 9 651701 0.9560527
S9_651711 9 651711 0.2646466
S9_688062 9 688062 0.1317801
S9_688081 9 688081 0.09775544
S9_728410 9 728410 0.1216296
S9_793716 9 793716 0.8507528
S9_814513 9 814513 0.6382908
S9_826276 9 826276 0.5364989
S9_845594 9 845594 0.2893536
S9_852528 9 852528 0.1555479
S9_871416 9 871416 0.333804
S9_871420 9 871420 0.005284742
S9_873188 9 873188 0.2716059
S9_1027211 9 1027211 0.1343195
S9_1030415 9 1030415 0.9594589
S9_1030754 9 1030754 0.07454538
S9_1033430 9 1033430 0.2199184
S9_1044546 9 1044546 0.08102229
S9_1073890 9 1073890 0.1618703
S9_1074961 9 1074961 0.1880501
S9_1099330 9 1099330 0.4546659
S9_1099760 9 1099760 0.2061205
S9_1099801 9 1099801 0.3595085
S9_1099802 9 1099802 0.3595085
S9_1107870 9 1107870 0.7741692
S9_1185537 9 1185537 0.09042198
S9_1185540 9 1185540 0.09042198
S9_1200883 9 1200883 0.2083022
S9_1207235 9 1207235 0.09471829
S9_1207250 9 1207250 0.1111145
S9_1207259 9 1207259 0.1111145
S9_1227065 9 1227065 0.3428578
S9_1228383 9 1228383 0.5388839
S9_1237900 9 1237900 0.4461035
S9_1257637 9 1257637 0.2295294
S9_1257639 9 1257639 0.2142063
S9_1257663 9 1257663 0.2606721
S9_1257672 9 1257672 0.2295294
S9_1299307 9 1299307 0.6704071
S9_1318147 9 1318147 0.01380355
S9_1321945 9 1321945 0.6638445
S9_1321955 9 1321955 0.7440108
S9_1322046 9 1322046 0.01570604
S9_1322047 9 1322047 0.01708162
S9_1452348 9 1452348 0.674045
S9_1452516 9 1452516 0.2762541
S9_1473481 9 1473481 0.9081852
S9_1477343 9 1477343 0.6859363
S9_1482328 9 1482328 0.3683228
S9_1500152 9 1500152 0.3280692
S9_1501162 9 1501162 0.7827515
S9_1531738 9 1531738 0.1940534
S9_1531750 9 1531750 0.6512396
S9_1538196 9 1538196 0.02071913
S9_1542498 9 1542498 0.3953225
S9_1547154 9 1547154 0.8863731
S9_1547975 9 1547975 0.9421658
S9_1592912 9 1592912 0.8762185
S9_1592930 9 1592930 0.8171218
S9_1592960 9 1592960 0.7293237
S9_1593551 9 1593551 0.5528488
S9_1597034 9 1597034 0.4278497
S9_1597043 9 1597043 0.9939509
S9_1597238 9 1597238 0.9742629
S9_1602148 9 1602148 0.3852948
S9_1619757 9 1619757 0.6095904
S9_1668878 9 1668878 0.7975505
S9_1668919 9 1668919 0.8711018
S9_1804231 9 1804231 0.7644494
S9_1804255 9 1804255 0.7892381
S9_1804592 9 1804592 0.7249271
S9_1804740 9 1804740 0.5120544
S9_1817971 9 1817971 0.6086978
S9_1839701 9 1839701 0.432749
S9_1839702 9 1839702 0.4830362
S9_1840314 9 1840314 1.076148e-06
S9_1845041 9 1845041 0.247514
S9_1851297 9 1851297 0.8840252
S9_1853184 9 1853184 0.7994486
S9_1855065 9 1855065 0.6484243
S9_1895993 9 1895993 0.3695768
S9_1912486 9 1912486 0.1603495
S9_1934390 9 1934390 0.278873
S9_1951302 9 1951302 0.825811
S9_1953727 9 1953727 0.2360151
S9_1953812 9 1953812 0.1010571
S9_1953839 9 1953839 0.7821694
S9_1954234 9 1954234 0.05649498
S9_1955429 9 1955429 0.8880703
S9_1958937 9 1958937 0.6754903
S9_1964760 9 1964760 0.6757823
S9_1983521 9 1983521 0.07965976
