rs chr ps p_wald
S7_90216 7 90216 0.4383657
S7_129398 7 129398 0.02222248
S7_130971 7 130971 0.01983521
S7_153040 7 153040 0.08728267
S7_153051 7 153051 0.08728267
S7_153349 7 153349 0.006022665
S7_171848 7 171848 0.7375004
S7_230722 7 230722 0.02520069
S7_277808 7 277808 0.6817197
S7_286028 7 286028 0.156947
S7_286052 7 286052 0.6321979
S7_287211 7 287211 0.52305
S7_303044 7 303044 0.005642263
S7_380809 7 380809 0.3944475
S7_385998 7 385998 0.2296092
S7_396668 7 396668 0.4594143
S7_401778 7 401778 0.01896143
S7_403009 7 403009 0.06281968
S7_403012 7 403012 0.1601242
S7_403381 7 403381 0.02769665
S7_408512 7 408512 0.00418106
S7_408517 7 408517 0.001056922
S7_408518 7 408518 0.001056922
S7_408519 7 408519 0.002066587
S7_408520 7 408520 0.001056922
S7_408521 7 408521 0.001056922
S7_408522 7 408522 0.001906353
S7_413039 7 413039 0.03180166
S7_413066 7 413066 0.0001870187
S7_438936 7 438936 0.6185986
S7_441693 7 441693 0.1101068
S7_441836 7 441836 0.08598139
S7_448833 7 448833 0.3070502
S7_455860 7 455860 0.9248762
S7_458271 7 458271 0.3802001
S7_458273 7 458273 0.3832354
S7_466347 7 466347 0.02568507
S7_466365 7 466365 0.03741458
S7_480501 7 480501 0.02244494
S7_542992 7 542992 0.006166424
S7_574269 7 574269 0.1096528
S7_574391 7 574391 0.7495786
S7_668750 7 668750 0.08031694
S7_668774 7 668774 0.07303718
S7_719481 7 719481 0.02197015
S7_738573 7 738573 0.1341864
S7_745411 7 745411 0.1370648
S7_757619 7 757619 0.3805647
S7_757631 7 757631 0.7976612
S7_763691 7 763691 0.4387223
S7_791506 7 791506 3.344848e-06
S7_796616 7 796616 0.3074214
S7_808032 7 808032 2.583915e-05
S7_856468 7 856468 1.357799e-06
S7_859997 7 859997 0.04999014
S7_869050 7 869050 0.07208992
S7_876946 7 876946 1.111453e-06
S7_880825 7 880825 0.2300245
S7_880861 7 880861 0.8293131
S7_880863 7 880863 0.7737696
S7_881302 7 881302 0.01532451
S7_881309 7 881309 0.01424336
S7_881435 7 881435 0.6784464
S7_881463 7 881463 0.3709266
S7_889223 7 889223 0.07468076
S7_889400 7 889400 0.04688225
S7_910866 7 910866 0.1627412
S7_910930 7 910930 0.8234696
S7_912729 7 912729 0.780601
S7_912737 7 912737 0.79038
S7_912813 7 912813 0.675513
S7_912840 7 912840 0.3697503
S7_969473 7 969473 0.2598951
S7_1004382 7 1004382 0.3912322
S7_1013798 7 1013798 0.07304219
S7_1048956 7 1048956 0.2035164
S7_1053466 7 1053466 0.4603508
S7_1053478 7 1053478 0.3480343
S7_1053612 7 1053612 0.1650692
S7_1057324 7 1057324 0.1291943
S7_1101596 7 1101596 0.5812029
S7_1105963 7 1105963 0.8517607
S7_1105996 7 1105996 0.8069356
S7_1106003 7 1106003 0.01688396
S7_1130318 7 1130318 0.2046459
S7_1131487 7 1131487 0.2820079
S7_1136470 7 1136470 0.06466806
S7_1142945 7 1142945 0.4291841
S7_1160786 7 1160786 0.262709
S7_1179380 7 1179380 0.8895733
S7_1189187 7 1189187 0.7611338
S7_1189290 7 1189290 0.03990251
S7_1190999 7 1190999 0.05529053
S7_1191002 7 1191002 0.002483007
S7_1191028 7 1191028 0.8708786
S7_1191084 7 1191084 0.3023479
S7_1197581 7 1197581 0.03253717
S7_1222136 7 1222136 0.9201747
S7_1222149 7 1222149 0.5021818
S7_1243614 7 1243614 0.6165894
S7_1243620 7 1243620 0.5414028
S7_1243841 7 1243841 0.5974581
S7_1252902 7 1252902 0.03734616
S7_1258871 7 1258871 0.5411431
S7_1259201 7 1259201 0.9424965
S7_1259231 7 1259231 0.8720329
S7_1262412 7 1262412 0.3593347
S7_1262490 7 1262490 0.03050998
S7_1266864 7 1266864 0.1749439
S7_1266866 7 1266866 0.8647921
S7_1269494 7 1269494 0.473081
S7_1269497 7 1269497 0.4280555
S7_1326242 7 1326242 0.3818523
S7_1329631 7 1329631 0.03375736
S7_1332827 7 1332827 0.434284
S7_1339478 7 1339478 0.2157063
S7_1339491 7 1339491 0.1281934
S7_1339646 7 1339646 0.3561
S7_1339679 7 1339679 0.3362886
S7_1339724 7 1339724 0.399136
S7_1339739 7 1339739 0.4782829
S7_1339764 7 1339764 0.3016763
S7_1360381 7 1360381 0.3446954
S7_1360402 7 1360402 0.7129564
S7_1390375 7 1390375 0.4791396
S7_1390404 7 1390404 0.03551054
S7_1414049 7 1414049 0.9173947
S7_1414212 7 1414212 6.052603e-08
S7_1414219 7 1414219 0.8071462
S7_1414226 7 1414226 0.8532183
S7_1414238 7 1414238 0.8891944
S7_1414251 7 1414251 0.8891944
S7_1425681 7 1425681 0.8717759
S7_1425682 7 1425682 0.8508026
S7_1426380 7 1426380 0.01813921
S7_1426385 7 1426385 0.02692387
S7_1587994 7 1587994 0.004825952
S7_1607525 7 1607525 0.525502
S7_1607648 7 1607648 0.00576451
S7_1607705 7 1607705 0.5283299
S7_1616759 7 1616759 0.3701205
S7_1624990 7 1624990 0.08150236
S7_1628490 7 1628490 0.6839171
S7_1631612 7 1631612 0.2001198
S7_1631620 7 1631620 0.3369576
S7_1631624 7 1631624 0.3813855
S7_1651890 7 1651890 0.2665328
S7_1656136 7 1656136 0.1777651
S7_1656148 7 1656148 0.1732707
S7_1656409 7 1656409 0.4668613
S7_1745526 7 1745526 0.1840241
S7_1764183 7 1764183 0.3175954
S7_1764369 7 1764369 0.003521376
S7_1780917 7 1780917 3.169026e-05
S7_1809697 7 1809697 0.6833973
S7_1809698 7 1809698 0.6833973
S7_1809699 7 1809699 0.6833973
S7_1817102 7 1817102 0.634648
S7_1843748 7 1843748 0.07594558
S7_1882719 7 1882719 0.3432641
S7_1891953 7 1891953 0.2003306
S7_1892896 7 1892896 0.3362734
S7_1919069 7 1919069 0.2989201
S7_1921818 7 1921818 0.3593319
S7_1927559 7 1927559 0.8725098
S7_1941426 7 1941426 0.9637379
S7_1941430 7 1941430 0.9369128
S7_1941631 7 1941631 0.1695532
S7_1941771 7 1941771 0.0238697
S7_1941772 7 1941772 0.01988501
S7_1943057 7 1943057 0.09446688
S7_1943060 7 1943060 0.1275807
S7_1943067 7 1943067 0.09446688
S7_1966988 7 1966988 0.0002241778
S7_1975634 7 1975634 0.02910445
S7_1975721 7 1975721 0.7832984
S7_1975734 7 1975734 0.05286787
S7_1994209 7 1994209 0.0005622324
S7_1994212 7 1994212 0.0004687687
S7_2007901 7 2007901 0.9894704
S7_2010616 7 2010616 0.5466094
S7_2010627 7 2010627 0.5628127
S7_2030259 7 2030259 0.9562723
S7_2061076 7 2061076 0.002110807
S7_2061106 7 2061106 0.4738316
S7_2063969 7 2063969 0.1894738
S7_2063996 7 2063996 0.1433139
S7_2063997 7 2063997 0.1209649
S7_2075514 7 2075514 0.03505915
S7_2075550 7 2075550 0.9392861
S7_2081120 7 2081120 1.739571e-05
S7_2083560 7 2083560 2.556519e-05
S7_2084646 7 2084646 0.0008973315
S7_2084660 7 2084660 0.3311444
S7_2101527 7 2101527 0.4791843
S7_2107782 7 2107782 0.3085833
S7_2113788 7 2113788 0.1015743
S7_2141946 7 2141946 0.3003457
S7_2143601 7 2143601 0.01313133
S7_2167718 7 2167718 0.5204495
S7_2167733 7 2167733 0.08441111
S7_2167796 7 2167796 0.4914748
S7_2180196 7 2180196 0.7068948
S7_2180222 7 2180222 0.5565767
S7_2182719 7 2182719 0.6708065
S7_2197944 7 2197944 0.4348316
S7_2202298 7 2202298 0.2115821
S7_2202308 7 2202308 0.3396033
S7_2202392 7 2202392 0.0003855075
S7_2212139 7 2212139 0.1260382
S7_2212178 7 2212178 0.4374366
S7_2212454 7 2212454 0.4872614
S7_2212511 7 2212511 0.8900244
S7_2212580 7 2212580 0.2501471
S7_2216466 7 2216466 0.9127485
S7_2226679 7 2226679 0.851546
S7_2226686 7 2226686 0.7800038
S7_2226801 7 2226801 0.820696
S7_2226814 7 2226814 0.7529703
S7_2235021 7 2235021 0.8601842
S7_2242279 7 2242279 0.7872743
S7_2242299 7 2242299 0.3089793
S7_2255353 7 2255353 0.04046185
S7_2302296 7 2302296 0.6763399
S7_2302362 7 2302362 0.1827151
S7_2330156 7 2330156 0.24112
S7_2351878 7 2351878 0.7854014
S7_2351889 7 2351889 0.9337297
S7_2351891 7 2351891 0.5624851
S7_2351894 7 2351894 0.7854014
S7_2351896 7 2351896 0.7854014
S7_2360881 7 2360881 0.8170299
S7_2387274 7 2387274 0.1011296
S7_2437541 7 2437541 0.008268929
S7_2446310 7 2446310 0.5996977
S7_2446683 7 2446683 0.04490959
S7_2513694 7 2513694 0.8614203
S7_2513844 7 2513844 0.718536
S7_2530631 7 2530631 0.1020612
S7_2608804 7 2608804 0.9085191
S7_2609092 7 2609092 0.008150963
S7_2620993 7 2620993 0.04851505
S7_2626407 7 2626407 0.2416707
S7_2630266 7 2630266 0.5186543
S7_2630359 7 2630359 0.1029877
S7_2676634 7 2676634 0.240814
S7_2676705 7 2676705 0.3189064
S7_2733338 7 2733338 0.5884794
S7_2800246 7 2800246 0.147422
S7_2808445 7 2808445 0.1675598
S7_2810540 7 2810540 0.8181956
S7_2823329 7 2823329 0.1261142
S7_2823362 7 2823362 0.1273902
S7_2845943 7 2845943 0.07658146
S7_2845946 7 2845946 0.0871871
S7_2845988 7 2845988 0.07658146
S7_2868608 7 2868608 0.1954536
S7_2889757 7 2889757 0.7687407
S7_2901725 7 2901725 0.3859838
S7_2901736 7 2901736 0.1243246
S7_2916785 7 2916785 0.4692366
S7_2916791 7 2916791 0.309453
S7_2927555 7 2927555 0.0006292479
S7_2927622 7 2927622 0.5969132
S7_2927625 7 2927625 0.02966599
S7_2927628 7 2927628 0.6332518
S7_2944715 7 2944715 0.01450289
S7_2952822 7 2952822 0.3253042
S7_2952852 7 2952852 0.7955059
S7_2954762 7 2954762 0.5047279
S7_2983094 7 2983094 0.09101069
S7_2983115 7 2983115 0.822425
S7_3045134 7 3045134 9.920389e-14
S7_3064071 7 3064071 0.1275295
S7_3092619 7 3092619 0.1610766
S7_3094861 7 3094861 0.6647596
S7_3096204 7 3096204 0.8147736
S7_3139156 7 3139156 0.8189468
S7_3154834 7 3154834 0.4640121
S7_3206976 7 3206976 0.8922744
S7_3231624 7 3231624 0.03870998
S7_3297176 7 3297176 0.02599306
S7_3297186 7 3297186 0.08246388
S7_3440773 7 3440773 0.02354948
S7_3504078 7 3504078 0.8080388
S7_3504088 7 3504088 0.154537
S7_3504103 7 3504103 0.1169673
S7_3581961 7 3581961 0.003931841
S7_3581992 7 3581992 0.006413294
S7_3619872 7 3619872 5.761385e-07
S7_3619873 7 3619873 3.258421e-07
S7_3661212 7 3661212 0.8521427
S7_3669099 7 3669099 0.4075517
S7_3678477 7 3678477 0.0001936066
S7_3708522 7 3708522 0.09049139
S7_3726228 7 3726228 0.3599523
S7_3739101 7 3739101 0.349337
S7_3739105 7 3739105 0.302052
S7_3741291 7 3741291 0.4224502
S7_3747631 7 3747631 0.009566722
S7_3747650 7 3747650 0.006227226
S7_3747668 7 3747668 0.006227226
S7_3762651 7 3762651 0.1759659
S7_3762681 7 3762681 0.1836118
S7_3766780 7 3766780 0.07052937
S7_3766825 7 3766825 0.5095247
S7_3769565 7 3769565 0.6905572
S7_3769612 7 3769612 0.2844238
S7_3770739 7 3770739 0.9348092
S7_3770744 7 3770744 0.7760015
S7_3824009 7 3824009 0.4067202
S7_3831375 7 3831375 0.2209762
S7_3831383 7 3831383 0.8312701
S7_3832020 7 3832020 0.4992752
S7_3832055 7 3832055 0.4956655
S7_3832057 7 3832057 0.6505215
S7_3834287 7 3834287 0.5979406
S7_3856028 7 3856028 0.5593726
S7_3856060 7 3856060 0.6705149
S7_3865141 7 3865141 0.3049938
S7_3865142 7 3865142 0.3049938
S7_3866958 7 3866958 0.3781201
S7_3870883 7 3870883 0.628935
S7_3875169 7 3875169 0.5085335
S7_3875259 7 3875259 0.4070327
S7_3877215 7 3877215 0.5736005
S7_3894600 7 3894600 0.3295719
S7_3902183 7 3902183 0.8348761
S7_3908712 7 3908712 0.8938698
S7_3937804 7 3937804 0.4242039
S7_3937811 7 3937811 0.358447
S7_3937826 7 3937826 0.4845084
S7_3937852 7 3937852 0.6723051
S7_3937870 7 3937870 0.1880381
S7_4074509 7 4074509 0.04259358
S7_4077879 7 4077879 0.0003185413
S7_4142375 7 4142375 0.3990625
S7_4149076 7 4149076 0.8856293
S7_4149087 7 4149087 0.4345047
S7_4154488 7 4154488 0.8945487
S7_4277766 7 4277766 0.04740992
S7_4297516 7 4297516 0.03904265
S7_4303503 7 4303503 0.2802072
S7_4303548 7 4303548 0.4052465
S7_4303617 7 4303617 0.005752007
S7_4303865 7 4303865 0.001835205
S7_4305538 7 4305538 0.1804681
S7_4306915 7 4306915 0.2648994
S7_4306922 7 4306922 0.3381669
S7_4307190 7 4307190 0.248721
S7_4307496 7 4307496 0.9111889
S7_4390045 7 4390045 0.2724753
S7_4390122 7 4390122 4.658755e-06
S7_4430173 7 4430173 0.7766539
S7_4430230 7 4430230 0.8672431
S7_4431500 7 4431500 0.8179131
S7_4437739 7 4437739 0.8909593
S7_4459108 7 4459108 0.9680221
S7_4459129 7 4459129 0.5588259
S7_4459130 7 4459130 0.5282613
S7_4459218 7 4459218 0.0002879263
S7_4459262 7 4459262 0.3782492
S7_4460271 7 4460271 0.822024
S7_4460273 7 4460273 0.4825956
S7_4473000 7 4473000 0.356386
S7_4473001 7 4473001 0.356386
S7_4473041 7 4473041 0.64746
S7_4480634 7 4480634 0.312761
S7_4495842 7 4495842 0.750058
S7_4495847 7 4495847 0.750058
S7_4495849 7 4495849 0.9645736
S7_4495850 7 4495850 0.750058
S7_4498917 7 4498917 0.5717572
S7_4498961 7 4498961 0.3209556
S7_4503706 7 4503706 0.3682853
S7_4503726 7 4503726 0.2657985
S7_4518222 7 4518222 0.692259
S7_4531548 7 4531548 0.2293706
S7_4533400 7 4533400 0.1608894
S7_4543228 7 4543228 0.326903
S7_4546457 7 4546457 0.0004546879
