"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3005G103650",2.42461606347888e-12,8,"Yes","0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103500",2.43594033833006e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103600",2.43671749444729e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3002G401800",4.2232883856741e-12,29,"Yes","0.2240173,0.2231369,0.2231369,0.06718983,0.2540314,0.8675124,0.1463546,0.1463546,0.140118,0.06307154,0.6554957,0.1458553,0.01830495,0.2308907,0.7765574,0.7596253,0.2042194,0.3843721,0.3843721,0.3843721,0.3297832,0.680482,0.4918173,0.8668937,1.393869e-13,0.6549683,0.1812840518,0.1429197,0.2261416"
"SORBI_3001G424400",1.46773704301495e-11,2,"Yes","0.6554836,7.338526e-12"
"SORBI_3001G453900",1.47393208749236e-11,12,"Yes","1.223515e-12,0.2474701,0.001038118,0.09184652,0.03916125,0.03058235,0.004644552,0.906446,0.1433058,0.4222535,0.8571561,0.4862372"
"SORBI_3002G400050",3.50058870779435e-11,9,"Yes","0.2708565,0.797069,0.3352717,0.5846384,0.299155,3.882848e-12,0.9376222,0.8625523,0.6633335"
"SORBI_3004G161600",8.59945448183908e-11,4,"Yes","0.1744759,2.146879e-11,0.8558552,0.02682272"
"SORBI_3005G124400",2.54411380851138e-10,19,"Yes","0.3737843,0.08709897,0.416128,0.6151635,0.1629893,0.7952295,0.8677882,8.600974e-12,0.8418819,0.6267877,0.2239578,0.0039015721,0.02950219,0.02950286,0.1077845,0.753403113,0.5338063,0.3812427,0.4068933"
"SORBI_3010G213600",6.59784560319565e-10,16,"Yes","0.1552477,0.5316755,0.002151869,0.2193502,0.2878991,0.4125797,0.712382,0.9171415,0.1349597,2.631786e-11,0.9065628,0.1165705,0.7450019,0.9463051,0.6168683,0.3181291"
