GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  72163        1.961     0.024942        0.025191        0.025191
SORBI_3001G000800    1     62892     69306      2       2  72163      0.29396      0.38439         0.39524          0.3711
SORBI_3001G000900    1     79159     81636      4       3  72163     -0.65988      0.74533         0.71686         0.75311
SORBI_3001G001200    1    109968    112306      1       1  72163       1.6273     0.051841        0.052178        0.052178
SORBI_3001G001300    1    112766    116048      2       2  72163      0.84596      0.19879         0.22071         0.17997
SORBI_3001G002000    1    162161    167916      1       1  72163     0.081567       0.4675         0.46674         0.46674
SORBI_3001G002100    1    173605    175832      1       1  72163      0.86032      0.19481         0.19501         0.19501
SORBI_3001G002400    1    216906    219523      1       1  72163       0.5446      0.29302         0.29287         0.29287
SORBI_3001G002700    1    258383    260238      1       1  72163      -1.4632      0.92829         0.92736         0.92736
SORBI_3001G003400    1    298066    299728      3       2  72163     0.041149      0.48359         0.56136         0.41139
SORBI_3001G003500    1    300363    306318      1       1  72163       1.7492     0.040126        0.040452        0.040452
SORBI_3001G003600    1    309245    311054      1       1  72163      0.93509      0.17487         0.17513         0.17513
SORBI_3001G003900    1    334170    338183      2       2  72163     -0.63196      0.73629         0.75357         0.71177
SORBI_3001G004100    1    355496    360888      2       2  72163      -2.1308      0.98345         0.98472         0.97984
SORBI_3001G004400    1    380347    391045      1       1  72163     -0.65869      0.74495         0.74367         0.74367
SORBI_3001G006300    1    576040    577925      1       1  72163      0.32723      0.37175         0.37131         0.37131
SORBI_3001G006400    1    583778    588934      1       1  72163     -0.81534      0.79256         0.79123         0.79123
SORBI_3001G006800    1    691687    694091      4       3  72163      0.46022      0.32268         0.36394         0.28103
SORBI_3001G007000    1    705245    711484      1       1  72163      0.79133      0.21438         0.21449         0.21449
SORBI_3001G007500    1    728051    731978      1       1  72163       1.7249     0.042272        0.042648        0.042648
SORBI_3001G007800    1    739596    746898      1       1  72163      -1.0256      0.84747         0.84597         0.84597
SORBI_3001G008200    1    759332    762941      1       1  72163      0.22887      0.40949          0.4088          0.4088
SORBI_3001G008300    1    766997    772094      2       2  72163       1.0221      0.15337         0.17882         0.13284
SORBI_3001G008800    1    824643    826523      2       1  72163     -0.96186      0.83194         0.85408         0.80713
SORBI_3001G009000    1    833474    841001      2       2  72163      0.62433      0.26621         0.30224         0.23425
SORBI_3001G009200    1    848269    854834      3       3  72163      -0.2163      0.58562         0.58858         0.56752
SORBI_3001G009300    1    860540    865043      1       1  72163     -0.73976      0.77028         0.76886         0.76886
SORBI_3001G009700    1    881235    889724      1       1  72163     -0.80073      0.78835          0.7869          0.7869
SORBI_3001G010200    1    917429    924294      6       4  72163     -0.27135      0.60694          0.5751         0.61359
SORBI_3001G010300    1    919634    925242      6       4  72163     -0.27135      0.60694          0.5751         0.61359
SORBI_3001G010600    1    934690    938671      1       1  72163       1.0466      0.14765         0.14797         0.14797
SORBI_3001G011600    1   1004121   1006547      2       1  72163      -0.9946      0.84003         0.85369         0.81829
SORBI_3001G011800    1   1015540   1016301      1       1  72163     -0.50554      0.69341         0.69192         0.69192
SORBI_3001G012000    1   1031520   1034071      1       1  72163     -0.44633      0.67232         0.67093         0.67093
SORBI_3001G012100    1   1042020   1047090      2       2  72163       0.5763      0.28221         0.31795         0.25009
