GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  71870     -0.91793      0.82067         0.81877         0.81877
SORBI_3001G000800    1     62892     69306      2       2  71870      0.33846      0.36751         0.41326         0.32443
SORBI_3001G000900    1     79159     81636      4       3  71870       1.2397      0.10754         0.19057        0.063934
SORBI_3001G001200    1    109968    112306      1       1  71870     -0.63444       0.7371         0.73537         0.73537
SORBI_3001G001300    1    112766    116048      2       2  71870     -0.52724      0.70099         0.71887         0.67639
SORBI_3001G002000    1    162161    167916      1       1  71870     -0.59785      0.72503         0.72334         0.72334
SORBI_3001G002100    1    173605    175832      1       1  71870      0.25033      0.40117         0.40063         0.40063
SORBI_3001G002400    1    216906    219523      1       1  71870      0.59836       0.2748         0.27472         0.27472
SORBI_3001G002700    1    258383    260238      1       1  71870      0.51749      0.30241         0.30218         0.30218
SORBI_3001G003400    1    298066    299728      3       2  71870      -0.9324      0.82444         0.84789         0.78488
SORBI_3001G003500    1    300363    306318      1       1  71870      -2.0452      0.97958         0.97914         0.97914
SORBI_3001G003600    1    309245    311054      1       1  71870     -0.45782      0.67646         0.67512         0.67512
SORBI_3001G003900    1    334170    338183      2       2  71870       1.1945      0.11614         0.14276        0.096189
SORBI_3001G004100    1    355496    360888      2       2  71870      0.85365      0.19665         0.23435         0.16575
SORBI_3001G004400    1    380347    391045      1       1  71870      0.21494      0.41491         0.41422         0.41422
SORBI_3001G006300    1    576040    577925      1       1  71870       1.2035      0.11439         0.11474         0.11474
SORBI_3001G006400    1    583778    588934      1       1  71870      -1.2823      0.90013         0.89889         0.89889
SORBI_3001G006800    1    691687    694091      4       3  71870     0.057504      0.47707         0.43123          0.5046
SORBI_3001G007000    1    705245    711484      1       1  71870     -0.79501       0.7867         0.78538         0.78538
SORBI_3001G007500    1    728051    731978      1       1  71870      0.79677      0.21279         0.21293         0.21293
SORBI_3001G007800    1    739596    746898      2       2  71870     -0.23005      0.59097         0.59501         0.58078
SORBI_3001G008200    1    759332    762941      1       1  71870      0.67916      0.24852         0.24853         0.24853
SORBI_3001G008300    1    766997    772094      2       2  71870     -0.35444       0.6385         0.59531         0.67691
