GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  64596      -1.2238      0.88949         0.88856         0.88856
SORBI_3001G000800    1     62892     69306      2       2  64596      0.50288      0.30753         0.32619         0.28893
SORBI_3001G000900    1     79159     81636      4       3  64596      -1.9345      0.97348         0.98508         0.95147
SORBI_3001G001300    1    112766    116048      2       2  64596      -2.0165      0.97812         0.97952         0.97417
SORBI_3001G002100    1    173605    175832      1       1  64596      -1.1367      0.87218          0.8708          0.8708
SORBI_3001G002400    1    216906    219523      1       1  64596     -0.50982      0.69491         0.69354         0.69354
SORBI_3001G002700    1    258383    260238      1       1  64596       1.2827     0.099796         0.10011         0.10011
SORBI_3001G003400    1    298066    299728      3       2  64596      0.44912      0.32667         0.29943         0.35361
SORBI_3001G003500    1    300363    306318      1       1  64596     -0.67358      0.74971         0.74817         0.74817
SORBI_3001G003600    1    309245    311054      1       1  64596     -0.50906      0.69464         0.69308         0.69308
SORBI_3001G003900    1    334170    338183      3       3  64596      0.67868      0.24867          0.2098         0.29517
SORBI_3001G004100    1    355496    360888      2       2  64596     -0.31714      0.62443         0.61868         0.62294
SORBI_3001G004400    1    380347    391045      1       1  64596     -0.70017      0.75809         0.75655         0.75655
SORBI_3001G006300    1    576040    577925      1       1  64596       0.4403      0.32986         0.32957         0.32957
SORBI_3001G006400    1    583778    588934      1       1  64596       1.9002     0.028702        0.028961        0.028961
SORBI_3001G006800    1    691687    694091      2       2  64596      0.76965      0.22075         0.25786         0.18956
SORBI_3001G007000    1    705245    711484      1       1  64596       1.3257     0.092474        0.092908        0.092908
SORBI_3001G007500    1    728051    731978      1       1  64596      0.64791      0.25852         0.25851         0.25851
SORBI_3001G007800    1    739596    746898      3       3  64596       1.3728     0.084902        0.051853         0.14585
SORBI_3001G008200    1    759332    762941      1       1  64596      0.52543      0.29964         0.29949         0.29949
SORBI_3001G008300    1    766997    772094      2       2  64596        1.081      0.13986         0.14139         0.14105
SORBI_3001G009000    1    833474    841001      2       2  64596      0.29031      0.38579         0.42156         0.35074
SORBI_3001G009200    1    848269    854834      3       3  64596      -1.4318      0.92389         0.93396         0.89885
SORBI_3001G009300    1    860540    865043      1       1  64596      0.43305      0.33249         0.33223         0.33223
