"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3005G103650",2.42472708578134e-12,8,"Yes","0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103500",2.43660647214483e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103600",2.43960407431132e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3002G401800",4.04565270173407e-12,29,"Yes","0.2240173,0.2231369,0.2231369,0.06718983,0.2540314,0.8675124,0.1463546,0.1463546,0.140118,0.06307154,0.6554957,0.1458553,0.01830495,0.2308907,0.7765574,0.7596253,0.2042194,0.3843721,0.3843721,0.3843721,0.3297832,0.680482,0.4918173,0.8668937,1.393869e-13,0.6549683,0.1812840518,0.1429197,0.2261416"
"SORBI_3001G453900",1.46754830510076e-11,12,"Yes","1.223515e-12,0.2474701,0.001038118,0.09184652,0.03916125,0.03058235,0.004644552,0.906446,0.1433058,0.4222535,0.8571561,0.4862372"
"SORBI_3001G424400",1.46771483855446e-11,2,"Yes","0.6554836,7.338526e-12"
"SORBI_3002G400050",3.48970852215302e-11,9,"Yes","0.2708565,0.797069,0.3352717,0.5846384,0.299155,3.882848e-12,0.9376222,0.8625523,0.6633335"
"SORBI_3004G161600",8.58741966425214e-11,4,"Yes","0.1744759,2.146879e-11,0.8558552,0.02682272"
"SORBI_3005G124400",1.84199877573121e-10,19,"Yes","0.3737843,0.08709897,0.416128,0.6151635,0.1629893,0.7952295,0.8677882,8.600974e-12,0.8418819,0.6267877,0.2239578,0.0039015721,0.02950219,0.02950286,0.1077845,0.753403113,0.5338063,0.3812427,0.4068933"
"SORBI_3010G231500",3.1587887860951e-10,11,"Yes","0.00475304,0.0002467661,0.8574152,0.8574152,0.03796881,2.858853e-11,0.1252715,0.06493562,0.5103984,0.6068138,0.6928519"
"SORBI_3010G213600",5.69645552950249e-10,16,"Yes","0.1552477,0.5316755,0.002151869,0.2193502,0.2878991,0.4125797,0.712382,0.9171415,0.1349597,2.631786e-11,0.9065628,0.1165705,0.7450019,0.9463051,0.6168683,0.3181291"
"SORBI_3010G269200",1.21539189823494e-09,4,"Yes","3.031143e-10,0.04675,0.009352284,0.9937136"
"SORBI_3006G256300",1.45544498675321e-09,12,"Yes","0.2196589,0.9686549,0.7279159,0.7807904,0.2569014,1.973344e-09,1.110766e-10,0.004186083,0.790924,0.01177632,9.932579e-05,0.2444194"
"SORBI_3009G147000",2.47254727803181e-09,24,"Yes","0.1442472,0.003696366,1.017492e-10,0.4280918,0.518358,0.001476132,0.002238246,0.008812635,0.9961004,0.07335557,0.02595236,0.9157808,0.1754912,0.1972301,0.4068802,0.5480043,0.8015808,0.9228301,0.003847603,0.6771716916,0.834647695,0.04226773,0.02633059,0.002578477"
"SORBI_3003G321200",2.8029066845292e-09,15,"Yes","0.6941648,2.543469e-07,1.973246e-07,1.973246e-07,1.973246e-07,6.707916e-08,3.792992e-10,0.1238501,0.3458008,0.1238501,0.8317903,0.8317903,0.8317903,0.7745403,0.02430387"
"SORBI_3010G200400",2.90242385680983e-09,5,"Yes","6.166109e-10,0.01472294,0.6783216,0.6783216,0.621816"
"SORBI_3004G074200",3.76336872776051e-09,3,"Yes","0.4246595,0.3854873,1.260648e-09"
"SORBI_3010G242800",3.860433e-09,1,"No","3.860433e-09"
"SORBI_3004G161751",4.25388091418455e-09,26,"Yes","0.1852954,0.4294539,0.6250501,0.6250501,1.647163e-10,0.6250501,0.45581,0.3100336,0.3100336,0.3100336,0.3100336,0.09966391,0.001484402,0.03602447,0.3011835,0.06121089,0.4747022,0.4321464,0.8844236,0.4246525,0.9064265,0.1887065,5.637966e-06,0.6028398,0.0957903,0.875638"
"SORBI_3010G269300",4.27928281698797e-09,14,"Yes","3.031143e-10,0.04675,0.009352284,0.9937136,0.8346419,0.8327362,0.8346419,0.6634932,0.1266302,0.1270515,0.1027535,0.02616923,0.1260177,0.05502019"
"SORBI_3010G057700",5.03460995116001e-09,14,"Yes","0.05438736,0.002587466,0.4619242,4.641311e-07,3.481031e-10,0.009904894,0.7372366,0.6711152,0.004430509,0.2390605,0.9190105,0.9190105,0.1740641,0.3595303"
"SORBI_3010G057800",5.39063194082701e-09,14,"Yes","0.05438736,0.002587466,0.4619242,4.641311e-07,3.481031e-10,0.009904894,0.7372366,0.6711152,0.004430509,0.2390605,0.9190105,0.9190105,0.1740641,0.3595303"
"SORBI_3002G401100",5.8260077873129e-09,16,"Yes","0.2327028,0.3375415,0.4865477,3.157855e-10,0.4696945,0.3973079,0.4680561,0.8704389,0.3721048,0.1308856,0.1370386,0.1410957,0.4220009,0.8833438,0.5956703,0.6569734"
"SORBI_3010G061700",9.99994531625248e-09,14,"Yes","9.491152e-09,9.491152e-09,6.762687e-08,9.491152e-09,0.5179399,0.003868272,0.01864916,0.04997234,3.244946e-05,0.1437805,0.5323916,0.2386485,0.000317134,0.6231816"
"SORBI_3010G086600",1.00676383896214e-08,17,"Yes","0.2751679,0.9107707,0.3021638,0.399783,0.399783,0.399783,0.0004414417,0.1387924,0.1240437,0.3430974,0.1846977,0.8332727,0.7519971,6.124206e-10,0.0008343856,0.0006066126,0.01137576"
"SORBI_3003G202400",1.01614570091613e-08,7,"Yes","2.158011e-05,2.158011e-05,0.611142,0.3520724,0.7780167,1.181586e-09,0.6069655"
"SORBI_3003G125100",1.03813653229423e-08,9,"Yes","1.325217e-06,0.842052,7.619235e-09,7.619235e-09,0.5829246,0.8005364,2.902168e-06,2.902168e-06,0.5357326"
"SORBI_3001G006000",1.173855623815e-08,6,"Yes","0.6844027,0.6002196,0.8025169,1.614226e-09,0.9701244,0.5032924"
"SORBI_3001G006101",1.3581612057223e-08,8,"Yes","0.6844027,0.6002196,0.8025169,1.614226e-09,0.9701244,0.5032924,0.6644544,0.6628556"
"SORBI_3010G019100",1.45662266692881e-08,12,"Yes","0.4732711,0.8141813,1.100811e-09,0.4851821,0.1127428,0.594134,0.6234211,0.1510827,0.2226945,0.9125859,0.5092125,0.5249662"
"SORBI_3002G400600",1.47900364178e-08,5,"Yes","0.5948992,0.4598216,0.1697509,3.287902e-09,0.8625764"
"SORBI_3003G311400",1.52828758537282e-08,13,"Yes","9.718663e-10,0.7982806,0.002389476,0.008596441,0.0281868,0.1690897,0.2651121,0.1284546,0.8872764,0.5631053,0.8695281,0.4153154,0.9285789"
"SORBI_3003G098300",1.70927236808893e-08,22,"Yes","0.7717827,0.6769194,0.7291956,0.7397859,0.7753098,0.4841712,0.27411,0.2572961,0.6010515,0.2872663,0.4037498,0.001311673,0.06444199,0.01372965,0.01372965,0.01372965,0.02465415,0.1618703,0.0002446413,0.0002446413,3.056682e-09,3.056682e-09"
"SORBI_3004G074300",1.78783651216818e-08,11,"Yes","0.4246595,0.3854873,1.260648e-09,0.9538692,0.017182,0.2824762,0.5174818,0.1340817,0.06077388,0.06064544,0.06077388"
"SORBI_3010G086500",1.8656394318306e-08,27,"Yes","0.9672471,0.9091734,0.8731759,0.8731759,0.9750051,0.7939812,0.7939812,0.8152623,0.3638343,0.847213,0.9695288,0.05493706,0.06298962,0.2751679,0.9107707,0.3021638,0.399783,0.399783,0.399783,0.0004414417,0.1387924,0.1240437,0.3430974,0.1846976863,0.8332727,0.7519971,6.124206e-10"
"SORBI_3001G377700",1.89608558853749e-08,16,"Yes","0.7537753,2.544753e-05,2.544753e-05,2.479384e-05,2.479384e-05,0.252684,2.2086e-05,6.668933e-06,0.02220014,7.096078e-05,0.3136592,0.6246528,0.4011508,3.647838e-05,5.631909e-07,5.631909e-07"
"SORBI_3004G190600",2.07632937510027e-08,8,"Yes","0.6205146,0.4613699,0.2222428,0.7612787,0.7612787,0.783255,2.180814e-09,0.863903"
