"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3005G103650",2.42472708578134e-12,8,"Yes","0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103600",2.46758169453187e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3005G103500",2.47057929669836e-12,9,"Yes","0.2348812,0.628713,7.466298e-11,0.0006129438,7.466298e-11,2.799298e-11,0.5867855,2.202072e-06,2.202072e-06"
"SORBI_3001G453900",1.46733736272608e-11,12,"Yes","1.223515e-12,0.2474701,0.001038118,0.09184652,0.03916125,0.03058235,0.004644552,0.906446,0.1433058,0.4222535,0.8571561,0.4862372"
"SORBI_3001G424400",1.46780365639643e-11,2,"Yes","0.6554836,7.338526e-12"
"SORBI_3002G401800",2.44347875266726e-11,29,"Yes","0.2240173,0.2231369,0.2231369,0.06718983,0.2540314,0.8675124,0.1463546,0.1463546,0.140118,0.06307154,0.6554957,0.1458553,0.01830495,0.2308907,0.7765574,0.7596253,0.2042194,0.3843721,0.3843721,0.3843721,0.3297832,0.680482,0.4918173,0.8668937,1.393869e-13,0.6549683,0.1812840518,0.1429197,0.2261416"
"SORBI_3002G400050",3.4945268900799e-11,9,"Yes","0.2708565,0.797069,0.3352717,0.5846384,0.299155,3.882848e-12,0.9376222,0.8625523,0.6633335"
"SORBI_3004G161600",8.58757509547559e-11,4,"Yes","0.1744759,2.146879e-11,0.8558552,0.02682272"
"SORBI_3005G124400",1.64153468595885e-10,19,"Yes","0.3737843,0.08709897,0.416128,0.6151635,0.1629893,0.7952295,0.8677882,8.600974e-12,0.8418819,0.6267877,0.2239578,0.0039015721,0.02950219,0.02950286,0.1077845,0.753403113,0.5338063,0.3812427,0.4068933"
"SORBI_3010G231500",3.14041348481453e-10,11,"Yes","0.00475304,0.0002467661,0.8574152,0.8574152,0.03796881,2.858853e-11,0.1252715,0.06493562,0.5103984,0.6068138,0.6928519"
"SORBI_3010G213600",4.19985379807031e-10,16,"Yes","0.1552477,0.5316755,0.002151869,0.2193502,0.2878991,0.4125797,0.712382,0.9171415,0.1349597,2.631786e-11,0.9065628,0.1165705,0.7450019,0.9463051,0.6168683,0.3181291"
"SORBI_3010G269200",1.21269094766063e-09,4,"Yes","3.031143e-10,0.04675,0.009352284,0.9937136"
"SORBI_3006G256300",1.58005752926016e-09,12,"Yes","0.2196589,0.9686549,0.7279159,0.7807904,0.2569014,1.973344e-09,1.110766e-10,0.004186083,0.790924,0.01177632,9.932579e-05,0.2444194"
"SORBI_3009G147000",2.543316779402e-09,24,"Yes","0.1442472,0.003696366,1.017492e-10,0.4280918,0.518358,0.001476132,0.002238246,0.008812635,0.9961004,0.07335557,0.02595236,0.9157808,0.1754912,0.1972301,0.4068802,0.5480043,0.8015808,0.9228301,0.003847603,0.6771716916,0.834647695,0.04226773,0.02633059,0.002578477"
"SORBI_3003G321200",3.66157926201538e-09,15,"Yes","0.6941648,2.543469e-07,1.973246e-07,1.973246e-07,1.973246e-07,6.707916e-08,3.792992e-10,0.1238501,0.3458008,0.1238501,0.8317903,0.8317903,0.8317903,0.7745403,0.02430387"
