"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3001G251200",9.33031429894982e-13,15,"Yes","0.2363793,0.260781,0.2784733,0.2784733,0.1168398,0.06307271,0.0008839468,3.48777e-09,5.044288e-09,0.4903756,1.773141e-10,2.558301e-10,2.558301e-10,1.375852e-12,1.167539e-06"
"SORBI_3001G250150",1.3333323334308e-10,2,"Yes","0.2016947,6.667879e-11"
"SORBI_3004G038500",6.62296217868175e-10,3,"Yes","1.112249e-10,0.3291631,0.0005185701"
"SORBI_3004G089700",1.063468e-09,1,"No","1.063468e-09"
"SORBI_3006G264000",2.10049955207126e-09,4,"Yes","0.0001541192,0.0001935127,3.134264e-10,3.343425e-09"
"SORBI_3001G444100",2.92914847932479e-09,4,"Yes","2.936556e-06,6.329207e-09,6.329207e-09,0.3527555"
"SORBI_3003G106800",3.89429233305094e-09,6,"Yes","7.045372e-07,7.413811e-07,1.943357e-08,1.765604e-05,9.047872e-09,4.10446e-05"
"SORBI_3002G355100",4.40663117107221e-09,2,"Yes","2.203437e-09,0.177106"
"SORBI_3003G008000",4.54724724541222e-09,18,"Yes","1.593633e-08,1.593633e-08,0.00748853,0.5022312,0.004363732,0.385885,0.6236573,0.7479196,0.881765,0.7830998,0.8204873,0.9189125,2.19178e-06,0.9189125,0.9189125,0.001974766,5.356013e-08,2.29238e-08"
"SORBI_3006G213300",4.71785921440926e-09,2,"Yes","2.359048e-09,0.2365316"
"SORBI_3010G221200",5.29373589408522e-09,4,"Yes","2.918792e-06,7.470614e-10,0.9753322,0.7668192"
"SORBI_3010G254200",7.44843298150499e-09,2,"Yes","0.1179347,3.724259e-09"
"SORBI_3003G007700",9.144391e-09,1,"No","9.144391e-09"
"SORBI_3007G034700",9.201755e-09,1,"No","9.201755e-09"
"SORBI_3001G105700",9.567812e-09,1,"No","9.567812e-09"
"SORBI_3010G053300",2.16767431782117e-08,4,"Yes","1.801524e-07,1.046353e-06,6.437994e-07,1.634142e-07"
"SORBI_3009G131300",2.49382683392696e-08,3,"Yes","0.07217641,4.364749e-09,0.044952"
"SORBI_3003G007900",2.67953257360176e-08,2,"Yes","1.593633e-08,1.593633e-08"
"SORBI_3004G071000",3.282197e-08,1,"No","3.282197e-08"
"SORBI_3003G422200",3.789961e-08,1,"No","3.789961e-08"
"SORBI_3001G105600",3.99830489827835e-08,3,"Yes","0.1767938,0.2196039,6.664946e-09"
"SORBI_3004G070200",5.58957231611146e-08,2,"Yes","0.4059596,2.794805e-08"
"SORBI_3002G354600",9.977304e-08,1,"No","9.977304e-08"
"SORBI_3006G208800",1.091205e-07,1,"No","1.091205e-07"
"SORBI_3001G094900",1.18423163275594e-07,2,"Yes","7.056092e-08,7.230922e-08"
"SORBI_3010G229801",1.56564230135992e-07,4,"Yes","3.512682e-05,0.1278413,4.182146e-06,0.06319339"
"SORBI_3001G354900",2.659401e-07,1,"No","2.659401e-07"
