GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  96695       0.1824      0.42763         0.42705         0.42705
Zm00001eb000640    1    2737442    2740118      1       1  96695       2.6241    0.0043436       0.0044224       0.0044224
Zm00001eb000670    1    2800774    2803236      2       2  96695       1.7871     0.036957        0.059198        0.024036
Zm00001eb000720    1    2869576    2874482      2       2  96695       2.7314    0.0031533       0.0030869       0.0037308
Zm00001eb000740    1    2874505    2883698      1       1  96695         0.23      0.40905         0.40839         0.40839
Zm00001eb000750    1    2875398    2880118      1       1  96695         0.23      0.40905         0.40839         0.40839
Zm00001eb000780    1    2950594    2963259      3       3  96695       3.2199   0.00064115      0.00073621      0.00078105
Zm00001eb000810    1    2991876    3014032      6       3  96695       4.3606   6.4853e-06       0.0001393      1.3857e-06
Zm00001eb000830    1    3028126    3030012      3       3  96695       5.1071   1.6356e-07      7.0475e-08       9.844e-07
Zm00001eb000920    1    3263012    3279756      1       1  96695     -0.13194      0.55249         0.55147         0.55147
Zm00001eb000960    1    3359130    3361295      1       1  96695       1.8491      0.03222        0.032598        0.032598
Zm00001eb000970    1    3362236    3365818      1       1  96695      -0.2746      0.60819         0.60713         0.60713
Zm00001eb001040    1    3473728    3478290      4       3  96695       2.3003     0.010715       0.0074116        0.019511
Zm00001eb001110    1    3642003    3652191      7       6  96695       5.7962   3.3925e-09      4.3494e-11      5.7891e-06
Zm00001eb001120    1    3732742    3735652      1       1  96695      -1.6157      0.94693         0.94605         0.94605
Zm00001eb001430    1    4173806    4249156     11       7  96695       2.5499    0.0053878       0.0096987       0.0069107
Zm00001eb001480    1    4358163    4359539      2       1  96695       3.7255   9.7449e-05       0.0001275      8.1383e-05
Zm00001eb001510    1    4447853    4452527      3       3  96695       5.7424   4.6675e-09      2.7275e-07      2.4749e-10
Zm00001eb001690    1    5055289    5057805      3       3  96695      0.70608      0.24007         0.24001         0.24079
Zm00001eb001870    1    5434423    5440930      1       1  96695       2.3078     0.010504        0.010655        0.010655
Zm00001eb002000    1    5743584    5766324     13      11  96695       6.2175    2.526e-10      7.9958e-13      2.1316e-05
Zm00001eb002100    1    6021571    6114922     14      12  96695      0.94399      0.17259         0.11124         0.28956
Zm00001eb002170    1    6200061    6204667      7       6  96695       2.4434    0.0072742        0.018713       0.0049427
Zm00001eb002180    1    6223600    6228409      1       1  96695       2.6931    0.0035399        0.003614        0.003614
Zm00001eb002430    1    6782672    6793725      2       2  96695       3.1981    0.0006917       0.0010685      0.00052154
Zm00001eb002540    1    7181045    7201561      4       3  96695       5.4466   2.5677e-08      2.0481e-05      1.7296e-10
Zm00001eb002590    1    7298972    7300989      3       3  96695       2.1598     0.015395        0.017548        0.015131
Zm00001eb002610    1    7337514    7342201      4       2  96695       3.1056   0.00094957       0.0011377       0.0013324
Zm00001eb002620    1    7344153    7348877      2       2  96695       4.7099   1.2392e-06      1.5647e-07      1.5635e-05
Zm00001eb002640    1    7399951    7402416      6       5  96695       2.1889     0.014301        0.023619        0.012293
Zm00001eb002830    1    7953030    7955203      2       2  96695       1.5512     0.060431         0.06155        0.061962
Zm00001eb002880    1    7995660    8000444      9       7  96695       4.2095   1.2795e-05      4.4439e-06      0.00014725
Zm00001eb002890    1    8030978    8031633      1       1  96695       1.3582     0.087197        0.087619        0.087619
Zm00001eb003040    1    8268532    8271928      1       1  96695       7.2778   1.6961e-13      1.9816e-13      1.9816e-13
Zm00001eb003050    1    8271065    8271757      1       1  96695       7.2778   1.6961e-13      1.9816e-13      1.9816e-13
Zm00001eb003060    1    8274777    8292607      6       5  96695       2.8279    0.0023428       0.0010564       0.0086041
Zm00001eb003160    1    8514570    8518418      1       1  96695       2.4859    0.0064619       0.0065887       0.0065887
Zm00001eb003220    1    8636709    8638722      7       6  96695       2.6533    0.0039859       0.0027696       0.0090938
Zm00001eb003230    1    8636709    8642534      8       7  96695       3.5218   0.00021431      7.3066e-05       0.0015031
Zm00001eb003350    1    8944150    8949254      4       3  96695      -1.1126      0.86707         0.86375          0.8456
Zm00001eb003460    1    9164434    9168992      1       1  96695       4.9971   2.9095e-07      3.1506e-07      3.1506e-07
Zm00001eb003540    1    9423681    9428283      1       1  96695       2.1039     0.017692        0.017908        0.017908
Zm00001eb003550    1    9483547    9565925      8       4  96695      0.39275      0.34725         0.37396         0.31327
Zm00001eb003670    1    9922122    9932704      1       1  96695       4.6766   1.4585e-06      1.5579e-06      1.5579e-06
Zm00001eb003810    1   10427630   10507897      5       4  96695      0.65573        0.256         0.22828         0.28715
Zm00001eb003880    1   10679227   10681893      1       1  96695      -1.1971      0.88438          0.8832          0.8832
Zm00001eb004170    1   11486189   11491069      3       3  96695       2.3182     0.010219         0.01572        0.008157
Zm00001eb004250    1   11847885   11880702      2       2  96695       2.9331    0.0016781       0.0024418       0.0013189
Zm00001eb004290    1   11999339   12034402      2       2  96695       2.0179     0.021803        0.019465        0.026857
Zm00001eb004360    1   12181024   12182613      1       1  96695       2.9468    0.0016054       0.0016488       0.0016488
Zm00001eb004420    1   12250196   12255463      1       1  96695       1.4152     0.078507        0.078871        0.078871
Zm00001eb004470    1   12338113   12339599      1       1  96695       1.5947     0.055393        0.055809        0.055809
Zm00001eb004490    1   12343656   12345162      2       2  96695       5.4131   3.0976e-08      4.9773e-06      3.3524e-10
Zm00001eb004540    1   12434130   12438763      4       2  96695      0.41691      0.33837         0.27693         0.40829
Zm00001eb004560    1   12516663   12520623      6       5  96695       6.8097   4.8898e-12      1.0255e-12      2.0248e-09
Zm00001eb004760    1   13031568   13034810      3       2  96695     0.093684      0.46268         0.43442         0.48602
Zm00001eb004940    1   13470997   13486090      1       1  96695        5.683   6.6157e-09      7.2471e-09      7.2471e-09
Zm00001eb005030    1   13799902   13806468      2       2  96695       1.1233      0.13067         0.14409         0.12037
Zm00001eb005100    1   14102501   14104598      4       3  96695       2.3365    0.0097313        0.011332         0.01144
Zm00001eb005210    1   14480449   14500094      1       1  96695        4.623   1.8912e-06      2.0132e-06      2.0132e-06
Zm00001eb005430    1   15070098   15073238      1       1  96695       1.4702     0.070757         0.07111         0.07111
Zm00001eb005670    1   15906138   15912356      4       3  96695       3.3085   0.00046892      0.00024097       0.0016702
Zm00001eb005710    1   16122256   16129623      5       4  96695       4.7035   1.2785e-06      1.3795e-07      3.6995e-05
Zm00001eb005770    1   16331561   16342289      2       2  96695       6.0621   6.7183e-10      4.4622e-08       1.746e-11
Zm00001eb005820    1   16601750   16617586      5       4  96695       4.2367   1.1341e-05       5.565e-06      5.1914e-05
Zm00001eb006030    1   17085942   17087938      3       3  96695       6.0305   8.1723e-10      7.3755e-11      3.3261e-08
Zm00001eb006170    1   17699837   17701555      2       2  96695      0.71078      0.23861         0.27831         0.20486
Zm00001eb006190    1   17722814   17726372      1       1  96695        3.832   6.3559e-05      6.5982e-05      6.5982e-05
Zm00001eb006270    1   17840879   17856767      1       1  96695        4.366   6.3283e-06      6.7689e-06      6.7689e-06
Zm00001eb006480    1   18176191   18197270      5       3  96695       4.5577   2.5857e-06      3.0605e-06      5.6789e-06
Zm00001eb006560    1   18473259   18494112      1       1  96695       1.0864      0.13864         0.13904         0.13904
Zm00001eb006570    1   18635648   18647229      2       2  96695      0.51723       0.3025         0.34799         0.26237
Zm00001eb006790    1   19640698   19641252      3       3  96695       4.2701    9.768e-06      1.3647e-06       0.0001307
Zm00001eb006800    1   19641289   19643468      2       2  96695        1.531     0.062884        0.084052        0.049026
Zm00001eb006860    1   19814662   19818158      2       2  96695      0.97714      0.16425         0.19641          0.1387
Zm00001eb006890    1   19954509   19980165     13      11  96695       4.3006   8.5187e-06      5.0897e-07       0.0013151
Zm00001eb006920    1   20111600   20117637      2       2  96695       5.7818   3.6951e-09      4.9166e-09      6.3454e-09
Zm00001eb007080    1   20696669   20701774      3       3  96695       3.6749   0.00011897      3.8138e-05      0.00069564
Zm00001eb007230    1   21541063   21543518      1       1  96695       4.2715   9.7082e-06      1.0237e-05      1.0237e-05
Zm00001eb007310    1   21693058   21711680      9       7  96695       6.1248    4.541e-10      4.5032e-10      1.8578e-08
Zm00001eb007330    1   21756736   21760748      4       3  96695       6.3934   8.1121e-11      4.0698e-11      1.6294e-09
Zm00001eb007580    1   22258455   22262373      4       3  96695       4.7982   8.0037e-07      6.5967e-07      3.2686e-06
