GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98076     -0.78274      0.78311          0.7818          0.7818
Zm00001eb000640    1    2737442    2740118      1       1  98076      0.99516      0.15983         0.16011         0.16011
Zm00001eb000670    1    2800774    2803236      2       2  98076       2.6267     0.004311        0.010286       0.0020076
Zm00001eb000720    1    2869576    2874482      7       3  98076       1.0553      0.14565         0.40084        0.059177
Zm00001eb000740    1    2874505    2883698      1       1  98076       1.8979     0.028855        0.029153        0.029153
Zm00001eb000750    1    2875398    2880118      1       1  98076       1.8979     0.028855        0.029153        0.029153
Zm00001eb000780    1    2950594    2963259      3       3  98076      0.23346       0.4077         0.34314         0.47853
Zm00001eb000810    1    2991876    3014032      6       3  98076       3.0555    0.0011235        0.018651      0.00013756
Zm00001eb000830    1    3028126    3030012      3       3  98076       5.4294   2.8272e-08      3.2723e-09       6.591e-07
Zm00001eb000920    1    3263012    3279756      1       1  98076       1.1132      0.13281         0.13315         0.13315
Zm00001eb000960    1    3359130    3361295      1       1  98076       3.0656    0.0010862       0.0011189       0.0011189
Zm00001eb000970    1    3362236    3365818      1       1  98076    -0.017784      0.50709         0.50589         0.50589
Zm00001eb001040    1    3473728    3478290      4       3  98076       1.3128     0.094627        0.074214          0.1281
Zm00001eb001110    1    3642003    3652191      8       7  98076       4.1183   1.9081e-05       4.637e-06      0.00033737
Zm00001eb001120    1    3732742    3735652      1       1  98076     -0.13852      0.55509         0.55403         0.55403
Zm00001eb001430    1    4173806    4249156     11       7  98076     -0.11952      0.54757         0.49111         0.57902
Zm00001eb001480    1    4358163    4359539      3       2  98076       1.9754     0.024112        0.024936        0.027429
Zm00001eb001510    1    4447853    4452527      3       3  98076       2.1059     0.017608        0.017124        0.021777
Zm00001eb001690    1    5055289    5057805      3       3  98076      -1.2461      0.89364         0.89157         0.88518
Zm00001eb001870    1    5434423    5440930      1       1  98076     -0.17924      0.57112         0.57003         0.57003
Zm00001eb002000    1    5743584    5766324     13      11  98076        3.139   0.00084756      0.00049758       0.0050427
Zm00001eb002100    1    6021571    6114922     14      12  98076       1.3076     0.095497        0.074711         0.14915
Zm00001eb002170    1    6200061    6204667      7       6  98076        1.851     0.032085         0.02453        0.053973
Zm00001eb002180    1    6223600    6228409      1       1  98076       1.6596     0.048496        0.048877        0.048877
Zm00001eb002430    1    6782672    6793725      2       2  98076      0.89424       0.1856         0.21022         0.16498
Zm00001eb002540    1    7181045    7201561      4       3  98076       5.3964   3.3992e-08      1.2891e-05       3.441e-10
Zm00001eb002590    1    7298972    7300989      3       3  98076       4.5125   3.2032e-06      1.4368e-06      1.2954e-05
Zm00001eb002610    1    7337514    7342201      4       2  98076       1.2926     0.098081        0.097487         0.11307
Zm00001eb002620    1    7344153    7348877      2       2  98076       3.9569   3.7961e-05      5.7067e-05      3.4227e-05
Zm00001eb002640    1    7399951    7402416      6       5  98076       1.4876      0.06843         0.12202        0.045086
Zm00001eb002830    1    7953030    7955203      2       2  98076       1.4498     0.073561         0.05307         0.10453
Zm00001eb002880    1    7995660    8000444      9       7  98076       5.5753   1.2358e-08      2.4414e-09      1.7358e-06
Zm00001eb002890    1    8030978    8031633      1       1  98076      0.45601      0.32419         0.32394         0.32394
Zm00001eb003040    1    8268532    8271928      1       1  98076       1.2604      0.10377         0.10416         0.10416
Zm00001eb003050    1    8271065    8271757      1       1  98076       1.2604      0.10377         0.10416         0.10416
Zm00001eb003060    1    8274777    8292607      6       5  98076      0.44097      0.32962         0.19867         0.53494
Zm00001eb003160    1    8514570    8518418      1       1  98076       1.7677     0.038553        0.038875        0.038875
Zm00001eb003220    1    8636709    8638722      7       6  98076       3.4034   0.00033273      0.00026659       0.0013045
Zm00001eb003230    1    8636709    8642534      8       7  98076       3.3271   0.00043883      0.00040662       0.0014907
Zm00001eb003350    1    8944150    8949254      4       3  98076       2.8496    0.0021889       0.0014606       0.0048396
Zm00001eb003460    1    9164434    9168992      1       1  98076      -1.2749      0.89883         0.89769         0.89769
Zm00001eb003540    1    9423681    9428283      1       1  98076       1.4316     0.076132        0.076516        0.076516
Zm00001eb003550    1    9483547    9565925      8       4  98076      0.77981      0.21775         0.26039         0.18587
Zm00001eb003670    1    9922122    9932704      1       1  98076       2.7248     0.003217       0.0032765       0.0032765
Zm00001eb003810    1   10427630   10507897      5       4  98076      0.71198      0.23824         0.15103         0.37749
Zm00001eb003880    1   10679227   10681893      1       1  98076      -1.0094      0.84362          0.8423          0.8423
Zm00001eb004170    1   11486189   11491069      3       3  98076       1.8512     0.032071        0.059859        0.019129
Zm00001eb004250    1   11847885   11880702      2       2  98076       1.8102     0.035134        0.048755        0.026557
Zm00001eb004260    1   11938116   11939457      1       1  98076     -0.56179      0.71287         0.71155         0.71155
Zm00001eb004290    1   11999339   12034402      2       2  98076      0.32146      0.37393         0.32672         0.42484
Zm00001eb004360    1   12181024   12182613      1       1  98076       2.5175    0.0059096       0.0060165       0.0060165
Zm00001eb004420    1   12250196   12255463      1       1  98076      0.16099      0.43605         0.43523         0.43523
Zm00001eb004470    1   12338113   12339599      1       1  98076       2.2434     0.012435        0.012622        0.012622
Zm00001eb004490    1   12343656   12345162      2       2  98076        2.699    0.0034776       0.0048203       0.0028518
Zm00001eb004540    1   12434130   12438763      4       2  98076       2.0001     0.022746        0.017375        0.034788
Zm00001eb004560    1   12516663   12520623      6       5  98076        5.894    1.885e-09      1.5404e-10      3.2133e-07
Zm00001eb004760    1   13031568   13034810      3       2  98076       2.8086    0.0024878       0.0022286       0.0033708
Zm00001eb004940    1   13470997   13486090      1       1  98076       3.3712   0.00037415      0.00038516      0.00038516
Zm00001eb005030    1   13799902   13806468      2       2  98076       1.7554     0.039599        0.040211        0.040958
Zm00001eb005100    1   14102501   14104598      4       3  98076       2.3132     0.010356        0.018414       0.0076306
Zm00001eb005210    1   14480449   14500094      1       1  98076       6.1258   4.5111e-10      4.9626e-10      4.9626e-10
Zm00001eb005430    1   15070098   15073238      1       1  98076     -0.46032      0.67736         0.67603         0.67603
Zm00001eb005670    1   15906138   15912356      4       3  98076        7.865   1.8455e-15      3.9787e-12      2.9084e-17
Zm00001eb005710    1   16122256   16129623      5       4  98076      0.96489       0.1673        0.085376         0.33627
Zm00001eb005770    1   16331561   16342289      2       2  98076       6.9495   1.8328e-12           5e-10      1.8639e-14
Zm00001eb005820    1   16601750   16617586      5       4  98076       6.8572   3.5113e-12      8.9352e-10      3.4399e-13
Zm00001eb006030    1   17085942   17087938      3       3  98076       4.8104   7.5324e-07      3.2831e-06      3.3078e-07
Zm00001eb006170    1   17699837   17701555      2       2  98076         1.88     0.030054        0.042609         0.02261
Zm00001eb006190    1   17722814   17726372      1       1  98076       1.3801     0.083783        0.084145        0.084145
