GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98638       0.4371      0.33102         0.33075         0.33075
Zm00001eb000640    1    2737442    2740118      1       1  98638     -0.67553      0.75033         0.74895         0.74895
Zm00001eb000670    1    2800774    2803236      2       2  98638       1.7704     0.038331        0.049223         0.03158
Zm00001eb000720    1    2869576    2874482      7       3  98638       2.6761    0.0037246        0.024429       0.0011691
Zm00001eb000740    1    2874505    2883698      1       1  98638     -0.47857      0.68388         0.68216         0.68216
Zm00001eb000750    1    2875398    2880118      1       1  98638     -0.47857      0.68388         0.68216         0.68216
Zm00001eb000780    1    2950594    2963259      3       3  98638      0.40378      0.34319         0.34776         0.33488
Zm00001eb000810    1    2991876    3014032      6       3  98638     -0.76167      0.77687         0.85763         0.66838
Zm00001eb000830    1    3028126    3030012      3       3  98638     -0.16195      0.56433         0.55225         0.56207
Zm00001eb000920    1    3263012    3279756      1       1  98638      0.52302      0.30048         0.30032         0.30032
Zm00001eb000960    1    3359130    3361295      1       1  98638     -0.91417      0.81969         0.81832         0.81832
Zm00001eb000970    1    3362236    3365818      1       1  98638      0.73165      0.23219         0.23225         0.23225
Zm00001eb001040    1    3473728    3478290      4       3  98638      0.75954      0.22376         0.21728          0.2326
Zm00001eb001110    1    3642003    3652191      8       7  98638       1.6111     0.053583         0.11714        0.029096
Zm00001eb001120    1    3732742    3735652      1       1  98638      0.24495      0.40325         0.40276         0.40276
Zm00001eb001430    1    4173806    4249156     11       7  98638        1.356     0.087547         0.20904        0.043597
Zm00001eb001480    1    4358163    4359539      2       1  98638       1.0006      0.15851         0.14717         0.17126
Zm00001eb001510    1    4447853    4452527      3       3  98638       1.9117     0.027955        0.023185        0.037716
Zm00001eb001690    1    5055289    5057805      3       3  98638       1.0985      0.13599         0.15439          0.1233
Zm00001eb001870    1    5434423    5440930      1       1  98638        1.069      0.14254         0.14294         0.14294
Zm00001eb002000    1    5743584    5766324     13      11  98638    -0.089943      0.53583         0.35127         0.75902
Zm00001eb002100    1    6021571    6114922     14      11  98638     0.089008      0.46454         0.36553         0.54193
Zm00001eb002170    1    6200061    6204667      7       5  98638     -0.30369      0.61932         0.62703         0.57325
Zm00001eb002180    1    6223600    6228409      1       1  98638       1.6156     0.053094        0.053482        0.053482
Zm00001eb002430    1    6782672    6793725      2       2  98638      -1.2709      0.89811         0.91454         0.87646
Zm00001eb002540    1    7181045    7201561      4       3  98638       1.3619     0.086617        0.064823         0.12701
Zm00001eb002590    1    7298972    7300989      3       3  98638       2.5417    0.0055153       0.0044722       0.0082695
Zm00001eb002610    1    7337514    7342201      4       2  98638      0.14962      0.44053         0.38192         0.48852
Zm00001eb002620    1    7344153    7348877      2       2  98638       1.4215      0.07759        0.048519         0.12843
Zm00001eb002640    1    7399951    7402416      6       5  98638       2.0606      0.01967        0.022022        0.022268
Zm00001eb002830    1    7953030    7955203      2       2  98638        1.189      0.11723         0.11272         0.12347
Zm00001eb002880    1    7995660    8000444      9       6  98638       1.3594     0.087016        0.076729         0.11553
Zm00001eb002890    1    8030978    8031633      1       1  98638      -1.9952      0.97699         0.97643         0.97643
Zm00001eb003040    1    8268532    8271928      1       1  98638       2.9199    0.0017505       0.0017929       0.0017929
Zm00001eb003050    1    8271065    8271757      1       1  98638       2.9199    0.0017505       0.0017929       0.0017929
Zm00001eb003060    1    8274777    8292607      6       4  98638        1.318     0.093744        0.098909        0.096846
Zm00001eb003160    1    8514570    8518418      1       1  98638       2.1067     0.017571        0.017776        0.017776
Zm00001eb003220    1    8636709    8638722      7       6  98638      -0.6606      0.74556         0.72003         0.72925
Zm00001eb003230    1    8636709    8642534      8       7  98638     -0.87772      0.80995         0.79851          0.7712
Zm00001eb003350    1    8944150    8949254      4       3  98638     -0.74446       0.7717         0.83954         0.68808
Zm00001eb003460    1    9164434    9168992      1       1  98638      0.62618       0.2656         0.26555         0.26555
Zm00001eb003540    1    9423681    9428283      1       1  98638     -0.63331      0.73674         0.73524         0.73524
Zm00001eb003550    1    9483547    9565925      8       4  98638      0.94711      0.17179         0.19514         0.15664
Zm00001eb003670    1    9922122    9932704      1       1  98638      0.55609      0.28907         0.28895         0.28895
Zm00001eb003810    1   10427630   10507897      5       4  98638       1.0031       0.1579         0.22435         0.11682
