GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  98854     -0.76099      0.77667         0.77513         0.77513
Zm00001eb000640    1    2737442    2740118      1       1  98854      0.20691      0.41804         0.41744         0.41744
Zm00001eb000670    1    2800774    2803236      2       2  98854       3.0502    0.0011434       0.0012228       0.0012931
Zm00001eb000720    1    2869576    2874482      7       3  98854       0.4942      0.31058         0.40334         0.23316
Zm00001eb000740    1    2874505    2883698      1       1  98854     0.042017      0.48324         0.48228         0.48228
Zm00001eb000750    1    2875398    2880118      1       1  98854     0.042017      0.48324         0.48228         0.48228
Zm00001eb000780    1    2950594    2963259      3       3  98854      0.13716      0.44545          0.5153         0.37937
Zm00001eb000810    1    2991876    3014032      6       3  98854       5.5947   1.1049e-08      6.8609e-08       1.116e-08
Zm00001eb000830    1    3028126    3030012      3       3  98854     -0.28044      0.61043         0.52534         0.68524
Zm00001eb000920    1    3263012    3279756      1       1  98854      0.41617      0.33864         0.33831         0.33831
Zm00001eb000960    1    3359130    3361295      1       1  98854       1.7135     0.043315        0.043713        0.043713
Zm00001eb000970    1    3362236    3365818      1       1  98854      -0.6772      0.75086         0.74955         0.74955
Zm00001eb001040    1    3473728    3478290      4       3  98854       1.9348     0.026506         0.03916        0.020965
Zm00001eb001110    1    3642003    3652191      8       7  98854       4.7391   1.0731e-06      6.0154e-08       0.0001769
Zm00001eb001120    1    3732742    3735652      1       1  98854     -0.13289      0.55286         0.55144         0.55144
Zm00001eb001430    1    4173806    4249156     11       7  98854       4.9319   4.0717e-07      3.3762e-06      4.1926e-07
Zm00001eb001480    1    4358163    4359539      3       2  98854      0.44682       0.3275         0.29713         0.35809
Zm00001eb001510    1    4447853    4452527      3       3  98854       1.9318     0.026694        0.032199        0.024456
Zm00001eb001690    1    5055289    5057805      3       3  98854       2.5348    0.0056249       0.0052521       0.0076275
Zm00001eb001870    1    5434423    5440930      1       1  98854       1.2238      0.11051         0.11086         0.11086
Zm00001eb002000    1    5743584    5766324     13      11  98854       4.7748   8.9954e-07      2.1156e-08      0.00072415
Zm00001eb002100    1    6021571    6114922     14      11  98854       2.8037    0.0025256       0.0029741       0.0067817
Zm00001eb002170    1    6200061    6204667      7       6  98854       1.8612     0.031357        0.020058        0.065164
Zm00001eb002180    1    6223600    6228409      1       1  98854     -0.15872      0.56305           0.562           0.562
Zm00001eb002430    1    6782672    6793725      2       2  98854       3.6914   0.00011151      0.00015379      0.00010043
Zm00001eb002540    1    7181045    7201561      4       3  98854       1.4311     0.076194        0.048021         0.13318
Zm00001eb002590    1    7298972    7300989      3       3  98854     -0.37733      0.64704         0.64168         0.63935
Zm00001eb002610    1    7337514    7342201      4       2  98854      0.44178      0.32933         0.32544         0.32756
Zm00001eb002620    1    7344153    7348877      2       2  98854       2.8748    0.0020213       0.0029836       0.0016523
Zm00001eb002640    1    7399951    7402416      6       5  98854       1.7205     0.042672        0.029648        0.073741
Zm00001eb002830    1    7953030    7955203      2       2  98854        3.268   0.00054148       0.0009455       0.0003778
Zm00001eb002880    1    7995660    8000444      9       7  98854       4.9904   3.0128e-07      4.1274e-07      1.5923e-06
Zm00001eb002890    1    8030978    8031633      1       1  98854     -0.14659      0.55827         0.55723         0.55723
Zm00001eb003040    1    8268532    8271928      1       1  98854       5.8842   1.9998e-09      2.2406e-09      2.2406e-09
Zm00001eb003050    1    8271065    8271757      1       1  98854       5.8842   1.9998e-09      2.2406e-09      2.2406e-09
Zm00001eb003060    1    8274777    8292607      6       4  98854     -0.53421       0.7034         0.57403         0.82997
Zm00001eb003160    1    8514570    8518418      1       1  98854       1.2154      0.11211         0.11249         0.11249
Zm00001eb003220    1    8636709    8638722      7       5  98854      0.91453      0.18022          0.1571         0.21756
Zm00001eb003230    1    8636709    8642534      8       7  98854        1.047      0.14756        0.091772         0.25921
Zm00001eb003350    1    8944150    8949254      4       3  98854       1.0866      0.13861         0.17033         0.11753
Zm00001eb003460    1    9164434    9168992      1       1  98854       1.2128       0.1126         0.11298         0.11298
Zm00001eb003540    1    9423681    9428283      1       1  98854     -0.23677      0.59358         0.59244         0.59244
Zm00001eb003550    1    9483547    9565925      8       4  98854       1.1573      0.12357         0.12257          0.1327
Zm00001eb003670    1    9922122    9932704      1       1  98854        1.417     0.078242        0.078571        0.078571
Zm00001eb003810    1   10427630   10507897      5       4  98854       2.6103     0.004523       0.0045944       0.0068947
Zm00001eb003880    1   10679227   10681893      1       1  98854     -0.15585      0.56192         0.56064         0.56064
Zm00001eb004170    1   11486189   11491069      3       3  98854      0.53685      0.29568         0.23753         0.36626
Zm00001eb004250    1   11847885   11880702      2       2  98854      0.43684      0.33111         0.36231         0.30116
Zm00001eb004260    1   11938116   11939457      1       1  98854      0.95911      0.16875         0.16899         0.16899
Zm00001eb004290    1   11999339   12034402      2       2  98854     0.034661      0.48618         0.43928         0.53323
