GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
Zm00001eb000310    1    1201797    1210068      1       1  97537      -2.1282      0.98334         0.98295         0.98295
Zm00001eb000640    1    2737442    2740118      1       1  97537       1.8405     0.032847        0.033134        0.033134
Zm00001eb000670    1    2800774    2803236      2       2  97537      0.41388      0.33948         0.35501         0.32284
Zm00001eb000720    1    2869576    2874482      7       3  97537      0.67266      0.25058         0.46068         0.13744
Zm00001eb000740    1    2874505    2883698      1       1  97537      0.56621      0.28563         0.28552         0.28552
Zm00001eb000750    1    2875398    2880118      1       1  97537      0.56621      0.28563         0.28552         0.28552
Zm00001eb000780    1    2950594    2963259      3       3  97537      0.74839      0.22711         0.19288         0.26896
Zm00001eb000810    1    2991876    3014032      6       3  97537       1.3206     0.093325         0.18171        0.053822
Zm00001eb000830    1    3028126    3030012      3       3  97537       3.5535   0.00019006      3.9454e-05       0.0012642
Zm00001eb000920    1    3263012    3279756      1       1  97537      -1.4247      0.92288         0.92192         0.92192
Zm00001eb000960    1    3359130    3361295      1       1  97537       2.8355    0.0022875       0.0023397       0.0023397
Zm00001eb000970    1    3362236    3365818      1       1  97537      -2.3449      0.99048         0.99022         0.99022
Zm00001eb001040    1    3473728    3478290      4       3  97537    -0.027928      0.51114         0.48469         0.52769
Zm00001eb001110    1    3642003    3652191      8       7  97537       2.6724    0.0037656       0.0056561       0.0057858
Zm00001eb001120    1    3732742    3735652      1       1  97537       1.3683     0.085603        0.085957        0.085957
Zm00001eb001430    1    4173806    4249156     11       7  97537       1.0708      0.14214          0.1474         0.15133
Zm00001eb001480    1    4358163    4359539      2       1  97537       2.3158     0.010285       0.0099939        0.011078
Zm00001eb001510    1    4447853    4452527      3       3  97537       3.3763   0.00036734       0.0012423      0.00015801
Zm00001eb001690    1    5055289    5057805      3       3  97537       1.7768     0.037801        0.046181        0.034221
Zm00001eb001870    1    5434423    5440930      1       1  97537      0.26306      0.39625         0.39569         0.39569
Zm00001eb002000    1    5743584    5766324     13      11  97537       4.2792   9.3777e-06      6.1823e-06      0.00012779
Zm00001eb002100    1    6021571    6114922     14      12  97537      0.26537      0.39536          0.5954         0.24508
Zm00001eb002170    1    6200061    6204667      6       4  97537       0.5308      0.29778         0.49204         0.17816
Zm00001eb002180    1    6223600    6228409      1       1  97537      0.91957       0.1789         0.17911         0.17911
Zm00001eb002430    1    6782672    6793725      2       2  97537     -0.05103      0.52035         0.56435         0.47534
Zm00001eb002540    1    7181045    7201561      4       3  97537        2.679    0.0036922        0.021296      0.00088827
Zm00001eb002590    1    7298972    7300989      3       3  97537       5.3847   3.6287e-08      7.4669e-09      4.3473e-07
Zm00001eb002610    1    7337514    7342201      4       2  97537         1.43     0.076353        0.066982        0.097674
Zm00001eb002620    1    7344153    7348877      2       2  97537       1.9139     0.027819         0.03497        0.023584
Zm00001eb002640    1    7399951    7402416      6       5  97537       2.3417    0.0095976       0.0070621        0.020477
Zm00001eb002830    1    7953030    7955203      2       2  97537       1.4181     0.078074        0.052832         0.11919
Zm00001eb002880    1    7995660    8000444      9       7  97537       3.0282    0.0012302      0.00021078        0.019949
Zm00001eb002890    1    8030978    8031633      1       1  97537       1.2768      0.10084         0.10125         0.10125
Zm00001eb003040    1    8268532    8271928      1       1  97537       3.4458   0.00028467      0.00029636      0.00029636
Zm00001eb003050    1    8271065    8271757      1       1  97537       3.4458   0.00028467      0.00029636      0.00029636
Zm00001eb003060    1    8274777    8292607      6       4  97537       1.5107     0.065431        0.079348        0.063791
Zm00001eb003160    1    8514570    8518418      1       1  97537      0.62843      0.26486         0.26483         0.26483
Zm00001eb003220    1    8636709    8638722      7       6  97537       4.3696   6.2225e-06      2.8347e-06      6.3859e-05
Zm00001eb003230    1    8636709    8642534      8       7  97537        4.698   1.3135e-06      4.3058e-07      3.2914e-05
Zm00001eb003350    1    8944150    8949254      4       3  97537        1.105      0.13458        0.084515         0.22436
Zm00001eb003460    1    9164434    9168992      1       1  97537       3.4463    0.0002842      0.00029632      0.00029632
Zm00001eb003540    1    9423681    9428283      1       1  97537      0.13733      0.44539         0.44465         0.44465
