"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G355100",2.283712e-26,1,"No","2.283712e-26"
"SORBI_3002G354600",1.281301e-24,1,"No","1.281301e-24"
"SORBI_3001G093000",1.326236e-24,1,"No","1.326236e-24"
"SORBI_3007G034700",1.528612e-20,1,"No","1.528612e-20"
"SORBI_3006G208800",7.292143e-19,1,"No","7.292143e-19"
"SORBI_3001G081700",3.21159e-18,1,"No","3.21159e-18"
"SORBI_3004G067300",1.77577e-17,1,"No","1.77577e-17"
"SORBI_3001G253000",2.745101e-17,1,"No","2.745101e-17"
"SORBI_3009G132100",3.429208e-17,1,"No","3.429208e-17"
"SORBI_3001G250150",4.44089209850063e-16,2,"Yes","0.09434912,6.252326e-19"
"SORBI_3004G070200",4.44089209850063e-16,2,"Yes","0.0001138208,7.16303e-17"
"SORBI_3010G079000",4.44089209850063e-16,2,"Yes","1.196006e-17,0.3430377"
"SORBI_3001G447000",1.33226762955019e-15,3,"Yes","0.9066854,9.882804e-21,0.2003267"
"SORBI_3004G038500",1.33226762955019e-15,3,"Yes","1.062234e-18,0.8722791,1.092577e-06"
"SORBI_3010G131700",2.106411e-15,1,"No","2.106411e-15"
"SORBI_3006G120500",2.99760216648792e-15,5,"Yes","0.9158846,0.7453934,1.103033e-11,1.116958e-11,1.33471e-11"
"SORBI_3004G107800",3.21964677141295e-15,8,"Yes","0.6533103,0.01794853,9.385924e-25,0.4567972,0.2910738,7.517646e-05,0.7362826,0.4308296"
"SORBI_3004G157000",3.99680288865056e-15,3,"Yes","7.512803e-16,0.7772498,0.7893836"
"SORBI_3001G253300",4.44089209850063e-15,8,"Yes","8.34521e-17,0.4745498,5.172304e-05,0.6936768,5.633565e-07,0.00946381,0.00946381,7.012722e-06"
"SORBI_3001G361500",6.524946e-15,1,"No","6.524946e-15"
"SORBI_3004G153100",6.55031584528842e-15,5,"Yes","0.0004948754,4.331462e-13,4.331462e-13,0.001048559,0.03298372"
"SORBI_3001G294900",6.88338275267597e-15,4,"Yes","7.522598e-13,6.483986e-13,0.2086417,8.86708e-14"
"SORBI_3001G447700",2.16493489801906e-14,4,"Yes","0.1377529,0.002676067,2.826033e-15,0.643113"
"SORBI_3001G094900",2.35367281220533e-14,2,"Yes","1.185052e-14,1.177422e-14"
"SORBI_3001G322000",3.120929e-14,1,"No","3.120929e-14"
"SORBI_3004G094500",4.47419878923938e-14,4,"Yes","0.04983135,0.9651435,6.093246e-15,0.017933"
"SORBI_3002G274500",9.54791801177635e-14,2,"Yes","4.770263e-14,0.3891821"
"SORBI_3001G120500",1.12798659301916e-13,2,"Yes","5.636823e-14,0.02058866"
