"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G355100",1.239402e-21,1,"No","1.239402e-21"
"SORBI_3002G354600",2.355187e-20,1,"No","2.355187e-20"
"SORBI_3001G093000",4.143948e-20,1,"No","4.143948e-20"
"SORBI_3007G034700",3.216886e-16,1,"No","3.216886e-16"
"SORBI_3001G250150",4.44089209850063e-16,2,"Yes","0.13466,1.551647e-16"
"SORBI_3001G447000",1.33226762955019e-15,3,"Yes","0.9669032,4.762836e-18,0.3483864"
"SORBI_3006G208800",2.025727e-15,1,"No","2.025727e-15"
"SORBI_3004G107800",3.21964677141295e-15,8,"Yes","0.8978066,0.01226562,1.648673e-19,0.8206463,0.32634,0.0007582018,0.8480776,0.5861412"
"SORBI_3004G067300",3.702704e-15,1,"No","3.702704e-15"
"SORBI_3003G084400",3.99680288865056e-15,7,"Yes","0.309512,0.1378883,0.002673923,0.04462614,1.226882e-10,4.312274e-12,2.448188e-19"
"SORBI_3001G081700",7.308984e-15,1,"No","7.308984e-15"
"SORBI_3006G264000",9.99200722162641e-15,4,"Yes","1.583144e-11,3.208534e-11,5.620859e-13,2.184154e-13"
"SORBI_3001G253000",1.08063e-14,1,"No","1.08063e-14"
"SORBI_3004G038500",1.46549439250521e-14,3,"Yes","2.463446e-15,0.8247724,1.647027e-05"
"SORBI_3010G079000",1.59872115546023e-14,2,"Yes","8.041228e-15,0.4077314"
"SORBI_3010G131700",2.268466e-14,1,"No","2.268466e-14"
"SORBI_3009G132100",3.48661e-14,1,"No","3.48661e-14"
"SORBI_3004G070200",6.3504757008559e-14,2,"Yes","0.0002557728,3.167975e-14"
"SORBI_3003G122400",5.54556400800266e-13,8,"Yes","3.745894e-10,3.745894e-10,4.676063e-09,2.677843e-09,7.658865e-11,6.067827e-11,6.067827e-11,6.067827e-11"
"SORBI_3001G255866",5.97633054155722e-13,6,"Yes","0.8582292,8.450738e-12,1.321062e-12,0.5183738,0.5287414,0.5287414"
"SORBI_3006G120500",9.80437953046476e-13,5,"Yes","0.7446939,0.9195966,1.279135e-10,1.299254e-10,2.953298e-10"
"SORBI_3001G120500",1.04805053524615e-12,2,"Yes","5.240476e-13,0.04923088"
"SORBI_3001G120600",1.04805053524615e-12,2,"Yes","5.240476e-13,0.04923088"
"SORBI_3001G361500",1.093929e-12,1,"No","1.093929e-12"
"SORBI_3004G155200",1.61248792096558e-12,6,"Yes","0.1013406,0.1205684,1.226149e-13,0.2672959,0.2729592,0.2729592"
"SORBI_3005G084800",1.70474745431193e-12,3,"Yes","2.852079e-13,0.0171561,0.05406973"
"SORBI_3001G447700",1.86639592669735e-12,4,"Yes","0.2646313,0.004358027,2.496976e-13,0.8023607"
"SORBI_3006G194300",2.118018e-12,1,"No","2.118018e-12"
"SORBI_3001G123600",2.12851958281135e-12,4,"Yes","0.01126761,2.848077e-13,0.4651562,1.336274e-09"
"SORBI_3001G253300",2.2761792450865e-12,8,"Yes","1.208224e-13,0.3984396,0.0003027944,0.7415594,6.337453e-06,0.02890422,0.02890422,4.678243e-05"
"SORBI_3004G094500",4.33086899676027e-12,4,"Yes","0.1213813,0.8679337,5.803634e-13,0.04227842"
"SORBI_3001G322000",4.844944e-12,1,"No","4.844944e-12"
"SORBI_3004G078500",5.45208322932922e-12,8,"Yes","3.503247e-05,3.802109e-12,1.274404e-11,0.3570383,0.2933515,0.2933515,2.24787e-11,2.24787e-11"
"SORBI_3004G157000",7.80364661778776e-12,3,"Yes","1.300581e-12,0.661974,0.7823421"
"SORBI_3001G447300",8.00115529386858e-12,2,"Yes","0.02468699,4.000423e-12"
"SORBI_3001G094900",8.38051850138299e-12,2,"Yes","4.212433e-12,4.231383e-12"
"SORBI_3001G251200",9.09405883930958e-12,15,"Yes","0.001262143,0.001627568,0.002045701,0.002017381,0.0001716402,5.316019e-06,0.4697683,4.704132e-16,3.878118e-11,0.06820571,4.451355e-15,5.359353e-13,5.359353e-13,1.542098e-15,2.409774e-10"
"SORBI_3003G008000",1.06661346421788e-11,19,"Yes","1.15089e-06,1.15089e-06,0.6913648,0.3527459,0.0003997218,0.03553291,0.02363534,0.5072213,0.3343701,0.02769807,0.03252528,2.861996e-09,8.777616e-06,2.939205e-11,1.647816e-11,0.4503556,1.263552e-08,1.263552e-08,1.263552e-08"
"SORBI_3006G118000",1.360638e-11,1,"No","1.360638e-11"
"SORBI_3001G246700",2.67083022365e-11,5,"Yes","0.252525,0.7674307,2.274642e-12,0.5013549,0.00193303"
"SORBI_3002G274500",2.85496071228408e-11,2,"Yes","1.427302e-11,0.4251429"
