"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3001G093000",5.073375e-17,1,"No","5.073375e-17"
"SORBI_3010G095700",1.33226762955019e-15,3,"Yes","0.730249,0.6396119,1.151214e-18"
"SORBI_3007G034700",9.920389e-14,1,"No","9.920389e-14"
"SORBI_3001G097300",3.01847435935088e-12,3,"Yes","5.032186e-13,0.9954823,0.04446329"
"SORBI_3010G131700",1.330855e-11,1,"No","1.330855e-11"
"SORBI_3001G447000",1.91000548710463e-11,3,"Yes","0.08524296,3.183135e-12,0.1999607"
"SORBI_3003G084400",1.42372003075764e-10,7,"Yes","0.0176375,0.08378008,0.8971719,0.3427048,4.561761e-09,1.56131e-09,1.154569e-09"
"SORBI_3009G012500",4.00246613629918e-10,4,"Yes","0.7627005,5.512579e-11,0.006588451,0.006588451"
"SORBI_3010G086700",4.390462e-10,1,"No","4.390462e-10"
"SORBI_3010G240700",4.66294336476381e-10,2,"Yes","2.331471e-10,0.01676933"
"SORBI_3001G094900",7.30245419688913e-10,2,"Yes","4.496093e-10,3.809732e-10"
"SORBI_3010G076200",8.1179396538289e-10,6,"Yes","0.6265962,0.8320707,0.5553213,0.5215035,0.2646839,5.872388e-11"
"SORBI_3009G107300",8.9576868145258e-10,2,"Yes","0.9123227,4.478956e-10"
"SORBI_3003G012200",1.09672015913276e-09,5,"Yes","0.6636783,7.528425e-09,7.389986e-09,5.556153e-09,0.8908656"
"SORBI_3004G111600",1.45041023635883e-09,3,"Yes","0.3374695,0.1516062,2.420282e-10"
"SORBI_3001G361500",1.463031e-09,1,"No","1.463031e-09"
"SORBI_3001G224700",1.51715495722016e-09,3,"Yes","0.4928798,3.907331e-09,3.907331e-09"
"SORBI_3002G281500",1.71748015809214e-09,3,"Yes","0.3178934,0.05628356,2.862663e-10"
"SORBI_3002G355100",1.894178e-09,1,"No","1.894178e-09"
"SORBI_3004G141800",2.26202689912469e-09,7,"Yes","0.2365596,0.4190969,0.2959958,1.216758e-10,0.1944678,0.0643076,0.3124504"
"SORBI_3003G229500",2.52798360023121e-09,3,"Yes","0.0008880931,0.5241035,4.259467e-10"
"SORBI_3009G045200",3.13574977095499e-09,2,"Yes","0.09055721,1.567877e-09"
"SORBI_3001G368000",3.56360929654187e-09,4,"Yes","0.9710292,0.0002088909,4.777626e-10,0.5188697"
"SORBI_3001G093800",3.80637965591291e-09,11,"Yes","1.852761e-07,0.5344273,0.9040596,0.1298423,0.1319348,4.473559e-09,0.2461569,0.08733553,0.7131467,6.93923e-07,0.138182"
"SORBI_3004G078000",3.98109356591902e-09,2,"Yes","3.827538e-09,1.990576e-09"
"SORBI_3006G155700",4.71023e-09,1,"No","4.71023e-09"
"SORBI_3003G286800",4.88552154287447e-09,3,"Yes","0.2754373,8.144529e-10,0.002276621"
"SORBI_3003G287800",7.81785092218712e-09,6,"Yes","6.162739e-10,0.4538421,0.522902,0.4748206,0.05024714,0.9449224"
"SORBI_3010G241200",1.12626302728458e-08,2,"Yes","0.0001626959,5.631307e-09"
"SORBI_3010G230600",1.64465e-08,1,"No","1.64465e-08"
"SORBI_3010G082000",1.837203e-08,1,"No","1.837203e-08"
"SORBI_3004G070200",2.09429285025209e-08,2,"Yes","0.4139759,1.04715e-08"
"SORBI_3004G130850",2.75914108227582e-08,4,"Yes","0.05618764,0.0001082276,3.760722e-09,0.2767473"
"SORBI_3001G002100",3.463377e-08,1,"No","3.463377e-08"
"SORBI_3010G244500",5.187566e-08,1,"No","5.187566e-08"
"SORBI_3005G084800",5.48867312710755e-08,3,"Yes","9.717661e-09,0.7618259,0.9029003"
"SORBI_3001G322000",5.701112e-08,1,"No","5.701112e-08"
"SORBI_3009G069000",7.472823e-08,1,"No","7.472823e-08"
"SORBI_3003G024450",7.76818244174748e-08,4,"Yes","0.195554,0.195554,1.207201e-08,1.304495e-05"
"SORBI_3002G354600",1.141173e-07,1,"No","1.141173e-07"
"SORBI_3002G331700",1.168988e-07,1,"No","1.168988e-07"
"SORBI_3009G123500",1.19722920577381e-07,2,"Yes","2.247564e-06,5.986391e-08"
"SORBI_3001G073150",1.215329e-07,1,"No","1.215329e-07"
"SORBI_3003G286500",1.22656628076534e-07,3,"Yes","0.7863745,2.048982e-08,4.4596e-05"
"SORBI_3004G067000",1.52716410073417e-07,3,"Yes","2.216095e-07,2.340472e-07,3.86977e-07"
"SORBI_3001G081700",1.673085e-07,1,"No","1.673085e-07"
"SORBI_3004G132100",1.82628889899838e-07,8,"Yes","0.4622708,0.3693941,0.01124968,0.4543744,0.4344023,3.320855e-07,0.3392133,9.355929e-09"
"SORBI_3006G242100",1.88035956472099e-07,8,"Yes","1.550712e-06,1.239621e-08,0.8407031,0.04648042,0.01452831,0.002204673,0.1499815,0.005322906"
"SORBI_3003G278600",2.5049449903225e-07,4,"Yes","0.0805672,0.2889393,5.407608e-08,1.777266e-06"
"SORBI_3004G155200",3.07295829671261e-07,6,"Yes","0.3135772,0.7001607,2.75148e-08,0.6018169,0.4394763,0.4394763"
"SORBI_3006G196200",3.07455116477229e-07,2,"Yes","1.537333e-07,0.1392157"
"SORBI_3001G306800",3.07607458838177e-07,3,"Yes","3.317936e-05,4.734654e-05,0.7072289"
"SORBI_3003G084300",4.19945483720596e-07,8,"Yes","2.927476e-08,0.3898788,0.3898788,0.3898788,0.002328585,0.9265461,0.9265461,0.0008664878"
"SORBI_3003G371400",4.545613e-07,1,"No","4.545613e-07"
"SORBI_3004G143300",4.960107e-07,1,"No","4.960107e-07"
"SORBI_3001G214800",5.14560152375942e-07,3,"Yes","0.6527936,8.58513e-08,0.2409674"
"SORBI_3010G112700",7.64097205507852e-07,2,"Yes","4.96079e-07,4.496864e-07"
"SORBI_3003G312700",9.24259341061884e-07,3,"Yes","1.960205e-07,3.608914e-05,4.251663e-05"
"SORBI_3001G198400",9.55337581376448e-07,7,"Yes","0.001641052,0.1025912,0.6348044,4.272026e-07,6.989165e-07,0.1157412,0.002787351"
"SORBI_3003G406500",9.88485764130687e-07,2,"Yes","0.9262193,5.528434e-07"
"SORBI_3009G132100",1.000027e-06,1,"No","1.000027e-06"
"SORBI_3004G130900",1.49498654877789e-06,2,"Yes","0.6047747,8.856236e-07"
"SORBI_3006G116500",1.60514335934003e-06,2,"Yes","8.558526e-07,0.5713055"
"SORBI_3001G115500",1.87212980784501e-06,14,"Yes","0.989777,0.07755262,0.008116798,0.3426688,0.06720352,8.127684e-06,6.012187e-07,6.66284e-06,0.003442347,0.8154302,0.7362394,0.2178396,0.8165173,0.8568456"
"SORBI_3010G152100",1.94702863565155e-06,5,"Yes","0.9056114,0.03196369,0.05635457,1.891682e-07,0.5407667"
"SORBI_3006G259300",1.9555173002006e-06,4,"Yes","3.08361e-07,0.2927602,0.8789017,0.8561524"
"SORBI_3004G153100",2.29413241370491e-06,5,"Yes","0.3073006,1.540213e-06,1.540213e-06,0.2680829,0.6430803"
"SORBI_3006G273000",2.318242e-06,1,"No","2.318242e-06"
"SORBI_3003G275300",2.39154227088534e-06,4,"Yes","4.995787e-07,0.0007727989,0.0007727989,0.0007727989"
"SORBI_3001G319900",2.461991e-06,1,"No","2.461991e-06"
"SORBI_3004G049900",2.565966e-06,1,"No","2.565966e-06"
"SORBI_3004G105100",3.287651e-06,1,"No","3.287651e-06"
"SORBI_3004G022366",3.55405338947623e-06,4,"Yes","0.0003041434,5.064902e-07,0.4932161,0.01822237"
"SORBI_3002G390300",4.27309094297446e-06,2,"Yes","2.139081e-06,2.662771e-05"
"SORBI_3003G314200",4.37700679789543e-06,2,"Yes","2.831877e-06,2.831877e-06"
"SORBI_3006G208800",4.555195e-06,1,"No","4.555195e-06"
"SORBI_3009G076500",4.742251e-06,1,"No","4.742251e-06"
"SORBI_3006G245800",4.77536137610812e-06,2,"Yes","0.05721119,2.391811e-06"
"SORBI_3006G186900",4.977686e-06,1,"No","4.977686e-06"
"SORBI_3003G399200",5.392398e-06,1,"No","5.392398e-06"
"SORBI_3004G156200",5.51913861601694e-06,6,"Yes","0.5741716,0.006582242,0.5503071,3.913865e-07,0.5338743,0.04581601"
"SORBI_3009G104800",5.60561843709895e-06,7,"Yes","0.01903218,0.6202656,0.2847195,3.586843e-06,0.1991856,0.7680225,2.53119e-05"
"SORBI_3009G151400",6.92438306559851e-06,2,"Yes","3.461901e-06,0.0202853"
"SORBI_3004G143475",7.27803509537051e-06,22,"Yes","0.4441231,1.055835e-06,0.1981359,0.2021841,0.2021841,0.02108075,0.008402069,1.073481e-07,0.4756236,0.04064563,0.4386921,0.26431,0.001309428,0.04761231,0.4384819,0.05195229,0.08541143,0.1569344,0.1569344,0.1049671,0.1049671,0.0180013"
"SORBI_3005G114000",7.60755744699804e-06,2,"Yes","4.022036e-06,3.816071e-06"
"SORBI_3003G275200",7.72061082954245e-06,2,"Yes","4.449853e-06,0.76143"
"SORBI_3003G290800",8.01811906503413e-06,8,"Yes","0.001982429,5.292893e-07,0.006340919,0.008061868,0.008206025,0.01796386,0.007209137,0.4759205"
"SORBI_3006G264000",8.02799876986615e-06,4,"Yes","4.663988e-05,8.183432e-05,6.937032e-06,2.272613e-06"
"SORBI_3001G086000",8.04917e-06,1,"No","8.04917e-06"
"SORBI_3001G253300",8.6793356584014e-06,8,"Yes","0.002371818,0.001125518,0.0003252706,0.006376368,0.00143148,7.409632e-05,7.409632e-05,1.27526e-06"
"SORBI_3001G123100",9.098217e-06,1,"No","9.098217e-06"
"SORBI_3001G250150",9.60858606902093e-06,2,"Yes","0.02103361,4.82947e-06"
"SORBI_3004G202750",1.02717766210514e-05,8,"Yes","0.2923751,0.3699208,0.5612812,5.793555e-07,0.9894301,0.6769428,0.8055293,0.7200976"
"SORBI_3004G053900",1.060782e-05,1,"No","1.060782e-05"
"SORBI_3003G376400",1.09332343581903e-05,4,"Yes","1.747662e-06,0.009627798,0.01143043,0.3654066"
"SORBI_3004G033400",1.13984989538185e-05,7,"Yes","0.02612894,0.9891511,0.8966712,0.0007262725,5.595052e-06,0.0006634343,0.000615938"
"SORBI_3003G309400",1.380914e-05,1,"No","1.380914e-05"
"SORBI_3003G107600",1.381076e-05,1,"No","1.381076e-05"
"SORBI_3003G264500",1.40864152614606e-05,13,"Yes","3.38158e-06,6.454743e-07,0.03620501,0.03620501,0.03620501,0.04614241,0.0006228428,0.05764938,0.03976844,0.03976844,0.03976844,0.04237509,0.03976844"
"SORBI_3006G242200",1.4629329497029e-05,2,"Yes","4.391966e-05,9.402151e-06"
"SORBI_3001G089800",1.54059848578303e-05,10,"Yes","0.0001309371,0.0001802587,0.005170377,0.6110144,0.001746316,0.03536332,0.001178168,0.000275181,0.3065068,0.0690162"
"SORBI_3001G239900",1.54223104281703e-05,2,"Yes","7.976782e-06,0.0007207573"
"SORBI_3005G015900",1.58323896466417e-05,2,"Yes","8.56137e-06,0.5247667"
"SORBI_3002G364800",1.63256548704194e-05,2,"Yes","0.5646357,8.176465e-06"
"SORBI_3005G124100",1.66116662706495e-05,2,"Yes","8.308579e-06,0.1354693"
"SORBI_3003G022800",1.71510671481689e-05,5,"Yes","0.03097311,0.003903323,0.2854602,1.544342e-06,0.1111755"
"SORBI_3005G019100",1.78821223657533e-05,7,"Yes","0.9588735,0.672508,0.0001934672,4.607219e-05,0.0001522536,0.5533445,0.07200483"
"SORBI_3004G213400",1.87352918568084e-05,3,"Yes","0.0001018739,0.001333706,3.267834e-06"
"SORBI_3002G288000",1.87416899279924e-05,3,"Yes","3.142654e-06,0.007346455,0.9437205"
"SORBI_3010G132100",1.91123905812773e-05,4,"Yes","0.04525766,2.571653e-06,0.5303104,0.5015558"
"SORBI_3006G213300",1.99014386069729e-05,2,"Yes","9.96882e-06,0.5688608"
"SORBI_3003G329000",2.12437971373047e-05,2,"Yes","0.6118392,1.071136e-05"
"SORBI_3004G071000",2.282701e-05,1,"No","2.282701e-05"
"SORBI_3009G005800",2.35629161648987e-05,6,"Yes","2.84064e-05,0.000105663,0.9409839,0.9047607,0.1153665,2.622474e-05"
"SORBI_3004G157000",2.39220023798836e-05,3,"Yes","4.016642e-06,0.02653178,0.08288211"
"SORBI_3007G023000",2.556519e-05,1,"No","2.556519e-05"
"SORBI_3010G079000",2.59889412783654e-05,2,"Yes","1.299716e-05,0.2085713"
"SORBI_3002G390200",2.66417192991142e-05,2,"Yes","4.894348e-05,1.579531e-05"
"SORBI_3002G390100",2.81347531606579e-05,3,"Yes","0.6133791,4.894348e-05,1.579531e-05"
"SORBI_3001G087800",2.900813e-05,1,"No","2.900813e-05"
"SORBI_3001G083800",2.986702e-05,1,"No","2.986702e-05"
"SORBI_3009G131300",3.09049536795225e-05,3,"Yes","0.005381798,5.786685e-06,0.1392609"
"SORBI_3004G128800",3.16573334273595e-05,2,"Yes","1.583928e-05,0.07527744"
"SORBI_3007G018700",3.169026e-05,1,"No","3.169026e-05"
"SORBI_3009G100500",3.29224857235078e-05,2,"Yes","1.781072e-05,0.3986626"
"SORBI_3005G073500",3.49187829393749e-05,3,"Yes","0.006448084,6.836754e-06,0.0433477"
"SORBI_3006G116000",3.51252839061456e-05,3,"Yes","5.911444e-06,0.002213855,0.001859141"
"SORBI_3002G278600",3.883641e-05,1,"No","3.883641e-05"
"SORBI_3009G102100",3.8858536638875e-05,3,"Yes","0.003263075,0.1714939,6.550926e-06"
"SORBI_3001G126300",4.08797519194648e-05,6,"Yes","3.030758e-06,0.5027061,0.01382457,0.01578048,0.631856,0.6197066"
"SORBI_3010G119500",4.227816e-05,1,"No","4.227816e-05"
"SORBI_3004G094500",4.27171709370677e-05,4,"Yes","0.161751,0.3046311,5.777816e-06,0.1382742"
"SORBI_3010G188400",4.271879e-05,1,"No","4.271879e-05"
"SORBI_3006G118000",4.341935e-05,1,"No","4.341935e-05"
"SORBI_3001G246700",4.40677574822246e-05,5,"Yes","0.9950551,0.4747608,4.478777e-06,0.8826222,0.8022074"
"SORBI_3005G120600",4.58674975096773e-05,3,"Yes","4.449261e-05,1.364779e-05,4.449261e-05"
"SORBI_3003G224700",4.596543e-05,1,"No","4.596543e-05"
"SORBI_3006G273700",4.95721e-05,1,"No","4.95721e-05"
"SORBI_3001G447700",5.13823325719587e-05,4,"Yes","0.0005456891,0.9064693,0.0003617808,0.712966"
"SORBI_3003G312800",5.22915591947282e-05,2,"Yes","3.608914e-05,4.251663e-05"
"SORBI_3001G354600",5.33498244204011e-05,3,"Yes","0.9738651,0.04516168,9.715359e-06"
"SORBI_3003G420800",5.61891101992229e-05,2,"Yes","3.891032e-05,3.891032e-05"
"SORBI_3004G137500",5.75363466670531e-05,10,"Yes","0.4649252,2.167178e-06,0.05332814,0.03215078,0.1269435,0.01112596,0.03227109,0.03370806,1.630763e-05,0.01139927"
"SORBI_3002G353400",5.81332e-05,1,"No","5.81332e-05"
"SORBI_3001G299800",5.86605416397212e-05,3,"Yes","5.470302e-05,5.470302e-05,4.077284e-05"
"SORBI_3005G113766",5.87978867767625e-05,11,"Yes","0.9628442,0.9844594,0.9844594,0.6523306,0.9333021,0.8160983,0.8160983,2.171088e-06,0.7873293,0.6381057,0.6381057"
"SORBI_3005G106366",5.95959788718403e-05,2,"Yes","3.299028e-05,0.8864115"
"SORBI_3001G389200",5.999725e-05,1,"No","5.999725e-05"
"SORBI_3001G114500",6.42515470939964e-05,2,"Yes","0.2915089,3.213145e-05"
"SORBI_3010G124200",7.14740734675257e-05,2,"Yes","3.599003e-05,0.05159441"
"SORBI_3006G263900",7.63237620100554e-05,2,"Yes","0.0009811622,4.144985e-05"
"SORBI_3004G146800",7.738697e-05,1,"No","7.738697e-05"
"SORBI_3002G352800",7.84600929802926e-05,5,"Yes","0.108598,0.1860126,7.633076e-06,0.9046914,0.2729298"
"SORBI_3010G219600",7.945536e-05,1,"No","7.945536e-05"
"SORBI_3006G172651",8.29636632988517e-05,4,"Yes","1.198513e-05,0.1738335,0.09115113,0.3763261"
"SORBI_3001G003900",8.41203571284588e-05,3,"Yes","0.1923829,0.001820607,1.427939e-05"
"SORBI_3003G414300",8.829063e-05,1,"No","8.829063e-05"
"SORBI_3004G034300",8.87775285519643e-05,2,"Yes","0.4077205,4.440747e-05"
"SORBI_3001G162300",9.106831e-05,1,"No","9.106831e-05"
"SORBI_3010G048700",9.14864924693726e-05,3,"Yes","1.583451e-05,0.4699488,0.6691956"
"SORBI_3001G086400",9.16381114007825e-05,2,"Yes","4.596204e-05,7.339973e-05"
"SORBI_3003G275800",9.591763e-05,1,"No","9.591763e-05"
"SORBI_3004G001500",9.61793365464869e-05,2,"Yes","0.0100475,4.812586e-05"
"SORBI_3003G053800",9.80227e-05,1,"No","9.80227e-05"
"SORBI_3010G233400",0.0001012275,1,"No","0.0001012275"
"SORBI_3010G233450",0.0001012275,1,"No","0.0001012275"
"SORBI_3003G368600",0.000101591146971614,3,"Yes","1.705133e-05,0.9513006,0.7433364"
"SORBI_3001G195600",0.00010625010945442,4,"Yes","0.2516814,0.05663236,1.776136e-05,0.1048531"
"SORBI_3006G251000",0.0001070335,1,"No","0.0001070335"
"SORBI_3001G369000",0.000107091,1,"No","0.000107091"
"SORBI_3003G274000",0.0001088911,1,"No","0.0001088911"
"SORBI_3008G001800",0.000110047739637187,3,"Yes","2.488022e-05,0.879623,0.879623"
"SORBI_3002G004500",0.0001113338,1,"No","0.0001113338"
"SORBI_3001G294900",0.000114827929022066,4,"Yes","0.0002106476,0.0001206414,0.1748797,6.289216e-05"
"SORBI_3001G317800",0.000118318244531346,2,"Yes","0.0002211768,8.311939e-05"
"SORBI_3003G083400",0.000119632433439709,3,"Yes","0.2096119,2.556256e-05,0.06680785"
"SORBI_3002G272600",0.00012029986970985,2,"Yes","0.01093898,6.020137e-05"
"SORBI_3003G312500",0.000121951940487697,3,"Yes","2.14614e-05,0.03652359,0.05529615"
"SORBI_3003G357232",0.0001221849,1,"No","0.0001221849"
"SORBI_3003G064500",0.00012276892626284,4,"Yes","0.9051884,0.0001182116,0.1211659,0.0008633897"
"SORBI_3004G100900",0.0001247778,1,"No","0.0001247778"
"SORBI_3003G297400",0.0001309187,1,"No","0.0001309187"
"SORBI_3001G341900",0.000132020528912924,2,"Yes","0.0009817959,6.62808e-05"
"SORBI_3001G089850",0.00013528823368647,6,"Yes","0.0001309371,0.0001802587,0.005170377,0.6110144,0.001746316,0.03536332"
"SORBI_3001G089900",0.00013528823368647,6,"Yes","0.0001309371,0.0001802587,0.005170377,0.6110144,0.001746316,0.03536332"
"SORBI_3005G111000",0.000138320784288326,8,"Yes","0.3346366,0.9634268,0.7276561,0.005767232,0.05650971,0.6810315,0.30416,8.13678e-06"
"SORBI_3001G441200",0.000141697366383586,4,"Yes","0.0006295192,5.206325e-05,0.7405676,0.6917493"
"SORBI_3003G291300",0.000144767825036918,3,"Yes","2.937312e-05,0.7150343,0.0241385"
"SORBI_3006G037700",0.000149737186110888,35,"Yes","0.1562983,0.8878326,0.6472044,0.8193342,0.3995,0.8517253,0.1162352,0.9006608,0.6697252,1.419069e-06,0.5208161,0.9470852,0.07129799,0.2445802,0.828642,0.828642,0.09274692,0.976888,0.09033643,0.2118277,0.9259232,0.5715939,0.2038148,0.7507948,0.01563127,0.06520337,0.05570663,0.607084,0.5920664,0.5920664,0.5920664,0.5920664,0.1136586,0.1081214,0.07266196"
"SORBI_3001G316800",0.000157837235431835,3,"Yes","0.8207001,0.0505763,2.65756e-05"
"SORBI_3001G233600",0.0001584886,1,"No","0.0001584886"
"SORBI_3001G256200",0.0001588301,1,"No","0.0001588301"
"SORBI_3010G226500",0.000159660243454596,4,"Yes","0.001110213,2.623643e-05,0.820166,0.820166"
"SORBI_3001G128200",0.000162243610496771,2,"Yes","0.3019668,8.113144e-05"
"SORBI_3006G142365",0.000162288152253831,2,"Yes","0.0001017223,0.5415019"
"SORBI_3003G335900",0.0001638807,1,"No","0.0001638807"
"SORBI_3003G291100",0.000169419687577776,3,"Yes","0.9109919,0.06301718,2.865963e-05"
"SORBI_3006G120500",0.00017115766328335,5,"Yes","0.02808329,0.9960312,0.0009890574,0.0009848639,0.0001018297"
"SORBI_3003G119200",0.000173547752791214,4,"Yes","0.4890668,0.4890668,4.222943e-05,0.4890668"
"SORBI_3001G261250",0.000175214,1,"No","0.000175214"
"SORBI_3003G421000",0.0001753328,1,"No","0.0001753328"
"SORBI_3006G181600",0.0001890509,1,"No","0.0001890509"
"SORBI_3001G080000",0.0001958126,1,"No","0.0001958126"
"SORBI_3003G016300",0.000197086471533381,3,"Yes","0.0001480955,0.0001114996,0.0001927652"
"SORBI_3004G206600",0.000198802056388447,3,"Yes","0.9816365,0.7332872,3.643266e-05"
"SORBI_3004G212300",0.000199591107173824,3,"Yes","0.2924127,3.349574e-05,0.005146327"
"SORBI_3003G222400",0.0002090027,1,"No","0.0002090027"
"SORBI_3003G354850",0.0002170215,1,"No","0.0002170215"
"SORBI_3006G119900",0.0002182831,1,"No","0.0002182831"
"SORBI_3003G355900",0.0002206827,1,"No","0.0002206827"
"SORBI_3006G240900",0.0002237912,1,"No","0.0002237912"
"SORBI_3003G371600",0.000224372202417111,6,"Yes","0.0001580233,0.0001580233,0.4686181,0.3747669,0.3660968,0.6260075"
