GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  73507     0.015649      0.49376          0.4928          0.4928
SORBI_3001G000800    1     62892     69306      2       2  73507      0.58505      0.27926         0.31324         0.24851
SORBI_3001G000900    1     79159     81636      4       3  73507      0.42473      0.33552         0.31762          0.3483
SORBI_3001G001200    1    109968    112306      1       1  73507      0.93121      0.17587         0.17612         0.17612
SORBI_3001G001300    1    112766    116048      2       2  73507     -0.61961      0.73224         0.72133         0.73609
SORBI_3001G002000    1    162161    167916      2       2  73507     -0.78073      0.78252         0.76685         0.79047
SORBI_3001G002100    1    173605    175832      1       1  73507       1.8604     0.031414        0.031702        0.031702
SORBI_3001G002400    1    216906    219523      1       1  73507        1.788     0.036885        0.037239        0.037239
SORBI_3001G002700    1    258383    260238      1       1  73507      -1.5711      0.94192         0.94095         0.94095
SORBI_3001G003400    1    298066    299728      3       2  73507     -0.75875        0.776         0.78252          0.7582
SORBI_3001G003500    1    300363    306318      2       2  73507      0.20493      0.41881         0.42602         0.40746
SORBI_3001G003600    1    309245    311054      3       2  73507      0.39417      0.34673         0.40246         0.29682
SORBI_3001G003900    1    334170    338183      3       3  73507     -0.56528      0.71406         0.75826          0.6583
SORBI_3001G004100    1    355496    360888      3       3  73507      -1.1032      0.86503         0.89135         0.82333
SORBI_3001G004400    1    380347    391045      1       1  73507      -1.4154      0.92152         0.92033         0.92033
SORBI_3001G005100    1    415997    419707      1       1  73507     -0.74247       0.7711         0.76942         0.76942
SORBI_3001G006300    1    576040    577925      1       1  73507     -0.09212       0.5367         0.53569         0.53569
SORBI_3001G006400    1    583778    588934      1       1  73507      0.27196      0.39283         0.39233         0.39233
SORBI_3001G006600    1    661532    669834      1       1  73507     -0.42165      0.66336         0.66204         0.66204
SORBI_3001G006800    1    691687    694091      4       3  73507     -0.96244      0.83209         0.81533         0.83032
SORBI_3001G007000    1    705245    711484      1       1  73507     -0.26855      0.60586         0.60458         0.60458
SORBI_3001G007500    1    728051    731978      1       1  73507      -1.3379      0.90953         0.90841         0.90841
SORBI_3001G007800    1    739596    746898      3       3  73507     -0.26524      0.60459         0.62376         0.57037
SORBI_3001G008200    1    759332    762941      1       1  73507     -0.73549      0.76898         0.76741         0.76741
SORBI_3001G008300    1    766997    772094      4       3  73507      -1.4489      0.92631         0.93595         0.89768
SORBI_3001G008800    1    824643    826523      2       1  73507      0.45637      0.32406          0.3247         0.32278
SORBI_3001G009000    1    833474    841001      2       2  73507      -1.6637      0.95192         0.95322          0.9444
SORBI_3001G009200    1    848269    854834      3       3  73507     -0.59383      0.72369          0.6964         0.72891
SORBI_3001G009300    1    860540    865043      2       2  73507      -1.5874      0.94379         0.94283         0.94078
SORBI_3001G009700    1    881235    889724      1       1  73507      -1.0754       0.8589         0.85765         0.85765
SORBI_3001G010100    1    909734    911888      1       1  73507    -0.016687      0.50666         0.50552         0.50552
SORBI_3001G010200    1    917429    924294      8       4  73507     -0.23816      0.59412         0.69438         0.48486
SORBI_3001G010300    1    919634    925242      7       4  73507     -0.15761      0.56262          0.6456         0.47015
SORBI_3001G010600    1    934690    938671      1       1  73507      -1.4923      0.93219         0.93129         0.93129
SORBI_3001G011600    1   1004121   1006547      2       2  73507     -0.59325      0.72349          0.6793         0.76249
SORBI_3001G011800    1   1015540   1016301      1       1  73507     -0.12585      0.55008         0.54915         0.54915
SORBI_3001G012000    1   1031520   1034071      1       1  73507     -0.79795      0.78755         0.78592         0.78592
SORBI_3001G012100    1   1042020   1047090      1       1  73507      -1.2872      0.90099          0.8998          0.8998
SORBI_3001G012800    1   1203141   1207730      7       3  73507      0.14221      0.44346         0.37209         0.49892
SORBI_3001G012900    1   1211147   1221198      7       6  73507    -0.095944      0.53822         0.48048         0.57131
SORBI_3001G013000    1   1221172   1224186      3       1  73507      -2.1272       0.9833         0.99155         0.97241
SORBI_3001G013200    1   1231050   1234117      2       2  73507     -0.31155      0.62231         0.57752          0.6593
SORBI_3001G013300    1   1235446   1239001      1       1  73507      0.95976      0.16859         0.16889         0.16889
SORBI_3001G014100    1   1273048   1279860     13       7  73507       1.8858     0.029664          0.1954       0.0058714
SORBI_3001G014300    1   1299764   1305513      2       2  73507       1.1868      0.11765         0.10116         0.13933
SORBI_3001G015200    1   1348406   1352435      3       2  73507      0.41766       0.3381         0.35055          0.3233
SORBI_3001G015400    1   1354962   1369982      5       4  73507     -0.30869      0.62122         0.52012         0.70188
SORBI_3001G015800    1   1387666   1391790      1       1  73507       1.0277      0.15204         0.15233         0.15233
SORBI_3001G016201    1   1411835   1418917      2       2  73507      -1.8502      0.96785         0.97445         0.95824
SORBI_3001G016700    1   1441609   1449144      7       3  73507     -0.26613      0.60493         0.72343         0.48062
SORBI_3001G016800    1   1450134   1452644      2       1  73507      -0.2579      0.60176         0.62542         0.57639
SORBI_3001G017200    1   1480415   1485939      2       1  73507     -0.71585      0.76296         0.77946         0.74258
SORBI_3001G017600    1   1497655   1503070      1       1  73507      -1.4055      0.92006         0.91861         0.91861
SORBI_3001G017700    1   1503221   1511448      6       4  73507     -0.69366      0.75605         0.76836         0.71229
SORBI_3001G018000    1   1518766   1525254      1       1  73507      -1.6858      0.95408         0.95339         0.95339
SORBI_3001G018100    1   1526528   1531907      1       1  73507      -2.0404      0.97934         0.97896         0.97896
SORBI_3001G018200    1   1528936   1534824      2       2  73507     -0.73058      0.76748         0.79133         0.73332
SORBI_3001G018500    1   1553010   1556516      4       2  73507     -0.84249      0.80024         0.81034         0.77996
SORBI_3001G018800    1   1567076   1568503      1       1  73507     -0.92358      0.82215         0.82092         0.82092
SORBI_3001G018900    1   1572016   1574513      1       1  73507      0.43153      0.33304         0.33279         0.33279
SORBI_3001G019200    1   1587740   1591203      2       2  73507       -1.086      0.86126         0.86913         0.84202
SORBI_3001G019300    1   1591351   1594430      3       2  73507      -1.0428      0.85147         0.83852         0.84936
SORBI_3001G019400    1   1610923   1616733      1       1  73507     -0.30266      0.61892         0.61761         0.61761
SORBI_3001G019601    1   1623615   1624701      3       3  73507       -1.245      0.89344         0.88536         0.88561
SORBI_3001G019800    1   1646392   1651582      6       4  73507     -0.24551      0.59697         0.56876         0.58991
SORBI_3001G020000    1   1662896   1672214      1       1  73507      0.48649      0.31331         0.31311         0.31311
SORBI_3001G020600    1   1704442   1711957      6       4  73507      -1.0654      0.85664         0.84182         0.82942
SORBI_3001G020900    1   1727582   1728619      2       1  73507     0.060316      0.47595         0.47762         0.47244
SORBI_3001G021500    1   1770077   1776290      3       3  73507      0.07983      0.46819         0.51675         0.41608
SORBI_3001G021601    1   1778259   1779825     11       6  73507      0.01595      0.49364         0.46218         0.48429
SORBI_3001G021700    1   1780750   1786230      3       1  73507      0.59583      0.27564          0.2444          0.3106
SORBI_3001G021800    1   1787545   1793480      2       2  73507        1.094      0.13697         0.16935         0.11294
SORBI_3001G021900    1   1792932   1797374      1       1  73507       0.4613      0.32229         0.32204         0.32204
SORBI_3001G022000    1   1799075   1802499      5       2  73507      0.67043      0.25129         0.40257         0.15736
SORBI_3001G022500    1   1814461   1823163      6       4  73507      0.34684      0.36435           0.337         0.38199
SORBI_3001G022600    1   1823402   1826715      1       1  73507      0.61179      0.27034         0.27028         0.27028
SORBI_3001G023000    1   1843896   1850570      2       2  73507      -1.1845       0.8819         0.87045         0.88355
SORBI_3001G023100    1   1850735   1856772      1       1  73507      0.19688      0.42196         0.42137         0.42137
SORBI_3001G023800    1   1888889   1893254      9       5  73507     -0.28613      0.61261         0.49472         0.71477
SORBI_3001G024000    1   1902840   1909071     10       7  73507     -0.52404      0.69987         0.86111          0.5312
SORBI_3001G024200    1   1919703   1924815      2       2  73507      0.46308      0.32165         0.35938         0.28693
SORBI_3001G024500    1   1938235   1944319      1       1  73507      -1.0132      0.84452         0.84324         0.84324
SORBI_3001G025000    1   1955730   1963322      1       1  73507    -0.092943      0.53703          0.5361          0.5361
SORBI_3001G025700    1   1998516   2001946      1       1  73507     -0.38395      0.64949         0.64805         0.64805
SORBI_3001G025900    1   2009633   2016283      3       2  73507      -1.0029      0.84204         0.86335         0.80978
SORBI_3001G026000    1   2018430   2023764      4       1  73507     -0.50797      0.69426         0.69741         0.68658
SORBI_3001G026200    1   2035244   2042131      5       3  73507      -1.0432      0.85156         0.88923         0.78544
SORBI_3001G026400    1   2049444   2052777      1       1  73507      -1.2625      0.89661          0.8951          0.8951
SORBI_3001G026700    1   2082677   2085528      3       2  73507      0.18707       0.4258         0.41984          0.4255
SORBI_3001G026900    1   2098594   2101900      1       1  73507     -0.60463      0.72729          0.7256          0.7256
SORBI_3001G027100    1   2117619   2124838      4       2  73507       1.6662     0.047834         0.10272         0.02397
SORBI_3001G027300    1   2127305   2135140      3       2  73507     0.056471      0.47748         0.45608         0.49238
SORBI_3001G027500    1   2133792   2134894      1       1  73507      0.62809      0.26497         0.26494         0.26494
SORBI_3001G028200    1   2186952   2202877      2       2  73507       1.9115     0.027968        0.035537         0.02335
SORBI_3001G028301    1   2192291   2199388      2       2  73507       1.9115     0.027968        0.035537         0.02335
SORBI_3001G028400    1   2238553   2242355      9       5  73507        0.779      0.21799         0.18718         0.25801
SORBI_3001G028500    1   2241769   2246330     10       4  73507      0.72593      0.23394          0.1982         0.27862
SORBI_3001G028900    1   2255768   2261466      1       1  73507      0.60352      0.27308         0.27302         0.27302
SORBI_3001G029200    1   2270791   2273666      4       3  73507      0.40321       0.3434         0.25909         0.44594
SORBI_3001G029400    1   2287542   2290693      5       2  73507     -0.15504      0.56161         0.51568         0.59069
SORBI_3001G029500    1   2293896   2297802      3       2  73507      0.45775      0.32357          0.3546          0.2939
SORBI_3001G029700    1   2303416   2307009      9       4  73507     -0.11023      0.54389         0.43255         0.65173
SORBI_3001G029800    1   2308204   2312822      1       1  73507      -1.5599      0.94061         0.93967         0.93967
SORBI_3001G029900    1   2313297   2316186      1       1  73507     0.060755      0.47578         0.47495         0.47495
SORBI_3001G030000    1   2316213   2323874      2       1  73507     -0.38414      0.64956         0.67612         0.61993
SORBI_3001G030400    1   2341337   2346547      6       3  73507     -0.01226      0.50489         0.41819         0.58686
SORBI_3001G030500    1   2360333   2362090      2       2  73507     0.050165         0.48         0.45406         0.50209
SORBI_3001G030600    1   2365663   2367422      5       4  73507      0.29225      0.38505         0.53572         0.26899
SORBI_3001G031100    1   2384786   2387678      1       1  73507     -0.20373      0.58072         0.57928         0.57928
SORBI_3001G031300    1   2391412   2395531      2       1  73507      -0.9179      0.82067         0.81902         0.81902
SORBI_3001G031700    1   2408109   2411763      4       3  73507      0.89726      0.18479         0.15849         0.22048
SORBI_3001G031900    1   2416592   2424714      1       1  73507     -0.16738      0.56646         0.56528         0.56528
SORBI_3001G032000    1   2434482   2436725      1       1  73507      0.36947      0.35589         0.35545         0.35545
SORBI_3001G032200    1   2447498   2453413      3       3  73507     -0.16389      0.56509         0.62223         0.50325
SORBI_3001G032300    1   2457833   2460832      6       4  73507       1.6443     0.050054        0.043568         0.07071
SORBI_3001G032400    1   2465532   2468560      1       1  73507      -1.7382      0.95892         0.95831         0.95831
SORBI_3001G033000    1   2489317   2497493      3       3  73507       1.0202      0.15382        0.094909         0.25644
