GENE               CHR     START      STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
SORBI_3001G000100    1      1951      2616      1       1  66585      0.51731      0.30247         0.30229         0.30229
SORBI_3001G000800    1     62892     69306      2       2  66585      0.17826      0.42926         0.46952         0.38865
SORBI_3001G000900    1     79159     81636      4       3  66585      0.77824      0.21821         0.28039         0.17159
SORBI_3001G001200    1    109968    112306      1       1  66585     -0.74537      0.77198         0.77058         0.77058
SORBI_3001G001300    1    112766    116048      2       2  66585     -0.99064      0.83907         0.85217         0.81825
SORBI_3001G002000    1    162161    167916      1       1  66585      0.73822      0.23019         0.23028         0.23028
SORBI_3001G002100    1    173605    175832      1       1  66585     -0.65633       0.7442         0.74282         0.74282
SORBI_3001G002400    1    216906    219523      1       1  66585      -1.0389      0.85058         0.84923         0.84923
SORBI_3001G002700    1    258383    260238      1       1  66585     -0.21724      0.58599         0.58455         0.58455
SORBI_3001G003400    1    298066    299728      3       2  66585       1.3822     0.083454        0.055251         0.13288
SORBI_3001G003500    1    300363    306318      1       1  66585     -0.85169      0.80281         0.80142         0.80142
SORBI_3001G003600    1    309245    311054      3       2  66585      -1.5913      0.94423         0.96701         0.91512
SORBI_3001G003900    1    334170    338183      2       2  66585      0.64197      0.26045         0.20758         0.32664
SORBI_3001G004100    1    355496    360888      2       2  66585      0.61149      0.27044         0.29522         0.24735
SORBI_3001G004400    1    380347    391045      1       1  66585      0.59698      0.27526         0.27519         0.27519
SORBI_3001G005100    1    415997    419707      1       1  66585     -0.69338      0.75596         0.75451         0.75451
SORBI_3001G006300    1    576040    577925      1       1  66585      0.58694      0.27862         0.27856         0.27856
SORBI_3001G006400    1    583778    588934      1       1  66585        2.723    0.0032348       0.0033043       0.0033043
SORBI_3001G006700    1    684665    690615      1       1  66585      -1.8718      0.96938         0.96887         0.96887
SORBI_3001G006800    1    691687    694091      2       2  66585       1.9902     0.023285        0.034218        0.016788
SORBI_3001G007000    1    705245    711484      1       1  66585    -0.073279      0.52921         0.52816         0.52816
SORBI_3001G007100    1    712610    717295      1       1  66585     -0.75473       0.7748         0.77333         0.77333
SORBI_3001G007500    1    728051    731978      1       1  66585      -1.7339      0.95853         0.95783         0.95783
SORBI_3001G007800    1    739596    746898      3       3  66585     -0.72198      0.76485         0.79625          0.7177
SORBI_3001G008200    1    759332    762941      1       1  66585      0.82915      0.20351         0.20366         0.20366
SORBI_3001G008300    1    766997    772094      4       3  66585      0.65306      0.25686         0.30276          0.2179
SORBI_3001G008800    1    824643    826523      2       1  66585      -1.1975      0.88445         0.88961          0.8761
SORBI_3001G009000    1    833474    841001      2       2  66585     -0.98713      0.83821         0.85356         0.81576
SORBI_3001G009200    1    848269    854834      5       4  66585     -0.65106       0.7425         0.77927         0.67748
SORBI_3001G009300    1    860540    865043      1       1  66585      0.22621      0.41052         0.41001         0.41001
SORBI_3001G009700    1    881235    889724      1       1  66585     -0.36563      0.64268         0.64145         0.64145
SORBI_3001G009800    1    896282    899367      1       1  66585       1.0942      0.13693         0.13725         0.13725
SORBI_3001G010200    1    917429    924294      8       4  66585      0.60135      0.27381         0.36724         0.20339
SORBI_3001G010300    1    919634    925242      8       4  66585      0.60135      0.27381         0.36724         0.20339
SORBI_3001G012000    1   1031520   1034071      1       1  66585     -0.16564      0.56578         0.56456         0.56456
SORBI_3001G012100    1   1042020   1047090      1       1  66585      0.88428      0.18827         0.18849         0.18849
SORBI_3001G012800    1   1203141   1207730      4       1  66585     -0.47261      0.68175          0.6805          0.6794
SORBI_3001G012900    1   1211147   1221198      4       3  66585       0.5798      0.28102         0.27785         0.28283
SORBI_3001G013000    1   1221172   1224186      2       2  66585       1.3971     0.081187         0.07851        0.086691
SORBI_3001G013200    1   1231050   1234117      2       2  66585      -1.0207       0.8463         0.84602         0.83873
SORBI_3001G013300    1   1235446   1239001      1       1  66585     -0.13868      0.55515         0.55428         0.55428
SORBI_3001G014100    1   1273048   1279860      3       2  66585     -0.45211      0.67441         0.64246         0.68511
SORBI_3001G014300    1   1299764   1305513      2       2  66585      0.61826       0.2682         0.28368         0.25332
SORBI_3001G015200    1   1348406   1352435      3       2  66585       1.8697     0.030764        0.033288        0.031553
SORBI_3001G015400    1   1354962   1369982      5       4  66585    -0.016321      0.50651         0.47645         0.52069
SORBI_3001G015800    1   1387666   1391790      1       1  66585     -0.22477      0.58892          0.5877          0.5877
SORBI_3001G016201    1   1411835   1418917      1       1  66585       1.8063     0.035436        0.035757        0.035757
SORBI_3001G016700    1   1441609   1449144      7       3  66585     -0.25134      0.59922          0.5335         0.64182
SORBI_3001G016800    1   1450134   1452644      1       1  66585       2.3431    0.0095623       0.0096884       0.0096884
SORBI_3001G017200    1   1480415   1485939      2       1  66585      0.81179      0.20846         0.21572          0.2018
SORBI_3001G017300    1   1486492   1491239      1       1  66585     -0.99299      0.83964         0.83815         0.83815
SORBI_3001G017700    1   1503221   1511448      4       3  66585     -0.64981      0.74209         0.73238         0.73184
SORBI_3001G018000    1   1518766   1525254      1       1  66585       0.1978       0.4216         0.42096         0.42096
SORBI_3001G018100    1   1526528   1531907      1       1  66585      0.60974      0.27102         0.27096         0.27096
SORBI_3001G018200    1   1528936   1534824      1       1  66585      0.60974      0.27102         0.27096         0.27096
SORBI_3001G018500    1   1553010   1556516      4       3  66585       1.1169      0.13201         0.11711         0.15229
SORBI_3001G018800    1   1567076   1568503      1       1  66585      0.88694      0.18756         0.18779         0.18779
SORBI_3001G018900    1   1572016   1574513      1       1  66585      -1.0845      0.86093          0.8597          0.8597
SORBI_3001G019200    1   1587740   1591203      2       2  66585       1.5499     0.060579        0.080478         0.04793
SORBI_3001G019300    1   1591351   1594430      3       2  66585       -1.027      0.84779         0.86801         0.81715
SORBI_3001G019400    1   1610923   1616733      1       1  66585     -0.51922       0.6982         0.69672         0.69672
SORBI_3001G019601    1   1623615   1624701      3       3  66585     -0.34823      0.63617         0.70115         0.56119
SORBI_3001G019800    1   1646392   1651582      6       4  66585     -0.29759      0.61699         0.67477         0.53477
SORBI_3001G020600    1   1704442   1711957      6       4  66585       1.3277     0.092136         0.20224        0.047169
